"Status","Year","Disability","Parent_department","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared non-disabled","Department for Transport","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Transport","Statistics","London","85","85","47020","43130"
"In post","2021","Declared non-disabled","Department for Transport","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Transport","Unknown","London","125","125","55860","54170"
"In post","2021","Declared non-disabled","Department for Transport","Unknown","Outside London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Work and Pensions","Commercial","Outside London","30","25","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Work and Pensions","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Work and Pensions","Communications","Outside London","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Work and Pensions","Digital, Data and Technology","Outside London","45","45","41790","37170"
"In post","2021","Declared non-disabled","Department for Work and Pensions","Economics","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Work and Pensions","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Work and Pensions","Finance","Outside London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Work and Pensions","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Work and Pensions","Human Resources","Outside London","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Work and Pensions","Knowledge and Information Management","Outside London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Work and Pensions","Legal","Outside London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Work and Pensions","Operational Delivery","London","105","100","45710","44610"
"In post","2021","Declared non-disabled","Department for Work and Pensions","Operational Delivery","Outside London","1250","1175","44470","42000"
"In post","2021","Declared non-disabled","Department for Work and Pensions","Policy","London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Work and Pensions","Policy","Outside London","40","40","45980","40490"
"In post","2021","Declared non-disabled","Department for Work and Pensions","Project Delivery","Outside London","35","35","40950","39390"
"In post","2021","Declared non-disabled","Department for Work and Pensions","Property","Outside London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Work and Pensions","Science and Engineering","Outside London","380","350","40010","39330"
"In post","2021","Declared non-disabled","Department for Work and Pensions","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Work and Pensions","Statistics","Outside London","15","10","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Work and Pensions","Unknown","London","7515","7030","33480","31060"
"In post","2021","Declared non-disabled","Department for Work and Pensions","Unknown","Outside London","60315","53620","27010","27570"
"In post","2021","Declared non-disabled","Department for Work and Pensions","Unknown","Unknown","680","630","30160","27570"
"In post","2021","Declared non-disabled","Department of Health and Social Care","Commercial","London","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Department of Health and Social Care","Commercial","Outside London","35","35","40630","36820"
"In post","2021","Declared non-disabled","Department of Health and Social Care","Communications","London","95","95","45270","41010"
"In post","2021","Declared non-disabled","Department of Health and Social Care","Communications","Outside London","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Department of Health and Social Care","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department of Health and Social Care","Digital, Data and Technology","London","100","100","46860","42610"
"In post","2021","Declared non-disabled","Department of Health and Social Care","Digital, Data and Technology","Outside London","50","50","41200","37630"
"In post","2021","Declared non-disabled","Department of Health and Social Care","Economics","London","20","15","[c]","[c]"
"In post","2021","Declared non-disabled","Department of Health and Social Care","Economics","Outside London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Department of Health and Social Care","Finance","London","85","85","43440","40650"
"In post","2021","Declared non-disabled","Department of Health and Social Care","Finance","Outside London","115","110","41330","36820"
"In post","2021","Declared non-disabled","Department of Health and Social Care","Human Resources","London","120","115","45850","40450"
"In post","2021","Declared non-disabled","Department of Health and Social Care","Human Resources","Outside London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Department of Health and Social Care","Intelligence Analysis","London","30","25","[c]","[c]"
"In post","2021","Declared non-disabled","Department of Health and Social Care","Intelligence Analysis","Outside London","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Department of Health and Social Care","Knowledge and Information Management","London","115","110","46980","49680"
"In post","2021","Declared non-disabled","Department of Health and Social Care","Knowledge and Information Management","Outside London","245","225","36350","36330"
"In post","2021","Declared non-disabled","Department of Health and Social Care","Legal","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department of Health and Social Care","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department of Health and Social Care","Medicine","London","160","140","82650","83240"
"In post","2021","Declared non-disabled","Department of Health and Social Care","Medicine","Outside London","130","110","100810","98480"
"In post","2021","Declared non-disabled","Department of Health and Social Care","Operational Delivery","London","1105","1015","42580","40070"
"In post","2021","Declared non-disabled","Department of Health and Social Care","Operational Delivery","Outside London","1155","1030","34690","29920"
"In post","2021","Declared non-disabled","Department of Health and Social Care","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department of Health and Social Care","Operational Research","Outside London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Department of Health and Social Care","Other","London","120","115","53160","50810"
"In post","2021","Declared non-disabled","Department of Health and Social Care","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department of Health and Social Care","Policy","London","290","280","54290","53360"
"In post","2021","Declared non-disabled","Department of Health and Social Care","Policy","Outside London","150","140","46020","46000"
"In post","2021","Declared non-disabled","Department of Health and Social Care","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department of Health and Social Care","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department of Health and Social Care","Property","London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Department of Health and Social Care","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department of Health and Social Care","Science and Engineering","London","550","510","43880","40070"
"In post","2021","Declared non-disabled","Department of Health and Social Care","Science and Engineering","Outside London","945","875","37690","35610"
"In post","2021","Declared non-disabled","Department of Health and Social Care","Social Research","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department of Health and Social Care","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department of Health and Social Care","Statistics","London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Department of Health and Social Care","Statistics","Outside London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Department of Health and Social Care","Unknown","London","75","75","36430","32640"
"In post","2021","Declared non-disabled","Department of Health and Social Care","Unknown","Outside London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","ESTYN","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","ESTYN","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","ESTYN","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","ESTYN","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","ESTYN","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","ESTYN","Inspector of Education and Training","Outside London","55","50","74440","74730"
"In post","2021","Declared non-disabled","ESTYN","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","ESTYN","Operational Delivery","Outside London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","ESTYN","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","ESTYN","Project Delivery","Outside London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","ESTYN","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","ESTYN","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","ESTYN","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Commercial","Outside London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Communications","London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Communications","Outside London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Counter Fraud","London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Counter Fraud","Outside London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Digital, Data and Technology","London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Digital, Data and Technology","Outside London","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Economics","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Finance","London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Finance","Outside London","30","30","41390","37910"
"In post","2021","Declared non-disabled","Food Standards Agency","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Human Resources","Outside London","20","15","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Legal","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Operational Delivery","London","80","80","39200","32830"
"In post","2021","Declared non-disabled","Food Standards Agency","Operational Delivery","Outside London","360","340","29910","26750"
"In post","2021","Declared non-disabled","Food Standards Agency","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Policy","London","70","70","43620","40960"
"In post","2021","Declared non-disabled","Food Standards Agency","Policy","Outside London","35","35","42340","37910"
"In post","2021","Declared non-disabled","Food Standards Agency","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Project Delivery","Outside London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Science and Engineering","London","30","30","44470","40960"
"In post","2021","Declared non-disabled","Food Standards Agency","Science and Engineering","Outside London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Social Research","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Unknown","Outside London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Veterinarian","London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Veterinarian","Outside London","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","Commercial","London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","Commercial","Outside London","95","95","43210","40590"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","Communications","London","80","75","49530","46230"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","Communications","Outside London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","Digital, Data and Technology","London","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","Digital, Data and Technology","Outside London","165","165","43300","40670"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","Economics","London","75","75","47490","46300"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","Economics","Outside London","10","5","[c]","[c]"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","Economics","Overseas","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","Finance","London","60","55","49270","39770"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","Finance","Outside London","110","105","38530","33930"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","Finance","Overseas","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","Human Resources","London","100","95","47600","41740"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","Human Resources","Outside London","65","65","43910","40330"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","Human Resources","Overseas","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","Intelligence Analysis","London","110","105","45210","38860"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","Intelligence Analysis","Overseas","40","40","44860","37930"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","Internal Audit","London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","Internal Audit","Outside London","30","30","[c]","[c]"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","Knowledge and Information Management","London","55","55","47570","39770"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","Knowledge and Information Management","Outside London","35","35","36230","32910"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","Knowledge and Information Management","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","Legal","London","60","55","62480","65220"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","Legal","Outside London","35","25","49840","53630"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","Medicine","London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","Medicine","Outside London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","Medicine","Overseas","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","Operational Delivery","London","115","110","39820","33680"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","Operational Delivery","Outside London","275","265","30310","26120"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","Operational Delivery","Overseas","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","Operational Research","London","40","35","57840","58370"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","Operational Research","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","Other","London","80","75","68130","67970"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","Other","Outside London","35","30","52760","55990"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","Other","Overseas","70","70","69110","70070"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","Policy","London","1505","1475","49010","43300"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","Policy","Outside London","90","90","49890","50490"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","Policy","Overseas","1260","1260","52380","53470"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","Project Delivery","London","80","80","44890","38600"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","Project Delivery","Outside London","150","145","37200","33930"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","Project Delivery","Overseas","35","35","50710","53000"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","Property","London","105","100","52480","50590"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","Property","Outside London","160","160","36040","34640"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","Property","Overseas","110","110","40980","40330"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","Science and Engineering","London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","Security","London","80","80","42740","38600"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","Security","Outside London","160","155","35550","31920"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","Security","Overseas","45","45","34360","34310"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","Statistics","London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","Statistics","Outside London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","Statistics","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","Tax","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","Tax","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","Unknown","London","190","190","53130","50430"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","Unknown","Outside London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","Unknown","Overseas","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","HM Land Registry","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","HM Land Registry","Commercial","Outside London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","HM Land Registry","Communications","London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","HM Land Registry","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","HM Land Registry","Digital, Data and Technology","London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","HM Land Registry","Digital, Data and Technology","Outside London","355","330","40380","38450"
"In post","2021","Declared non-disabled","HM Land Registry","Finance","London","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","HM Land Registry","Finance","Outside London","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","HM Land Registry","Human Resources","London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","HM Land Registry","Human Resources","Outside London","50","45","41780","38550"
"In post","2021","Declared non-disabled","HM Land Registry","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","HM Land Registry","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","HM Land Registry","Legal","London","30","25","[c]","[c]"
"In post","2021","Declared non-disabled","HM Land Registry","Legal","Outside London","125","110","51190","60520"
"In post","2021","Declared non-disabled","HM Land Registry","Operational Delivery","London","130","120","36270","33950"
"In post","2021","Declared non-disabled","HM Land Registry","Operational Delivery","Outside London","2820","2455","30100","27130"
"In post","2021","Declared non-disabled","HM Land Registry","Other","London","15","10","[c]","[c]"
"In post","2021","Declared non-disabled","HM Land Registry","Other","Outside London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","HM Land Registry","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","HM Land Registry","Project Delivery","Outside London","60","55","44700","39100"
"In post","2021","Declared non-disabled","HM Land Registry","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","HM Land Registry","Property","Outside London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","HM Revenue and Customs","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","HM Revenue and Customs","Commercial","Outside London","45","45","40130","38630"
"In post","2021","Declared non-disabled","HM Revenue and Customs","Communications","London","80","75","50230","42910"
"In post","2021","Declared non-disabled","HM Revenue and Customs","Communications","Outside London","85","85","41220","38630"
"In post","2021","Declared non-disabled","HM Revenue and Customs","Digital, Data and Technology","London","105","100","44600","41760"
"In post","2021","Declared non-disabled","HM Revenue and Customs","Digital, Data and Technology","Outside London","1005","950","39920","38630"
"In post","2021","Declared non-disabled","HM Revenue and Customs","Economics","London","65","65","53700","59160"
"In post","2021","Declared non-disabled","HM Revenue and Customs","Economics","Outside London","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","HM Revenue and Customs","Finance","London","145","140","53740","45960"
"In post","2021","Declared non-disabled","HM Revenue and Customs","Finance","Outside London","870","765","32110","28130"
"In post","2021","Declared non-disabled","HM Revenue and Customs","Human Resources","London","90","85","53590","48550"
"In post","2021","Declared non-disabled","HM Revenue and Customs","Human Resources","Outside London","415","385","40010","38630"
"In post","2021","Declared non-disabled","HM Revenue and Customs","Intelligence Analysis","London","40","40","46730","41760"
"In post","2021","Declared non-disabled","HM Revenue and Customs","Intelligence Analysis","Outside London","85","80","36520","31810"
"In post","2021","Declared non-disabled","HM Revenue and Customs","Internal Audit","London","15","10","[c]","[c]"
"In post","2021","Declared non-disabled","HM Revenue and Customs","Internal Audit","Outside London","45","45","42270","40910"
"In post","2021","Declared non-disabled","HM Revenue and Customs","International Trade","London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","HM Revenue and Customs","International Trade","Outside London","60","55","32300","31810"
"In post","2021","Declared non-disabled","HM Revenue and Customs","Knowledge and Information Management","London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","HM Revenue and Customs","Knowledge and Information Management","Outside London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","HM Revenue and Customs","Legal","London","655","635","40720","36160"
"In post","2021","Declared non-disabled","HM Revenue and Customs","Legal","Outside London","1540","1465","30360","28130"
"In post","2021","Declared non-disabled","HM Revenue and Customs","Operational Delivery","London","1015","945","33800","29570"
"In post","2021","Declared non-disabled","HM Revenue and Customs","Operational Delivery","Outside London","14395","12745","26130","25560"
"In post","2021","Declared non-disabled","HM Revenue and Customs","Operational Research","London","30","30","47540","42140"
"In post","2021","Declared non-disabled","HM Revenue and Customs","Operational Research","Outside London","65","60","42400","38630"
"In post","2021","Declared non-disabled","HM Revenue and Customs","Other","London","60","55","47670","41760"
"In post","2021","Declared non-disabled","HM Revenue and Customs","Other","Outside London","245","225","43260","38630"
"In post","2021","Declared non-disabled","HM Revenue and Customs","Policy","London","435","415","58500","59160"
"In post","2021","Declared non-disabled","HM Revenue and Customs","Policy","Outside London","310","290","45660","39100"
"In post","2021","Declared non-disabled","HM Revenue and Customs","Project Delivery","London","215","205","50670","43100"
"In post","2021","Declared non-disabled","HM Revenue and Customs","Project Delivery","Outside London","1475","1415","42400","38630"
"In post","2021","Declared non-disabled","HM Revenue and Customs","Property","London","305","285","38670","36150"
"In post","2021","Declared non-disabled","HM Revenue and Customs","Property","Outside London","1165","1075","36630","32480"
"In post","2021","Declared non-disabled","HM Revenue and Customs","Security","London","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","HM Revenue and Customs","Security","Outside London","80","80","37040","38630"
"In post","2021","Declared non-disabled","HM Revenue and Customs","Social Research","London","30","30","50750","59160"
"In post","2021","Declared non-disabled","HM Revenue and Customs","Social Research","Outside London","30","25","[c]","[c]"
"In post","2021","Declared non-disabled","HM Revenue and Customs","Statistics","London","105","100","50470","41850"
"In post","2021","Declared non-disabled","HM Revenue and Customs","Statistics","Outside London","95","90","40050","38630"
"In post","2021","Declared non-disabled","HM Revenue and Customs","Tax","London","1300","1235","44060","39800"
"In post","2021","Declared non-disabled","HM Revenue and Customs","Tax","Outside London","8405","7900","34230","31810"
"In post","2021","Declared non-disabled","HM Revenue and Customs","Unknown","London","390","380","50690","41760"
"In post","2021","Declared non-disabled","HM Revenue and Customs","Unknown","Outside London","1830","1770","28910","25560"
"In post","2021","Declared non-disabled","HM Treasury","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","HM Treasury","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","HM Treasury","Communications","London","40","35","48300","42990"
"In post","2021","Declared non-disabled","HM Treasury","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","HM Treasury","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","HM Treasury","Counter Fraud","London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","HM Treasury","Counter Fraud","Outside London","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","HM Treasury","Digital, Data and Technology","London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","HM Treasury","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","HM Treasury","Economics","London","125","125","44270","34990"
"In post","2021","Declared non-disabled","HM Treasury","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","HM Treasury","Finance","London","65","65","50110","52530"
"In post","2021","Declared non-disabled","HM Treasury","Finance","Outside London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","HM Treasury","Human Resources","London","45","45","51450","52840"
"In post","2021","Declared non-disabled","HM Treasury","Human Resources","Outside London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","HM Treasury","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","HM Treasury","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","HM Treasury","Internal Audit","London","95","90","55770","53520"
"In post","2021","Declared non-disabled","HM Treasury","Internal Audit","Outside London","175","165","47090","44590"
"In post","2021","Declared non-disabled","HM Treasury","Knowledge and Information Management","London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","HM Treasury","Legal","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","HM Treasury","Operational Delivery","London","105","100","31650","29360"
"In post","2021","Declared non-disabled","HM Treasury","Operational Delivery","Outside London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","HM Treasury","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","HM Treasury","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","HM Treasury","Other","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","HM Treasury","Policy","London","960","945","50490","52500"
"In post","2021","Declared non-disabled","HM Treasury","Policy","Outside London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","HM Treasury","Project Delivery","London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","HM Treasury","Project Delivery","Outside London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","HM Treasury","Security","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","HM Treasury","Statistics","London","10","10","[c]","[c]"
