"Status","Year","Organisation","Profession_of_post","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Home Office (incl. agencies)","Project Delivery","G7","Undeclared","40","40","57340","57460"
"In post","2021","Home Office (incl. agencies)","Project Delivery","G7","Unknown","15","15","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Project Delivery","HEO","Heterosexual / straight","250","240","33560","35050"
"In post","2021","Home Office (incl. agencies)","Project Delivery","HEO","LGBO","15","15","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Project Delivery","HEO","Undeclared","25","25","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Project Delivery","HEO","Unknown","25","25","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Project Delivery","SCS level","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Project Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Project Delivery","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Project Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Project Delivery","SEO","Heterosexual / straight","305","300","40770","41950"
"In post","2021","Home Office (incl. agencies)","Project Delivery","SEO","LGBO","10","10","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Project Delivery","SEO","Undeclared","45","45","40300","41140"
"In post","2021","Home Office (incl. agencies)","Project Delivery","SEO","Unknown","20","20","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Property","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Property","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Property","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Property","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Property","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Property","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Property","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Property","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Property","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Property","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Property","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Property","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Property","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Science and Engineering","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Science and Engineering","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Science and Engineering","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Science and Engineering","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Science and Engineering","G6","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Science and Engineering","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Science and Engineering","G6","Undeclared","10","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Science and Engineering","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Science and Engineering","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Science and Engineering","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Science and Engineering","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Science and Engineering","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Science and Engineering","HEO","Heterosexual / straight","40","40","35800","35380"
"In post","2021","Home Office (incl. agencies)","Science and Engineering","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Science and Engineering","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Science and Engineering","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Science and Engineering","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Science and Engineering","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Science and Engineering","SEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Science and Engineering","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Science and Engineering","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Security","AA","Heterosexual / straight","75","75","20460","22210"
"In post","2021","Home Office (incl. agencies)","Security","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Security","AA","Undeclared","10","10","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Security","AO","Heterosexual / straight","50","50","24980","25630"
"In post","2021","Home Office (incl. agencies)","Security","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Security","AO","Undeclared","10","10","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Security","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Security","EO","Heterosexual / straight","55","55","28250","28760"
"In post","2021","Home Office (incl. agencies)","Security","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Security","EO","Undeclared","5","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Security","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Security","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Security","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Security","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Security","G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Security","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Security","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Security","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Security","HEO","Heterosexual / straight","55","55","34270","35070"
"In post","2021","Home Office (incl. agencies)","Security","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Security","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Security","SEO","Heterosexual / straight","30","30","42110","41970"
"In post","2021","Home Office (incl. agencies)","Security","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Security","SEO","Undeclared","5","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Security","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Social Research","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Social Research","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Social Research","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Social Research","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Social Research","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Social Research","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Social Research","G6","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Social Research","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Social Research","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Social Research","G7","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Social Research","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Social Research","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Social Research","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Social Research","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Social Research","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Social Research","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Social Research","SEO","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Social Research","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Social Research","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Social Research","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Statistics","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Statistics","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Statistics","AA","Unknown","5","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Statistics","EO","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Statistics","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Statistics","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Statistics","EO","Unknown","5","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Statistics","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Statistics","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Statistics","G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Statistics","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Statistics","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Statistics","HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Statistics","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Statistics","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Statistics","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Statistics","SEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Statistics","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Statistics","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Unknown","G6","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Unknown","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Unknown","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Unknown","G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Unknown","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Unknown","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Unknown","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Unknown","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Unknown","SEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Unknown","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Unknown","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Unknown","Unknown","Heterosexual / straight","170","170","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Unknown","Unknown","LGBO","5","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Unknown","Unknown","Undeclared","40","35","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Unknown","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","Insolvency Service","Commercial","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Commercial","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Commercial","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Commercial","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Commercial","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Commercial","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Commercial","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Commercial","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Commercial","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Commercial","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Commercial","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Commercial","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Commercial","SEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Insolvency Service","Commercial","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Commercial","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Commercial","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Communications","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Communications","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Communications","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Communications","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Communications","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Communications","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Communications","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Communications","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Communications","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Communications","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Counter Fraud","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Counter Fraud","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Counter Fraud","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Counter Fraud","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Counter Fraud","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Counter Fraud","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Counter Fraud","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Counter Fraud","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Counter Fraud","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Insolvency Service","Counter Fraud","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Counter Fraud","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Counter Fraud","G7","Unknown","5","5","[c]","[c]"
"In post","2021","Insolvency Service","Counter Fraud","HEO","Heterosexual / straight","85","80","36330","36060"
"In post","2021","Insolvency Service","Counter Fraud","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Counter Fraud","HEO","Undeclared","10","10","[c]","[c]"
"In post","2021","Insolvency Service","Counter Fraud","HEO","Unknown","75","70","36590","36060"
"In post","2021","Insolvency Service","Counter Fraud","SEO","Heterosexual / straight","40","40","44290","43910"
"In post","2021","Insolvency Service","Counter Fraud","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Counter Fraud","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Counter Fraud","SEO","Unknown","25","25","[c]","[c]"
"In post","2021","Insolvency Service","Digital, Data and Technology","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Digital, Data and Technology","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Digital, Data and Technology","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Digital, Data and Technology","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Insolvency Service","Digital, Data and Technology","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Digital, Data and Technology","EO","Unknown","5","5","[c]","[c]"
"In post","2021","Insolvency Service","Digital, Data and Technology","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Digital, Data and Technology","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Digital, Data and Technology","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Digital, Data and Technology","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Digital, Data and Technology","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Digital, Data and Technology","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Digital, Data and Technology","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Digital, Data and Technology","HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Insolvency Service","Digital, Data and Technology","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Digital, Data and Technology","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Digital, Data and Technology","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Digital, Data and Technology","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Digital, Data and Technology","SEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Insolvency Service","Digital, Data and Technology","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Digital, Data and Technology","SEO","Unknown","5","5","[c]","[c]"
"In post","2021","Insolvency Service","Finance","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Finance","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Finance","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Insolvency Service","Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Finance","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Finance","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Finance","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Finance","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Finance","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Insolvency Service","Finance","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Finance","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Finance","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Finance","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Finance","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Finance","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Finance","SEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Insolvency Service","Finance","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Finance","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Finance","SEO","Unknown","5","5","[c]","[c]"
"In post","2021","Insolvency Service","Human Resources","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Human Resources","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Human Resources","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Human Resources","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Human Resources","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Human Resources","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Human Resources","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Insolvency Service","Human Resources","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Human Resources","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Human Resources","HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Insolvency Service","Human Resources","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Human Resources","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Human Resources","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Human Resources","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Human Resources","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Human Resources","SEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Insolvency Service","Human Resources","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Human Resources","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Intelligence Analysis","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Intelligence Analysis","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Intelligence Analysis","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Intelligence Analysis","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Intelligence Analysis","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Intelligence Analysis","SEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Insolvency Service","Intelligence Analysis","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Intelligence Analysis","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Knowledge and Information Management","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Knowledge and Information Management","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Knowledge and Information Management","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Knowledge and Information Management","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Knowledge and Information Management","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Knowledge and Information Management","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Knowledge and Information Management","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Knowledge and Information Management","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Legal","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Insolvency Service","Legal","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Legal","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Legal","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Legal","G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Insolvency Service","Legal","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Legal","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Legal","G7","Unknown","5","5","[c]","[c]"
"In post","2021","Insolvency Service","Legal","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Legal","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Legal","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Legal","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Legal","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Legal","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Operational Delivery","AA","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Insolvency Service","Operational Delivery","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Operational Delivery","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Operational Delivery","AA","Unknown","45","40","19440","18900"
"In post","2021","Insolvency Service","Operational Delivery","AO","Heterosexual / straight","235","220","21440","20880"
"In post","2021","Insolvency Service","Operational Delivery","AO","LGBO","15","15","[c]","[c]"
"In post","2021","Insolvency Service","Operational Delivery","AO","Undeclared","5","5","[c]","[c]"
"In post","2021","Insolvency Service","Operational Delivery","AO","Unknown","305","290","21330","20880"
"In post","2021","Insolvency Service","Operational Delivery","EO","Heterosexual / straight","85","75","25980","26290"
"In post","2021","Insolvency Service","Operational Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Operational Delivery","EO","Undeclared","10","10","[c]","[c]"
"In post","2021","Insolvency Service","Operational Delivery","EO","Unknown","85","80","25940","26290"
