"Status","Year","Disability","Profession_of_post","Region_ITL1","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Commercial","East Midlands (England)","Derby","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","East Midlands (England)","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","East Midlands (England)","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","East Midlands (England)","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","East Midlands (England)","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","East Midlands (England)","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","East Midlands (England)","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","East Midlands (England)","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","East of England","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","East of England","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","East of England","Cambridgeshire CC","5","5","[c]","[c]"
"In post","2021","Declared disabled","Commercial","East of England","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","East of England","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","East of England","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","East of England","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","East of England","Luton","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","East of England","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","East of England","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","East of England","Peterborough","5","5","[c]","[c]"
"In post","2021","Declared disabled","Commercial","East of England","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","East of England","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","London","Barnet","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","London","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","London","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","London","Croydon","20","15","[c]","[c]"
"In post","2021","Declared disabled","Commercial","London","Enfield","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","London","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","London","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","London","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","London","Hounslow and Richmond upon Thames","5","5","[c]","[c]"
"In post","2021","Declared disabled","Commercial","London","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","London","Lambeth","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","London","Tower Hamlets","5","5","[c]","[c]"
"In post","2021","Declared disabled","Commercial","London","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","London","Westminster","45","45","43020","40650"
"In post","2021","Declared disabled","Commercial","North East (England)","Darlington","5","5","[c]","[c]"
"In post","2021","Declared disabled","Commercial","North East (England)","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","North East (England)","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","North East (England)","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","North East (England)","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","North East (England)","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","North West (England)","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","North West (England)","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","North West (England)","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","North West (England)","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","North West (England)","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","North West (England)","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","North West (England)","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","North West (England)","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","North West (England)","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","North West (England)","Greater Manchester South West","10","10","[c]","[c]"
"In post","2021","Declared disabled","Commercial","North West (England)","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","North West (England)","Liverpool","10","10","[c]","[c]"
"In post","2021","Declared disabled","Commercial","North West (England)","Manchester","15","15","[c]","[c]"
"In post","2021","Declared disabled","Commercial","North West (England)","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","North West (England)","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","North West (England)","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","North West (England)","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","North West (England)","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Northern Ireland","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Northern Ireland","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Scotland","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Scotland","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Scotland","Falkirk","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Scotland","Glasgow City","5","5","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Scotland","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Scotland","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Scotland","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Scotland","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Scotland","South Lanarkshire","10","10","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Scotland","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","South East (England)","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","South East (England)","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","South East (England)","Buckinghamshire CC","5","5","[c]","[c]"
"In post","2021","Declared disabled","Commercial","South East (England)","Central Hampshire","15","15","[c]","[c]"
"In post","2021","Declared disabled","Commercial","South East (England)","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","South East (England)","East Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","South East (England)","East Sussex CC","[c]","[c]","[c]","[c]"
