"Status","Year","Age","Organisation","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","40-49","HM Courts and Tribunals Service","London","920","855","31240","25850"
"In post","2021","40-49","HM Courts and Tribunals Service","North East (England)","185","165","25140","20100"
"In post","2021","40-49","HM Courts and Tribunals Service","North West (England)","505","450","24840","21180"
"In post","2021","40-49","HM Courts and Tribunals Service","Scotland","45","40","23370","21180"
"In post","2021","40-49","HM Courts and Tribunals Service","South East (England)","320","270","25900","22010"
"In post","2021","40-49","HM Courts and Tribunals Service","South West (England)","230","205","23860","20420"
"In post","2021","40-49","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Courts and Tribunals Service","Wales","220","200","23290","20100"
"In post","2021","40-49","HM Courts and Tribunals Service","West Midlands (England)","425","375","24040","20650"
"In post","2021","40-49","HM Courts and Tribunals Service","Yorkshire and The Humber","330","275","25080","20100"
"In post","2021","40-49","HM Land Registry","East Midlands (England)","180","165","34580","27130"
"In post","2021","40-49","HM Land Registry","East of England","50","45","33150","27130"
"In post","2021","40-49","HM Land Registry","London","80","80","49530","42100"
"In post","2021","40-49","HM Land Registry","North East (England)","115","110","28920","27130"
"In post","2021","40-49","HM Land Registry","North West (England)","210","195","30830","27130"
"In post","2021","40-49","HM Land Registry","South West (England)","325","305","36080","33840"
"In post","2021","40-49","HM Land Registry","Wales","130","120","29630","27130"
"In post","2021","40-49","HM Land Registry","West Midlands (England)","120","110","30690","27130"
"In post","2021","40-49","HM Land Registry","Yorkshire and The Humber","50","45","29840","27130"
"In post","2021","40-49","HM Prison and Probation Service","East Midlands (England)","1050","995","31140","30210"
"In post","2021","40-49","HM Prison and Probation Service","East of England","1150","1095","31550","31220"
"In post","2021","40-49","HM Prison and Probation Service","London","1325","1285","38320","35240"
"In post","2021","40-49","HM Prison and Probation Service","North East (England)","785","750","31020","31650"
"In post","2021","40-49","HM Prison and Probation Service","North West (England)","1535","1465","31580","31420"
"In post","2021","40-49","HM Prison and Probation Service","South East (England)","1630","1560","32640","31650"
"In post","2021","40-49","HM Prison and Probation Service","South West (England)","805","760","30830","30210"
"In post","2021","40-49","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Prison and Probation Service","Wales","640","610","31980","30210"
"In post","2021","40-49","HM Prison and Probation Service","West Midlands (England)","1155","1100","31790","31650"
"In post","2021","40-49","HM Prison and Probation Service","Yorkshire and The Humber","1375","1300","31500","31650"
"In post","2021","40-49","HM Revenue and Customs (excl. agencies)","East Midlands (England)","915","855","33140","31810"
"In post","2021","40-49","HM Revenue and Customs (excl. agencies)","East of England","405","375","33110","31810"
"In post","2021","40-49","HM Revenue and Customs (excl. agencies)","London","1585","1520","45910","39800"
"In post","2021","40-49","HM Revenue and Customs (excl. agencies)","North East (England)","2665","2430","29310","25560"
"In post","2021","40-49","HM Revenue and Customs (excl. agencies)","North West (England)","2990","2795","31360","27230"
"In post","2021","40-49","HM Revenue and Customs (excl. agencies)","Northern Ireland","510","475","28750","25560"
"In post","2021","40-49","HM Revenue and Customs (excl. agencies)","Scotland","1520","1410","27760","25560"
"In post","2021","40-49","HM Revenue and Customs (excl. agencies)","South East (England)","495","455","30990","28130"
"In post","2021","40-49","HM Revenue and Customs (excl. agencies)","South West (England)","280","270","36560","31810"
"In post","2021","40-49","HM Revenue and Customs (excl. agencies)","Wales","745","700","30460","25560"
"In post","2021","40-49","HM Revenue and Customs (excl. agencies)","West Midlands (England)","850","800","34080","31810"
"In post","2021","40-49","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","930","860","31770","27660"
"In post","2021","40-49","HM Treasury (excl. agencies)","East of England","10","10","30560","28580"
"In post","2021","40-49","HM Treasury (excl. agencies)","London","210","195","62200","63870"
"In post","2021","40-49","Home Office (incl. agencies)","East Midlands (England)","65","60","29770","27370"
"In post","2021","40-49","Home Office (incl. agencies)","East of England","500","465","26930","25310"
"In post","2021","40-49","Home Office (incl. agencies)","London","3445","3255","42210","35380"
"In post","2021","40-49","Home Office (incl. agencies)","North East (England)","345","310","26930","25050"
"In post","2021","40-49","Home Office (incl. agencies)","North West (England)","1730","1625","29000","25310"
"In post","2021","40-49","Home Office (incl. agencies)","Northern Ireland","155","145","26280","25220"
"In post","2021","40-49","Home Office (incl. agencies)","Overseas","120","115","28950","27370"
"In post","2021","40-49","Home Office (incl. agencies)","Scotland","275","255","28310","25310"
"In post","2021","40-49","Home Office (incl. agencies)","South East (England)","1020","955","28160","27070"
"In post","2021","40-49","Home Office (incl. agencies)","South West (England)","90","85","28640","25310"
"In post","2021","40-49","Home Office (incl. agencies)","Wales","180","170","29210","25400"
"In post","2021","40-49","Home Office (incl. agencies)","West Midlands (England)","255","235","29440","26160"
"In post","2021","40-49","Home Office (incl. agencies)","Yorkshire and The Humber","860","795","30360","25900"
"In post","2021","40-49","Insolvency Service","East Midlands (England)","15","15","27210","26290"
"In post","2021","40-49","Insolvency Service","East of England","30","30","31020","27630"
"In post","2021","40-49","Insolvency Service","London","80","75","39960","39490"
"In post","2021","40-49","Insolvency Service","North East (England)","15","15","35080","32060"
"In post","2021","40-49","Insolvency Service","North West (England)","90","90","36070","39130"
"In post","2021","40-49","Insolvency Service","Scotland","20","20","25830","20880"
"In post","2021","40-49","Insolvency Service","South East (England)","35","35","32750","29160"
"In post","2021","40-49","Insolvency Service","South West (England)","30","30","33540","34390"
"In post","2021","40-49","Insolvency Service","Wales","20","20","32150","27060"
"In post","2021","40-49","Insolvency Service","West Midlands (England)","125","120","33840","32060"
"In post","2021","40-49","Insolvency Service","Yorkshire and The Humber","40","35","34200","32650"
"In post","2021","40-49","Institute for Apprenticeships and Technical Education","London","20","20","52630","53950"
"In post","2021","40-49","Institute for Apprenticeships and Technical Education","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Institute for Apprenticeships and Technical Education","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Institute for Apprenticeships and Technical Education","West Midlands (England)","30","30","50600","49960"
"In post","2021","40-49","Legal Aid Agency","East Midlands (England)","35","30","23720","21520"
"In post","2021","40-49","Legal Aid Agency","East of England","5","5","[c]","[c]"
"In post","2021","40-49","Legal Aid Agency","London","60","60","46690","44510"
"In post","2021","40-49","Legal Aid Agency","North East (England)","80","75","25020","21170"
"In post","2021","40-49","Legal Aid Agency","North West (England)","65","60","25690","22570"
"In post","2021","40-49","Legal Aid Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal Aid Agency","South West (England)","20","15","35160","37560"
"In post","2021","40-49","Legal Aid Agency","Wales","15","15","34170","40080"
"In post","2021","40-49","Legal Aid Agency","West Midlands (England)","25","25","26100","22570"
"In post","2021","40-49","Legal Aid Agency","Yorkshire and The Humber","15","15","32400","27920"
"In post","2021","40-49","Maritime and Coastguard Agency","East of England","5","5","[c]","[c]"
"In post","2021","40-49","Maritime and Coastguard Agency","London","5","5","[c]","[c]"
"In post","2021","40-49","Maritime and Coastguard Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Maritime and Coastguard Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Maritime and Coastguard Agency","Northern Ireland","15","15","36950","31780"
"In post","2021","40-49","Maritime and Coastguard Agency","Scotland","45","45","38310","36040"
"In post","2021","40-49","Maritime and Coastguard Agency","South East (England)","175","165","39930","39040"
"In post","2021","40-49","Maritime and Coastguard Agency","South West (England)","15","15","38110","35380"
"In post","2021","40-49","Maritime and Coastguard Agency","Wales","25","25","34970","31470"
"In post","2021","40-49","Maritime and Coastguard Agency","Yorkshire and The Humber","15","15","32060","31470"
"In post","2021","40-49","Medicines and Healthcare Products Regulatory Agency","East of England","90","85","49360","49340"
"In post","2021","40-49","Medicines and Healthcare Products Regulatory Agency","London","245","230","55670","53830"
"In post","2021","40-49","Met Office","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Met Office","East of England","5","5","[c]","[c]"
"In post","2021","40-49","Met Office","London","5","5","[c]","[c]"
"In post","2021","40-49","Met Office","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Met Office","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Met Office","Overseas","5","5","[c]","[c]"
"In post","2021","40-49","Met Office","Scotland","15","15","37610","38540"
"In post","2021","40-49","Met Office","South East (England)","10","10","[c]","[c]"
"In post","2021","40-49","Met Office","South West (England)","490","460","43520","41900"
"In post","2021","40-49","Met Office","Wales","5","5","[c]","[c]"
"In post","2021","40-49","Met Office","West Midlands (England)","5","5","[c]","[c]"
"In post","2021","40-49","Met Office","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
