"Status","Year","Ethnicity","Region_ITL2","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Mixed","Outer London - South","Croydon","Female","210","195","35820","31060"
"In post","2021","Mixed","Outer London - South","Croydon","Male","110","110","37040","35070"
"In post","2021","Mixed","Outer London - South","Croydon","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Outer London - South","Merton, Kingston upon Thames and Sutton","Female","15","15","[c]","[c]"
"In post","2021","Mixed","Outer London - South","Merton, Kingston upon Thames and Sutton","Male","10","10","[c]","[c]"
"In post","2021","Mixed","Outer London - South","Merton, Kingston upon Thames and Sutton","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Outer London - West and North West","Barnet","Female","55","50","33000","31060"
"In post","2021","Mixed","Outer London - West and North West","Barnet","Male","15","15","[c]","[c]"
"In post","2021","Mixed","Outer London - West and North West","Barnet","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Outer London - West and North West","Brent","Female","20","15","[c]","[c]"
"In post","2021","Mixed","Outer London - West and North West","Brent","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Outer London - West and North West","Brent","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Outer London - West and North West","Ealing","Female","15","15","[c]","[c]"
"In post","2021","Mixed","Outer London - West and North West","Ealing","Male","5","5","[c]","[c]"
"In post","2021","Mixed","Outer London - West and North West","Ealing","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Outer London - West and North West","Harrow and Hillingdon","Female","40","40","30740","31060"
"In post","2021","Mixed","Outer London - West and North West","Harrow and Hillingdon","Male","30","25","[c]","[c]"
"In post","2021","Mixed","Outer London - West and North West","Harrow and Hillingdon","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Outer London - West and North West","Hounslow and Richmond upon Thames","Female","50","50","30420","30950"
"In post","2021","Mixed","Outer London - West and North West","Hounslow and Richmond upon Thames","Male","35","35","31560","31060"
"In post","2021","Mixed","Outer London - West and North West","Hounslow and Richmond upon Thames","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Overseas","Overseas","Female","55","55","45210","37500"
"In post","2021","Mixed","Overseas","Overseas","Male","55","55","51740","53000"
"In post","2021","Mixed","Overseas","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Shropshire and Staffordshire","Shropshire CC","Female","5","5","[c]","[c]"
"In post","2021","Mixed","Shropshire and Staffordshire","Shropshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Shropshire and Staffordshire","Shropshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Shropshire and Staffordshire","Staffordshire CC","Female","35","30","35320","27570"
"In post","2021","Mixed","Shropshire and Staffordshire","Staffordshire CC","Male","25","25","[c]","[c]"
"In post","2021","Mixed","Shropshire and Staffordshire","Staffordshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Shropshire and Staffordshire","Stoke-on-Trent","Female","10","10","[c]","[c]"
"In post","2021","Mixed","Shropshire and Staffordshire","Stoke-on-Trent","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Shropshire and Staffordshire","Stoke-on-Trent","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Shropshire and Staffordshire","Telford and Wrekin","Female","20","15","[c]","[c]"
"In post","2021","Mixed","Shropshire and Staffordshire","Telford and Wrekin","Male","10","10","[c]","[c]"
"In post","2021","Mixed","Shropshire and Staffordshire","Telford and Wrekin","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","South Yorkshire","Barnsley, Doncaster and Rotherham","Female","15","15","[c]","[c]"
"In post","2021","Mixed","South Yorkshire","Barnsley, Doncaster and Rotherham","Male","10","10","[c]","[c]"
"In post","2021","Mixed","South Yorkshire","Barnsley, Doncaster and Rotherham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","South Yorkshire","Sheffield","Female","75","65","31060","27570"
"In post","2021","Mixed","South Yorkshire","Sheffield","Male","45","40","33020","27570"
"In post","2021","Mixed","South Yorkshire","Sheffield","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Southern Scotland","Dumfries and Galloway","Female","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Southern Scotland","Dumfries and Galloway","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Southern Scotland","Dumfries and Galloway","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Southern Scotland","East Ayrshire and North Ayrshire mainland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Southern Scotland","East Ayrshire and North Ayrshire mainland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Southern Scotland","East Ayrshire and North Ayrshire mainland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Southern Scotland","Scottish Borders","Female","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Southern Scotland","Scottish Borders","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Southern Scotland","Scottish Borders","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Southern Scotland","South Ayrshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Southern Scotland","South Ayrshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Southern Scotland","South Ayrshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Southern Scotland","South Lanarkshire","Female","10","10","[c]","[c]"
"In post","2021","Mixed","Southern Scotland","South Lanarkshire","Male","5","5","[c]","[c]"
"In post","2021","Mixed","Southern Scotland","South Lanarkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Surrey, East and West Sussex","Brighton and Hove","Female","15","15","[c]","[c]"
"In post","2021","Mixed","Surrey, East and West Sussex","Brighton and Hove","Male","5","5","[c]","[c]"
"In post","2021","Mixed","Surrey, East and West Sussex","Brighton and Hove","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Surrey, East and West Sussex","East Surrey","Female","10","10","[c]","[c]"
"In post","2021","Mixed","Surrey, East and West Sussex","East Surrey","Male","20","20","[c]","[c]"
"In post","2021","Mixed","Surrey, East and West Sussex","East Surrey","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Surrey, East and West Sussex","East Sussex CC","Female","30","30","27840","27570"
"In post","2021","Mixed","Surrey, East and West Sussex","East Sussex CC","Male","25","25","[c]","[c]"
"In post","2021","Mixed","Surrey, East and West Sussex","East Sussex CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Surrey, East and West Sussex","West Surrey","Female","30","30","32320","31810"
"In post","2021","Mixed","Surrey, East and West Sussex","West Surrey","Male","25","25","[c]","[c]"
"In post","2021","Mixed","Surrey, East and West Sussex","West Surrey","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Surrey, East and West Sussex","West Sussex (North East)","Female","10","10","[c]","[c]"
"In post","2021","Mixed","Surrey, East and West Sussex","West Sussex (North East)","Male","15","15","[c]","[c]"
"In post","2021","Mixed","Surrey, East and West Sussex","West Sussex (North East)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Surrey, East and West Sussex","West Sussex (South West)","Female","5","5","[c]","[c]"
"In post","2021","Mixed","Surrey, East and West Sussex","West Sussex (South West)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Surrey, East and West Sussex","West Sussex (South West)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Tees Valley and Durham","Darlington","Female","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Tees Valley and Durham","Darlington","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Tees Valley and Durham","Darlington","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Tees Valley and Durham","Durham CC","Female","25","25","[c]","[c]"
"In post","2021","Mixed","Tees Valley and Durham","Durham CC","Male","25","20","[c]","[c]"
"In post","2021","Mixed","Tees Valley and Durham","Durham CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","Female","10","10","[c]","[c]"
"In post","2021","Mixed","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","Male","5","5","[c]","[c]"
"In post","2021","Mixed","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Tees Valley and Durham","South Teesside","Female","10","5","[c]","[c]"
"In post","2021","Mixed","Tees Valley and Durham","South Teesside","Male","10","10","[c]","[c]"
"In post","2021","Mixed","Tees Valley and Durham","South Teesside","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Unknown","Female","20","15","[c]","[c]"
"In post","2021","Mixed","Unknown","Unknown","Male","10","10","[c]","[c]"
"In post","2021","Mixed","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","West Central Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Female","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","West Central Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","West Central Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","West Central Scotland","Glasgow City","Female","45","45","31490","27570"
"In post","2021","Mixed","West Central Scotland","Glasgow City","Male","40","40","32830","27120"
"In post","2021","Mixed","West Central Scotland","Glasgow City","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","West Central Scotland","Inverclyde, East Renfrewshire and Renfrewshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","West Central Scotland","Inverclyde, East Renfrewshire and Renfrewshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","West Central Scotland","Inverclyde, East Renfrewshire and Renfrewshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","West Central Scotland","North Lanarkshire","Female","5","5","[c]","[c]"
"In post","2021","Mixed","West Central Scotland","North Lanarkshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","West Central Scotland","North Lanarkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","West Midlands","Birmingham","Female","155","140","28460","26820"
"In post","2021","Mixed","West Midlands","Birmingham","Male","70","70","29960","27570"
"In post","2021","Mixed","West Midlands","Birmingham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","West Midlands","Coventry","Female","30","30","[c]","[c]"
"In post","2021","Mixed","West Midlands","Coventry","Male","20","20","[c]","[c]"
"In post","2021","Mixed","West Midlands","Coventry","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","West Midlands","Dudley","Female","10","5","[c]","[c]"
"In post","2021","Mixed","West Midlands","Dudley","Male","5","5","[c]","[c]"
"In post","2021","Mixed","West Midlands","Dudley","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","West Midlands","Sandwell","Female","10","10","[c]","[c]"
"In post","2021","Mixed","West Midlands","Sandwell","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","West Midlands","Sandwell","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","West Midlands","Solihull","Female","15","15","[c]","[c]"
"In post","2021","Mixed","West Midlands","Solihull","Male","10","10","[c]","[c]"
"In post","2021","Mixed","West Midlands","Solihull","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","West Midlands","Walsall","Female","10","10","[c]","[c]"
"In post","2021","Mixed","West Midlands","Walsall","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","West Midlands","Walsall","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","West Midlands","Wolverhampton","Female","15","15","[c]","[c]"
"In post","2021","Mixed","West Midlands","Wolverhampton","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","West Midlands","Wolverhampton","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","West Wales and The Valleys","Bridgend and Neath Port Talbot","Female","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","West Wales and The Valleys","Bridgend and Neath Port Talbot","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","West Wales and The Valleys","Bridgend and Neath Port Talbot","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","West Wales and The Valleys","Central Valleys","Female","5","5","[c]","[c]"
"In post","2021","Mixed","West Wales and The Valleys","Central Valleys","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","West Wales and The Valleys","Central Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","West Wales and The Valleys","Conwy and Denbighshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","West Wales and The Valleys","Conwy and Denbighshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","West Wales and The Valleys","Conwy and Denbighshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","West Wales and The Valleys","Gwent Valleys","Female","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","West Wales and The Valleys","Gwent Valleys","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","West Wales and The Valleys","Gwent Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","West Wales and The Valleys","Gwynedd","Female","5","5","[c]","[c]"
"In post","2021","Mixed","West Wales and The Valleys","Gwynedd","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","West Wales and The Valleys","Gwynedd","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","West Wales and The Valleys","Isle of Anglesey","Female","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","West Wales and The Valleys","Isle of Anglesey","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","West Wales and The Valleys","Isle of Anglesey","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","West Wales and The Valleys","South West Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","West Wales and The Valleys","South West Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","West Wales and The Valleys","South West Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","West Wales and The Valleys","Swansea","Female","40","35","25200","22210"
"In post","2021","Mixed","West Wales and The Valleys","Swansea","Male","30","25","[c]","[c]"
"In post","2021","Mixed","West Wales and The Valleys","Swansea","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","West Yorkshire","Bradford","Female","20","20","[c]","[c]"
"In post","2021","Mixed","West Yorkshire","Bradford","Male","20","20","[c]","[c]"
"In post","2021","Mixed","West Yorkshire","Bradford","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","West Yorkshire","Calderdale and Kirklees","Female","10","10","[c]","[c]"
"In post","2021","Mixed","West Yorkshire","Calderdale and Kirklees","Male","5","5","[c]","[c]"
"In post","2021","Mixed","West Yorkshire","Calderdale and Kirklees","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","West Yorkshire","Leeds","Female","120","115","30390","27570"
"In post","2021","Mixed","West Yorkshire","Leeds","Male","75","75","32710","27570"
"In post","2021","Mixed","West Yorkshire","Leeds","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","West Yorkshire","Wakefield","Female","10","10","[c]","[c]"
"In post","2021","Mixed","West Yorkshire","Wakefield","Male","5","5","[c]","[c]"
"In post","2021","Mixed","West Yorkshire","Wakefield","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Bedfordshire and Hertfordshire","Bedford","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Bedfordshire and Hertfordshire","Bedford","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Bedfordshire and Hertfordshire","Bedford","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Bedfordshire and Hertfordshire","Central Bedfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Bedfordshire and Hertfordshire","Central Bedfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Bedfordshire and Hertfordshire","Central Bedfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Bedfordshire and Hertfordshire","Hertfordshire","Female","20","20","[c]","[c]"
"In post","2021","Other ethnicity","Bedfordshire and Hertfordshire","Hertfordshire","Male","15","15","[c]","[c]"
"In post","2021","Other ethnicity","Bedfordshire and Hertfordshire","Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Bedfordshire and Hertfordshire","Luton","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Bedfordshire and Hertfordshire","Luton","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Bedfordshire and Hertfordshire","Luton","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Female","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Male","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","Female","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Male","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","Female","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","Male","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Cheshire","Cheshire East","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Cheshire","Cheshire East","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Cheshire","Cheshire East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Cheshire","Cheshire West and Chester","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Cheshire","Cheshire West and Chester","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Cheshire","Cheshire West and Chester","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Cheshire","Warrington","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Cheshire","Warrington","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Cheshire","Warrington","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Male","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Cumbria","East Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Cumbria","East Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Cumbria","East Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Cumbria","West Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Cumbria","West Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Cumbria","West Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Derbyshire and Nottinghamshire","Derby","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Derbyshire and Nottinghamshire","Derby","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Derbyshire and Nottinghamshire","Derby","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Derbyshire and Nottinghamshire","East Derbyshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Derbyshire and Nottinghamshire","East Derbyshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Derbyshire and Nottinghamshire","East Derbyshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Derbyshire and Nottinghamshire","North Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Derbyshire and Nottinghamshire","North Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Derbyshire and Nottinghamshire","North Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Derbyshire and Nottinghamshire","Nottingham","Female","15","15","[c]","[c]"
"In post","2021","Other ethnicity","Derbyshire and Nottinghamshire","Nottingham","Male","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Derbyshire and Nottinghamshire","Nottingham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Derbyshire and Nottinghamshire","South and West Derbyshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Derbyshire and Nottinghamshire","South and West Derbyshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Derbyshire and Nottinghamshire","South and West Derbyshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Derbyshire and Nottinghamshire","South Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Derbyshire and Nottinghamshire","South Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Derbyshire and Nottinghamshire","South Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Devon","Devon CC","Female","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Devon","Devon CC","Male","20","15","[c]","[c]"
"In post","2021","Other ethnicity","Devon","Devon CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Devon","Plymouth","Female","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Devon","Plymouth","Male","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Devon","Plymouth","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Devon","Torbay","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Devon","Torbay","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Devon","Torbay","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Dorset and Somerset","Bournemouth and Poole","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Dorset and Somerset","Bournemouth and Poole","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Dorset and Somerset","Bournemouth and Poole","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Dorset and Somerset","Dorset CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Dorset and Somerset","Dorset CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Dorset and Somerset","Dorset CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Dorset and Somerset","Somerset","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Dorset and Somerset","Somerset","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Dorset and Somerset","Somerset","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","East Anglia","Breckland and South Norfolk","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","East Anglia","Breckland and South Norfolk","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","East Anglia","Breckland and South Norfolk","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","East Anglia","Cambridgeshire CC","Female","10","10","[c]","[c]"
"In post","2021","Other ethnicity","East Anglia","Cambridgeshire CC","Male","10","10","[c]","[c]"
"In post","2021","Other ethnicity","East Anglia","Cambridgeshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","East Anglia","North and West Norfolk","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","East Anglia","North and West Norfolk","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","East Anglia","North and West Norfolk","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","East Anglia","Norwich and East Norfolk","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","East Anglia","Norwich and East Norfolk","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","East Anglia","Norwich and East Norfolk","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","East Anglia","Peterborough","Female","5","5","[c]","[c]"
"In post","2021","Other ethnicity","East Anglia","Peterborough","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","East Anglia","Peterborough","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","East Anglia","Suffolk","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","East Anglia","Suffolk","Male","5","5","[c]","[c]"
"In post","2021","Other ethnicity","East Anglia","Suffolk","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","East Wales","Cardiff and Vale of Glamorgan","Female","25","25","[c]","[c]"
"In post","2021","Other ethnicity","East Wales","Cardiff and Vale of Glamorgan","Male","35","35","33310","28850"
"In post","2021","Other ethnicity","East Wales","Cardiff and Vale of Glamorgan","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","East Wales","Flintshire and Wrexham","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","East Wales","Flintshire and Wrexham","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","East Wales","Flintshire and Wrexham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","East Wales","Monmouthshire and Newport","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","East Wales","Monmouthshire and Newport","Male","5","5","[c]","[c]"
"In post","2021","Other ethnicity","East Wales","Monmouthshire and Newport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","East Wales","Powys","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","East Wales","Powys","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","East Wales","Powys","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Male","5","5","[c]","[c]"
"In post","2021","Other ethnicity","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","Female","5","5","[c]","[c]"
