"Status","Year","Organisation","Region_ITL1","Region_ITL2","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Animal and Plant Health Agency","East of England","Bedfordshire and Hertfordshire","Outside London","15","15","32540","30670"
"In post","2021","Animal and Plant Health Agency","East of England","East Anglia","Outside London","85","80","31270","29180"
"In post","2021","Animal and Plant Health Agency","East of England","Essex","Outside London","45","45","31050","28760"
"In post","2021","Animal and Plant Health Agency","London","Inner London - West","London","25","25","47580","54280"
"In post","2021","Animal and Plant Health Agency","London","Outer London - West and North West","London","85","80","33930","31800"
"In post","2021","Animal and Plant Health Agency","North East (England)","Northumberland and Tyne and Wear","Outside London","40","40","32280","27560"
"In post","2021","Animal and Plant Health Agency","North West (England)","Cheshire","Outside London","35","30","32670","29180"
"In post","2021","Animal and Plant Health Agency","North West (England)","Cumbria","Outside London","160","150","25630","21050"
"In post","2021","Animal and Plant Health Agency","North West (England)","Greater Manchester","Outside London","15","15","29090","28140"
"In post","2021","Animal and Plant Health Agency","North West (England)","Lancashire","Outside London","70","65","30790","26520"
"In post","2021","Animal and Plant Health Agency","Scotland","Eastern Scotland","Outside London","45","45","32630","26410"
"In post","2021","Animal and Plant Health Agency","Scotland","Highlands and Islands","Outside London","20","20","28490","25830"
"In post","2021","Animal and Plant Health Agency","Scotland","North Eastern Scotland","Outside London","10","10","38580","36970"
"In post","2021","Animal and Plant Health Agency","Scotland","Southern Scotland","Outside London","50","50","30950","26520"
"In post","2021","Animal and Plant Health Agency","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","20","20","36860","36240"
"In post","2021","Animal and Plant Health Agency","South East (England)","Hampshire and Isle of Wight","Outside London","25","25","31720","29180"
"In post","2021","Animal and Plant Health Agency","South East (England)","Kent","Outside London","45","40","28290","28240"
"In post","2021","Animal and Plant Health Agency","South East (England)","Surrey, East and West Sussex","Outside London","590","555","33200","28600"
"In post","2021","Animal and Plant Health Agency","South West (England)","Cornwall and Isles of Scilly","Outside London","55","55","32700","26520"
"In post","2021","Animal and Plant Health Agency","South West (England)","Devon","Outside London","205","195","27290","21050"
"In post","2021","Animal and Plant Health Agency","South West (England)","Dorset and Somerset","Outside London","40","35","34220","33960"
"In post","2021","Animal and Plant Health Agency","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","120","115","28900","25320"
"In post","2021","Animal and Plant Health Agency","Wales","East Wales","Outside London","110","105","29490","25100"
"In post","2021","Animal and Plant Health Agency","Wales","West Wales and The Valleys","Outside London","210","195","27660","25150"
"In post","2021","Animal and Plant Health Agency","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Outside London","165","155","29810","26600"
"In post","2021","Animal and Plant Health Agency","West Midlands (England)","Shropshire and Staffordshire","Outside London","105","100","29190","24920"
"In post","2021","Animal and Plant Health Agency","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Outside London","15","15","31420","29180"
"In post","2021","Animal and Plant Health Agency","Yorkshire and The Humber","North Yorkshire","Outside London","190","180","29070","25330"
"In post","2021","Animal and Plant Health Agency","Yorkshire and The Humber","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","London","Inner London - West","London","45","45","50500","50500"
"In post","2021","Cabinet Office (excl. agencies)","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","25","25","48990","39510"
"In post","2021","Cabinet Office (excl. agencies)","East Midlands (England)","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East of England","Bedfordshire and Hertfordshire","Outside London","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East of England","East Anglia","Outside London","110","105","47220","40250"
"In post","2021","Cabinet Office (excl. agencies)","London","Inner London - East","London","900","885","52110","54700"
"In post","2021","Cabinet Office (excl. agencies)","London","Inner London - West","London","5550","5475","49460","40600"
"In post","2021","Cabinet Office (excl. agencies)","London","Outer London - South","London","50","50","43890","32000"
"In post","2021","Cabinet Office (excl. agencies)","London","Outer London - West and North West","London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","North East (England)","Northumberland and Tyne and Wear","Outside London","405","375","28460","23850"
"In post","2021","Cabinet Office (excl. agencies)","North East (England)","Tees Valley and Durham","Outside London","15","15","57390","64010"
"In post","2021","Cabinet Office (excl. agencies)","North West (England)","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","North West (England)","Cumbria","Outside London","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","North West (England)","Greater Manchester","Outside London","275","270","45320","38650"
"In post","2021","Cabinet Office (excl. agencies)","North West (England)","Lancashire","Outside London","45","45","49970","49700"
"In post","2021","Cabinet Office (excl. agencies)","North West (England)","Merseyside","Outside London","125","125","49120","49700"
"In post","2021","Cabinet Office (excl. agencies)","Northern Ireland","Northern Ireland","Outside London","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Overseas","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Scotland","Eastern Scotland","Outside London","25","25","33040","29250"
"In post","2021","Cabinet Office (excl. agencies)","Scotland","Southern Scotland","Outside London","25","25","62500","62010"
"In post","2021","Cabinet Office (excl. agencies)","Scotland","West Central Scotland","Outside London","30","30","50970","53320"
"In post","2021","Cabinet Office (excl. agencies)","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","120","115","35550","33300"
"In post","2021","Cabinet Office (excl. agencies)","South East (England)","Hampshire and Isle of Wight","Outside London","90","90","51790","51480"
"In post","2021","Cabinet Office (excl. agencies)","South East (England)","Kent","Outside London","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","South East (England)","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","South West (England)","Devon","Outside London","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","South West (England)","Dorset and Somerset","Outside London","10","10","35240","33470"
"In post","2021","Cabinet Office (excl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","170","170","55360","52600"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Unknown","Unknown","600","595","36250","32000"
"In post","2021","Cabinet Office (excl. agencies)","Wales","East Wales","Outside London","60","60","38710","30620"
"In post","2021","Cabinet Office (excl. agencies)","Wales","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","West Midlands (England)","Shropshire and Staffordshire","Outside London","15","15","58080","51560"
"In post","2021","Cabinet Office (excl. agencies)","West Midlands (England)","West Midlands","Outside London","35","35","64990","63560"
"In post","2021","Cabinet Office (excl. agencies)","Yorkshire and The Humber","North Yorkshire","Outside London","445","425","29430","26670"
"In post","2021","Cabinet Office (excl. agencies)","Yorkshire and The Humber","South Yorkshire","Outside London","100","95","46980","49700"
"In post","2021","Cabinet Office (excl. agencies)","Yorkshire and The Humber","West Yorkshire","Outside London","190","180","47020","40250"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","East of England","East Anglia","Outside London","460","440","34620","30220"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","Cornwall and Isles of Scilly","Outside London","5","5","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","Dorset and Somerset","Outside London","135","130","33130","29270"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Yorkshire and The Humber","North Yorkshire","Outside London","5","5","[c]","[c]"
"In post","2021","Charity Commission","London","Inner London - West","London","75","70","42950","37910"
"In post","2021","Charity Commission","North West (England)","Merseyside","Outside London","305","290","32780","29160"
"In post","2021","Charity Commission","South West (England)","Dorset and Somerset","Outside London","50","45","35580","30350"
"In post","2021","Charity Commission","Wales","East Wales","Outside London","5","5","[c]","[c]"
"In post","2021","Companies House","London","Inner London - West","London","5","5","[c]","[c]"
"In post","2021","Companies House","Northern Ireland","Northern Ireland","Outside London","20","20","25640","22490"
"In post","2021","Companies House","Scotland","Eastern Scotland","Outside London","40","40","24810","22490"
"In post","2021","Companies House","Wales","East Wales","Outside London","1030","950","31130","27460"
"In post","2021","Competition and Markets Authority","London","Inner London - East","London","785","760","60810","56630"
"In post","2021","Competition and Markets Authority","Northern Ireland","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Scotland","Eastern Scotland","Outside London","50","50","56490","55860"
"In post","2021","Competition and Markets Authority","Wales","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Scotland","West Central Scotland","Outside London","305","280","26120","22640"
"In post","2021","Crown Commercial Service","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","East of England","East Anglia","Outside London","170","160","35020","33340"
"In post","2021","Crown Commercial Service","London","Inner London - East","London","70","70","50350","49300"
"In post","2021","Crown Commercial Service","North West (England)","Merseyside","Outside London","405","390","38230","34800"
"In post","2021","Crown Commercial Service","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Wales","East Wales","Outside London","110","105","33670","31680"
"In post","2021","Crown Commercial Service","West Midlands (England)","West Midlands","Outside London","30","30","29370","27770"
"In post","2021","Crown Commercial Service","Yorkshire and The Humber","West Yorkshire","Outside London","5","5","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Scotland","Eastern Scotland","Outside London","770","720","36840","31720"
"In post","2021","Crown Office and Procurator Fiscal Service","Scotland","Highlands and Islands","Outside London","75","70","34120","23480"
"In post","2021","Crown Office and Procurator Fiscal Service","Scotland","North Eastern Scotland","Outside London","95","90","33070","29040"
"In post","2021","Crown Office and Procurator Fiscal Service","Scotland","Southern Scotland","Outside London","265","245","35120","29040"
"In post","2021","Crown Office and Procurator Fiscal Service","Scotland","West Central Scotland","Outside London","815","750","35310","30500"
"In post","2021","Crown Prosecution Service","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","275","255","37450","30370"
"In post","2021","Crown Prosecution Service","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Outside London","155","140","39390","38470"
"In post","2021","Crown Prosecution Service","East Midlands (England)","Lincolnshire","Outside London","10","10","41360","41280"
"In post","2021","Crown Prosecution Service","East of England","Bedfordshire and Hertfordshire","Outside London","175","155","42490","40000"
"In post","2021","Crown Prosecution Service","East of England","East Anglia","Outside London","120","105","36490","28430"
"In post","2021","Crown Prosecution Service","East of England","Essex","Outside London","185","170","41150","35020"
"In post","2021","Crown Prosecution Service","London","Inner London - East","London","25","25","34100","24590"
"In post","2021","Crown Prosecution Service","London","Inner London - West","London","1565","1480","45210","40530"
"In post","2021","Crown Prosecution Service","London","Outer London - East and North East","London","25","25","32870","24590"
"In post","2021","Crown Prosecution Service","London","Outer London - South","London","45","45","38820","30110"
"In post","2021","Crown Prosecution Service","London","Outer London - West and North West","London","25","25","35080","24590"
"In post","2021","Crown Prosecution Service","North East (England)","Northumberland and Tyne and Wear","Outside London","245","225","37990","32370"
"In post","2021","Crown Prosecution Service","North East (England)","Tees Valley and Durham","Outside London","95","85","38060","32370"
"In post","2021","Crown Prosecution Service","North West (England)","Cheshire","Outside London","25","25","46530","48830"
"In post","2021","Crown Prosecution Service","North West (England)","Cumbria","Outside London","35","30","35170","28430"
"In post","2021","Crown Prosecution Service","North West (England)","Greater Manchester","Outside London","355","325","40750","38000"
"In post","2021","Crown Prosecution Service","North West (England)","Lancashire","Outside London","175","165","40040","38000"
"In post","2021","Crown Prosecution Service","North West (England)","Merseyside","Outside London","365","345","37570","30930"
"In post","2021","Crown Prosecution Service","Overseas","Overseas","Overseas","5","5","[c]","[c]"
"In post","2021","Crown Prosecution Service","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","135","125","43310","40000"
"In post","2021","Crown Prosecution Service","South East (England)","Hampshire and Isle of Wight","Outside London","260","245","42870","39750"
"In post","2021","Crown Prosecution Service","South East (England)","Kent","Outside London","125","120","39410","30110"
"In post","2021","Crown Prosecution Service","South East (England)","Surrey, East and West Sussex","Outside London","165","155","42360","36240"
"In post","2021","Crown Prosecution Service","South West (England)","Cornwall and Isles of Scilly","Outside London","25","25","36240","28430"
"In post","2021","Crown Prosecution Service","South West (England)","Devon","Outside London","100","95","39950","36240"
"In post","2021","Crown Prosecution Service","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","160","150","40250","37780"
"In post","2021","Crown Prosecution Service","Wales","East Wales","Outside London","285","265","41190","38760"
"In post","2021","Crown Prosecution Service","Wales","West Wales and The Valleys","Outside London","70","65","41350","38180"
"In post","2021","Crown Prosecution Service","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","West Midlands (England)","Shropshire and Staffordshire","Outside London","65","60","41790","48080"
"In post","2021","Crown Prosecution Service","West Midlands (England)","West Midlands","Outside London","490","455","39800","38000"
"In post","2021","Crown Prosecution Service","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Outside London","75","65","38580","28430"
"In post","2021","Crown Prosecution Service","Yorkshire and The Humber","North Yorkshire","Outside London","310","285","46790","53350"
"In post","2021","Crown Prosecution Service","Yorkshire and The Humber","South Yorkshire","Outside London","140","125","35940","28430"
"In post","2021","Crown Prosecution Service","Yorkshire and The Humber","West Yorkshire","Outside London","415","385","39720","37780"
"In post","2021","Crown Prosecution Service Inspectorate","London","Inner London - West","London","15","15","53250","56160"
"In post","2021","Crown Prosecution Service Inspectorate","Yorkshire and The Humber","North Yorkshire","Outside London","10","10","[c]","[c]"
"In post","2021","Debt Management Office","London","Inner London - West","London","115","110","58680","51550"
"In post","2021","Defence Electronics and Components Agency","Wales","East Wales","Outside London","380","365","28840","28750"
"In post","2021","Defence Electronics and Components Agency","West Midlands (England)","Shropshire and Staffordshire","Outside London","60","55","25720","25950"
"In post","2021","Defence Equipment and Support","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","15","15","37080","36170"
"In post","2021","Defence Equipment and Support","East Midlands (England)","Lincolnshire","Outside London","210","205","35900","34880"
"In post","2021","Defence Equipment and Support","East of England","Bedfordshire and Hertfordshire","Outside London","60","55","36410","35370"
"In post","2021","Defence Equipment and Support","East of England","East Anglia","Outside London","160","155","34080","33250"
"In post","2021","Defence Equipment and Support","East of England","Essex","Outside London","5","5","[c]","[c]"
"In post","2021","Defence Equipment and Support","London","Inner London - West","London","20","15","44370","39650"
"In post","2021","Defence Equipment and Support","London","Outer London - West and North West","London","180","175","24050","21530"
"In post","2021","Defence Equipment and Support","North East (England)","Northumberland and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","North West (England)","Cumbria","Outside London","95","95","23950","21660"
"In post","2021","Defence Equipment and Support","North West (England)","Greater Manchester","Outside London","20","20","37570","36800"
"In post","2021","Defence Equipment and Support","North West (England)","Lancashire","Outside London","20","20","39000","37960"
"In post","2021","Defence Equipment and Support","North West (England)","Merseyside","Outside London","5","5","[c]","[c]"
"In post","2021","Defence Equipment and Support","Northern Ireland","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Overseas","Overseas","Overseas","40","40","43570","42190"
"In post","2021","Defence Equipment and Support","Scotland","Eastern Scotland","Outside London","75","70","34510","32350"
"In post","2021","Defence Equipment and Support","Scotland","Highlands and Islands","Outside London","5","5","[c]","[c]"
"In post","2021","Defence Equipment and Support","Scotland","Southern Scotland","Outside London","250","240","25160","23910"
"In post","2021","Defence Equipment and Support","Scotland","West Central Scotland","Outside London","180","175","31890","30000"
"In post","2021","Defence Equipment and Support","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","130","125","35840","34260"
"In post","2021","Defence Equipment and Support","South East (England)","Hampshire and Isle of Wight","Outside London","330","320","27470","25070"
"In post","2021","Defence Equipment and Support","South West (England)","Cornwall and Isles of Scilly","Outside London","5","5","[c]","[c]"
"In post","2021","Defence Equipment and Support","South West (England)","Devon","Outside London","95","95","26980","22540"
"In post","2021","Defence Equipment and Support","South West (England)","Dorset and Somerset","Outside London","370","355","34640","33740"
"In post","2021","Defence Equipment and Support","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","8185","7900","38070","35630"
"In post","2021","Defence Equipment and Support","Unknown","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Defence Equipment and Support","Wales","East Wales","Outside London","10","10","[c]","[c]"
"In post","2021","Defence Equipment and Support","Wales","West Wales and The Valleys","Outside London","10","10","[c]","[c]"
"In post","2021","Defence Equipment and Support","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Outside London","140","140","24030","21430"
"In post","2021","Defence Equipment and Support","West Midlands (England)","Shropshire and Staffordshire","Outside London","60","60","30360","26940"
"In post","2021","Defence Equipment and Support","West Midlands (England)","West Midlands","Outside London","5","5","[c]","[c]"
"In post","2021","Defence Equipment and Support","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Yorkshire and The Humber","North Yorkshire","Outside London","15","15","31100","31260"
"In post","2021","Defence Science and Technology Laboratory","East Midlands (England)","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","East of England","East Anglia","Outside London","15","15","46640","46090"
"In post","2021","Defence Science and Technology Laboratory","London","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","South East (England)","Hampshire and Isle of Wight","Outside London","1440","1385","41690","42860"
"In post","2021","Defence Science and Technology Laboratory","South East (England)","Kent","Outside London","255","240","38760","37320"
"In post","2021","Defence Science and Technology Laboratory","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","2665","2580","39860","37320"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","10","10","39960","36740"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","East of England","East Anglia","Outside London","15","10","44570","49080"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Inner London - West","London","4835","4735","49520","53380"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Outer London - West and North West","London","65","60","43510","40220"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","North East (England)","Northumberland and Tyne and Wear","Outside London","15","15","46850","43780"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","North East (England)","Tees Valley and Durham","Outside London","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","North West (England)","Greater Manchester","Outside London","20","20","42660","37520"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","North West (England)","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Northern Ireland","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Scotland","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Scotland","North Eastern Scotland","Outside London","95","95","50000","45620"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","South East (England)","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","South West (England)","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","15","15","44560","49080"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Wales","East Wales","Outside London","75","70","34620","30360"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","West Midlands","Outside London","150","145","40000","36740"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Yorkshire and The Humber","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Yorkshire and The Humber","West Yorkshire","Outside London","10","10","44020","39230"
"In post","2021","Department for Digital, Culture, Media and Sport","London","Inner London - West","London","1715","1680","49440","51730"
"In post","2021","Department for Digital, Culture, Media and Sport","North East (England)","Northumberland and Tyne and Wear","Outside London","5","5","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","North West (England)","Greater Manchester","Outside London","45","45","40410","34020"
"In post","2021","Department for Digital, Culture, Media and Sport","North West (England)","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Northern Ireland","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Scotland","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Scotland","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","220","205","41850","37100"
"In post","2021","Department for Education (excl. agencies)","East of England","Bedfordshire and Hertfordshire","Outside London","30","25","44720","40370"
"In post","2021","Department for Education (excl. agencies)","East of England","East Anglia","Outside London","40","40","47030","50400"
"In post","2021","Department for Education (excl. agencies)","London","Inner London - West","London","2125","2045","50210","53420"
"In post","2021","Department for Education (excl. agencies)","London","Outer London - South","London","45","45","46690","40230"
"In post","2021","Department for Education (excl. agencies)","North East (England)","Northumberland and Tyne and Wear","Outside London","30","25","44170","40780"
"In post","2021","Department for Education (excl. agencies)","North East (England)","Tees Valley and Durham","Outside London","540","515","38190","36780"
"In post","2021","Department for Education (excl. agencies)","North West (England)","Greater Manchester","Outside London","930","910","40660","36780"
"In post","2021","Department for Education (excl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","140","135","46090","42220"
"In post","2021","Department for Education (excl. agencies)","Unknown","Unknown","Unknown","10","10","56650","56930"
"In post","2021","Department for Education (excl. agencies)","West Midlands (England)","West Midlands","Outside London","475","465","39870","36780"
"In post","2021","Department for Education (excl. agencies)","Yorkshire and The Humber","South Yorkshire","Outside London","1085","1040","40920","36960"
"In post","2021","Department for Education (excl. agencies)","Yorkshire and The Humber","West Yorkshire","Outside London","30","30","52840","50630"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","60","55","41520","36970"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Outside London","5","5","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","Lincolnshire","Outside London","20","15","35260","30170"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","Bedfordshire and Hertfordshire","Outside London","10","10","31060","25190"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","East Anglia","Outside London","160","155","38090","36750"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","Essex","Outside London","5","5","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Inner London - West","London","2485","2415","45270","39830"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Outer London - West and North West","London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","Northumberland and Tyne and Wear","Outside London","185","180","39460","36520"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","Tees Valley and Durham","Outside London","10","10","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","Cheshire","Outside London","170","170","43090","47550"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","Cumbria","Outside London","75","70","36740","35900"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","Greater Manchester","Outside London","10","10","35910","30230"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","Lancashire","Outside London","30","30","39410","36520"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Scotland","Eastern Scotland","Outside London","15","15","39120","35900"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Scotland","Highlands and Islands","Outside London","10","10","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Scotland","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","190","185","40770","36970"
