"Status","Year","Ethnicity","Region_ITL1","Region_ITL2","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","South West (England)","Dorset and Somerset","Unknown","15","15","[c]","[c]"
"In post","2021","Unknown","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","500","470","21780","21010"
"In post","2021","Unknown","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","EO","535","510","25290","26060"
"In post","2021","Unknown","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","320","305","56700","53830"
"In post","2021","Unknown","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","40","40","95450","85080"
"In post","2021","Unknown","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","855","830","35150","33840"
"In post","2021","Unknown","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","135","130","35440","31600"
"In post","2021","Unknown","Unknown","Unknown","AA/AO","30","30","21840","21010"
"In post","2021","Unknown","Unknown","Unknown","EO","70","70","28200","27570"
"In post","2021","Unknown","Unknown","Unknown","G6/G7","50","50","60550","57780"
"In post","2021","Unknown","Unknown","Unknown","SCS level","15","15","[c]","[c]"
"In post","2021","Unknown","Unknown","Unknown","SEO/HEO","425","420","31900","32000"
"In post","2021","Unknown","Unknown","Unknown","Unknown","1840","1840","37600","34460"
"In post","2021","Unknown","Wales","East Wales","AA/AO","1120","1035","20860","20140"
"In post","2021","Unknown","Wales","East Wales","EO","820","785","25480","25560"
"In post","2021","Unknown","Wales","East Wales","G6/G7","255","250","56320","55610"
"In post","2021","Unknown","Wales","East Wales","SCS level","20","20","[c]","[c]"
"In post","2021","Unknown","Wales","East Wales","SEO/HEO","755","730","34050","31810"
"In post","2021","Unknown","Wales","East Wales","Unknown","70","65","28490","28200"
"In post","2021","Unknown","Wales","West Wales and The Valleys","AA/AO","860","770","21010","21590"
"In post","2021","Unknown","Wales","West Wales and The Valleys","EO","240","230","27000","27130"
"In post","2021","Unknown","Wales","West Wales and The Valleys","G6/G7","80","75","63080","60830"
"In post","2021","Unknown","Wales","West Wales and The Valleys","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Wales","West Wales and The Valleys","SEO/HEO","180","175","37010","37260"
"In post","2021","Unknown","Wales","West Wales and The Valleys","Unknown","65","60","28660","27260"
"In post","2021","Unknown","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","AA/AO","215","205","22910","21050"
"In post","2021","Unknown","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","EO","70","65","26290","26350"
"In post","2021","Unknown","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","G6/G7","10","10","[c]","[c]"
"In post","2021","Unknown","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","55","50","34480","32280"
"In post","2021","Unknown","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Unknown","25","20","[c]","[c]"
"In post","2021","Unknown","West Midlands (England)","Shropshire and Staffordshire","AA/AO","465","445","22350","22350"
"In post","2021","Unknown","West Midlands (England)","Shropshire and Staffordshire","EO","175","165","27190","27130"
"In post","2021","Unknown","West Midlands (England)","Shropshire and Staffordshire","G6/G7","65","60","58880","52810"
"In post","2021","Unknown","West Midlands (England)","Shropshire and Staffordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","West Midlands (England)","Shropshire and Staffordshire","SEO/HEO","125","120","35810","35740"
"In post","2021","Unknown","West Midlands (England)","Shropshire and Staffordshire","Unknown","20","15","[c]","[c]"
"In post","2021","Unknown","West Midlands (England)","West Midlands","AA/AO","890","825","20810","20140"
"In post","2021","Unknown","West Midlands (England)","West Midlands","EO","660","630","26470","26000"
"In post","2021","Unknown","West Midlands (England)","West Midlands","G6/G7","180","170","56240","52580"
"In post","2021","Unknown","West Midlands (England)","West Midlands","SCS level","15","15","[c]","[c]"
"In post","2021","Unknown","West Midlands (England)","West Midlands","SEO/HEO","540","525","35020","32100"
"In post","2021","Unknown","West Midlands (England)","West Midlands","Unknown","85","75","28070","28200"
"In post","2021","Unknown","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","AA/AO","255","240","23000","22350"
"In post","2021","Unknown","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","EO","110","105","27370","27240"
"In post","2021","Unknown","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","G6/G7","10","10","[c]","[c]"
"In post","2021","Unknown","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","SEO/HEO","25","20","[c]","[c]"
"In post","2021","Unknown","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Unknown","15","10","[c]","[c]"
"In post","2021","Unknown","Yorkshire and The Humber","North Yorkshire","AA/AO","225","215","22820","20920"
"In post","2021","Unknown","Yorkshire and The Humber","North Yorkshire","EO","120","115","26250","26670"
"In post","2021","Unknown","Yorkshire and The Humber","North Yorkshire","G6/G7","70","60","57500","54540"
"In post","2021","Unknown","Yorkshire and The Humber","North Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Yorkshire and The Humber","North Yorkshire","SEO/HEO","140","135","34570","33300"
"In post","2021","Unknown","Yorkshire and The Humber","North Yorkshire","Unknown","10","10","[c]","[c]"
"In post","2021","Unknown","Yorkshire and The Humber","South Yorkshire","AA/AO","320","305","22290","21430"
"In post","2021","Unknown","Yorkshire and The Humber","South Yorkshire","EO","155","150","27570","27570"
"In post","2021","Unknown","Yorkshire and The Humber","South Yorkshire","G6/G7","120","120","55920","52250"
"In post","2021","Unknown","Yorkshire and The Humber","South Yorkshire","SCS level","15","15","[c]","[c]"
"In post","2021","Unknown","Yorkshire and The Humber","South Yorkshire","SEO/HEO","160","155","34310","32250"
"In post","2021","Unknown","Yorkshire and The Humber","South Yorkshire","Unknown","30","25","25980","22920"
"In post","2021","Unknown","Yorkshire and The Humber","West Yorkshire","AA/AO","1160","1090","21040","20140"
"In post","2021","Unknown","Yorkshire and The Humber","West Yorkshire","EO","785","750","26020","25560"
"In post","2021","Unknown","Yorkshire and The Humber","West Yorkshire","G6/G7","325","315","55320","52580"
"In post","2021","Unknown","Yorkshire and The Humber","West Yorkshire","SCS level","50","50","83250","74000"
"In post","2021","Unknown","Yorkshire and The Humber","West Yorkshire","SEO/HEO","715","695","33170","31810"
"In post","2021","Unknown","Yorkshire and The Humber","West Yorkshire","Unknown","30","25","25770","22920"
"In post","2021","White","East Midlands (England)","Derbyshire and Nottinghamshire","AA/AO","2570","2325","22400","21010"
"In post","2021","White","East Midlands (England)","Derbyshire and Nottinghamshire","EO","2545","2320","26900","27570"
"In post","2021","White","East Midlands (England)","Derbyshire and Nottinghamshire","G6/G7","890","850","57420","53430"
"In post","2021","White","East Midlands (England)","Derbyshire and Nottinghamshire","SCS level","60","60","88710","81000"
"In post","2021","White","East Midlands (England)","Derbyshire and Nottinghamshire","SEO/HEO","2320","2190","35930","33840"
"In post","2021","White","East Midlands (England)","Derbyshire and Nottinghamshire","Unknown","365","335","30280","30210"
"In post","2021","White","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","AA/AO","1680","1510","22470","21010"
"In post","2021","White","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","EO","1150","1060","27450","27570"
"In post","2021","White","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","G6/G7","140","130","58780","55610"
"In post","2021","White","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","SCS level","5","5","[c]","[c]"
"In post","2021","White","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","SEO/HEO","685","645","37220","36410"
"In post","2021","White","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Unknown","240","225","30300","30210"
"In post","2021","White","East Midlands (England)","Lincolnshire","AA/AO","1140","1060","22190","21010"
"In post","2021","White","East Midlands (England)","Lincolnshire","EO","665","620","27890","27570"
"In post","2021","White","East Midlands (England)","Lincolnshire","G6/G7","60","55","58050","55080"
"In post","2021","White","East Midlands (England)","Lincolnshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","White","East Midlands (England)","Lincolnshire","SEO/HEO","470","455","36350","34650"
"In post","2021","White","East Midlands (England)","Lincolnshire","Unknown","120","115","31030","30210"
"In post","2021","White","East of England","Bedfordshire and Hertfordshire","AA/AO","810","755","24600","22980"
"In post","2021","White","East of England","Bedfordshire and Hertfordshire","EO","1010","925","29130","29290"
"In post","2021","White","East of England","Bedfordshire and Hertfordshire","G6/G7","235","220","60580","59730"
"In post","2021","White","East of England","Bedfordshire and Hertfordshire","SCS level","25","25","[c]","[c]"
"In post","2021","White","East of England","Bedfordshire and Hertfordshire","SEO/HEO","685","660","38850","37880"
"In post","2021","White","East of England","Bedfordshire and Hertfordshire","Unknown","185","170","28940","28200"
"In post","2021","White","East of England","East Anglia","AA/AO","3895","3580","23420","21430"
"In post","2021","White","East of England","East Anglia","EO","2675","2465","27580","27570"
"In post","2021","White","East of England","East Anglia","G6/G7","600","575","58510","54970"
"In post","2021","White","East of England","East Anglia","SCS level","40","35","103100","103000"
"In post","2021","White","East of England","East Anglia","SEO/HEO","2440","2330","36190","34290"
"In post","2021","White","East of England","East Anglia","Unknown","415","385","29930","30210"
"In post","2021","White","East of England","Essex","AA/AO","1175","1055","23760","21710"
"In post","2021","White","East of England","Essex","EO","1675","1520","28800","29290"
"In post","2021","White","East of England","Essex","G6/G7","215","205","58610","53150"
"In post","2021","White","East of England","Essex","SCS level","15","15","[c]","[c]"
"In post","2021","White","East of England","Essex","SEO/HEO","835","775","36960","35120"
"In post","2021","White","East of England","Essex","Unknown","195","180","28250","28200"
"In post","2021","White","London","Inner London - East","AA/AO","855","795","26330","25110"
"In post","2021","White","London","Inner London - East","EO","1550","1475","31220","31060"
"In post","2021","White","London","Inner London - East","G6/G7","2470","2370","62110","59720"
"In post","2021","White","London","Inner London - East","SCS level","495","460","98590","94550"
"In post","2021","White","London","Inner London - East","SEO/HEO","2575","2475","40300","40170"
"In post","2021","White","London","Inner London - East","Unknown","280","270","35830","34100"
"In post","2021","White","London","Inner London - West","AA/AO","1760","1685","25860","24490"
"In post","2021","White","London","Inner London - West","EO","3410","3315","29410","29180"
"In post","2021","White","London","Inner London - West","G6/G7","14020","13505","60490","58590"
"In post","2021","White","London","Inner London - West","SCS level","2765","2680","89110","79730"
"In post","2021","White","London","Inner London - West","SEO/HEO","12185","11955","38610","38160"
"In post","2021","White","London","Inner London - West","Unknown","115","110","40360","38370"
"In post","2021","White","London","Outer London - East and North East","AA/AO","655","605","27190","25110"
"In post","2021","White","London","Outer London - East and North East","EO","570","525","31700","31060"
"In post","2021","White","London","Outer London - East and North East","G6/G7","15","15","[c]","[c]"
"In post","2021","White","London","Outer London - East and North East","SEO/HEO","180","175","40720","39000"
"In post","2021","White","London","Outer London - East and North East","Unknown","125","120","33140","33950"
"In post","2021","White","London","Outer London - South","AA/AO","740","665","24000","25110"
"In post","2021","White","London","Outer London - South","EO","1310","1230","30120","29570"
"In post","2021","White","London","Outer London - South","G6/G7","1055","1015","64110","61720"
"In post","2021","White","London","Outer London - South","SCS level","60","55","88990","82280"
"In post","2021","White","London","Outer London - South","SEO/HEO","1860","1780","39920","39800"
"In post","2021","White","London","Outer London - South","Unknown","85","80","34620","34100"
"In post","2021","White","London","Outer London - West and North West","AA/AO","730","670","26270","25110"
"In post","2021","White","London","Outer London - West and North West","EO","1425","1270","30080","30370"
"In post","2021","White","London","Outer London - West and North West","G6/G7","345","330","59400","57680"
"In post","2021","White","London","Outer London - West and North West","SCS level","35","30","109280","102850"
"In post","2021","White","London","Outer London - West and North West","SEO/HEO","1130","1080","38390","36980"
"In post","2021","White","London","Outer London - West and North West","Unknown","100","95","33160","32090"
"In post","2021","White","North East (England)","Northumberland and Tyne and Wear","AA/AO","6635","5540","20750","21010"
"In post","2021","White","North East (England)","Northumberland and Tyne and Wear","EO","4350","3920","26640","27570"
"In post","2021","White","North East (England)","Northumberland and Tyne and Wear","G6/G7","1365","1325","54490","52580"
"In post","2021","White","North East (England)","Northumberland and Tyne and Wear","SCS level","75","75","88930","79600"
"In post","2021","White","North East (England)","Northumberland and Tyne and Wear","SEO/HEO","3775","3560","34380","32160"
"In post","2021","White","North East (England)","Northumberland and Tyne and Wear","Unknown","315","295","29210","28200"
"In post","2021","White","North East (England)","Tees Valley and Durham","AA/AO","3830","3370","23040","21430"
"In post","2021","White","North East (England)","Tees Valley and Durham","EO","2075","1865","27590","27570"
"In post","2021","White","North East (England)","Tees Valley and Durham","G6/G7","315","305","55910","52280"
"In post","2021","White","North East (England)","Tees Valley and Durham","SCS level","15","15","[c]","[c]"
"In post","2021","White","North East (England)","Tees Valley and Durham","SEO/HEO","1280","1210","36310","36400"
"In post","2021","White","North East (England)","Tees Valley and Durham","Unknown","330","310","29720","30210"
"In post","2021","White","North West (England)","Cheshire","AA/AO","980","885","23350","21010"
"In post","2021","White","North West (England)","Cheshire","EO","1170","1115","29600","27570"
"In post","2021","White","North West (England)","Cheshire","G6/G7","165","160","57830","55740"
"In post","2021","White","North West (England)","Cheshire","SCS level","10","10","[c]","[c]"
"In post","2021","White","North West (England)","Cheshire","SEO/HEO","705","680","39570","38540"
"In post","2021","White","North West (England)","Cheshire","Unknown","175","165","29660","30210"
"In post","2021","White","North West (England)","Cumbria","AA/AO","690","600","22030","21050"
"In post","2021","White","North West (England)","Cumbria","EO","490","440","26100","26520"
"In post","2021","White","North West (England)","Cumbria","G6/G7","60","60","53740","52350"
"In post","2021","White","North West (England)","Cumbria","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","White","North West (England)","Cumbria","SEO/HEO","260","245","34610","33430"
"In post","2021","White","North West (England)","Cumbria","Unknown","200","190","37750","34340"
"In post","2021","White","North West (England)","Greater Manchester","AA/AO","3835","3445","21480","21010"
"In post","2021","White","North West (England)","Greater Manchester","EO","3985","3720","26710","27570"
"In post","2021","White","North West (England)","Greater Manchester","G6/G7","1595","1545","56960","52580"
"In post","2021","White","North West (England)","Greater Manchester","SCS level","95","90","89480","85240"
"In post","2021","White","North West (England)","Greater Manchester","SEO/HEO","3680","3520","35030","33300"
"In post","2021","White","North West (England)","Greater Manchester","Unknown","580","550","30140","30210"
"In post","2021","White","North West (England)","Lancashire","AA/AO","4430","3940","22030","21010"
"In post","2021","White","North West (England)","Lancashire","EO","3480","3135","27530","27570"
"In post","2021","White","North West (England)","Lancashire","G6/G7","640","610","56430","52770"
"In post","2021","White","North West (England)","Lancashire","SCS level","40","40","84180","77170"
"In post","2021","White","North West (England)","Lancashire","SEO/HEO","2015","1900","35600","34290"
"In post","2021","White","North West (England)","Lancashire","Unknown","340","315","30090","30210"
"In post","2021","White","North West (England)","Merseyside","AA/AO","5590","4870","21160","21430"
"In post","2021","White","North West (England)","Merseyside","EO","5195","4710","26290","26160"
"In post","2021","White","North West (England)","Merseyside","G6/G7","1150","1110","55550","52580"
"In post","2021","White","North West (England)","Merseyside","SCS level","60","60","90580","80500"
"In post","2021","White","North West (England)","Merseyside","SEO/HEO","3530","3360","34630","32740"
"In post","2021","White","North West (England)","Merseyside","Unknown","330","305","29620","28200"
"In post","2021","White","Northern Ireland","Northern Ireland","AA/AO","1295","1195","20870","20310"
"In post","2021","White","Northern Ireland","Northern Ireland","EO","780","730","26710","25560"
"In post","2021","White","Northern Ireland","Northern Ireland","G6/G7","205","195","55950","52580"
"In post","2021","White","Northern Ireland","Northern Ireland","SCS level","10","10","[c]","[c]"
"In post","2021","White","Northern Ireland","Northern Ireland","SEO/HEO","745","720","34950","32100"
"In post","2021","White","Northern Ireland","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Overseas","Overseas","AA/AO","40","40","22420","22220"
"In post","2021","White","Overseas","Overseas","EO","195","190","27920","27340"
"In post","2021","White","Overseas","Overseas","G6/G7","920","915","60330","58120"
"In post","2021","White","Overseas","Overseas","SCS level","225","225","85840","77620"
"In post","2021","White","Overseas","Overseas","SEO/HEO","1070","1070","39680","34770"
"In post","2021","White","Overseas","Overseas","Unknown","175","175","38970","33580"
"In post","2021","White","Scotland","Eastern Scotland","AA/AO","3755","3460","22000","21010"
"In post","2021","White","Scotland","Eastern Scotland","EO","3565","3325","28360","27570"
"In post","2021","White","Scotland","Eastern Scotland","G6/G7","2040","1940","62160","61010"
"In post","2021","White","Scotland","Eastern Scotland","SCS level","170","165","90080","83230"
"In post","2021","White","Scotland","Eastern Scotland","SEO/HEO","4205","4015","38450","37530"
"In post","2021","White","Scotland","Eastern Scotland","Unknown","30","30","[c]","[c]"
"In post","2021","White","Scotland","Highlands and Islands","AA/AO","680","635","22350","21050"
"In post","2021","White","Scotland","Highlands and Islands","EO","580","545","28720","27570"
"In post","2021","White","Scotland","Highlands and Islands","G6/G7","45","45","62400","61010"
"In post","2021","White","Scotland","Highlands and Islands","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","White","Scotland","Highlands and Islands","SEO/HEO","310","300","38110","36830"
"In post","2021","White","Scotland","Highlands and Islands","Unknown","5","5","[c]","[c]"
"In post","2021","White","Scotland","North Eastern Scotland","AA/AO","335","310","25940","22230"
"In post","2021","White","Scotland","North Eastern Scotland","EO","425","400","28800","27570"
"In post","2021","White","Scotland","North Eastern Scotland","G6/G7","105","100","66370","61010"
"In post","2021","White","Scotland","North Eastern Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","White","Scotland","North Eastern Scotland","SEO/HEO","440","415","44040","38540"
"In post","2021","White","Scotland","Southern Scotland","AA/AO","1385","1180","21640","21010"
"In post","2021","White","Scotland","Southern Scotland","EO","1490","1320","26960","27570"
"In post","2021","White","Scotland","Southern Scotland","G6/G7","355","340","55770","52770"
"In post","2021","White","Scotland","Southern Scotland","SCS level","25","25","[c]","[c]"
"In post","2021","White","Scotland","Southern Scotland","SEO/HEO","1070","1010","35390","33930"
"In post","2021","White","Scotland","West Central Scotland","AA/AO","5105","4535","22120","21010"
"In post","2021","White","Scotland","West Central Scotland","EO","3900","3580","27560","27570"
"In post","2021","White","Scotland","West Central Scotland","G6/G7","1130","1095","60510","61010"
"In post","2021","White","Scotland","West Central Scotland","SCS level","60","55","87360","83230"
"In post","2021","White","Scotland","West Central Scotland","SEO/HEO","3400","3245","36970","35000"
"In post","2021","White","Scotland","West Central Scotland","Unknown","65","65","38960","41370"
"In post","2021","White","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","2490","2375","25640","23270"
"In post","2021","White","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","EO","1660","1580","29330","27910"
"In post","2021","White","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","585","545","60180","57650"
"In post","2021","White","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","SCS level","45","40","96130","92160"
"In post","2021","White","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","1725","1655","38460","37280"
"In post","2021","White","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Unknown","365","345","30150","30210"
"In post","2021","White","South East (England)","Hampshire and Isle of Wight","AA/AO","3550","3050","22110","20920"
"In post","2021","White","South East (England)","Hampshire and Isle of Wight","EO","3060","2865","26950","26700"
"In post","2021","White","South East (England)","Hampshire and Isle of Wight","G6/G7","1495","1430","55880","54540"
"In post","2021","White","South East (England)","Hampshire and Isle of Wight","SCS level","55","55","89310","87760"
"In post","2021","White","South East (England)","Hampshire and Isle of Wight","SEO/HEO","3770","3620","35700","34500"
"In post","2021","White","South East (England)","Hampshire and Isle of Wight","Unknown","295","270","33210","31420"
"In post","2021","White","South East (England)","Kent","AA/AO","2310","2150","25030","24180"
"In post","2021","White","South East (England)","Kent","EO","2885","2650","28230","27370"
"In post","2021","White","South East (England)","Kent","G6/G7","220","210","56190","52820"
"In post","2021","White","South East (England)","Kent","SCS level","10","10","[c]","[c]"
"In post","2021","White","South East (England)","Kent","SEO/HEO","1120","1075","36830","35840"
"In post","2021","White","South East (England)","Kent","Unknown","225","205","30170","29300"
"In post","2021","White","South East (England)","Surrey, East and West Sussex","AA/AO","2140","1940","24190","21590"
"In post","2021","White","South East (England)","Surrey, East and West Sussex","EO","2230","2000","28160","27570"
"In post","2021","White","South East (England)","Surrey, East and West Sussex","G6/G7","365","350","58610","55320"
"In post","2021","White","South East (England)","Surrey, East and West Sussex","SCS level","30","30","92090","83610"
"In post","2021","White","South East (England)","Surrey, East and West Sussex","SEO/HEO","1135","1070","37430","36210"
"In post","2021","White","South East (England)","Surrey, East and West Sussex","Unknown","300","270","29860","30210"
"In post","2021","White","South West (England)","Cornwall and Isles of Scilly","AA/AO","580","520","20830","21010"
"In post","2021","White","South West (England)","Cornwall and Isles of Scilly","EO","525","475","27300","27570"
"In post","2021","White","South West (England)","Cornwall and Isles of Scilly","G6/G7","40","35","55580","53480"
"In post","2021","White","South West (England)","Cornwall and Isles of Scilly","SEO/HEO","180","170","35620","34290"
"In post","2021","White","South West (England)","Cornwall and Isles of Scilly","Unknown","40","35","29350","28200"
"In post","2021","White","South West (England)","Devon","AA/AO","2410","2145","22490","21010"
"In post","2021","White","South West (England)","Devon","EO","1925","1755","27020","27570"
"In post","2021","White","South West (England)","Devon","G6/G7","695","660","55010","52460"
"In post","2021","White","South West (England)","Devon","SCS level","20","20","[c]","[c]"
"In post","2021","White","South West (England)","Devon","SEO/HEO","1955","1845","37580","37890"
"In post","2021","White","South West (England)","Devon","Unknown","275","255","34390","32100"
"In post","2021","White","South West (England)","Dorset and Somerset","AA/AO","1410","1305","22440","21010"
"In post","2021","White","South West (England)","Dorset and Somerset","EO","1375","1250","27380","27570"
"In post","2021","White","South West (England)","Dorset and Somerset","G6/G7","165","160","58530","55040"
"In post","2021","White","South West (England)","Dorset and Somerset","SCS level","10","10","[c]","[c]"
"In post","2021","White","South West (England)","Dorset and Somerset","SEO/HEO","1165","1110","36470","34080"
"In post","2021","White","South West (England)","Dorset and Somerset","Unknown","190","170","28440","28200"
"In post","2021","White","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","2980","2755","22220","21010"
"In post","2021","White","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","EO","4810","4470","26010","26670"
"In post","2021","White","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","4215","4055","56200","54540"
"In post","2021","White","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","240","230","96640","90530"
"In post","2021","White","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","9625","9200","36100","35900"
"In post","2021","White","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","1560","1495","39350","37110"
"In post","2021","White","Unknown","Unknown","AA/AO","125","115","21540","21010"
"In post","2021","White","Unknown","Unknown","EO","380","360","27740","27570"
"In post","2021","White","Unknown","Unknown","G6/G7","125","120","56210","54700"
"In post","2021","White","Unknown","Unknown","SCS level","5","5","[c]","[c]"
"In post","2021","White","Unknown","Unknown","SEO/HEO","270","260","37120","35310"
"In post","2021","White","Unknown","Unknown","Unknown","60","60","28510","27370"
"In post","2021","White","Wales","East Wales","AA/AO","4195","3775","21590","21010"
"In post","2021","White","Wales","East Wales","EO","4245","3935","26920","27570"
"In post","2021","White","Wales","East Wales","G6/G7","1990","1905","57900","57720"
"In post","2021","White","Wales","East Wales","SCS level","225","220","87130","78600"
"In post","2021","White","Wales","East Wales","SEO/HEO","4795","4570","36510","36480"
"In post","2021","White","Wales","East Wales","Unknown","375","355","30330","30210"
"In post","2021","White","Wales","West Wales and The Valleys","AA/AO","5945","5105","21090","21590"
"In post","2021","White","Wales","West Wales and The Valleys","EO","3435","3140","27370","27570"
"In post","2021","White","Wales","West Wales and The Valleys","G6/G7","685","660","61080","60830"
"In post","2021","White","Wales","West Wales and The Valleys","SCS level","40","40","88760","81760"
"In post","2021","White","Wales","West Wales and The Valleys","SEO/HEO","2745","2605","38220","37410"
"In post","2021","White","Wales","West Wales and The Valleys","Unknown","535","500","29690","28200"
"In post","2021","White","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","AA/AO","1400","1300","23270","21050"
"In post","2021","White","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","EO","885","825","27160","27570"
"In post","2021","White","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","G6/G7","85","85","58590","54840"
"In post","2021","White","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","SCS level","10","10","[c]","[c]"
"In post","2021","White","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","535","510","37000","35900"
"In post","2021","White","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Unknown","235","215","29330","28200"
"In post","2021","White","West Midlands (England)","Shropshire and Staffordshire","AA/AO","2505","2290","22740","21050"
"In post","2021","White","West Midlands (England)","Shropshire and Staffordshire","EO","2035","1875","27700","27570"
"In post","2021","White","West Midlands (England)","Shropshire and Staffordshire","G6/G7","375","360","58150","54540"
"In post","2021","White","West Midlands (England)","Shropshire and Staffordshire","SCS level","20","20","[c]","[c]"
"In post","2021","White","West Midlands (England)","Shropshire and Staffordshire","SEO/HEO","1405","1335","37180","36460"
"In post","2021","White","West Midlands (England)","Shropshire and Staffordshire","Unknown","305","280","30960","31150"
"In post","2021","White","West Midlands (England)","West Midlands","AA/AO","2350","2050","21160","21010"
"In post","2021","White","West Midlands (England)","West Midlands","EO","3025","2715","27020","27570"
"In post","2021","White","West Midlands (England)","West Midlands","G6/G7","1240","1195","56990","53150"
"In post","2021","White","West Midlands (England)","West Midlands","SCS level","120","115","94350","87120"
"In post","2021","White","West Midlands (England)","West Midlands","SEO/HEO","2715","2585","35830","34290"
"In post","2021","White","West Midlands (England)","West Midlands","Unknown","380","345","30220","28200"
"In post","2021","White","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","AA/AO","1760","1580","24050","21950"
"In post","2021","White","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","EO","1450","1325","27760","27570"
"In post","2021","White","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","G6/G7","70","70","61280","57360"
"In post","2021","White","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","White","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","SEO/HEO","500","470","36900","34290"
"In post","2021","White","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Unknown","230","210","29980","30210"
"In post","2021","White","Yorkshire and The Humber","North Yorkshire","AA/AO","1055","985","22310","20920"
"In post","2021","White","Yorkshire and The Humber","North Yorkshire","EO","840","790","27530","26930"
"In post","2021","White","Yorkshire and The Humber","North Yorkshire","G6/G7","555","525","58900","55610"
"In post","2021","White","Yorkshire and The Humber","North Yorkshire","SCS level","25","25","[c]","[c]"
"In post","2021","White","Yorkshire and The Humber","North Yorkshire","SEO/HEO","1130","1090","36000","35900"
"In post","2021","White","Yorkshire and The Humber","North Yorkshire","Unknown","170","150","29710","28200"
"In post","2021","White","Yorkshire and The Humber","South Yorkshire","AA/AO","2380","2080","22020","21300"
"In post","2021","White","Yorkshire and The Humber","South Yorkshire","EO","2235","1990","27100","27570"
"In post","2021","White","Yorkshire and The Humber","South Yorkshire","G6/G7","935","895","55840","52280"
"In post","2021","White","Yorkshire and The Humber","South Yorkshire","SCS level","60","55","81220","75690"
"In post","2021","White","Yorkshire and The Humber","South Yorkshire","SEO/HEO","2070","1950","35220","34290"
"In post","2021","White","Yorkshire and The Humber","South Yorkshire","Unknown","280","250","29530","28200"
