"Status","Year","Age","Region_ITL2","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Eastern Scotland","AA","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","16-19","Eastern Scotland","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Eastern Scotland","AA","Unknown","15","15","[c]","[c]"
"In post","2021","16-19","Eastern Scotland","AO","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","16-19","Eastern Scotland","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Eastern Scotland","AO","Undeclared","10","10","[c]","[c]"
"In post","2021","16-19","Eastern Scotland","AO","Unknown","15","15","[c]","[c]"
"In post","2021","16-19","Eastern Scotland","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Eastern Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Essex","AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","16-19","Essex","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Essex","AO","Unknown","5","5","[c]","[c]"
"In post","2021","16-19","Gloucestershire, Wiltshire and Bath/Bristol area","AA","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","16-19","Gloucestershire, Wiltshire and Bath/Bristol area","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Gloucestershire, Wiltshire and Bath/Bristol area","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Gloucestershire, Wiltshire and Bath/Bristol area","AO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","16-19","Gloucestershire, Wiltshire and Bath/Bristol area","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Gloucestershire, Wiltshire and Bath/Bristol area","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Gloucestershire, Wiltshire and Bath/Bristol area","AO","Unknown","5","5","[c]","[c]"
"In post","2021","16-19","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Heterosexual / straight","70","70","19080","19040"
"In post","2021","16-19","Gloucestershire, Wiltshire and Bath/Bristol area","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Unknown","30","30","[c]","[c]"
"In post","2021","16-19","Gloucestershire, Wiltshire and Bath/Bristol area","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Gloucestershire, Wiltshire and Bath/Bristol area","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","16-19","Greater Manchester","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Greater Manchester","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Greater Manchester","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Greater Manchester","AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","16-19","Greater Manchester","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Greater Manchester","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Greater Manchester","AO","Unknown","15","15","[c]","[c]"
"In post","2021","16-19","Greater Manchester","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","16-19","Greater Manchester","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Greater Manchester","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Hampshire and Isle of Wight","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Hampshire and Isle of Wight","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Hampshire and Isle of Wight","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Hampshire and Isle of Wight","AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","16-19","Hampshire and Isle of Wight","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Hampshire and Isle of Wight","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Hampshire and Isle of Wight","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Hampshire and Isle of Wight","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Hampshire and Isle of Wight","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Hampshire and Isle of Wight","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Hampshire and Isle of Wight","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Hampshire and Isle of Wight","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Hampshire and Isle of Wight","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Herefordshire, Worcestershire and Warwickshire","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Herefordshire, Worcestershire and Warwickshire","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Herefordshire, Worcestershire and Warwickshire","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Herefordshire, Worcestershire and Warwickshire","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Herefordshire, Worcestershire and Warwickshire","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Herefordshire, Worcestershire and Warwickshire","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Herefordshire, Worcestershire and Warwickshire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Highlands and Islands","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Highlands and Islands","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Highlands and Islands","AA","Unknown","5","5","[c]","[c]"
"In post","2021","16-19","Inner London - East","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Inner London - East","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Inner London - East","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Inner London - East","AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","Inner London - East","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Inner London - East","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Inner London - East","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Inner London - East","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","Inner London - East","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Inner London - East","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Inner London - East","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Inner London - East","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Inner London - East","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Inner London - West","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Inner London - West","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Inner London - West","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Inner London - West","AO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","16-19","Inner London - West","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Inner London - West","AO","Unknown","5","5","[c]","[c]"
"In post","2021","16-19","Inner London - West","EO","Heterosexual / straight","45","45","25730","25170"
"In post","2021","16-19","Inner London - West","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Inner London - West","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Inner London - West","EO","Unknown","15","15","[c]","[c]"
"In post","2021","16-19","Inner London - West","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Inner London - West","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Inner London - West","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Kent","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Kent","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Kent","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Kent","AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","16-19","Kent","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Kent","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Kent","AO","Unknown","25","25","[c]","[c]"
"In post","2021","16-19","Lancashire","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Lancashire","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Lancashire","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Lancashire","AO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","16-19","Lancashire","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Lancashire","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Lancashire","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Lancashire","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Lancashire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Leicestershire, Rutland and Northamptonshire","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Leicestershire, Rutland and Northamptonshire","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Leicestershire, Rutland and Northamptonshire","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Leicestershire, Rutland and Northamptonshire","AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","Leicestershire, Rutland and Northamptonshire","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Leicestershire, Rutland and Northamptonshire","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Leicestershire, Rutland and Northamptonshire","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Lincolnshire","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Lincolnshire","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Lincolnshire","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Merseyside","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Merseyside","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Merseyside","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Merseyside","AO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","16-19","Merseyside","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Merseyside","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Merseyside","AO","Unknown","20","20","[c]","[c]"
"In post","2021","16-19","Merseyside","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Merseyside","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Merseyside","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North Eastern Scotland","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North Eastern Scotland","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North Eastern Scotland","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North Eastern Scotland","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North Eastern Scotland","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North Yorkshire","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North Yorkshire","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North Yorkshire","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North Yorkshire","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North Yorkshire","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North Yorkshire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Northern Ireland","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Northern Ireland","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Northern Ireland","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Northumberland and Tyne and Wear","AO","Heterosexual / straight","35","35","20700","21010"
"In post","2021","16-19","Northumberland and Tyne and Wear","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Northumberland and Tyne and Wear","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Northumberland and Tyne and Wear","AO","Unknown","35","30","20190","20140"
"In post","2021","16-19","Northumberland and Tyne and Wear","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Northumberland and Tyne and Wear","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Northumberland and Tyne and Wear","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Outer London - East and North East","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Outer London - East and North East","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Outer London - East and North East","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Outer London - East and North East","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Outer London - East and North East","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Outer London - East and North East","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Outer London - East and North East","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Outer London - East and North East","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Outer London - East and North East","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Outer London - East and North East","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Outer London - South","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Outer London - South","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Outer London - South","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Outer London - South","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Outer London - South","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Outer London - South","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Outer London - South","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Outer London - South","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Outer London - South","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Outer London - West and North West","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Outer London - West and North West","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Outer London - West and North West","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Outer London - West and North West","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Outer London - West and North West","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Outer London - West and North West","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Outer London - West and North West","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Outer London - West and North West","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Outer London - West and North West","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Outer London - West and North West","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Shropshire and Staffordshire","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Shropshire and Staffordshire","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Shropshire and Staffordshire","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Shropshire and Staffordshire","AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","Shropshire and Staffordshire","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Shropshire and Staffordshire","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Shropshire and Staffordshire","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Shropshire and Staffordshire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South Yorkshire","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South Yorkshire","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South Yorkshire","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South Yorkshire","AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","16-19","South Yorkshire","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South Yorkshire","AO","Unknown","10","10","[c]","[c]"
"In post","2021","16-19","South Yorkshire","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South Yorkshire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South Yorkshire","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South Yorkshire","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Southern Scotland","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Southern Scotland","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Southern Scotland","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Southern Scotland","AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","Southern Scotland","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Southern Scotland","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Southern Scotland","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Southern Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
