"Status","Year","Organisation","Profession_of_post","Region_ITL1","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Home Office (incl. agencies)","Operational Delivery","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Operational Delivery","Northern Ireland","AO","10","[c]","21430","21430"
"New entrant CS","2021","Home Office (incl. agencies)","Operational Delivery","Northern Ireland","EO","35","[c]","25220","24880"
"New entrant CS","2021","Home Office (incl. agencies)","Operational Delivery","Scotland","AO","20","[c]","21430","21430"
"New entrant CS","2021","Home Office (incl. agencies)","Operational Delivery","Scotland","EO","25","[c]","24880","24880"
"New entrant CS","2021","Home Office (incl. agencies)","Operational Delivery","Scotland","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Operational Delivery","Scotland","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Operational Delivery","South East (England)","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Operational Delivery","South East (England)","AO","80","[c]","21430","21430"
"New entrant CS","2021","Home Office (incl. agencies)","Operational Delivery","South East (England)","EO","155","[c]","26170","24880"
"New entrant CS","2021","Home Office (incl. agencies)","Operational Delivery","South East (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Operational Delivery","South East (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Operational Delivery","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Operational Delivery","South East (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Operational Delivery","South West (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Operational Delivery","South West (England)","EO","15","[c]","24880","24880"
"New entrant CS","2021","Home Office (incl. agencies)","Operational Delivery","South West (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Operational Delivery","Unknown","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Operational Delivery","Wales","AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Operational Delivery","Wales","EO","10","[c]","24880","24880"
"New entrant CS","2021","Home Office (incl. agencies)","Operational Delivery","Wales","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Operational Delivery","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Operational Delivery","West Midlands (England)","EO","15","[c]","25730","24880"
"New entrant CS","2021","Home Office (incl. agencies)","Operational Delivery","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Operational Delivery","Yorkshire and The Humber","AO","150","[c]","21430","21430"
"New entrant CS","2021","Home Office (incl. agencies)","Operational Delivery","Yorkshire and The Humber","EO","65","[c]","25160","24880"
"New entrant CS","2021","Home Office (incl. agencies)","Operational Delivery","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Operational Delivery","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Operational Delivery","Yorkshire and The Humber","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Operational Delivery","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Operational Research","London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Operational Research","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Operational Research","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Operational Research","London","HEO","10","[c]","36590","36590"
"New entrant CS","2021","Home Office (incl. agencies)","Operational Research","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Operational Research","Yorkshire and The Humber","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Operational Research","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Operational Research","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Operational Research","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Other","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Other","East of England","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Other","London","AA","20","[c]","22210","22210"
"New entrant CS","2021","Home Office (incl. agencies)","Other","London","AO","15","[c]","25630","25630"
"New entrant CS","2021","Home Office (incl. agencies)","Other","London","EO","100","[c]","28730","28650"
"New entrant CS","2021","Home Office (incl. agencies)","Other","London","G6","5","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Other","London","G7","25","[c]","58240","57430"
"New entrant CS","2021","Home Office (incl. agencies)","Other","London","HEO","45","[c]","35380","35050"
"New entrant CS","2021","Home Office (incl. agencies)","Other","London","SEO","30","[c]","42570","41950"
"New entrant CS","2021","Home Office (incl. agencies)","Other","North East (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Other","North West (England)","AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Other","North West (England)","EO","10","[c]","24930","24880"
"New entrant CS","2021","Home Office (incl. agencies)","Other","North West (England)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Other","North West (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Other","North West (England)","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Other","North West (England)","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Other","Northern Ireland","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Other","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Other","Scotland","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Other","Scotland","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Other","South East (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Other","South East (England)","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Other","Wales","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Other","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Other","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Other","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Other","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Other","Yorkshire and The Humber","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Other","Yorkshire and The Humber","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Other","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Policy","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Policy","London","EO","45","[c]","28720","28650"
"New entrant CS","2021","Home Office (incl. agencies)","Policy","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Policy","London","G7","40","[c]","57790","57430"
"New entrant CS","2021","Home Office (incl. agencies)","Policy","London","HEO","45","[c]","35080","35050"
"New entrant CS","2021","Home Office (incl. agencies)","Policy","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Policy","London","SEO","40","[c]","42140","41950"
"New entrant CS","2021","Home Office (incl. agencies)","Policy","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Policy","North West (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Policy","North West (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Policy","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Policy","Wales","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Policy","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Project Delivery","East of England","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Project Delivery","London","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Project Delivery","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Project Delivery","London","G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Project Delivery","London","HEO","20","[c]","35050","35050"
"New entrant CS","2021","Home Office (incl. agencies)","Project Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Project Delivery","London","SEO","15","[c]","42120","41950"
"New entrant CS","2021","Home Office (incl. agencies)","Project Delivery","North East (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Project Delivery","North East (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Project Delivery","North West (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Project Delivery","North West (England)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Project Delivery","North West (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Project Delivery","North West (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Project Delivery","North West (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Project Delivery","Scotland","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Project Delivery","South East (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Project Delivery","South West (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Project Delivery","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Project Delivery","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Project Delivery","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Project Delivery","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Project Delivery","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Project Delivery","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Science and Engineering","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Science and Engineering","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Science and Engineering","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Science and Engineering","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Science and Engineering","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Security","East of England","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Security","London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Security","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Security","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Security","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Security","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Security","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Security","North West (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Security","South West (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Social Research","London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Social Research","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Social Research","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Social Research","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Social Research","London","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Statistics","London","AA","5","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Statistics","London","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Statistics","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Statistics","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Statistics","London","SEO","[c]","[c]","[c]","[c]"
