"Status","Year","Organisation","Parent_department","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Government Internal Audit Agency","HM Treasury","G6/G7","Undeclared","15","15","[c]","[c]"
"In post","2021","Government Internal Audit Agency","HM Treasury","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Government Internal Audit Agency","HM Treasury","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","HM Treasury","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","HM Treasury","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","HM Treasury","SEO/HEO","Heterosexual / straight","215","200","40420","39980"
"In post","2021","Government Internal Audit Agency","HM Treasury","SEO/HEO","LGBO","10","5","[c]","[c]"
"In post","2021","Government Internal Audit Agency","HM Treasury","SEO/HEO","Undeclared","25","25","[c]","[c]"
"In post","2021","Government Internal Audit Agency","HM Treasury","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Attorney General's Departments","AA/AO","Heterosexual / straight","45","40","23680","23670"
"In post","2021","Government Legal Department","Attorney General's Departments","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Attorney General's Departments","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Attorney General's Departments","AA/AO","Unknown","20","15","[c]","[c]"
"In post","2021","Government Legal Department","Attorney General's Departments","EO","Heterosexual / straight","220","215","28580","27580"
"In post","2021","Government Legal Department","Attorney General's Departments","EO","LGBO","30","30","29080","27470"
"In post","2021","Government Legal Department","Attorney General's Departments","EO","Undeclared","30","30","[c]","[c]"
"In post","2021","Government Legal Department","Attorney General's Departments","EO","Unknown","55","50","28010","27580"
"In post","2021","Government Legal Department","Attorney General's Departments","G6/G7","Heterosexual / straight","1075","985","58450","52930"
"In post","2021","Government Legal Department","Attorney General's Departments","G6/G7","LGBO","95","90","58410","52630"
"In post","2021","Government Legal Department","Attorney General's Departments","G6/G7","Undeclared","115","105","60910","63730"
"In post","2021","Government Legal Department","Attorney General's Departments","G6/G7","Unknown","400","355","63090","65630"
"In post","2021","Government Legal Department","Attorney General's Departments","SCS level","Heterosexual / straight","115","110","85190","80670"
"In post","2021","Government Legal Department","Attorney General's Departments","SCS level","LGBO","15","15","[c]","[c]"
"In post","2021","Government Legal Department","Attorney General's Departments","SCS level","Undeclared","15","15","[c]","[c]"
"In post","2021","Government Legal Department","Attorney General's Departments","SCS level","Unknown","60","55","82830","78930"
"In post","2021","Government Legal Department","Attorney General's Departments","SEO/HEO","Heterosexual / straight","175","175","37850","38290"
"In post","2021","Government Legal Department","Attorney General's Departments","SEO/HEO","LGBO","15","15","[c]","[c]"
"In post","2021","Government Legal Department","Attorney General's Departments","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2021","Government Legal Department","Attorney General's Departments","SEO/HEO","Unknown","45","45","38340","38690"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","G6/G7","Heterosexual / straight","75","75","57280","55610"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","SEO/HEO","Heterosexual / straight","55","50","36350","35790"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","AA/AO","Heterosexual / straight","195","165","21990","22160"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","AA/AO","LGBO","10","10","[c]","[c]"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","AA/AO","Undeclared","45","40","22230","22160"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","AA/AO","Unknown","35","35","22510","22160"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","EO","Heterosexual / straight","320","300","27920","27540"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","EO","LGBO","20","20","[c]","[c]"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","EO","Undeclared","65","65","28200","28990"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","EO","Unknown","35","35","28780","28990"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","G6/G7","Heterosexual / straight","370","355","60560","57810"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","G6/G7","LGBO","20","20","[c]","[c]"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","G6/G7","Undeclared","90","85","62710","59150"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","G6/G7","Unknown","40","35","60460","59150"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","SCS level","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","SEO/HEO","Heterosexual / straight","915","865","44740","41480"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","SEO/HEO","LGBO","40","40","40280","40190"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","SEO/HEO","Undeclared","220","210","45290","45070"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","SEO/HEO","Unknown","115","110","45980","41480"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","AA/AO","Heterosexual / straight","7290","6330","19950","19930"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","AA/AO","LGBO","335","315","19620","19700"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","AA/AO","Undeclared","1205","1050","20130","20100"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","AA/AO","Unknown","1650","1520","20080","19930"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","EO","Heterosexual / straight","1995","1865","24020","23670"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","EO","LGBO","95","90","23640","23040"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","EO","Undeclared","335","320","24460","24070"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","EO","Unknown","220","210","24030","23990"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","G6/G7","Heterosexual / straight","505","495","55780","54810"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","G6/G7","LGBO","25","25","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","G6/G7","Undeclared","85","85","55160","53290"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","G6/G7","Unknown","45","45","56590","55490"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","SCS level","Heterosexual / straight","60","60","84480","76750"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","SEO/HEO","Heterosexual / straight","1940","1825","33770","31780"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","SEO/HEO","LGBO","85","85","33400","31350"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","SEO/HEO","Undeclared","340","320","37120","36800"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","SEO/HEO","Unknown","350","335","34540","31410"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Unknown","Heterosexual / straight","15","10","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","HM Land Registry","AA/AO","Heterosexual / straight","845","795","22450","22350"
"In post","2021","HM Land Registry","HM Land Registry","AA/AO","LGBO","65","60","22350","22350"
"In post","2021","HM Land Registry","HM Land Registry","AA/AO","Undeclared","60","60","22860","22350"
"In post","2021","HM Land Registry","HM Land Registry","AA/AO","Unknown","880","840","22460","22350"
"In post","2021","HM Land Registry","HM Land Registry","EO","Heterosexual / straight","1215","1065","27490","27130"
"In post","2021","HM Land Registry","HM Land Registry","EO","LGBO","30","30","27220","27130"
"In post","2021","HM Land Registry","HM Land Registry","EO","Undeclared","320","275","27430","27130"
"In post","2021","HM Land Registry","HM Land Registry","EO","Unknown","585","515","27580","27130"
"In post","2021","HM Land Registry","HM Land Registry","G6/G7","Heterosexual / straight","190","180","62350","60520"
"In post","2021","HM Land Registry","HM Land Registry","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","HM Land Registry","G6/G7","Undeclared","35","30","64830","65970"
"In post","2021","HM Land Registry","HM Land Registry","G6/G7","Unknown","70","70","62020","60520"
"In post","2021","HM Land Registry","HM Land Registry","SCS level","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","HM Land Registry","HM Land Registry","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","HM Land Registry","SCS level","Unknown","5","5","[c]","[c]"
"In post","2021","HM Land Registry","HM Land Registry","SEO/HEO","Heterosexual / straight","1275","1155","37560","37290"
"In post","2021","HM Land Registry","HM Land Registry","SEO/HEO","LGBO","45","40","37000","33840"
"In post","2021","HM Land Registry","HM Land Registry","SEO/HEO","Undeclared","285","250","37260","33840"
"In post","2021","HM Land Registry","HM Land Registry","SEO/HEO","Unknown","420","380","37090","33840"
"In post","2021","HM Prison and Probation Service","Ministry of Justice","AA/AO","Heterosexual / straight","18180","17305","26110","25400"
"In post","2021","HM Prison and Probation Service","Ministry of Justice","AA/AO","LGBO","1375","1345","26360","25790"
"In post","2021","HM Prison and Probation Service","Ministry of Justice","AA/AO","Undeclared","1885","1760","27000","26630"
"In post","2021","HM Prison and Probation Service","Ministry of Justice","AA/AO","Unknown","6970","6460","26770","25840"
"In post","2021","HM Prison and Probation Service","Ministry of Justice","EO","Heterosexual / straight","4285","4120","30790","31420"
"In post","2021","HM Prison and Probation Service","Ministry of Justice","EO","LGBO","285","280","31240","31890"
"In post","2021","HM Prison and Probation Service","Ministry of Justice","EO","Undeclared","580","555","31690","32240"
"In post","2021","HM Prison and Probation Service","Ministry of Justice","EO","Unknown","1085","1015","31660","33520"
"In post","2021","HM Prison and Probation Service","Ministry of Justice","G6/G7","Heterosexual / straight","610","595","73150","70290"
"In post","2021","HM Prison and Probation Service","Ministry of Justice","G6/G7","LGBO","35","35","72680","69270"
"In post","2021","HM Prison and Probation Service","Ministry of Justice","G6/G7","Undeclared","55","55","75870","71900"
"In post","2021","HM Prison and Probation Service","Ministry of Justice","G6/G7","Unknown","75","75","70970","69130"
"In post","2021","HM Prison and Probation Service","Ministry of Justice","SCS level","Heterosexual / straight","65","65","99210","1e+05"
"In post","2021","HM Prison and Probation Service","Ministry of Justice","SCS level","LGBO","5","5","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Ministry of Justice","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Ministry of Justice","SCS level","Unknown","10","10","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Ministry of Justice","SEO/HEO","Heterosexual / straight","4745","4555","40990","38160"
"In post","2021","HM Prison and Probation Service","Ministry of Justice","SEO/HEO","LGBO","320","315","40440","38160"
"In post","2021","HM Prison and Probation Service","Ministry of Justice","SEO/HEO","Undeclared","625","595","41500","38160"
"In post","2021","HM Prison and Probation Service","Ministry of Justice","SEO/HEO","Unknown","760","710","41100","38160"
"In post","2021","HM Prison and Probation Service","Ministry of Justice","Unknown","Heterosexual / straight","9600","8885","30110","30210"
"In post","2021","HM Prison and Probation Service","Ministry of Justice","Unknown","LGBO","580","560","29240","27730"
"In post","2021","HM Prison and Probation Service","Ministry of Justice","Unknown","Undeclared","910","840","31870","32090"
"In post","2021","HM Prison and Probation Service","Ministry of Justice","Unknown","Unknown","995","885","26910","24020"
"In post","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","AA/AO","Heterosexual / straight","9140","7885","20770","20140"
"In post","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","AA/AO","LGBO","590","545","20590","20140"
"In post","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","AA/AO","Undeclared","1240","1050","21120","21400"
"In post","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","AA/AO","Unknown","9785","8490","20680","20140"
"In post","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","EO","Heterosexual / straight","8050","7395","26430","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","EO","LGBO","500","475","26220","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","EO","Undeclared","1030","920","27030","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","EO","Unknown","5100","4760","26280","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","G6/G7","Heterosexual / straight","4875","4695","56910","52580"
"In post","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","G6/G7","LGBO","275","270","57500","53450"
"In post","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","G6/G7","Undeclared","655","620","58370","55850"
"In post","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","G6/G7","Unknown","1500","1445","57680","56690"
"In post","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SCS level","Heterosexual / straight","340","335","84380","78610"
"In post","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SCS level","LGBO","25","25","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SCS level","Undeclared","30","30","84040","78420"
"In post","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SCS level","Unknown","85","85","89440","78810"
"In post","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SEO/HEO","Heterosexual / straight","12210","11605","34780","32030"
"In post","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SEO/HEO","LGBO","715","700","34270","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SEO/HEO","Undeclared","1620","1520","35240","35000"
"In post","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SEO/HEO","Unknown","5170","4960","34510","31810"
"In post","2021","HM Treasury (excl. agencies)","HM Treasury","AA/AO","Heterosexual / straight","45","45","22220","22500"
"In post","2021","HM Treasury (excl. agencies)","HM Treasury","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","HM Treasury","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","HM Treasury","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","HM Treasury","EO","Heterosexual / straight","145","145","26660","26750"
"In post","2021","HM Treasury (excl. agencies)","HM Treasury","EO","LGBO","10","10","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","HM Treasury","EO","Undeclared","30","30","26360","26750"
"In post","2021","HM Treasury (excl. agencies)","HM Treasury","EO","Unknown","20","20","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","HM Treasury","G6/G7","Heterosexual / straight","650","635","58510","56030"
"In post","2021","HM Treasury (excl. agencies)","HM Treasury","G6/G7","LGBO","75","75","56520","53630"
"In post","2021","HM Treasury (excl. agencies)","HM Treasury","G6/G7","Undeclared","105","105","58630","57000"
"In post","2021","HM Treasury (excl. agencies)","HM Treasury","G6/G7","Unknown","25","25","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","HM Treasury","SCS level","Heterosexual / straight","130","120","83390","77000"
"In post","2021","HM Treasury (excl. agencies)","HM Treasury","SCS level","LGBO","10","10","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","HM Treasury","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","HM Treasury","SCS level","Unknown","10","10","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","HM Treasury","SEO/HEO","Heterosexual / straight","550","545","34510","32320"
"In post","2021","HM Treasury (excl. agencies)","HM Treasury","SEO/HEO","LGBO","50","50","33320","32320"
"In post","2021","HM Treasury (excl. agencies)","HM Treasury","SEO/HEO","Undeclared","115","115","33850","32320"
"In post","2021","HM Treasury (excl. agencies)","HM Treasury","SEO/HEO","Unknown","25","25","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Home Office","AA/AO","Heterosexual / straight","6760","5960","21980","21430"
"In post","2021","Home Office (incl. agencies)","Home Office","AA/AO","LGBO","245","230","21550","21430"
"In post","2021","Home Office (incl. agencies)","Home Office","AA/AO","Undeclared","800","690","22380","21430"
"In post","2021","Home Office (incl. agencies)","Home Office","AA/AO","Unknown","525","505","21830","21430"
"In post","2021","Home Office (incl. agencies)","Home Office","EO","Heterosexual / straight","11425","10465","26910","25900"
"In post","2021","Home Office (incl. agencies)","Home Office","EO","LGBO","450","430","26410","25310"
"In post","2021","Home Office (incl. agencies)","Home Office","EO","Undeclared","1820","1635","27480","27370"
"In post","2021","Home Office (incl. agencies)","Home Office","EO","Unknown","670","655","26670","24890"
"In post","2021","Home Office (incl. agencies)","Home Office","G6/G7","Heterosexual / straight","2600","2535","60900","57680"
"In post","2021","Home Office (incl. agencies)","Home Office","G6/G7","LGBO","140","140","60280","57680"
"In post","2021","Home Office (incl. agencies)","Home Office","G6/G7","Undeclared","425","415","60980","57740"
"In post","2021","Home Office (incl. agencies)","Home Office","G6/G7","Unknown","200","195","59780","57430"
"In post","2021","Home Office (incl. agencies)","Home Office","SCS level","Heterosexual / straight","240","235","91940","83880"
"In post","2021","Home Office (incl. agencies)","Home Office","SCS level","LGBO","15","15","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Home Office","SCS level","Undeclared","20","20","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Home Office","SCS level","Unknown","15","15","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Home Office","SEO/HEO","Heterosexual / straight","6975","6735","36530","35200"
"In post","2021","Home Office (incl. agencies)","Home Office","SEO/HEO","LGBO","315","310","36320","35200"
"In post","2021","Home Office (incl. agencies)","Home Office","SEO/HEO","Undeclared","1115","1075","37010","36440"
"In post","2021","Home Office (incl. agencies)","Home Office","SEO/HEO","Unknown","370","365","37750","36590"
"In post","2021","Home Office (incl. agencies)","Home Office","Unknown","Heterosexual / straight","190","190","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Home Office","Unknown","LGBO","10","10","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Home Office","Unknown","Undeclared","45","40","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Home Office","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","AA/AO","Heterosexual / straight","265","245","21320","20880"
"In post","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","AA/AO","LGBO","15","15","[c]","[c]"
"In post","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","AA/AO","Undeclared","10","5","[c]","[c]"
"In post","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","AA/AO","Unknown","355","335","21120","20880"
"In post","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","EO","Heterosexual / straight","100","95","26120","26290"
"In post","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","EO","LGBO","10","10","[c]","[c]"
"In post","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","EO","Undeclared","10","10","[c]","[c]"
"In post","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","EO","Unknown","95","95","26100","26290"
"In post","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","G6/G7","Heterosexual / straight","95","95","59920","57640"
"In post","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","G6/G7","Unknown","40","40","58790","56300"
"In post","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","SEO/HEO","Heterosexual / straight","445","430","38360","39170"
"In post","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","SEO/HEO","LGBO","20","20","[c]","[c]"
"In post","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","SEO/HEO","Undeclared","30","30","39870","39490"
"In post","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","SEO/HEO","Unknown","300","290","37540","37940"
"In post","2021","Institute for Apprenticeships and Technical Education","Department for Education","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Department for Education","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Department for Education","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Department for Education","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Department for Education","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Department for Education","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Department for Education","G6/G7","Heterosexual / straight","80","80","56330","54030"
"In post","2021","Institute for Apprenticeships and Technical Education","Department for Education","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Department for Education","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Department for Education","G6/G7","Unknown","30","30","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Department for Education","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Department for Education","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Department for Education","SEO/HEO","Heterosexual / straight","45","45","36640","36570"
"In post","2021","Institute for Apprenticeships and Technical Education","Department for Education","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Department for Education","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Department for Education","SEO/HEO","Unknown","20","20","[c]","[c]"
"In post","2021","Legal Aid Agency","Ministry of Justice","AA/AO","Heterosexual / straight","320","290","19760","19930"
"In post","2021","Legal Aid Agency","Ministry of Justice","AA/AO","LGBO","15","15","[c]","[c]"
"In post","2021","Legal Aid Agency","Ministry of Justice","AA/AO","Undeclared","55","50","19960","19930"
"In post","2021","Legal Aid Agency","Ministry of Justice","AA/AO","Unknown","60","55","19420","18890"
"In post","2021","Legal Aid Agency","Ministry of Justice","EO","Heterosexual / straight","270","250","23890","22570"
"In post","2021","Legal Aid Agency","Ministry of Justice","EO","LGBO","15","15","[c]","[c]"
"In post","2021","Legal Aid Agency","Ministry of Justice","EO","Undeclared","30","30","23270","22570"
"In post","2021","Legal Aid Agency","Ministry of Justice","EO","Unknown","15","15","[c]","[c]"
"In post","2021","Legal Aid Agency","Ministry of Justice","G6/G7","Heterosexual / straight","80","80","58000","54450"
"In post","2021","Legal Aid Agency","Ministry of Justice","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Ministry of Justice","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2021","Legal Aid Agency","Ministry of Justice","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Ministry of Justice","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Legal Aid Agency","Ministry of Justice","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Ministry of Justice","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Ministry of Justice","SEO/HEO","Heterosexual / straight","260","250","35030","34990"
"In post","2021","Legal Aid Agency","Ministry of Justice","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2021","Legal Aid Agency","Ministry of Justice","SEO/HEO","Undeclared","25","25","[c]","[c]"
"In post","2021","Legal Aid Agency","Ministry of Justice","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2021","Legal Aid Agency","Ministry of Justice","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Ministry of Justice","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Department for Transport","AA/AO","Heterosexual / straight","185","170","24100","24590"
"In post","2021","Maritime and Coastguard Agency","Department for Transport","AA/AO","LGBO","10","10","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Department for Transport","AA/AO","Undeclared","35","35","24500","26590"
"In post","2021","Maritime and Coastguard Agency","Department for Transport","AA/AO","Unknown","65","60","24550","26590"
"In post","2021","Maritime and Coastguard Agency","Department for Transport","EO","Heterosexual / straight","185","175","28800","26780"
"In post","2021","Maritime and Coastguard Agency","Department for Transport","EO","LGBO","5","5","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Department for Transport","EO","Undeclared","35","35","29760","31470"
