"Status","Year","Organisation","Parent_department","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","HM Prison and Probation Service","Ministry of Justice","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Ministry of Justice","G6/G7","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Ministry of Justice","G6/G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Ministry of Justice","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Ministry of Justice","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Ministry of Justice","SEO/HEO","Heterosexual / straight","180","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Ministry of Justice","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Ministry of Justice","SEO/HEO","Undeclared","35","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Ministry of Justice","SEO/HEO","Unknown","55","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Ministry of Justice","Unknown","Heterosexual / straight","450","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Ministry of Justice","Unknown","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Ministry of Justice","Unknown","Undeclared","55","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Ministry of Justice","Unknown","Unknown","125","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","AA/AO","Unknown","2445","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","EO","Unknown","1175","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","G6/G7","Unknown","335","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SCS level","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SEO/HEO","Unknown","1110","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","Unknown","340","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","HM Treasury","AA/AO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","HM Treasury","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","HM Treasury","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","HM Treasury","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","HM Treasury","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","HM Treasury","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","HM Treasury","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","HM Treasury","G6/G7","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","HM Treasury","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","HM Treasury","G6/G7","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","HM Treasury","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","HM Treasury","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","HM Treasury","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","HM Treasury","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","HM Treasury","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","HM Treasury","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","HM Treasury","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Home Office","AA/AO","Heterosexual / straight","365","[c]","21420","21430"
"Leaver CS","2021","Home Office (incl. agencies)","Home Office","AA/AO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Home Office","AA/AO","Undeclared","45","[c]","21670","21010"
"Leaver CS","2021","Home Office (incl. agencies)","Home Office","AA/AO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Home Office","EO","Heterosexual / straight","345","[c]","26790","27240"
"Leaver CS","2021","Home Office (incl. agencies)","Home Office","EO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Home Office","EO","Undeclared","80","[c]","27560","27370"
"Leaver CS","2021","Home Office (incl. agencies)","Home Office","EO","Unknown","50","[c]","27150","28650"
"Leaver CS","2021","Home Office (incl. agencies)","Home Office","G6/G7","Heterosexual / straight","70","[c]","62200","59600"
"Leaver CS","2021","Home Office (incl. agencies)","Home Office","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Home Office","G6/G7","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Home Office","G6/G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Home Office","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Home Office","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Home Office","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Home Office","SEO/HEO","Heterosexual / straight","165","[c]","37200","36570"
"Leaver CS","2021","Home Office (incl. agencies)","Home Office","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Home Office","SEO/HEO","Undeclared","45","[c]","37420","36770"
"Leaver CS","2021","Home Office (incl. agencies)","Home Office","SEO/HEO","Unknown","55","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Home Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Home Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Home Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","AA/AO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","EO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","SEO/HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","SEO/HEO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Institute for Apprenticeships and Technical Education","Department for Education","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Institute for Apprenticeships and Technical Education","Department for Education","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Institute for Apprenticeships and Technical Education","Department for Education","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Institute for Apprenticeships and Technical Education","Department for Education","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Institute for Apprenticeships and Technical Education","Department for Education","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal Aid Agency","Ministry of Justice","AA/AO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Legal Aid Agency","Ministry of Justice","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal Aid Agency","Ministry of Justice","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal Aid Agency","Ministry of Justice","AA/AO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Legal Aid Agency","Ministry of Justice","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Legal Aid Agency","Ministry of Justice","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal Aid Agency","Ministry of Justice","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal Aid Agency","Ministry of Justice","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal Aid Agency","Ministry of Justice","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal Aid Agency","Ministry of Justice","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Legal Aid Agency","Ministry of Justice","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Department for Transport","AA/AO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Department for Transport","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Department for Transport","AA/AO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Department for Transport","AA/AO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Department for Transport","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Department for Transport","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Department for Transport","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Department for Transport","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Department for Transport","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Department for Transport","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Department for Transport","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Department for Transport","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Department for Transport","SEO/HEO","Heterosexual / straight","30","[c]","43630","40080"
"Leaver CS","2021","Maritime and Coastguard Agency","Department for Transport","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Department for Transport","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Department for Transport","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","G6/G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","SCS level","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","SEO/HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","SEO/HEO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Met Office","Department for Business, Energy and Industrial Strategy","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Met Office","Department for Business, Energy and Industrial Strategy","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Met Office","Department for Business, Energy and Industrial Strategy","AA/AO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Met Office","Department for Business, Energy and Industrial Strategy","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Met Office","Department for Business, Energy and Industrial Strategy","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Met Office","Department for Business, Energy and Industrial Strategy","EO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Met Office","Department for Business, Energy and Industrial Strategy","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Met Office","Department for Business, Energy and Industrial Strategy","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Met Office","Department for Business, Energy and Industrial Strategy","G6/G7","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","Met Office","Department for Business, Energy and Industrial Strategy","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Met Office","Department for Business, Energy and Industrial Strategy","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Met Office","Department for Business, Energy and Industrial Strategy","SEO/HEO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","AA/AO","Heterosexual / straight","700","[c]","22510","20920"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","AA/AO","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","AA/AO","Undeclared","110","[c]","24170","21130"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","AA/AO","Unknown","150","[c]","23050","20920"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","EO","Heterosexual / straight","355","[c]","29050","28910"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","EO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","EO","Undeclared","65","[c]","29830","28410"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","EO","Unknown","80","[c]","25360","26930"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","G6/G7","Heterosexual / straight","80","[c]","66340","60110"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","G6/G7","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","G6/G7","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","G6/G7","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","SEO/HEO","Heterosexual / straight","435","[c]","38080","36960"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","SEO/HEO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","SEO/HEO","Undeclared","80","[c]","38460","37020"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","SEO/HEO","Unknown","90","[c]","37030","36960"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","G6/G7","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","SEO/HEO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","AA/AO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","EO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","EO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","G6/G7","Heterosexual / straight","35","[c]","61220","61040"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","G6/G7","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","SEO/HEO","Heterosexual / straight","45","[c]","36010","34730"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","SEO/HEO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","LGBO","[c]","[c]","[c]","[c]"
