"Status","Year","Parent_department","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Ministry of Housing, Communities and Local Government","Planning","Outside London","45","45","46700","40720"
"In post","2021","Ministry of Housing, Communities and Local Government","Planning Inspectors","Outside London","345","305","57920","58810"
"In post","2021","Ministry of Housing, Communities and Local Government","Policy","London","1060","1040","49920","53130"
"In post","2021","Ministry of Housing, Communities and Local Government","Policy","Outside London","205","200","41130","36340"
"In post","2021","Ministry of Housing, Communities and Local Government","Project Delivery","London","60","60","48020","39890"
"In post","2021","Ministry of Housing, Communities and Local Government","Project Delivery","Outside London","60","60","42720","45970"
"In post","2021","Ministry of Housing, Communities and Local Government","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Security","London","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Social Research","London","25","25","51520","53130"
"In post","2021","Ministry of Housing, Communities and Local Government","Statistics","London","90","85","49010","53130"
"In post","2021","Ministry of Housing, Communities and Local Government","Statistics","Outside London","15","15","41560","39100"
"In post","2021","Ministry of Justice","Commercial","London","315","310","48190","45200"
"In post","2021","Ministry of Justice","Commercial","Outside London","575","560","45650","43370"
"In post","2021","Ministry of Justice","Communications","London","120","120","45110","41790"
"In post","2021","Ministry of Justice","Communications","Outside London","40","40","36860","31970"
"In post","2021","Ministry of Justice","Digital, Data and Technology","London","565","560","51080","52850"
"In post","2021","Ministry of Justice","Digital, Data and Technology","Outside London","455","450","40290","35820"
"In post","2021","Ministry of Justice","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Economics","London","45","40","45390","33930"
"In post","2021","Ministry of Justice","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Finance","London","415","405","46280","41290"
"In post","2021","Ministry of Justice","Finance","Outside London","385","370","37770","33540"
"In post","2021","Ministry of Justice","Human Resources","London","320","315","47190","41210"
"In post","2021","Ministry of Justice","Human Resources","Outside London","615","590","38890","34290"
"In post","2021","Ministry of Justice","Intelligence Analysis","London","70","65","36820","32760"
"In post","2021","Ministry of Justice","Intelligence Analysis","Outside London","390","380","29840","27380"
"In post","2021","Ministry of Justice","Internal Audit","London","20","20","50600","39260"
"In post","2021","Ministry of Justice","Internal Audit","Outside London","45","45","46880","49520"
"In post","2021","Ministry of Justice","Knowledge and Information Management","London","40","40","34530","30850"
"In post","2021","Ministry of Justice","Knowledge and Information Management","Outside London","45","40","27820","24120"
"In post","2021","Ministry of Justice","Legal","London","380","350","49590","51560"
"In post","2021","Ministry of Justice","Legal","Outside London","940","845","40630","41900"
"In post","2021","Ministry of Justice","Operational Delivery","London","10200","9780","31490","28860"
"In post","2021","Ministry of Justice","Operational Delivery","Outside London","58340","54200","27310","25300"
"In post","2021","Ministry of Justice","Operational Delivery","Unknown","20","20","22840","20610"
"In post","2021","Ministry of Justice","Operational Research","London","95","90","48210","41930"
"In post","2021","Ministry of Justice","Operational Research","Outside London","10","10","[c]","[c]"
"In post","2021","Ministry of Justice","Other","London","70","65","35640","33520"
"In post","2021","Ministry of Justice","Planning","London","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Policy","London","1090","1055","41400","36800"
"In post","2021","Ministry of Justice","Policy","Outside London","235","225","37720","34860"
"In post","2021","Ministry of Justice","Project Delivery","London","325","320","44910","39530"
"In post","2021","Ministry of Justice","Project Delivery","Outside London","240","235","37540","33120"
"In post","2021","Ministry of Justice","Property","London","85","85","46500","37360"
"In post","2021","Ministry of Justice","Property","Outside London","125","120","34510","30990"
"In post","2021","Ministry of Justice","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Psychology","London","65","60","41910","40520"
"In post","2021","Ministry of Justice","Psychology","Outside London","1245","1185","34870","30450"
"In post","2021","Ministry of Justice","Security","London","195","190","46360","43240"
"In post","2021","Ministry of Justice","Security","Outside London","480","480","36520","36410"
"In post","2021","Ministry of Justice","Social Research","London","60","60","50240","49430"
"In post","2021","Ministry of Justice","Social Research","Outside London","5","5","[c]","[c]"
"In post","2021","Ministry of Justice","Statistics","London","95","90","47760","42200"
"In post","2021","Ministry of Justice","Statistics","Outside London","15","15","32620","27520"
"In post","2021","Ministry of Justice","Unknown","London","50","45","47070","40900"
"In post","2021","Ministry of Justice","Unknown","Outside London","75","70","36700","33090"
"In post","2021","National Crime Agency","Commercial","London","10","10","[c]","[c]"
"In post","2021","National Crime Agency","Commercial","Outside London","10","10","44230","42240"
"In post","2021","National Crime Agency","Communications","London","20","20","47950","48900"
"In post","2021","National Crime Agency","Communications","Outside London","15","10","42150","45480"
"In post","2021","National Crime Agency","Digital, Data and Technology","London","90","90","47310","43420"
"In post","2021","National Crime Agency","Digital, Data and Technology","Outside London","165","160","37500","36740"
"In post","2021","National Crime Agency","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Finance","London","10","10","49450","48900"
"In post","2021","National Crime Agency","Finance","Outside London","40","35","35410","33610"
"In post","2021","National Crime Agency","Human Resources","London","55","50","47620","42630"
"In post","2021","National Crime Agency","Human Resources","Outside London","125","120","36580","36740"
"In post","2021","National Crime Agency","Human Resources","Unknown","5","5","[c]","[c]"
"In post","2021","National Crime Agency","Legal","London","45","45","56250","59160"
"In post","2021","National Crime Agency","Legal","Outside London","5","5","[c]","[c]"
"In post","2021","National Crime Agency","Operational Delivery","London","1355","1330","43030","40170"
"In post","2021","National Crime Agency","Operational Delivery","Outside London","3145","3075","37000","36410"
"In post","2021","National Crime Agency","Operational Delivery","Overseas","130","130","66710","64460"
"In post","2021","National Crime Agency","Operational Delivery","Unknown","95","95","44710","43850"
"In post","2021","National Crime Agency","Project Delivery","London","25","25","51900","48900"
"In post","2021","National Crime Agency","Project Delivery","Outside London","70","70","44890","45480"
"In post","2021","National Crime Agency","Property","London","10","10","47700","46810"
"In post","2021","National Crime Agency","Property","Outside London","20","15","40550","37980"
"In post","2021","National Crime Agency","Security","London","35","30","34100","32280"
"In post","2021","National Crime Agency","Security","Outside London","5","5","[c]","[c]"
"In post","2021","Northern Ireland Office","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Communications","Outside London","10","10","43020","37030"
"In post","2021","Northern Ireland Office","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Economics","London","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Economics","Outside London","5","5","[c]","[c]"
"In post","2021","Northern Ireland Office","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Finance","Outside London","5","5","[c]","[c]"
"In post","2021","Northern Ireland Office","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Other","London","5","5","[c]","[c]"
"In post","2021","Northern Ireland Office","Other","Outside London","10","10","[c]","[c]"
"In post","2021","Northern Ireland Office","Policy","London","50","50","51940","52850"
"In post","2021","Northern Ireland Office","Policy","Outside London","40","40","40000","36010"
"In post","2021","Northern Ireland Office","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Security","London","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Commercial","Outside London","15","15","35070","32010"
"In post","2021","Office for Standards in Education","Communications","London","20","20","46020","42850"
"In post","2021","Office for Standards in Education","Communications","Outside London","15","15","35450","32010"
"In post","2021","Office for Standards in Education","Digital, Data and Technology","London","30","30","49320","42850"
"In post","2021","Office for Standards in Education","Digital, Data and Technology","Outside London","50","50","42590","39460"
"In post","2021","Office for Standards in Education","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Finance","Outside London","30","30","41180","32010"
"In post","2021","Office for Standards in Education","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Human Resources","Outside London","50","50","37940","32010"
"In post","2021","Office for Standards in Education","Inspector of Education and Training","London","230","225","66190","64500"
"In post","2021","Office for Standards in Education","Inspector of Education and Training","Outside London","565","550","65670","64500"
"In post","2021","Office for Standards in Education","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Legal","London","15","15","59150","62810"
"In post","2021","Office for Standards in Education","Operational Delivery","London","10","5","[c]","[c]"
"In post","2021","Office for Standards in Education","Operational Delivery","Outside London","215","200","28770","25620"
"In post","2021","Office for Standards in Education","Other","London","35","35","37190","28880"
"In post","2021","Office for Standards in Education","Other","Outside London","220","205","27140","25880"
"In post","2021","Office for Standards in Education","Policy","London","50","50","52560","42850"
"In post","2021","Office for Standards in Education","Policy","Outside London","15","15","47730","39460"
"In post","2021","Office for Standards in Education","Project Delivery","London","5","5","[c]","[c]"
"In post","2021","Office for Standards in Education","Project Delivery","Outside London","25","25","41340","32010"
"In post","2021","Office for Standards in Education","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Property","Outside London","10","10","31020","25880"
"In post","2021","Office for Standards in Education","Social Research","London","25","20","46080","35010"
"In post","2021","Office for Standards in Education","Social Research","Outside London","15","15","34630","32010"
"In post","2021","Office for Standards in Education","Statistics","London","15","15","44820","42850"
"In post","2021","Office for Standards in Education","Statistics","Outside London","100","95","38520","32010"
"In post","2021","Office of Gas and Electricity Markets","Communications","London","25","20","47520","39400"
"In post","2021","Office of Gas and Electricity Markets","Communications","Outside London","10","10","35280","33230"
"In post","2021","Office of Gas and Electricity Markets","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Corporate Finance","Outside London","10","10","44490","42390"
"In post","2021","Office of Gas and Electricity Markets","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Counter Fraud","Outside London","5","5","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Digital, Data and Technology","London","65","65","56230","50740"
"In post","2021","Office of Gas and Electricity Markets","Digital, Data and Technology","Outside London","35","35","41820","41000"
"In post","2021","Office of Gas and Electricity Markets","Economics","London","40","40","48130","47770"
"In post","2021","Office of Gas and Electricity Markets","Economics","Outside London","15","15","45360","43650"
"In post","2021","Office of Gas and Electricity Markets","Finance","London","30","30","53160","48130"
"In post","2021","Office of Gas and Electricity Markets","Finance","Outside London","10","10","47900","38000"
"In post","2021","Office of Gas and Electricity Markets","Human Resources","London","10","10","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Human Resources","Outside London","15","15","33760","30950"
"In post","2021","Office of Gas and Electricity Markets","Legal","London","60","60","64280","64980"
"In post","2021","Office of Gas and Electricity Markets","Legal","Outside London","20","20","62430","60000"
"In post","2021","Office of Gas and Electricity Markets","Operational Delivery","London","45","45","40130","33820"
"In post","2021","Office of Gas and Electricity Markets","Operational Delivery","Outside London","120","120","30900","25150"
"In post","2021","Office of Gas and Electricity Markets","Other","London","310","305","51440","47180"
"In post","2021","Office of Gas and Electricity Markets","Other","Outside London","220","220","34010","30950"
"In post","2021","Office of Gas and Electricity Markets","Policy","London","60","60","39060","34680"
"In post","2021","Office of Gas and Electricity Markets","Policy","Outside London","25","25","34790","33400"
"In post","2021","Office of Gas and Electricity Markets","Project Delivery","London","15","10","49120","46160"
"In post","2021","Office of Gas and Electricity Markets","Project Delivery","Outside London","15","15","45070","43650"
"In post","2021","Office of Gas and Electricity Markets","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Science and Engineering","London","5","5","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Science and Engineering","Outside London","5","5","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Communications","Outside London","30","25","42870","40290"
"In post","2021","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","Outside London","25","25","41390","39830"
"In post","2021","Office of Qualifications and Examinations Regulation","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Finance","Outside London","5","5","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Human Resources","Outside London","10","10","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Legal","Outside London","10","10","56880","57350"
"In post","2021","Office of Qualifications and Examinations Regulation","Operational Delivery","Outside London","85","80","44940","38000"
"In post","2021","Office of Qualifications and Examinations Regulation","Operational Research","Outside London","15","15","50350","48350"
"In post","2021","Office of Qualifications and Examinations Regulation","Policy","Outside London","35","35","54630","46660"
"In post","2021","Office of Qualifications and Examinations Regulation","Project Delivery","Outside London","30","25","40670","37230"
"In post","2021","Office of Qualifications and Examinations Regulation","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Statistics","Outside London","5","5","[c]","[c]"
"In post","2021","Office of Rail and Road","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Communications","London","15","15","47600","33700"
"In post","2021","Office of Rail and Road","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Digital, Data and Technology","London","10","10","[c]","[c]"
"In post","2021","Office of Rail and Road","Economics","London","15","15","59370","59130"
"In post","2021","Office of Rail and Road","Economics","Outside London","15","15","53270","57030"
"In post","2021","Office of Rail and Road","Finance","London","5","5","[c]","[c]"
"In post","2021","Office of Rail and Road","Human Resources","London","10","10","43720","42600"
"In post","2021","Office of Rail and Road","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Legal","London","10","10","67340","64400"
"In post","2021","Office of Rail and Road","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Operational Delivery","London","75","70","56260","55900"
"In post","2021","Office of Rail and Road","Operational Delivery","Outside London","60","60","49840","51430"
"In post","2021","Office of Rail and Road","Policy","London","45","45","59280","55500"
"In post","2021","Office of Rail and Road","Policy","Outside London","20","20","52850","53860"
"In post","2021","Office of Rail and Road","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Science and Engineering","London","10","10","[c]","[c]"
"In post","2021","Office of Rail and Road","Science and Engineering","Outside London","15","15","64290","64900"
"In post","2021","Office of Rail and Road","Statistics","London","15","15","48690","48700"
"In post","2021","Office of Rail and Road","Statistics","Outside London","5","5","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Commercial","London","20","20","47540","40730"
"In post","2021","Other Cabinet Office Agencies","Commercial","Outside London","355","345","33460","33300"
"In post","2021","Other Cabinet Office Agencies","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Communications","Outside London","15","15","37700","34800"
"In post","2021","Other Cabinet Office Agencies","Digital, Data and Technology","London","25","25","51170","52150"
"In post","2021","Other Cabinet Office Agencies","Digital, Data and Technology","Outside London","95","95","39260","34800"
"In post","2021","Other Cabinet Office Agencies","Finance","London","5","5","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Finance","Outside London","50","50","42700","38420"
"In post","2021","Other Cabinet Office Agencies","Human Resources","London","10","10","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Human Resources","Outside London","35","35","35370","32000"
"In post","2021","Other Cabinet Office Agencies","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Operational Delivery","London","30","30","49320","46590"
"In post","2021","Other Cabinet Office Agencies","Operational Delivery","Outside London","180","175","40100","34800"
"In post","2021","Other Cabinet Office Agencies","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Other","London","20","20","51500","52200"
"In post","2021","Other Cabinet Office Agencies","Other","Outside London","20","20","46840","49700"
"In post","2021","Other Cabinet Office Agencies","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Planning","London","10","10","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Planning","Outside London","5","5","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Project Delivery","London","20","20","53020","54700"
"In post","2021","Other Cabinet Office Agencies","Project Delivery","Outside London","45","45","48620","48240"
"In post","2021","Other Cabinet Office Agencies","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Property","Outside London","5","5","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Science and Engineering","Outside London","10","10","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Unknown","Outside London","20","20","47520","37430"
"In post","2021","Scotland Office","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Operational Delivery","London","15","15","41910","36800"
"In post","2021","Scotland Office","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Policy","London","10","10","49720","52850"
"In post","2021","Scotland Office","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Unknown","Outside London","70","70","49350","48930"
"In post","2021","Scottish Government","Commercial","Outside London","105","100","31960","25870"
"In post","2021","Scottish Government","Communications","Outside London","35","35","39440","36780"
"In post","2021","Scottish Government","Digital, Data and Technology","Outside London","210","205","39400","35720"
"In post","2021","Scottish Government","Finance","Outside London","135","125","33910","30080"
"In post","2021","Scottish Government","Human Resources","Outside London","210","200","34930","33650"
"In post","2021","Scottish Government","Internal Audit","Outside London","10","5","[c]","[c]"
"In post","2021","Scottish Government","Knowledge and Information Management","Outside London","20","20","38010","31720"
"In post","2021","Scottish Government","Legal","Outside London","655","615","53650","52490"
"In post","2021","Scottish Government","Operational Delivery","Outside London","7210","6710","29400","29350"
"In post","2021","Scottish Government","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Other","Outside London","665","610","31640","28870"
"In post","2021","Scottish Government","Policy","Outside London","45","45","45810","46440"
"In post","2021","Scottish Government","Project Delivery","Outside London","30","25","45850","45110"
"In post","2021","Scottish Government","Property","Outside London","25","25","37460","36160"
"In post","2021","Scottish Government","Psychology","Outside London","70","65","38790","33650"
"In post","2021","Scottish Government","Security","Outside London","20","15","41790","36780"
"In post","2021","Scottish Government","Statistics","Outside London","25","25","38030","36780"
"In post","2021","Scottish Government","Unknown","London","20","20","56350","46600"
"In post","2021","Scottish Government","Unknown","Outside London","12730","12180","39910","35110"
"In post","2021","Scottish Government","Unknown","Overseas","15","15","76280","70780"
"In post","2021","The National Archives","Commercial","London","40","40","32110","24510"
"In post","2021","The National Archives","Communications","London","20","15","34170","29470"
"In post","2021","The National Archives","Digital, Data and Technology","London","105","100","40050","39000"
"In post","2021","The National Archives","Finance","London","15","15","44020","41930"
"In post","2021","The National Archives","Human Resources","London","20","15","34890","29120"
"In post","2021","The National Archives","Knowledge and Information Management","London","80","80","34940","31310"
"In post","2021","The National Archives","Operational Delivery","London","170","160","29320","28040"
"In post","2021","The National Archives","Other","London","85","80","43040","35000"
"In post","2021","The National Archives","Policy","London","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Property","London","10","10","39600","36720"
"In post","2021","UK Export Finance","Communications","London","15","15","47780","41620"
"In post","2021","UK Export Finance","Digital, Data and Technology","London","35","35","52730","50270"
"In post","2021","UK Export Finance","Economics","London","5","5","[c]","[c]"
"In post","2021","UK Export Finance","Finance","London","20","20","60040","50980"
"In post","2021","UK Export Finance","Human Resources","London","30","25","45620","41000"
"In post","2021","UK Export Finance","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Knowledge and Information Management","London","10","10","[c]","[c]"
"In post","2021","UK Export Finance","Legal","London","20","20","70930","76270"
"In post","2021","UK Export Finance","Operational Delivery","London","240","240","53470","47150"
"In post","2021","UK Export Finance","Project Delivery","London","15","15","48190","41920"
"In post","2021","UK Export Finance","Security","London","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Digital, Data and Technology","London","5","5","[c]","[c]"
"In post","2021","UK Supreme Court","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Legal","London","15","15","42510","37230"
"In post","2021","UK Supreme Court","Operational Delivery","London","25","25","37650","30400"
"In post","2021","United Kingdom Statistics Authority","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Commercial","Outside London","30","30","46660","49100"
"In post","2021","United Kingdom Statistics Authority","Communications","London","10","10","55100","52620"
"In post","2021","United Kingdom Statistics Authority","Communications","Outside London","75","70","34400","30500"
"In post","2021","United Kingdom Statistics Authority","Digital, Data and Technology","London","35","35","48240","39070"
"In post","2021","United Kingdom Statistics Authority","Digital, Data and Technology","Outside London","560","550","40360","36480"
"In post","2021","United Kingdom Statistics Authority","Economics","London","30","30","45410","32540"
"In post","2021","United Kingdom Statistics Authority","Economics","Outside London","120","120","35170","29540"
"In post","2021","United Kingdom Statistics Authority","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Finance","Outside London","55","50","35200","29540"
"In post","2021","United Kingdom Statistics Authority","Human Resources","London","10","10","46950","45560"
"In post","2021","United Kingdom Statistics Authority","Human Resources","Outside London","150","140","36780","31090"
"In post","2021","United Kingdom Statistics Authority","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Knowledge and Information Management","Outside London","15","15","30590","29540"
"In post","2021","United Kingdom Statistics Authority","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Operational Delivery","London","80","80","38800","32540"
"In post","2021","United Kingdom Statistics Authority","Operational Delivery","Outside London","2920","2415","26230","23050"
"In post","2021","United Kingdom Statistics Authority","Operational Research","London","5","5","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Operational Research","Outside London","20","20","33240","32040"
"In post","2021","United Kingdom Statistics Authority","Policy","London","20","20","41640","39030"
"In post","2021","United Kingdom Statistics Authority","Policy","Outside London","35","35","34360","36030"
"In post","2021","United Kingdom Statistics Authority","Project Delivery","London","15","15","40950","39030"
"In post","2021","United Kingdom Statistics Authority","Project Delivery","Outside London","215","210","40410","36030"
"In post","2021","United Kingdom Statistics Authority","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Property","Outside London","10","10","35840","36030"
"In post","2021","United Kingdom Statistics Authority","Security","London","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Security","Outside London","35","30","38800","36030"
"In post","2021","United Kingdom Statistics Authority","Social Research","London","70","70","36600","32540"
"In post","2021","United Kingdom Statistics Authority","Social Research","Outside London","475","450","37830","37020"
"In post","2021","United Kingdom Statistics Authority","Statistics","London","90","90","45360","35780"
"In post","2021","United Kingdom Statistics Authority","Statistics","Outside London","440","425","41380","37020"
"In post","2021","Wales Office","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","International Trade","London","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Policy","London","15","10","57960","57460"
"In post","2021","Wales Office","Policy","Outside London","10","10","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Communications","Outside London","15","15","47430","49620"
"In post","2021","Water Services Regulation Authority","Corporate Finance","Outside London","10","10","45190","40800"
"In post","2021","Water Services Regulation Authority","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Digital, Data and Technology","Outside London","25","25","48000","46850"
"In post","2021","Water Services Regulation Authority","Economics","London","20","20","74640","75500"
"In post","2021","Water Services Regulation Authority","Economics","Outside London","5","5","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Finance","Outside London","15","15","70460","64000"
"In post","2021","Water Services Regulation Authority","Human Resources","Outside London","15","10","42810","40530"
"In post","2021","Water Services Regulation Authority","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Legal","London","10","10","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Legal","Outside London","5","5","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Operational Delivery","London","5","5","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Operational Delivery","Outside London","25","20","37760","30000"
"In post","2021","Water Services Regulation Authority","Other","London","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Policy","London","20","20","75020","68310"
"In post","2021","Water Services Regulation Authority","Policy","Outside London","35","35","54050","51630"
"In post","2021","Water Services Regulation Authority","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Project Delivery","Outside London","10","10","46190","44520"
"In post","2021","Water Services Regulation Authority","Property","Outside London","[c]","[c]","[c]","[c]"
