"Status","Year","Organisation","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","National Crime Agency","G6/G7","Unknown","65","65","62310","60990"
"In post","2021","National Crime Agency","SCS level","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","National Crime Agency","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","SEO/HEO","Heterosexual / straight","1720","1680","44590","43710"
"In post","2021","National Crime Agency","SEO/HEO","LGBO","60","60","43040","44720"
"In post","2021","National Crime Agency","SEO/HEO","Undeclared","130","125","44500","43710"
"In post","2021","National Crime Agency","SEO/HEO","Unknown","385","375","45070","43710"
"In post","2021","National Infrastructure Commission","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","National Infrastructure Commission","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","National Infrastructure Commission","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","National Infrastructure Commission","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","National Infrastructure Commission","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","National Infrastructure Commission","G6/G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","National Infrastructure Commission","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","National Infrastructure Commission","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","National Infrastructure Commission","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","National Infrastructure Commission","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","National Infrastructure Commission","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","National Infrastructure Commission","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","National Infrastructure Commission","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","National Records of Scotland","AA/AO","Heterosexual / straight","45","45","22500","22230"
"In post","2021","National Records of Scotland","AA/AO","LGBO","10","10","[c]","[c]"
"In post","2021","National Records of Scotland","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2021","National Records of Scotland","AA/AO","Unknown","100","85","22640","22230"
"In post","2021","National Records of Scotland","EO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","National Records of Scotland","EO","LGBO","5","5","[c]","[c]"
"In post","2021","National Records of Scotland","EO","Unknown","25","25","[c]","[c]"
"In post","2021","National Records of Scotland","G6/G7","Heterosexual / straight","35","30","62620","62590"
"In post","2021","National Records of Scotland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","National Records of Scotland","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","National Records of Scotland","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2021","National Records of Scotland","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","National Records of Scotland","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","National Records of Scotland","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","National Records of Scotland","SEO/HEO","Heterosexual / straight","90","85","38440","38080"
"In post","2021","National Records of Scotland","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2021","National Records of Scotland","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2021","National Records of Scotland","SEO/HEO","Unknown","60","55","39650","38540"
"In post","2021","National Savings and Investments","AA/AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","National Savings and Investments","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","National Savings and Investments","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","EO","Undeclared","5","5","[c]","[c]"
"In post","2021","National Savings and Investments","G6/G7","Heterosexual / straight","45","45","59170","57370"
"In post","2021","National Savings and Investments","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","G6/G7","Undeclared","20","20","[c]","[c]"
"In post","2021","National Savings and Investments","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","National Savings and Investments","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2021","National Savings and Investments","SEO/HEO","Heterosexual / straight","65","65","41070","41060"
"In post","2021","National Savings and Investments","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2021","National Savings and Investments","SEO/HEO","Undeclared","15","15","[c]","[c]"
"In post","2021","Northern Ireland Office","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Northern Ireland Office","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","EO","Unknown","10","10","[c]","[c]"
"In post","2021","Northern Ireland Office","G6/G7","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Northern Ireland Office","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","G6/G7","Unknown","20","20","[c]","[c]"
"In post","2021","Northern Ireland Office","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Northern Ireland Office","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","SEO/HEO","Heterosexual / straight","35","35","34450","34990"
"In post","2021","Northern Ireland Office","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","SEO/HEO","Unknown","35","35","35830","36800"
"In post","2021","Office for Budget Responsibility","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Office for Budget Responsibility","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office for Budget Responsibility","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office for Budget Responsibility","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Office for Budget Responsibility","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office for Budget Responsibility","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office for Budget Responsibility","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Office for Budget Responsibility","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office for Budget Responsibility","G6/G7","Unknown","20","20","[c]","[c]"
"In post","2021","Office for Budget Responsibility","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Office for Budget Responsibility","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office for Budget Responsibility","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office for Budget Responsibility","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Office for Budget Responsibility","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office for Budget Responsibility","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","AA/AO","Heterosexual / straight","175","155","21280","21160"
"In post","2021","Office for Standards in Education, Children's Services and Skills","AA/AO","LGBO","15","15","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","AA/AO","Undeclared","20","20","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","AA/AO","Unknown","20","20","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","EO","Heterosexual / straight","150","145","26320","25880"
"In post","2021","Office for Standards in Education, Children's Services and Skills","EO","LGBO","20","20","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","EO","Undeclared","10","10","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","EO","Unknown","20","20","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","G6/G7","Heterosexual / straight","485","475","73210","75500"
"In post","2021","Office for Standards in Education, Children's Services and Skills","G6/G7","LGBO","45","45","73140","75500"
"In post","2021","Office for Standards in Education, Children's Services and Skills","G6/G7","Undeclared","35","35","73170","75500"
"In post","2021","Office for Standards in Education, Children's Services and Skills","G6/G7","Unknown","20","15","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","SCS level","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","SEO/HEO","Heterosexual / straight","600","580","43410","42850"
"In post","2021","Office for Standards in Education, Children's Services and Skills","SEO/HEO","LGBO","40","40","39490","39850"
"In post","2021","Office for Standards in Education, Children's Services and Skills","SEO/HEO","Undeclared","40","40","40960","39850"
"In post","2021","Office for Standards in Education, Children's Services and Skills","SEO/HEO","Unknown","50","50","44240","51360"
"In post","2021","Office of Gas and Electricity Markets","AA/AO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","AA/AO","Unknown","15","15","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","EO","Heterosexual / straight","110","110","25430","25600"
"In post","2021","Office of Gas and Electricity Markets","EO","LGBO","20","15","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","EO","Undeclared","15","15","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","EO","Unknown","125","125","26290","25750"
"In post","2021","Office of Gas and Electricity Markets","G6/G7","Heterosexual / straight","160","155","59280","57980"
"In post","2021","Office of Gas and Electricity Markets","G6/G7","LGBO","20","20","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","G6/G7","Undeclared","20","20","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","G6/G7","Unknown","240","235","61300","60170"
"In post","2021","Office of Gas and Electricity Markets","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","SCS level","Unknown","25","25","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","SEO/HEO","Heterosexual / straight","155","155","36480","36000"
"In post","2021","Office of Gas and Electricity Markets","SEO/HEO","LGBO","15","15","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","SEO/HEO","Unknown","195","190","36680","35880"
"In post","2021","Office of Qualifications and Examinations Regulation","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","EO","Unknown","5","5","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","G6/G7","Heterosexual / straight","55","55","53060","49420"
"In post","2021","Office of Qualifications and Examinations Regulation","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","G6/G7","Unknown","30","30","54490","49550"
"In post","2021","Office of Qualifications and Examinations Regulation","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","SCS level","Unknown","5","5","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","SEO/HEO","Heterosexual / straight","80","75","36510","37270"
"In post","2021","Office of Qualifications and Examinations Regulation","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","SEO/HEO","Unknown","20","20","[c]","[c]"
"In post","2021","Office of Rail and Road","AA/AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Office of Rail and Road","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","AA/AO","Unknown","5","5","[c]","[c]"
"In post","2021","Office of Rail and Road","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Office of Rail and Road","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","EO","Unknown","5","5","[c]","[c]"
"In post","2021","Office of Rail and Road","G6/G7","Heterosexual / straight","80","80","60530","59100"
"In post","2021","Office of Rail and Road","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2021","Office of Rail and Road","G6/G7","Undeclared","15","15","[c]","[c]"
"In post","2021","Office of Rail and Road","G6/G7","Unknown","75","70","64070","63190"
"In post","2021","Office of Rail and Road","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Office of Rail and Road","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","SCS level","Unknown","10","10","[c]","[c]"
"In post","2021","Office of Rail and Road","SEO/HEO","Heterosexual / straight","55","55","39660","39430"
"In post","2021","Office of Rail and Road","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2021","Office of Rail and Road","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2021","Office of Rail and Road","SEO/HEO","Unknown","30","30","[c]","[c]"
"In post","2021","Office of the Public Guardian","AA/AO","Heterosexual / straight","615","555","19780","19930"
"In post","2021","Office of the Public Guardian","AA/AO","LGBO","25","25","[c]","[c]"
"In post","2021","Office of the Public Guardian","AA/AO","Undeclared","75","70","19700","19930"
"In post","2021","Office of the Public Guardian","AA/AO","Unknown","140","130","19740","19930"
"In post","2021","Office of the Public Guardian","EO","Heterosexual / straight","290","275","22290","22570"
"In post","2021","Office of the Public Guardian","EO","LGBO","20","20","[c]","[c]"
"In post","2021","Office of the Public Guardian","EO","Undeclared","35","35","22660","22570"
"In post","2021","Office of the Public Guardian","EO","Unknown","25","20","[c]","[c]"
"In post","2021","Office of the Public Guardian","G6/G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Office of the Public Guardian","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","SEO/HEO","Heterosexual / straight","140","135","28110","26560"
"In post","2021","Office of the Public Guardian","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2021","Office of the Public Guardian","SEO/HEO","Undeclared","15","15","[c]","[c]"
"In post","2021","Office of the Public Guardian","SEO/HEO","Unknown","10","5","[c]","[c]"
"In post","2021","Office of the Scottish Charity Regulator","AA/AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Office of the Scottish Charity Regulator","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Scottish Charity Regulator","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Scottish Charity Regulator","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Office of the Scottish Charity Regulator","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Scottish Charity Regulator","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Scottish Charity Regulator","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Office of the Scottish Charity Regulator","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Scottish Charity Regulator","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Scottish Charity Regulator","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Scottish Charity Regulator","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Scottish Charity Regulator","SEO/HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Office of the Scottish Charity Regulator","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Scottish Charity Regulator","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","AA/AO","Heterosexual / straight","90","80","21420","21270"
"In post","2021","Planning Inspectorate","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2021","Planning Inspectorate","AA/AO","Unknown","75","65","21630","22560"
"In post","2021","Planning Inspectorate","EO","Heterosexual / straight","65","60","26630","26050"
"In post","2021","Planning Inspectorate","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","EO","Undeclared","10","5","[c]","[c]"
"In post","2021","Planning Inspectorate","EO","Unknown","20","20","[c]","[c]"
"In post","2021","Planning Inspectorate","G6/G7","Heterosexual / straight","325","295","57930","58810"
"In post","2021","Planning Inspectorate","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2021","Planning Inspectorate","G6/G7","Undeclared","35","25","57910","58810"
"In post","2021","Planning Inspectorate","G6/G7","Unknown","55","45","58830","58810"
"In post","2021","Planning Inspectorate","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","SEO/HEO","Heterosexual / straight","105","100","36700","34860"
"In post","2021","Planning Inspectorate","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2021","Planning Inspectorate","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2021","Planning Inspectorate","SEO/HEO","Unknown","35","35","36250","34860"
"In post","2021","Public Health England","AA/AO","Heterosexual / straight","670","590","21140","20150"
"In post","2021","Public Health England","AA/AO","LGBO","45","40","21040","19690"
"In post","2021","Public Health England","AA/AO","Undeclared","90","75","20750","19630"
"In post","2021","Public Health England","AA/AO","Unknown","105","90","21940","22020"
"In post","2021","Public Health England","EO","Heterosexual / straight","645","595","25680","25260"
"In post","2021","Public Health England","EO","LGBO","55","55","25700","25780"
"In post","2021","Public Health England","EO","Undeclared","100","90","25910","25610"
"In post","2021","Public Health England","EO","Unknown","125","105","27780","27900"
"In post","2021","Public Health England","G6/G7","Heterosexual / straight","1150","1085","57570","54230"
"In post","2021","Public Health England","G6/G7","LGBO","60","60","60380","56430"
"In post","2021","Public Health England","G6/G7","Undeclared","210","195","59240","55210"
"In post","2021","Public Health England","G6/G7","Unknown","460","440","59330","55210"
"In post","2021","Public Health England","SCS level","Heterosexual / straight","295","250","104980","101300"
"In post","2021","Public Health England","SCS level","LGBO","15","10","[c]","[c]"
"In post","2021","Public Health England","SCS level","Undeclared","60","45","107130","106200"
"In post","2021","Public Health England","SCS level","Unknown","105","95","118420","114990"
"In post","2021","Public Health England","SEO/HEO","Heterosexual / straight","1890","1730","35930","36330"
"In post","2021","Public Health England","SEO/HEO","LGBO","110","105","35860","36330"
"In post","2021","Public Health England","SEO/HEO","Undeclared","305","270","36310","36690"
"In post","2021","Public Health England","SEO/HEO","Unknown","420","385","38640","38930"
"In post","2021","Queen Elizabeth II Centre","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","EO","Unknown","10","10","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","SEO/HEO","Unknown","20","20","[c]","[c]"
"In post","2021","Registers of Scotland","AA/AO","Heterosexual / straight","170","165","24130","24130"
"In post","2021","Registers of Scotland","AA/AO","LGBO","15","15","[c]","[c]"
"In post","2021","Registers of Scotland","AA/AO","Undeclared","15","15","[c]","[c]"
"In post","2021","Registers of Scotland","AA/AO","Unknown","155","140","23860","24130"
"In post","2021","Registers of Scotland","EO","Heterosexual / straight","195","190","30040","30080"
"In post","2021","Registers of Scotland","EO","LGBO","10","10","[c]","[c]"
"In post","2021","Registers of Scotland","EO","Undeclared","15","15","[c]","[c]"
"In post","2021","Registers of Scotland","EO","Unknown","135","125","30070","30080"
"In post","2021","Registers of Scotland","G6/G7","Heterosexual / straight","40","40","59790","60630"
"In post","2021","Registers of Scotland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2021","Registers of Scotland","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","SEO/HEO","Heterosexual / straight","220","215","39000","36780"
"In post","2021","Registers of Scotland","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2021","Registers of Scotland","SEO/HEO","Undeclared","25","25","[c]","[c]"
"In post","2021","Registers of Scotland","SEO/HEO","Unknown","135","130","38960","36780"
"In post","2021","Revenue Scotland","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Revenue Scotland","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Revenue Scotland","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Revenue Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Revenue Scotland","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Revenue Scotland","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Revenue Scotland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Revenue Scotland","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2021","Revenue Scotland","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Revenue Scotland","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Revenue Scotland","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Revenue Scotland","SEO/HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Revenue Scotland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Revenue Scotland","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Revenue Scotland","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2021","Royal Fleet Auxiliary","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Royal Fleet Auxiliary","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Royal Fleet Auxiliary","Unknown","Unknown","1835","1835","37620","34460"
"In post","2021","Rural Payments Agency","AA/AO","Heterosexual / straight","330","285","21000","21050"
"In post","2021","Rural Payments Agency","AA/AO","LGBO","25","25","[c]","[c]"
"In post","2021","Rural Payments Agency","AA/AO","Undeclared","25","25","[c]","[c]"
"In post","2021","Rural Payments Agency","AA/AO","Unknown","595","545","21010","21050"
"In post","2021","Rural Payments Agency","EO","Heterosexual / straight","295","270","25680","25560"
"In post","2021","Rural Payments Agency","EO","LGBO","20","20","[c]","[c]"
"In post","2021","Rural Payments Agency","EO","Undeclared","20","20","[c]","[c]"
"In post","2021","Rural Payments Agency","EO","Unknown","285","265","25290","25190"
"In post","2021","Rural Payments Agency","G6/G7","Heterosexual / straight","60","55","53060","50260"
"In post","2021","Rural Payments Agency","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","G6/G7","Unknown","40","40","52470","49770"
"In post","2021","Rural Payments Agency","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","SEO/HEO","Heterosexual / straight","270","250","33170","31410"
"In post","2021","Rural Payments Agency","SEO/HEO","LGBO","15","15","[c]","[c]"
"In post","2021","Rural Payments Agency","SEO/HEO","Undeclared","25","25","[c]","[c]"
"In post","2021","Rural Payments Agency","SEO/HEO","Unknown","160","150","32830","31290"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","EO","LGBO","[c]","[c]","[c]","[c]"
