"Status","Year","Parent_department","Region_ITL1","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Department for Education","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","West Midlands (England)","Outside London","45","[c]","41820","37430"
"Leaver CS","2021","Department for Education","Yorkshire and The Humber","Outside London","55","[c]","38410","36640"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","East Midlands (England)","Outside London","15","[c]","28600","25920"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","East of England","Outside London","45","[c]","38230","36420"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","London","London","145","[c]","38410","33120"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","North East (England)","Outside London","20","[c]","27210","21050"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","North West (England)","Outside London","45","[c]","25980","21050"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Scotland","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","South East (England)","Outside London","95","[c]","32760","25330"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","South West (England)","Outside London","80","[c]","31790","26520"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Wales","Outside London","10","[c]","31440","21050"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","West Midlands (England)","Outside London","35","[c]","28080","24920"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","Outside London","45","[c]","33360","29860"
"Leaver CS","2021","Department for International Trade","London","London","135","[c]","37430","31220"
"Leaver CS","2021","Department for International Trade","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","South East (England)","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","East Midlands (England)","Outside London","40","[c]","30100","26780"
"Leaver CS","2021","Department for Transport","East of England","Outside London","15","[c]","28660","26380"
"Leaver CS","2021","Department for Transport","London","London","110","[c]","40470","34700"
"Leaver CS","2021","Department for Transport","North East (England)","Outside London","20","[c]","24730","23970"
"Leaver CS","2021","Department for Transport","North West (England)","Outside London","30","[c]","31520","26780"
"Leaver CS","2021","Department for Transport","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Scotland","Outside London","35","[c]","31850","26780"
"Leaver CS","2021","Department for Transport","South East (England)","Outside London","85","[c]","37010","31380"
"Leaver CS","2021","Department for Transport","South West (England)","Outside London","35","[c]","36150","31210"
"Leaver CS","2021","Department for Transport","Wales","Outside London","305","[c]","23610","21590"
"Leaver CS","2021","Department for Transport","West Midlands (England)","Outside London","20","[c]","27550","26430"
"Leaver CS","2021","Department for Transport","Yorkshire and The Humber","Outside London","20","[c]","30570","26380"
"Leaver CS","2021","Department for Work and Pensions","East Midlands (England)","Outside London","250","[c]","25240","26120"
"Leaver CS","2021","Department for Work and Pensions","East of England","Outside London","275","[c]","27190","27570"
"Leaver CS","2021","Department for Work and Pensions","London","London","500","[c]","33020","31060"
"Leaver CS","2021","Department for Work and Pensions","North East (England)","Outside London","485","[c]","25400","21010"
"Leaver CS","2021","Department for Work and Pensions","North West (England)","Outside London","885","[c]","26230","21010"
"Leaver CS","2021","Department for Work and Pensions","Scotland","Outside London","380","[c]","25440","21010"
"Leaver CS","2021","Department for Work and Pensions","South East (England)","Outside London","355","[c]","26620","27570"
"Leaver CS","2021","Department for Work and Pensions","South West (England)","Outside London","290","[c]","24760","21010"
"Leaver CS","2021","Department for Work and Pensions","Unknown","Unknown","50","[c]","25410","26890"
"Leaver CS","2021","Department for Work and Pensions","Wales","Outside London","240","[c]","25020","21010"
"Leaver CS","2021","Department for Work and Pensions","West Midlands (England)","Outside London","325","[c]","25340","26120"
"Leaver CS","2021","Department for Work and Pensions","Yorkshire and The Humber","Outside London","480","[c]","28970","27570"
"Leaver CS","2021","Department of Health and Social Care","East Midlands (England)","Outside London","10","[c]","52290","43490"
"Leaver CS","2021","Department of Health and Social Care","East of England","Outside London","155","[c]","35630","32900"
"Leaver CS","2021","Department of Health and Social Care","London","London","515","[c]","44090","38890"
"Leaver CS","2021","Department of Health and Social Care","North East (England)","Outside London","15","[c]","52600","44500"
"Leaver CS","2021","Department of Health and Social Care","North West (England)","Outside London","50","[c]","38380","28870"
"Leaver CS","2021","Department of Health and Social Care","South East (England)","Outside London","45","[c]","41320","36440"
"Leaver CS","2021","Department of Health and Social Care","South West (England)","Outside London","120","[c]","36370","28590"
"Leaver CS","2021","Department of Health and Social Care","West Midlands (England)","Outside London","40","[c]","46070","37090"
"Leaver CS","2021","Department of Health and Social Care","Yorkshire and The Humber","Outside London","90","[c]","40000","40140"
"Leaver CS","2021","ESTYN","Wales","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","London","London","20","[c]","39160","38060"
"Leaver CS","2021","Food Standards Agency","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Wales","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","West Midlands (England)","Outside London","10","[c]","38280","33930"
"Leaver CS","2021","Food Standards Agency","Yorkshire and The Humber","Outside London","10","[c]","38890","37770"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","London","London","135","[c]","52180","56860"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Overseas","Overseas","30","[c]","59210","60720"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Scotland","Outside London","25","[c]","38580","39410"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","South East (England)","Outside London","85","[c]","38540","32730"
"Leaver CS","2021","HM Land Registry","East Midlands (England)","Outside London","30","[c]","28460","26600"
"Leaver CS","2021","HM Land Registry","East of England","Outside London","10","[c]","29340","27130"
"Leaver CS","2021","HM Land Registry","London","London","20","[c]","46370","37290"
"Leaver CS","2021","HM Land Registry","North East (England)","Outside London","30","[c]","29740","26600"
"Leaver CS","2021","HM Land Registry","North West (England)","Outside London","40","[c]","29200","27130"
"Leaver CS","2021","HM Land Registry","South West (England)","Outside London","75","[c]","33280","31740"
"Leaver CS","2021","HM Land Registry","Wales","Outside London","20","[c]","31900","26860"
"Leaver CS","2021","HM Land Registry","West Midlands (England)","Outside London","20","[c]","26750","27130"
"Leaver CS","2021","HM Land Registry","Yorkshire and The Humber","Outside London","20","[c]","30800","27130"
"Leaver CS","2021","HM Revenue and Customs","East Midlands (England)","Outside London","410","[c]","27760","25500"
"Leaver CS","2021","HM Revenue and Customs","East of England","Outside London","380","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","London","London","645","[c]","35940","29410"
"Leaver CS","2021","HM Revenue and Customs","North East (England)","Outside London","680","[c]","27660","24500"
"Leaver CS","2021","HM Revenue and Customs","North West (England)","Outside London","505","[c]","29480","26000"
"Leaver CS","2021","HM Revenue and Customs","Northern Ireland","Outside London","120","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","Scotland","Outside London","590","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","South East (England)","Outside London","220","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","South West (England)","Outside London","175","[c]","28720","24500"
"Leaver CS","2021","HM Revenue and Customs","Unknown","Unknown","330","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","Wales","Outside London","545","[c]","23640","20170"
"Leaver CS","2021","HM Revenue and Customs","West Midlands (England)","Outside London","465","[c]","32970","27970"
"Leaver CS","2021","HM Revenue and Customs","Yorkshire and The Humber","Outside London","640","[c]","23220","22730"
"Leaver CS","2021","HM Treasury","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","East of England","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","London","London","95","[c]","51170","50560"
"Leaver CS","2021","HM Treasury","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","North West (England)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Yorkshire and The Humber","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","East of England","Outside London","70","[c]","23980","24210"
"Leaver CS","2021","Home Office","London","London","590","[c]","37520","30410"
"Leaver CS","2021","Home Office","North East (England)","Outside London","50","[c]","23430","21010"
"Leaver CS","2021","Home Office","North West (England)","Outside London","225","[c]","24630","24110"
"Leaver CS","2021","Home Office","Northern Ireland","Outside London","30","[c]","23390","21430"
"Leaver CS","2021","Home Office","Overseas","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Scotland","Outside London","55","[c]","25240","24110"
"Leaver CS","2021","Home Office","South East (England)","Outside London","105","[c]","26270","25990"
"Leaver CS","2021","Home Office","South West (England)","Outside London","15","[c]","24100","24890"
"Leaver CS","2021","Home Office","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Wales","Outside London","40","[c]","28010","21430"
"Leaver CS","2021","Home Office","West Midlands (England)","Outside London","35","[c]","24930","22770"
"Leaver CS","2021","Home Office","Yorkshire and The Humber","Outside London","110","[c]","25930","24210"
"Leaver CS","2021","Ministry of Defence","East Midlands (England)","Outside London","180","[c]","29060","29930"
"Leaver CS","2021","Ministry of Defence","East of England","Outside London","210","[c]","29780","26670"
"Leaver CS","2021","Ministry of Defence","London","London","145","[c]","41650","36860"
"Leaver CS","2021","Ministry of Defence","North East (England)","Outside London","15","[c]","26170","20060"
"Leaver CS","2021","Ministry of Defence","North West (England)","Outside London","110","[c]","28480","22000"
"Leaver CS","2021","Ministry of Defence","Northern Ireland","Outside London","40","[c]","26660","21850"
"Leaver CS","2021","Ministry of Defence","Overseas","Overseas","85","[c]","39140","36960"
"Leaver CS","2021","Ministry of Defence","Scotland","Outside London","215","[c]","31800","31720"
"Leaver CS","2021","Ministry of Defence","South East (England)","Outside London","660","[c]","30120","27440"
"Leaver CS","2021","Ministry of Defence","South West (England)","Outside London","1030","[c]","33660","31250"
"Leaver CS","2021","Ministry of Defence","Unknown","Unknown","165","[c]","34930","32400"
"Leaver CS","2021","Ministry of Defence","Wales","Outside London","85","[c]","27450","29670"
"Leaver CS","2021","Ministry of Defence","West Midlands (England)","Outside London","125","[c]","32080","28280"
"Leaver CS","2021","Ministry of Defence","Yorkshire and The Humber","Outside London","145","[c]","29870","26670"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","East of England","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","London","London","75","[c]","44170","40170"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","North West (England)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","South West (England)","Outside London","55","[c]","39740","39020"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","East Midlands (England)","Outside London","590","[c]","21660","19510"
"Leaver CS","2021","Ministry of Justice","East of England","Outside London","575","[c]","24240","20100"
"Leaver CS","2021","Ministry of Justice","London","London","945","[c]","33570","26410"
"Leaver CS","2021","Ministry of Justice","North East (England)","Outside London","290","[c]","23460","19830"
"Leaver CS","2021","Ministry of Justice","North West (England)","Outside London","655","[c]","23710","20100"
"Leaver CS","2021","Ministry of Justice","Scotland","Outside London","25","[c]","26100","20650"
"Leaver CS","2021","Ministry of Justice","South East (England)","Outside London","805","[c]","24070","20650"
"Leaver CS","2021","Ministry of Justice","South West (England)","Outside London","420","[c]","22090","19930"
"Leaver CS","2021","Ministry of Justice","Unknown","Unknown","10","[c]","22180","18880"
"Leaver CS","2021","Ministry of Justice","Wales","Outside London","315","[c]","23260","20100"
"Leaver CS","2021","Ministry of Justice","West Midlands (England)","Outside London","625","[c]","22920","19930"
"Leaver CS","2021","Ministry of Justice","Yorkshire and The Humber","Outside London","615","[c]","24130","20100"
"Leaver CS","2021","National Crime Agency","East Midlands (England)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","East of England","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","London","London","70","[c]","47490","41970"
"Leaver CS","2021","National Crime Agency","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","North West (England)","Outside London","20","[c]","38660","34140"
"Leaver CS","2021","National Crime Agency","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Overseas","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","South East (England)","Outside London","15","[c]","41920","40480"
"Leaver CS","2021","National Crime Agency","South West (England)","Outside London","15","[c]","35820","32770"
"Leaver CS","2021","National Crime Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Wales","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","West Midlands (England)","Outside London","10","[c]","40860","37460"
"Leaver CS","2021","National Crime Agency","Yorkshire and The Humber","Outside London","15","[c]","43510","43710"
"Leaver CS","2021","Northern Ireland Office","London","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","East Midlands (England)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","East of England","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","London","London","30","[c]","59110","62810"
"Leaver CS","2021","Office for Standards in Education","North West (England)","Outside London","45","[c]","41670","28790"
"Leaver CS","2021","Office for Standards in Education","South West (England)","Outside London","20","[c]","49470","51360"
"Leaver CS","2021","Office for Standards in Education","West Midlands (England)","Outside London","15","[c]","59480","51360"
"Leaver CS","2021","Office for Standards in Education","Yorkshire and The Humber","Outside London","10","[c]","61300","63430"
"Leaver CS","2021","Office of Gas and Electricity Markets","London","London","55","[c]","51170","45000"
"Leaver CS","2021","Office of Gas and Electricity Markets","Scotland","Outside London","30","[c]","29570","23450"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","West Midlands (England)","Outside London","15","[c]","61820","44080"
"Leaver CS","2021","Office of Rail and Road","London","London","10","[c]","45980","41360"
"Leaver CS","2021","Office of Rail and Road","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","East of England","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","London","London","10","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","North West (England)","Outside London","20","[c]","42340","41210"
"Leaver CS","2021","Other Cabinet Office Agencies","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Wales","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","London","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","Scotland","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","London","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Scotland","Outside London","940","[c]","35270","30650"
"Leaver CS","2021","The National Archives","London","London","35","[c]","31670","24070"
"Leaver CS","2021","UK Export Finance","London","London","25","[c]","46300","44760"
"Leaver CS","2021","UK Supreme Court","London","London","15","[c]","37330","36500"
"Leaver CS","2021","United Kingdom Statistics Authority","London","London","15","[c]","34350","32540"
"Leaver CS","2021","United Kingdom Statistics Authority","Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","South East (England)","Outside London","155","[c]","24090","19520"
"Leaver CS","2021","United Kingdom Statistics Authority","Wales","Outside London","125","[c]","32960","29540"
"Leaver CS","2021","Wales Office","London","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","London","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","West Midlands (England)","Outside London","30","[c]","51600","44480"
"Leaver CS","2021","Welsh Government","Wales","Outside London","140","[c]","43150","37410"
"Leaver Dept.","2021","Attorney General's Departments","East Midlands (England)","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","East of England","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","London","London","150","[c]","44560","40950"
"Leaver Dept.","2021","Attorney General's Departments","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","North West (England)","Outside London","10","[c]","35070","30370"
"Leaver Dept.","2021","Attorney General's Departments","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","South West (England)","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Yorkshire and The Humber","Outside London","10","[c]","42320","39920"
"Leaver Dept.","2021","Cabinet Office","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","East of England","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","London","London","660","[c]","46010","40600"
"Leaver Dept.","2021","Cabinet Office","North East (England)","Outside London","40","[c]","23620","20800"
"Leaver Dept.","2021","Cabinet Office","North West (England)","Outside London","15","[c]","40090","37300"
"Leaver Dept.","2021","Cabinet Office","Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","South East (England)","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","South West (England)","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Unknown","Unknown","635","[c]","34640","32000"
"Leaver Dept.","2021","Cabinet Office","Yorkshire and The Humber","Outside London","20","[c]","35640","32690"
"Leaver Dept.","2021","Chancellor's other departments","London","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","London","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","North West (England)","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","London","London","25","[c]","43390","34870"
"Leaver Dept.","2021","Competition and Markets Authority","Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","East of England","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","London","London","435","[c]","46870","40220"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","North East (England)","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","North West (England)","Outside London","25","[c]","28910","24250"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Scotland","Outside London","15","[c]","24660","23480"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","South West (England)","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Unknown","Unknown","40","[c]","50240","51770"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Wales","Outside London","40","[c]","37040","30790"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","West Midlands (England)","Outside London","30","[c]","29020","24570"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","London","London","205","[c]","46890","49600"
"Leaver Dept.","2021","Department for Education","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","East of England","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","London","London","175","[c]","45230","40940"
"Leaver Dept.","2021","Department for Education","North East (England)","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","North West (England)","Outside London","20","[c]","37180","35230"
"Leaver Dept.","2021","Department for Education","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","West Midlands (England)","Outside London","25","[c]","39080","34630"
"Leaver Dept.","2021","Department for Education","Yorkshire and The Humber","Outside London","25","[c]","38440","36780"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","East Midlands (England)","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","East of England","Outside London","10","[c]","32040","29750"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","London","London","300","[c]","41740","35670"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","North East (England)","Outside London","30","[c]","35700","36370"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","North West (England)","Outside London","45","[c]","26260","21050"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","South East (England)","Outside London","10","[c]","31040","26460"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","South West (England)","Outside London","55","[c]","37220","36180"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Wales","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","West Midlands (England)","Outside London","20","[c]","38640","38260"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","Outside London","55","[c]","35690","35900"
"Leaver Dept.","2021","Department for International Trade","East of England","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","London","London","210","[c]","41380","37410"
"Leaver Dept.","2021","Department for International Trade","Overseas","Overseas","40","[c]","54120","53060"
"Leaver Dept.","2021","Department for International Trade","Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","South East (England)","Outside London","15","[c]","43630","37410"
"Leaver Dept.","2021","Department for Transport","East Midlands (England)","Outside London","15","[c]","36330","33530"
"Leaver Dept.","2021","Department for Transport","London","London","195","[c]","45280","42460"
"Leaver Dept.","2021","Department for Transport","North East (England)","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","South East (England)","Outside London","35","[c]","33110","31310"
"Leaver Dept.","2021","Department for Transport","South West (England)","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Wales","Outside London","125","[c]","28000","21590"
"Leaver Dept.","2021","Department for Transport","West Midlands (England)","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","East Midlands (England)","Outside London","50","[c]","26840","27570"
"Leaver Dept.","2021","Department for Work and Pensions","East of England","Outside London","30","[c]","28010","29290"
"Leaver Dept.","2021","Department for Work and Pensions","London","London","220","[c]","40280","31940"
"Leaver Dept.","2021","Department for Work and Pensions","North East (England)","Outside London","195","[c]","27100","27570"
"Leaver Dept.","2021","Department for Work and Pensions","North West (England)","Outside London","255","[c]","29640","27570"
"Leaver Dept.","2021","Department for Work and Pensions","Scotland","Outside London","150","[c]","25980","27570"
"Leaver Dept.","2021","Department for Work and Pensions","South East (England)","Outside London","55","[c]","28210","27570"
"Leaver Dept.","2021","Department for Work and Pensions","South West (England)","Outside London","75","[c]","27510","27570"
"Leaver Dept.","2021","Department for Work and Pensions","Unknown","Unknown","20","[c]","29450","27570"
"Leaver Dept.","2021","Department for Work and Pensions","Wales","Outside London","80","[c]","26690","27570"
"Leaver Dept.","2021","Department for Work and Pensions","West Midlands (England)","Outside London","85","[c]","26170","27570"
"Leaver Dept.","2021","Department for Work and Pensions","Yorkshire and The Humber","Outside London","170","[c]","34050","31210"
"Leaver Dept.","2021","Department of Health and Social Care","East of England","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","London","London","185","[c]","48800","52390"
"Leaver Dept.","2021","Department of Health and Social Care","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Yorkshire and The Humber","Outside London","30","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","London","London","25","[c]","43910","39660"
"Leaver Dept.","2021","Food Standards Agency","Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Yorkshire and The Humber","Outside London","5","[c]","[c]","[c]"
