"Status","Year","Age","Organisation","Region_ITL1","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","40-49","Institute for Apprenticeships and Technical Education","West Midlands (England)","G6/G7","20","20","53560","50470"
"In post","2021","40-49","Institute for Apprenticeships and Technical Education","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Institute for Apprenticeships and Technical Education","West Midlands (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2021","40-49","Legal Aid Agency","East Midlands (England)","AA/AO","15","10","19260","18890"
"In post","2021","40-49","Legal Aid Agency","East Midlands (England)","EO","10","10","22300","21800"
"In post","2021","40-49","Legal Aid Agency","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal Aid Agency","East Midlands (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2021","40-49","Legal Aid Agency","East of England","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal Aid Agency","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal Aid Agency","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal Aid Agency","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal Aid Agency","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal Aid Agency","London","EO","5","5","[c]","[c]"
"In post","2021","40-49","Legal Aid Agency","London","G6/G7","20","20","59990","54450"
"In post","2021","40-49","Legal Aid Agency","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal Aid Agency","London","SEO/HEO","30","30","40080","40650"
"In post","2021","40-49","Legal Aid Agency","North East (England)","AA/AO","30","30","19060","18890"
"In post","2021","40-49","Legal Aid Agency","North East (England)","EO","30","30","22840","21240"
"In post","2021","40-49","Legal Aid Agency","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal Aid Agency","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal Aid Agency","North East (England)","SEO/HEO","15","15","33340","32330"
"In post","2021","40-49","Legal Aid Agency","North West (England)","AA/AO","30","30","20210","19930"
"In post","2021","40-49","Legal Aid Agency","North West (England)","EO","15","15","24770","22900"
"In post","2021","40-49","Legal Aid Agency","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal Aid Agency","North West (England)","SEO/HEO","20","20","32400","31550"
"In post","2021","40-49","Legal Aid Agency","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal Aid Agency","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal Aid Agency","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal Aid Agency","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal Aid Agency","South West (England)","G6/G7","5","5","[c]","[c]"
"In post","2021","40-49","Legal Aid Agency","South West (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2021","40-49","Legal Aid Agency","Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal Aid Agency","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal Aid Agency","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal Aid Agency","Wales","SEO/HEO","5","5","[c]","[c]"
"In post","2021","40-49","Legal Aid Agency","West Midlands (England)","AA/AO","10","5","[c]","[c]"
"In post","2021","40-49","Legal Aid Agency","West Midlands (England)","EO","10","10","[c]","[c]"
"In post","2021","40-49","Legal Aid Agency","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal Aid Agency","West Midlands (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2021","40-49","Legal Aid Agency","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal Aid Agency","Yorkshire and The Humber","EO","5","5","[c]","[c]"
"In post","2021","40-49","Legal Aid Agency","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal Aid Agency","Yorkshire and The Humber","SEO/HEO","5","5","[c]","[c]"
"In post","2021","40-49","Maritime and Coastguard Agency","East of England","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Maritime and Coastguard Agency","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Maritime and Coastguard Agency","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Maritime and Coastguard Agency","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Maritime and Coastguard Agency","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Maritime and Coastguard Agency","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Maritime and Coastguard Agency","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Maritime and Coastguard Agency","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Maritime and Coastguard Agency","Northern Ireland","AA/AO","5","5","[c]","[c]"
"In post","2021","40-49","Maritime and Coastguard Agency","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Maritime and Coastguard Agency","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Maritime and Coastguard Agency","Northern Ireland","SEO/HEO","5","5","[c]","[c]"
"In post","2021","40-49","Maritime and Coastguard Agency","Scotland","AA/AO","10","10","[c]","[c]"
"In post","2021","40-49","Maritime and Coastguard Agency","Scotland","EO","5","5","[c]","[c]"
"In post","2021","40-49","Maritime and Coastguard Agency","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Maritime and Coastguard Agency","Scotland","SEO/HEO","25","25","40340","37090"
"In post","2021","40-49","Maritime and Coastguard Agency","South East (England)","AA/AO","20","20","23430","21590"
"In post","2021","40-49","Maritime and Coastguard Agency","South East (England)","EO","30","30","28390","26780"
"In post","2021","40-49","Maritime and Coastguard Agency","South East (England)","G6/G7","35","35","54500","51770"
"In post","2021","40-49","Maritime and Coastguard Agency","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Maritime and Coastguard Agency","South East (England)","SEO/HEO","85","80","39310","39040"
"In post","2021","40-49","Maritime and Coastguard Agency","South West (England)","AA/AO","5","5","[c]","[c]"
"In post","2021","40-49","Maritime and Coastguard Agency","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Maritime and Coastguard Agency","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Maritime and Coastguard Agency","South West (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2021","40-49","Maritime and Coastguard Agency","Wales","AA/AO","10","10","[c]","[c]"
"In post","2021","40-49","Maritime and Coastguard Agency","Wales","EO","10","10","[c]","[c]"
"In post","2021","40-49","Maritime and Coastguard Agency","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Maritime and Coastguard Agency","Wales","SEO/HEO","10","10","[c]","[c]"
"In post","2021","40-49","Maritime and Coastguard Agency","Yorkshire and The Humber","AA/AO","5","5","[c]","[c]"
"In post","2021","40-49","Maritime and Coastguard Agency","Yorkshire and The Humber","EO","5","5","[c]","[c]"
"In post","2021","40-49","Maritime and Coastguard Agency","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Medicines and Healthcare Products Regulatory Agency","East of England","EO","5","5","[c]","[c]"
"In post","2021","40-49","Medicines and Healthcare Products Regulatory Agency","East of England","G6/G7","40","40","58240","53970"
"In post","2021","40-49","Medicines and Healthcare Products Regulatory Agency","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Medicines and Healthcare Products Regulatory Agency","East of England","SEO/HEO","40","40","40370","41010"
"In post","2021","40-49","Medicines and Healthcare Products Regulatory Agency","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Medicines and Healthcare Products Regulatory Agency","London","EO","20","15","28140","27840"
"In post","2021","40-49","Medicines and Healthcare Products Regulatory Agency","London","G6/G7","115","110","59690","54900"
"In post","2021","40-49","Medicines and Healthcare Products Regulatory Agency","London","SCS level","40","40","85180","82660"
"In post","2021","40-49","Medicines and Healthcare Products Regulatory Agency","London","SEO/HEO","65","60","38420","40450"
"In post","2021","40-49","Met Office","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Met Office","East of England","SEO/HEO","5","5","[c]","[c]"
"In post","2021","40-49","Met Office","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Met Office","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Met Office","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Met Office","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Met Office","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Met Office","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Met Office","Overseas","SEO/HEO","5","5","[c]","[c]"
"In post","2021","40-49","Met Office","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Met Office","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Met Office","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Met Office","Scotland","SEO/HEO","10","10","[c]","[c]"
"In post","2021","40-49","Met Office","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Met Office","South East (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2021","40-49","Met Office","South West (England)","AA/AO","5","5","[c]","[c]"
"In post","2021","40-49","Met Office","South West (England)","EO","20","20","26660","26690"
"In post","2021","40-49","Met Office","South West (England)","G6/G7","205","200","52360","48540"
"In post","2021","40-49","Met Office","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Met Office","South West (England)","SEO/HEO","255","235","37910","39650"
"In post","2021","40-49","Met Office","Wales","SEO/HEO","5","5","[c]","[c]"
"In post","2021","40-49","Met Office","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Met Office","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Met Office","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","East Midlands (England)","AA/AO","165","155","21400","20920"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","East Midlands (England)","EO","60","60","29390","26670"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","East Midlands (England)","G6/G7","15","10","73810","78060"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","East Midlands (England)","SEO/HEO","65","60","39190","37890"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","East of England","AA/AO","275","265","23090","21080"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","East of England","EO","155","150","29050","26670"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","East of England","G6/G7","50","50","63530","59730"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","East of England","SCS level","5","5","[c]","[c]"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","East of England","SEO/HEO","265","260","38060","37640"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","London","AA/AO","115","110","26120","24590"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","London","EO","85","85","31110","30750"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","London","G6/G7","160","155","63370","59730"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","London","SCS level","65","65","86870","78110"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","London","SEO/HEO","245","240","42120","42200"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","London","Unknown","10","10","[c]","[c]"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","North East (England)","AA/AO","30","30","20790","21130"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","North East (England)","EO","5","5","[c]","[c]"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","North East (England)","SEO/HEO","10","10","[c]","[c]"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","North West (England)","AA/AO","145","135","21710","21130"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","North West (England)","EO","80","80","27450","26670"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","North West (England)","G6/G7","20","15","63210","60570"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","North West (England)","SEO/HEO","80","75","36480","33300"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Northern Ireland","AA/AO","185","185","20850","20310"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Northern Ireland","EO","25","25","28140","27420"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Northern Ireland","SEO/HEO","20","20","37230","36230"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Overseas","AA/AO","5","5","[c]","[c]"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Overseas","EO","25","25","28780","26670"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Overseas","G6/G7","35","35","63650","60540"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Overseas","SEO/HEO","140","140","41710","41600"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Overseas","Unknown","5","5","[c]","[c]"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Scotland","AA/AO","415","400","25770","21130"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Scotland","EO","95","90","30100","26670"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Scotland","G6/G7","25","20","66050","65760"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Scotland","SEO/HEO","140","135","38090","36650"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Scotland","Unknown","5","5","[c]","[c]"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","South East (England)","AA/AO","575","555","25370","21130"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","South East (England)","EO","345","335","28960","26670"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","South East (England)","G6/G7","150","140","63850","57540"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","South East (England)","SCS level","15","15","81560","80640"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","South East (England)","SEO/HEO","610","590","37380","35300"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","South East (England)","Unknown","30","30","43380","40700"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","South West (England)","AA/AO","490","470","22520","20920"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","South West (England)","EO","330","320","27790","26670"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","South West (England)","G6/G7","215","205","61890","55530"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","South West (England)","SCS level","10","10","[c]","[c]"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","South West (England)","SEO/HEO","660","640","38060","40000"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","South West (England)","Unknown","15","15","53350","51410"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Unknown","EO","10","10","29980","26930"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Unknown","SEO/HEO","20","15","37010","37640"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Unknown","Unknown","25","25","31280","27370"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Wales","AA/AO","90","85","20650","20920"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Wales","EO","40","40","27400","26670"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Wales","SEO/HEO","25","25","36900","33300"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","West Midlands (England)","AA/AO","185","175","21800","20920"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","West Midlands (England)","EO","115","110","27510","26670"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","West Midlands (England)","G6/G7","55","55","63430","57330"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","West Midlands (England)","SCS level","5","5","[c]","[c]"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","West Midlands (England)","SEO/HEO","190","185","37110","34800"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","AA/AO","210","200","24440","20920"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","EO","115","110","28010","26670"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","G6/G7","20","15","70150","73760"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","SEO/HEO","55","55","36460","35910"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","East Midlands (England)","G6/G7","5","5","[c]","[c]"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","East Midlands (England)","SEO/HEO","10","10","[c]","[c]"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","East of England","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","East of England","SEO/HEO","20","15","38760","37330"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","London","EO","15","15","29540","28130"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","London","G6/G7","195","190","59150","57110"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","London","SCS level","60","55","87920","78650"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","London","SEO/HEO","95","95","38800","39600"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","North East (England)","SEO/HEO","15","10","35270","36340"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","North West (England)","G6/G7","5","5","[c]","[c]"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","North West (England)","SEO/HEO","15","10","35090","34440"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","South West (England)","G6/G7","15","15","51980","48620"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","South West (England)","SEO/HEO","15","15","36740","36340"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","West Midlands (England)","G6/G7","15","10","51840","48810"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","West Midlands (England)","SEO/HEO","25","20","33960","31190"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","Yorkshire and The Humber","G6/G7","10","10","52640","50200"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","Yorkshire and The Humber","SEO/HEO","15","10","34300","34690"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","East Midlands (England)","EO","10","5","[c]","[c]"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","East Midlands (England)","G6/G7","10","10","[c]","[c]"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","East Midlands (England)","SEO/HEO","25","20","38320","37000"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","East of England","G6/G7","5","5","[c]","[c]"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","East of England","SEO/HEO","15","15","39200","41100"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","London","AA/AO","20","20","23090","23500"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","London","EO","90","80","27460","26410"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","London","G6/G7","345","330","60150","58790"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","London","SCS level","70","65","89910","82840"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","London","SEO/HEO","385","375","38330","37120"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","North East (England)","G6/G7","5","5","[c]","[c]"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","North East (England)","SEO/HEO","10","10","33380","34230"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","North West (England)","EO","15","15","25340","25720"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","North West (England)","G6/G7","15","15","55820","54900"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","North West (England)","SEO/HEO","40","40","37990","37730"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","South East (England)","EO","5","5","[c]","[c]"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","South East (England)","G6/G7","5","5","[c]","[c]"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","South East (England)","SEO/HEO","30","30","38320","34660"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","South West (England)","EO","5","5","[c]","[c]"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","South West (England)","G6/G7","5","5","[c]","[c]"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","South West (England)","SEO/HEO","10","10","36420","34570"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","Wales","G6/G7","10","10","[c]","[c]"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","Wales","SEO/HEO","25","20","35130","31000"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","West Midlands (England)","AA/AO","25","25","19830","18890"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","West Midlands (England)","EO","15","10","24820","24310"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","West Midlands (England)","G6/G7","25","25","59600","58000"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","West Midlands (England)","SEO/HEO","45","45","38700","36840"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","EO","10","10","[c]","[c]"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","G6/G7","40","40","57670","57000"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","SEO/HEO","65","65","35780","35290"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","National Crime Agency","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","National Crime Agency","East Midlands (England)","EO","20","15","34230","35390"
