"Status","Year","Age","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","16-19","No function","Tax","65","[c]","20140","20140"
"New entrant CS","2021","16-19","No function","Unknown","15","[c]","20930","20140"
"New entrant CS","2021","16-19","Project Delivery","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Project Delivery","Other","10","[c]","17030","16780"
"New entrant CS","2021","16-19","Project Delivery","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Project Delivery","Science and Engineering","40","[c]","16780","16780"
"New entrant CS","2021","16-19","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Property","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Property","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Property","Property","10","[c]","23230","24500"
"New entrant CS","2021","16-19","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Security","Security","10","[c]","22040","19560"
"New entrant CS","2021","16-19","Security","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","Operational Delivery","40","[c]","21590","21430"
"New entrant CS","2021","16-19","Unknown","Other","15","[c]","23880","22770"
"New entrant CS","2021","16-19","Unknown","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","Unknown","230","[c]","22400","21010"
"New entrant CS","2021","20-29","Analysis","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Analysis","Digital, Data and Technology","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Analysis","Economics","260","[c]","30900","31800"
"New entrant CS","2021","20-29","Analysis","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Analysis","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Analysis","Intelligence Analysis","25","[c]","42040","32790"
"New entrant CS","2021","20-29","Analysis","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Analysis","Operational Delivery","50","[c]","28880","29540"
"New entrant CS","2021","20-29","Analysis","Operational Research","50","[c]","31300","31810"
"New entrant CS","2021","20-29","Analysis","Other","20","[c]","29950","26250"
"New entrant CS","2021","20-29","Analysis","Policy","25","[c]","33990","32870"
"New entrant CS","2021","20-29","Analysis","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Analysis","Science and Engineering","25","[c]","26680","25520"
"New entrant CS","2021","20-29","Analysis","Social Research","135","[c]","31550","31920"
"New entrant CS","2021","20-29","Analysis","Statistics","220","[c]","30020","29970"
"New entrant CS","2021","20-29","Analysis","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Analysis","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Commercial","Commercial","150","[c]","29310","26670"
"New entrant CS","2021","20-29","Commercial","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Commercial","Knowledge and Information Management","20","[c]","24330","20920"
"New entrant CS","2021","20-29","Commercial","Operational Delivery","20","[c]","30920","29000"
"New entrant CS","2021","20-29","Commercial","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Commercial","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Commercial","Unknown","30","[c]","40900","35780"
"New entrant CS","2021","20-29","Communications","Communications","200","[c]","29880","28500"
"New entrant CS","2021","20-29","Communications","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Communications","Operational Delivery","20","[c]","30460","31810"
"New entrant CS","2021","20-29","Communications","Other","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Communications","Tax","335","[c]","26080","25560"
"New entrant CS","2021","20-29","Communications","Unknown","60","[c]","28560","26530"
"New entrant CS","2021","20-29","Counter Fraud","Counter Fraud","15","[c]","28080","26090"
"New entrant CS","2021","20-29","Counter Fraud","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Counter Fraud","Legal","35","[c]","26550","25560"
"New entrant CS","2021","20-29","Counter Fraud","Operational Delivery","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Counter Fraud","Tax","10","[c]","30250","29570"
"New entrant CS","2021","20-29","Counter Fraud","Unknown","15","[c]","29260","27500"
"New entrant CS","2021","20-29","Debt","Operational Delivery","60","[c]","21250","20140"
"New entrant CS","2021","20-29","Debt","Tax","385","[c]","20330","20140"
"New entrant CS","2021","20-29","Debt","Unknown","10","[c]","20140","20140"
"New entrant CS","2021","20-29","Digital, Data & Technology","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Digital, Data & Technology","Digital, Data and Technology","490","[c]","31020","29540"
"New entrant CS","2021","20-29","Digital, Data & Technology","Knowledge and Information Management","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Digital, Data & Technology","Operational Delivery","10","[c]","34560","31810"
"New entrant CS","2021","20-29","Digital, Data & Technology","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Digital, Data & Technology","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Digital, Data & Technology","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Digital, Data & Technology","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Digital, Data & Technology","Science and Engineering","15","[c]","31290","27520"
"New entrant CS","2021","20-29","Digital, Data & Technology","Unknown","75","[c]","34010","32000"
"New entrant CS","2021","20-29","Finance","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Finance","Economics","30","[c]","31840","32790"
"New entrant CS","2021","20-29","Finance","Finance","225","[c]","29430","27250"
"New entrant CS","2021","20-29","Finance","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Finance","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Finance","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Finance","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Finance","Unknown","15","[c]","32400","34550"
"New entrant CS","2021","20-29","Grants Management","Operational Delivery","15","[c]","21550","21050"
"New entrant CS","2021","20-29","Human Resources","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Human Resources","Human Resources","245","[c]","26900","26870"
"New entrant CS","2021","20-29","Human Resources","Operational Delivery","20","[c]","24710","23850"
"New entrant CS","2021","20-29","Human Resources","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Human Resources","Policy","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Human Resources","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Human Resources","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Human Resources","Unknown","65","[c]","25720","27500"
"New entrant CS","2021","20-29","Internal Audit","Internal Audit","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Internal Audit","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Legal","Legal","290","[c]","34980","30850"
"New entrant CS","2021","20-29","Legal","Operational Delivery","320","[c]","21630","20250"
"New entrant CS","2021","20-29","Legal","Other","45","[c]","26990","26950"
"New entrant CS","2021","20-29","Legal","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","No function","Commercial","15","[c]","35230","34710"
"New entrant CS","2021","20-29","No function","Communications","10","[c]","28630","26250"
"New entrant CS","2021","20-29","No function","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","No function","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","No function","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","No function","Economics","70","[c]","31490","30500"
"New entrant CS","2021","20-29","No function","Finance","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","No function","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","No function","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","No function","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","No function","International Trade","90","[c]","29370","31800"
"New entrant CS","2021","20-29","No function","Knowledge and Information Management","25","[c]","27840","28120"
"New entrant CS","2021","20-29","No function","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","No function","Operational Delivery","6080","[c]","23950","22850"
"New entrant CS","2021","20-29","No function","Operational Research","10","[c]","28320","29090"
"New entrant CS","2021","20-29","No function","Other","180","[c]","25880","25000"
"New entrant CS","2021","20-29","No function","Planning","10","[c]","32820","27850"
"New entrant CS","2021","20-29","No function","Policy","1725","[c]","32760","32790"
"New entrant CS","2021","20-29","No function","Project Delivery","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","No function","Psychology","80","[c]","25060","24620"
"New entrant CS","2021","20-29","No function","Science and Engineering","390","[c]","26180","26370"
"New entrant CS","2021","20-29","No function","Security","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","No function","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","No function","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","No function","Tax","810","[c]","21730","20140"
"New entrant CS","2021","20-29","No function","Unknown","880","[c]","28280","28000"
"New entrant CS","2021","20-29","No function","Veterinarian","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Project Delivery","Commercial","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Project Delivery","Digital, Data and Technology","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Project Delivery","Knowledge and Information Management","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Project Delivery","Operational Delivery","45","[c]","30160","30850"
"New entrant CS","2021","20-29","Project Delivery","Other","45","[c]","22010","19040"
"New entrant CS","2021","20-29","Project Delivery","Policy","25","[c]","32560","33570"
"New entrant CS","2021","20-29","Project Delivery","Project Delivery","310","[c]","30990","30730"
"New entrant CS","2021","20-29","Project Delivery","Property","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Project Delivery","Science and Engineering","110","[c]","25740","27540"
"New entrant CS","2021","20-29","Project Delivery","Unknown","15","[c]","34690","34550"
"New entrant CS","2021","20-29","Property","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Property","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Property","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Property","Operational Delivery","60","[c]","21980","20880"
"New entrant CS","2021","20-29","Property","Other","10","[c]","25490","20000"
"New entrant CS","2021","20-29","Property","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Property","Property","155","[c]","27150","24920"
"New entrant CS","2021","20-29","Property","Unknown","20","[c]","27400","27500"
"New entrant CS","2021","20-29","Security","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Security","Security","220","[c]","23770","23540"
"New entrant CS","2021","20-29","Security","Unknown","60","[c]","24200","20920"
"New entrant CS","2021","20-29","Unknown","Communications","15","[c]","30560","28500"
"New entrant CS","2021","20-29","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Digital, Data and Technology","30","[c]","35410","35070"
"New entrant CS","2021","20-29","Unknown","Economics","55","[c]","30160","32390"
"New entrant CS","2021","20-29","Unknown","Finance","15","[c]","28500","28500"
"New entrant CS","2021","20-29","Unknown","Human Resources","15","[c]","29500","24880"
"New entrant CS","2021","20-29","Unknown","Intelligence Analysis","40","[c]","29040","26670"
"New entrant CS","2021","20-29","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Medicine","45","[c]","28940","24910"
"New entrant CS","2021","20-29","Unknown","Operational Delivery","525","[c]","23670","21430"
"New entrant CS","2021","20-29","Unknown","Operational Research","30","[c]","31110","33650"
"New entrant CS","2021","20-29","Unknown","Other","405","[c]","25510","24880"
"New entrant CS","2021","20-29","Unknown","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Policy","180","[c]","34820","35050"
"New entrant CS","2021","20-29","Unknown","Project Delivery","45","[c]","31810","30820"
"New entrant CS","2021","20-29","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Science and Engineering","35","[c]","28640","26350"
"New entrant CS","2021","20-29","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Social Research","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Statistics","25","[c]","32050","30100"
"New entrant CS","2021","20-29","Unknown","Unknown","6770","[c]","26440","27570"
"New entrant CS","2021","30-39","Analysis","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Analysis","Economics","20","[c]","40540","40790"
"New entrant CS","2021","30-39","Analysis","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Analysis","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Analysis","Intelligence Analysis","20","[c]","50510","53360"
"New entrant CS","2021","30-39","Analysis","Operational Delivery","25","[c]","31040","30430"
"New entrant CS","2021","30-39","Analysis","Operational Research","15","[c]","37010","37020"
"New entrant CS","2021","30-39","Analysis","Other","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Analysis","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Analysis","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Analysis","Science and Engineering","15","[c]","33640","29270"
"New entrant CS","2021","30-39","Analysis","Social Research","45","[c]","34850","36030"
"New entrant CS","2021","30-39","Analysis","Statistics","70","[c]","36340","34710"
"New entrant CS","2021","30-39","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Commercial","Commercial","95","[c]","38720","37420"
"New entrant CS","2021","30-39","Commercial","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Commercial","Operational Delivery","25","[c]","39540","38920"
"New entrant CS","2021","30-39","Commercial","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Commercial","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Commercial","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Commercial","Unknown","65","[c]","67580","67000"
"New entrant CS","2021","30-39","Communications","Communications","105","[c]","41830","40050"
"New entrant CS","2021","30-39","Communications","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Communications","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Communications","Operational Delivery","25","[c]","34400","31810"
"New entrant CS","2021","30-39","Communications","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Communications","Tax","185","[c]","26570","25560"
"New entrant CS","2021","30-39","Communications","Unknown","35","[c]","37280","36590"
"New entrant CS","2021","30-39","Counter Fraud","Counter Fraud","10","[c]","29680","31000"
"New entrant CS","2021","30-39","Counter Fraud","Legal","15","[c]","25850","25560"
"New entrant CS","2021","30-39","Counter Fraud","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Counter Fraud","Tax","15","[c]","30380","31810"
"New entrant CS","2021","30-39","Counter Fraud","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Debt","Operational Delivery","30","[c]","20670","20140"
"New entrant CS","2021","30-39","Debt","Tax","180","[c]","20530","20140"
"New entrant CS","2021","30-39","Debt","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","Digital, Data and Technology","460","[c]","41650","38590"
"New entrant CS","2021","30-39","Digital, Data & Technology","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","Operational Delivery","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","Science and Engineering","10","[c]","32980","32060"
"New entrant CS","2021","30-39","Digital, Data & Technology","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","Unknown","65","[c]","49380","53600"
"New entrant CS","2021","30-39","Finance","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Finance","165","[c]","37170","34020"
"New entrant CS","2021","30-39","Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Grants Management","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Grants Management","Operational Delivery","15","[c]","24810","21050"
"New entrant CS","2021","30-39","Human Resources","Human Resources","170","[c]","34820","31020"
"New entrant CS","2021","30-39","Human Resources","Operational Delivery","35","[c]","31530","31480"
"New entrant CS","2021","30-39","Human Resources","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Unknown","30","[c]","29970","25680"
"New entrant CS","2021","30-39","Internal Audit","Internal Audit","15","[c]","47360","44600"
"New entrant CS","2021","30-39","Internal Audit","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","Legal","300","[c]","45480","48080"
"New entrant CS","2021","30-39","Legal","Operational Delivery","70","[c]","22730","20550"
"New entrant CS","2021","30-39","Legal","Other","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Commercial","10","[c]","46900","45300"
"New entrant CS","2021","30-39","No function","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Digital, Data and Technology","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Economics","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Finance","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Inspector of Education and Training","25","[c]","62550","70500"
"New entrant CS","2021","30-39","No function","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","International Trade","30","[c]","38790","33190"
"New entrant CS","2021","30-39","No function","Knowledge and Information Management","10","[c]","38540","40640"
"New entrant CS","2021","30-39","No function","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Medicine","25","[c]","61470","65770"
"New entrant CS","2021","30-39","No function","Operational Delivery","3135","[c]","26320","22920"
"New entrant CS","2021","30-39","No function","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Other","80","[c]","33280","30950"
"New entrant CS","2021","30-39","No function","Planning","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Policy","640","[c]","41370","36820"
"New entrant CS","2021","30-39","No function","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Psychology","25","[c]","27330","27380"
"New entrant CS","2021","30-39","No function","Science and Engineering","175","[c]","35180","34490"
"New entrant CS","2021","30-39","No function","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","No function","Tax","400","[c]","22160","20140"
"New entrant CS","2021","30-39","No function","Unknown","170","[c]","39190","34340"
"New entrant CS","2021","30-39","No function","Veterinarian","15","[c]","32690","35900"
"New entrant CS","2021","30-39","Project Delivery","Commercial","15","[c]","39160","40750"
"New entrant CS","2021","30-39","Project Delivery","Digital, Data and Technology","15","[c]","47900","50000"
"New entrant CS","2021","30-39","Project Delivery","Finance","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Project Delivery","Knowledge and Information Management","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Project Delivery","Operational Delivery","45","[c]","35910","36010"
"New entrant CS","2021","30-39","Project Delivery","Other","30","[c]","29340","25000"
"New entrant CS","2021","30-39","Project Delivery","Policy","20","[c]","42430","38140"
"New entrant CS","2021","30-39","Project Delivery","Project Delivery","315","[c]","38190","36030"
"New entrant CS","2021","30-39","Project Delivery","Property","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Project Delivery","Science and Engineering","40","[c]","34740","33000"
"New entrant CS","2021","30-39","Project Delivery","Unknown","15","[c]","40390","35680"
"New entrant CS","2021","30-39","Property","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Property","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Property","Operational Delivery","35","[c]","24830","20880"
"New entrant CS","2021","30-39","Property","Other","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Property","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Property","Project Delivery","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Property","Property","85","[c]","34180","30000"
"New entrant CS","2021","30-39","Property","Unknown","25","[c]","31190","28120"
"New entrant CS","2021","30-39","Security","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Security","Security","170","[c]","27500","25390"
"New entrant CS","2021","30-39","Security","Unknown","20","[c]","24210","22320"
"New entrant CS","2021","30-39","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Communications","10","[c]","39230","39310"
"New entrant CS","2021","30-39","Unknown","Digital, Data and Technology","55","[c]","45860","41960"
"New entrant CS","2021","30-39","Unknown","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Human Resources","15","[c]","41280","41950"
"New entrant CS","2021","30-39","Unknown","Intelligence Analysis","15","[c]","29440","26670"
"New entrant CS","2021","30-39","Unknown","Knowledge and Information Management","10","[c]","31900","33520"
"New entrant CS","2021","30-39","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Medicine","95","[c]","42320","33780"
"New entrant CS","2021","30-39","Unknown","Operational Delivery","310","[c]","25410","24880"
"New entrant CS","2021","30-39","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Other","225","[c]","28730","24880"
"New entrant CS","2021","30-39","Unknown","Policy","65","[c]","43610","41950"
"New entrant CS","2021","30-39","Unknown","Project Delivery","25","[c]","41520","41760"
"New entrant CS","2021","30-39","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Science and Engineering","25","[c]","33460","29670"
"New entrant CS","2021","30-39","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Social Research","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Statistics","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Unknown","4635","[c]","28270","27570"
"New entrant CS","2021","40-49","Analysis","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Analysis","Economics","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Analysis","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Analysis","Intelligence Analysis","15","[c]","56710","66230"
"New entrant CS","2021","40-49","Analysis","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Analysis","Other","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Analysis","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Analysis","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Analysis","Social Research","10","[c]","36050","34780"
"New entrant CS","2021","40-49","Analysis","Statistics","25","[c]","46830","42470"
"New entrant CS","2021","40-49","Commercial","Commercial","75","[c]","42000","38000"
"New entrant CS","2021","40-49","Commercial","Knowledge and Information Management","15","[c]","32830","30200"
"New entrant CS","2021","40-49","Commercial","Operational Delivery","20","[c]","42710","41500"
"New entrant CS","2021","40-49","Commercial","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Commercial","Unknown","80","[c]","78050","72500"
"New entrant CS","2021","40-49","Communications","Communications","75","[c]","44580","40000"
"New entrant CS","2021","40-49","Communications","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Communications","Operational Delivery","15","[c]","30370","31810"
"New entrant CS","2021","40-49","Communications","Other","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Communications","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Communications","Tax","90","[c]","26760","25560"
"New entrant CS","2021","40-49","Communications","Unknown","20","[c]","38560","33930"
"New entrant CS","2021","40-49","Counter Fraud","Counter Fraud","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Counter Fraud","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Counter Fraud","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Counter Fraud","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Counter Fraud","Tax","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Debt","Operational Delivery","25","[c]","20660","20140"
