"Status","Year","Disability","Region_ITL1","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","East of England","Southend-on-Sea","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East of England","Suffolk","Female","245","215","27350","27570"
"In post","2021","Declared disabled","East of England","Suffolk","Male","165","160","28890","27570"
"In post","2021","Declared disabled","East of England","Suffolk","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East of England","Thurrock","Female","20","15","[c]","[c]"
"In post","2021","Declared disabled","East of England","Thurrock","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","East of England","Thurrock","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East of England","West Essex","Female","50","45","29610","28450"
"In post","2021","Declared disabled","East of England","West Essex","Male","20","20","[c]","[c]"
"In post","2021","Declared disabled","East of England","West Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","London","Barking & Dagenham and Havering","Female","70","60","30790","31060"
"In post","2021","Declared disabled","London","Barking & Dagenham and Havering","Male","35","30","30460","30780"
"In post","2021","Declared disabled","London","Barking & Dagenham and Havering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","London","Barnet","Female","75","70","32650","31060"
"In post","2021","Declared disabled","London","Barnet","Male","45","45","38880","31060"
"In post","2021","Declared disabled","London","Barnet","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","London","Bexley and Greenwich","Female","115","110","30020","30550"
"In post","2021","Declared disabled","London","Bexley and Greenwich","Male","65","65","32140","31590"
"In post","2021","Declared disabled","London","Bexley and Greenwich","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","London","Brent","Female","45","40","31830","31060"
"In post","2021","Declared disabled","London","Brent","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","London","Brent","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","London","Bromley","Female","50","45","31440","31060"
"In post","2021","Declared disabled","London","Bromley","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","London","Bromley","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","London","Camden and City of London","Female","160","150","34140","29570"
"In post","2021","Declared disabled","London","Camden and City of London","Male","135","125","36400","32520"
"In post","2021","Declared disabled","London","Camden and City of London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","London","Croydon","Female","555","500","35260","30600"
"In post","2021","Declared disabled","London","Croydon","Male","385","370","39110","35200"
"In post","2021","Declared disabled","London","Croydon","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","London","Ealing","Female","50","45","31970","31060"
"In post","2021","Declared disabled","London","Ealing","Male","30","30","30990","31060"
"In post","2021","Declared disabled","London","Ealing","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","London","Enfield","Female","40","35","31890","31060"
"In post","2021","Declared disabled","London","Enfield","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","London","Enfield","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","London","Hackney and Newham","Female","265","235","31610","30420"
"In post","2021","Declared disabled","London","Hackney and Newham","Male","175","165","35010","31060"
"In post","2021","Declared disabled","London","Hackney and Newham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","London","Haringey and Islington","Female","105","100","31670","31060"
"In post","2021","Declared disabled","London","Haringey and Islington","Male","70","70","33400","31880"
"In post","2021","Declared disabled","London","Haringey and Islington","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","London","Harrow and Hillingdon","Female","200","175","31120","30500"
"In post","2021","Declared disabled","London","Harrow and Hillingdon","Male","155","140","31670","29800"
"In post","2021","Declared disabled","London","Harrow and Hillingdon","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","London","Hounslow and Richmond upon Thames","Female","130","120","30500","29250"
"In post","2021","Declared disabled","London","Hounslow and Richmond upon Thames","Male","135","125","32940","31240"
"In post","2021","Declared disabled","London","Hounslow and Richmond upon Thames","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","London","Kensington & Chelsea and Hammersmith & Fulham","Female","50","50","31280","31060"
"In post","2021","Declared disabled","London","Kensington & Chelsea and Hammersmith & Fulham","Male","30","25","[c]","[c]"
"In post","2021","Declared disabled","London","Kensington & Chelsea and Hammersmith & Fulham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","London","Lambeth","Female","180","170","35250","31880"
"In post","2021","Declared disabled","London","Lambeth","Male","85","85","40390","34900"
"In post","2021","Declared disabled","London","Lambeth","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","London","Lewisham and Southwark","Female","120","115","31860","31060"
"In post","2021","Declared disabled","London","Lewisham and Southwark","Male","50","50","34720","31060"
"In post","2021","Declared disabled","London","Lewisham and Southwark","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","London","Merton, Kingston upon Thames and Sutton","Female","50","45","30110","31060"
"In post","2021","Declared disabled","London","Merton, Kingston upon Thames and Sutton","Male","20","20","[c]","[c]"
"In post","2021","Declared disabled","London","Merton, Kingston upon Thames and Sutton","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","London","Redbridge and Waltham Forest","Female","115","100","28900","30330"
"In post","2021","Declared disabled","London","Redbridge and Waltham Forest","Male","35","35","28210","28940"
"In post","2021","Declared disabled","London","Redbridge and Waltham Forest","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","London","Tower Hamlets","Female","300","285","45410","38650"
"In post","2021","Declared disabled","London","Tower Hamlets","Male","215","210","46310","42070"
"In post","2021","Declared disabled","London","Tower Hamlets","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","London","Wandsworth","Female","60","55","30440","30030"
"In post","2021","Declared disabled","London","Wandsworth","Male","45","40","33500","35480"
"In post","2021","Declared disabled","London","Wandsworth","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","London","Westminster","Female","2635","2525","45090","40220"
"In post","2021","Declared disabled","London","Westminster","Male","2065","2035","46760","41760"
"In post","2021","Declared disabled","London","Westminster","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North East (England)","Darlington","Female","65","55","31120","29360"
"In post","2021","Declared disabled","North East (England)","Darlington","Male","40","40","38730","37100"
"In post","2021","Declared disabled","North East (England)","Darlington","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North East (England)","Durham CC","Female","325","275","26430","25220"
"In post","2021","Declared disabled","North East (England)","Durham CC","Male","220","200","26910","25570"
"In post","2021","Declared disabled","North East (England)","Durham CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North East (England)","Hartlepool and Stockton-on-Tees","Female","140","115","26410","27570"
"In post","2021","Declared disabled","North East (England)","Hartlepool and Stockton-on-Tees","Male","90","85","27650","27570"
"In post","2021","Declared disabled","North East (England)","Hartlepool and Stockton-on-Tees","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North East (England)","Northumberland","Female","35","30","28770","27570"
"In post","2021","Declared disabled","North East (England)","Northumberland","Male","20","15","[c]","[c]"
"In post","2021","Declared disabled","North East (England)","Northumberland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North East (England)","South Teesside","Female","150","130","26680","27570"
"In post","2021","Declared disabled","North East (England)","South Teesside","Male","65","65","24820","21010"
"In post","2021","Declared disabled","North East (England)","South Teesside","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North East (England)","Sunderland","Female","375","305","25310","21440"
"In post","2021","Declared disabled","North East (England)","Sunderland","Male","155","135","24970","21440"
"In post","2021","Declared disabled","North East (England)","Sunderland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North East (England)","Tyneside","Female","1030","880","27050","25560"
"In post","2021","Declared disabled","North East (England)","Tyneside","Male","710","665","27620","23130"
"In post","2021","Declared disabled","North East (England)","Tyneside","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North West (England)","Blackburn with Darwen","Female","50","45","27330","27570"
"In post","2021","Declared disabled","North West (England)","Blackburn with Darwen","Male","20","20","[c]","[c]"
"In post","2021","Declared disabled","North West (England)","Blackburn with Darwen","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North West (England)","Blackpool","Female","505","435","27220","27570"
"In post","2021","Declared disabled","North West (England)","Blackpool","Male","260","245","28000","27570"
"In post","2021","Declared disabled","North West (England)","Blackpool","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North West (England)","Cheshire East","Female","60","55","30340","27570"
"In post","2021","Declared disabled","North West (England)","Cheshire East","Male","30","30","30520","27570"
"In post","2021","Declared disabled","North West (England)","Cheshire East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North West (England)","Cheshire West and Chester","Female","55","50","26340","27570"
"In post","2021","Declared disabled","North West (England)","Cheshire West and Chester","Male","25","25","[c]","[c]"
"In post","2021","Declared disabled","North West (England)","Cheshire West and Chester","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North West (England)","Chorley and West Lancashire","Female","70","65","26950","26810"
"In post","2021","Declared disabled","North West (England)","Chorley and West Lancashire","Male","55","50","30770","30880"
"In post","2021","Declared disabled","North West (England)","Chorley and West Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North West (England)","East Cumbria","Female","60","55","28640","25930"
"In post","2021","Declared disabled","North West (England)","East Cumbria","Male","40","40","27140","26130"
"In post","2021","Declared disabled","North West (England)","East Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North West (England)","East Lancashire","Female","55","50","25590","27570"
"In post","2021","Declared disabled","North West (England)","East Lancashire","Male","30","30","26130","27570"
"In post","2021","Declared disabled","North West (England)","East Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North West (England)","East Merseyside","Female","130","105","27160","27570"
"In post","2021","Declared disabled","North West (England)","East Merseyside","Male","40","40","27080","27570"
"In post","2021","Declared disabled","North West (England)","East Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North West (England)","Greater Manchester North East","Female","110","95","26960","27570"
"In post","2021","Declared disabled","North West (England)","Greater Manchester North East","Male","65","60","28470","27570"
"In post","2021","Declared disabled","North West (England)","Greater Manchester North East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North West (England)","Greater Manchester North West","Female","205","170","24160","21530"
"In post","2021","Declared disabled","North West (England)","Greater Manchester North West","Male","80","75","25640","24730"
"In post","2021","Declared disabled","North West (England)","Greater Manchester North West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North West (England)","Greater Manchester South East","Female","115","105","25070","21010"
"In post","2021","Declared disabled","North West (England)","Greater Manchester South East","Male","65","65","26630","27570"
"In post","2021","Declared disabled","North West (England)","Greater Manchester South East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North West (England)","Greater Manchester South West","Female","300","270","29830","27570"
"In post","2021","Declared disabled","North West (England)","Greater Manchester South West","Male","260","245","29600","27370"
"In post","2021","Declared disabled","North West (England)","Greater Manchester South West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North West (England)","Lancaster and Wyre","Female","60","55","26000","26670"
"In post","2021","Declared disabled","North West (England)","Lancaster and Wyre","Male","60","60","29320","26930"
"In post","2021","Declared disabled","North West (England)","Lancaster and Wyre","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North West (England)","Liverpool","Female","685","595","28160","25520"
"In post","2021","Declared disabled","North West (England)","Liverpool","Male","395","380","29330","25560"
"In post","2021","Declared disabled","North West (England)","Liverpool","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North West (England)","Manchester","Female","525","475","32030","27610"
"In post","2021","Declared disabled","North West (England)","Manchester","Male","420","405","32390","28130"
"In post","2021","Declared disabled","North West (England)","Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North West (England)","Mid Lancashire","Female","480","415","26220","25350"
"In post","2021","Declared disabled","North West (England)","Mid Lancashire","Male","290","270","26980","23410"
"In post","2021","Declared disabled","North West (England)","Mid Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North West (England)","Sefton","Female","395","340","27610","25560"
"In post","2021","Declared disabled","North West (England)","Sefton","Male","250","230","29650","27570"
"In post","2021","Declared disabled","North West (England)","Sefton","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North West (England)","Warrington","Female","145","130","28300","27570"
"In post","2021","Declared disabled","North West (England)","Warrington","Male","80","75","32620","29530"
"In post","2021","Declared disabled","North West (England)","Warrington","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North West (England)","West Cumbria","Female","75","60","25630","22690"
"In post","2021","Declared disabled","North West (England)","West Cumbria","Male","60","60","29960","27050"
"In post","2021","Declared disabled","North West (England)","West Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North West (England)","Wirral","Female","250","205","25210","24020"
"In post","2021","Declared disabled","North West (England)","Wirral","Male","135","120","25060","21010"
"In post","2021","Declared disabled","North West (England)","Wirral","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","Antrim and Newtownabbey","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","Antrim and Newtownabbey","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","Antrim and Newtownabbey","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","Ards and North Down","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","Ards and North Down","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","Ards and North Down","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","Armagh City, Banbridge and Craigavon","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","Armagh City, Banbridge and Craigavon","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","Armagh City, Banbridge and Craigavon","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","Belfast","Female","135","125","29400","26550"
"In post","2021","Declared disabled","Northern Ireland","Belfast","Male","100","95","26950","25560"
"In post","2021","Declared disabled","Northern Ireland","Belfast","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","Causeway Coast and Glens","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","Causeway Coast and Glens","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","Causeway Coast and Glens","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","Derry City and Strabane","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","Derry City and Strabane","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","Derry City and Strabane","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","Fermanagh and Omagh","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","Fermanagh and Omagh","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","Fermanagh and Omagh","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","Lisburn and Castlereagh","Female","20","20","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","Lisburn and Castlereagh","Male","20","20","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","Lisburn and Castlereagh","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","Mid and East Antrim","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","Mid and East Antrim","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","Mid and East Antrim","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","Newry, Mourne and Down","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","Newry, Mourne and Down","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","Newry, Mourne and Down","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","Overseas","Female","85","85","47880","51500"
"In post","2021","Declared disabled","Overseas","Overseas","Male","140","140","48330","42800"
"In post","2021","Declared disabled","Overseas","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland","Aberdeen City and Aberdeenshire","Female","80","70","29420","27570"
"In post","2021","Declared disabled","Scotland","Aberdeen City and Aberdeenshire","Male","55","55","39650","32400"
"In post","2021","Declared disabled","Scotland","Aberdeen City and Aberdeenshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland","Angus and Dundee City","Female","180","160","24100","21150"
"In post","2021","Declared disabled","Scotland","Angus and Dundee City","Male","80","75","23930","21010"
"In post","2021","Declared disabled","Scotland","Angus and Dundee City","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland","Caithness and Sutherland and Ross and Cromarty","Female","15","10","[c]","[c]"
"In post","2021","Declared disabled","Scotland","Caithness and Sutherland and Ross and Cromarty","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Scotland","Caithness and Sutherland and Ross and Cromarty","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland","City of Edinburgh","Female","595","555","36320","30650"
"In post","2021","Declared disabled","Scotland","City of Edinburgh","Male","505","485","36180","32140"
"In post","2021","Declared disabled","Scotland","City of Edinburgh","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland","Clackmannanshire and Fife","Female","95","85","28540","27570"
"In post","2021","Declared disabled","Scotland","Clackmannanshire and Fife","Male","80","75","32140","33300"
"In post","2021","Declared disabled","Scotland","Clackmannanshire and Fife","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland","Dumfries and Galloway","Female","20","15","[c]","[c]"
"In post","2021","Declared disabled","Scotland","Dumfries and Galloway","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Scotland","Dumfries and Galloway","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland","East Ayrshire and North Ayrshire mainland","Female","50","40","24450","25650"
"In post","2021","Declared disabled","Scotland","East Ayrshire and North Ayrshire mainland","Male","35","35","26270","27570"
"In post","2021","Declared disabled","Scotland","East Ayrshire and North Ayrshire mainland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Female","80","70","27710","27570"
"In post","2021","Declared disabled","Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Male","90","85","31090","33200"
"In post","2021","Declared disabled","Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland","East Lothian and Midlothian","Female","15","15","[c]","[c]"
"In post","2021","Declared disabled","Scotland","East Lothian and Midlothian","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Scotland","East Lothian and Midlothian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland","Falkirk","Female","110","95","27590","27570"
"In post","2021","Declared disabled","Scotland","Falkirk","Male","75","65","27960","27570"
"In post","2021","Declared disabled","Scotland","Falkirk","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland","Glasgow City","Female","685","605","28590","26160"
"In post","2021","Declared disabled","Scotland","Glasgow City","Male","500","475","29370","26550"
"In post","2021","Declared disabled","Scotland","Glasgow City","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland","Inverclyde, East Renfrewshire and Renfrewshire","Female","60","50","27640","27570"
"In post","2021","Declared disabled","Scotland","Inverclyde, East Renfrewshire and Renfrewshire","Male","45","40","30480","27570"
"In post","2021","Declared disabled","Scotland","Inverclyde, East Renfrewshire and Renfrewshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland","Inverness and Nairn and Moray, Badenoch and Strathspey","Female","55","50","27730","27570"
"In post","2021","Declared disabled","Scotland","Inverness and Nairn and Moray, Badenoch and Strathspey","Male","55","50","29620","27570"
"In post","2021","Declared disabled","Scotland","Inverness and Nairn and Moray, Badenoch and Strathspey","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Female","15","10","[c]","[c]"
"In post","2021","Declared disabled","Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Male","10","10","[c]","[c]"
