"Status","Year","Age","Function_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","65+","Internal Audit","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal","Eastern Scotland","10","[c]","31160","20070"
"Leaver CS","2021","65+","Legal","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal","Inner London - West","20","[c]","46680","42510"
"Leaver CS","2021","65+","Legal","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal","Southern Scotland","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal","West Central Scotland","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal","West Midlands","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Bedfordshire and Hertfordshire","15","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Berkshire, Buckinghamshire and Oxfordshire","30","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Cheshire","15","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Cumbria","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Derbyshire and Nottinghamshire","40","[c]","23770","21000"
"Leaver CS","2021","65+","No function","Devon","25","[c]","23360","22350"
"Leaver CS","2021","65+","No function","Dorset and Somerset","20","[c]","28450","27260"
"Leaver CS","2021","65+","No function","East Anglia","80","[c]","35900","26380"
"Leaver CS","2021","65+","No function","East Wales","35","[c]","32820","23320"
"Leaver CS","2021","65+","No function","East Yorkshire and Northern Lincolnshire","25","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Eastern Scotland","20","[c]","32370","33650"
"Leaver CS","2021","65+","No function","Essex","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Gloucestershire, Wiltshire and Bath/Bristol area","55","[c]","35130","28290"
"Leaver CS","2021","65+","No function","Greater Manchester","50","[c]","24140","21160"
"Leaver CS","2021","65+","No function","Hampshire and Isle of Wight","60","[c]","25420","19520"
"Leaver CS","2021","65+","No function","Herefordshire, Worcestershire and Warwickshire","20","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Inner London - East","35","[c]","53530","39360"
"Leaver CS","2021","65+","No function","Inner London - West","65","[c]","42690","29930"
"Leaver CS","2021","65+","No function","Kent","25","[c]","26080","26370"
"Leaver CS","2021","65+","No function","Lancashire","35","[c]","22560","20280"
"Leaver CS","2021","65+","No function","Leicestershire, Rutland and Northamptonshire","30","[c]","22950","20100"
"Leaver CS","2021","65+","No function","Lincolnshire","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Merseyside","35","[c]","26340","21320"
"Leaver CS","2021","65+","No function","North Eastern Scotland","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","North Yorkshire","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Northumberland and Tyne and Wear","15","[c]","21420","20100"
"Leaver CS","2021","65+","No function","Outer London - East and North East","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Outer London - South","15","[c]","25580","22260"
"Leaver CS","2021","65+","No function","Outer London - West and North West","20","[c]","34290","24430"
"Leaver CS","2021","65+","No function","Shropshire and Staffordshire","20","[c]","27360","25420"
"Leaver CS","2021","65+","No function","South Yorkshire","20","[c]","21040","20160"
"Leaver CS","2021","65+","No function","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Surrey, East and West Sussex","30","[c]","29190","20650"
"Leaver CS","2021","65+","No function","Tees Valley and Durham","25","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","No function","West Central Scotland","20","[c]","30410","26780"
"Leaver CS","2021","65+","No function","West Midlands","35","[c]","31750","21180"
"Leaver CS","2021","65+","No function","West Wales and The Valleys","65","[c]","23090","21170"
"Leaver CS","2021","65+","No function","West Yorkshire","30","[c]","20920","20100"
"Leaver CS","2021","65+","Project Delivery","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","Dorset and Somerset","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","40","[c]","40580","39840"
"Leaver CS","2021","65+","Project Delivery","Hampshire and Isle of Wight","15","[c]","33530","33300"
"Leaver CS","2021","65+","Project Delivery","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","Inner London - West","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Property","Berkshire, Buckinghamshire and Oxfordshire","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Property","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Property","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Property","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Property","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Property","Eastern Scotland","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Property","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Property","Gloucestershire, Wiltshire and Bath/Bristol area","10","[c]","35820","33190"
"Leaver CS","2021","65+","Property","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Property","Hampshire and Isle of Wight","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Property","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Property","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Property","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Property","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Property","Leicestershire, Rutland and Northamptonshire","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Property","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Property","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Property","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Property","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Property","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Property","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Property","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Property","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Property","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Property","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Property","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Property","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Property","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Property","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Property","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Property","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Security","Berkshire, Buckinghamshire and Oxfordshire","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Security","Devon","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Security","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Security","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Security","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Security","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Security","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Security","Gloucestershire, Wiltshire and Bath/Bristol area","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Security","Hampshire and Isle of Wight","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Security","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Security","Inner London - West","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Security","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Security","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Security","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Security","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Security","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Security","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Security","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Security","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Security","West Central Scotland","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Security","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Security","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Bedfordshire and Hertfordshire","35","[c]","26650","26390"
"Leaver CS","2021","65+","Unknown","Berkshire, Buckinghamshire and Oxfordshire","30","[c]","24450","20820"
"Leaver CS","2021","65+","Unknown","Cheshire","10","[c]","23930","23950"
"Leaver CS","2021","65+","Unknown","Cornwall and Isles of Scilly","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Derbyshire and Nottinghamshire","40","[c]","23420","21010"
"Leaver CS","2021","65+","Unknown","Devon","50","[c]","25560","21830"
"Leaver CS","2021","65+","Unknown","Dorset and Somerset","25","[c]","28710","26510"
"Leaver CS","2021","65+","Unknown","East Anglia","60","[c]","24060","22530"
"Leaver CS","2021","65+","Unknown","East Wales","85","[c]","28490","22870"
"Leaver CS","2021","65+","Unknown","East Yorkshire and Northern Lincolnshire","25","[c]","24430","26670"
"Leaver CS","2021","65+","Unknown","Eastern Scotland","95","[c]","32830","27570"
"Leaver CS","2021","65+","Unknown","Essex","30","[c]","28230","29290"
"Leaver CS","2021","65+","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","50","[c]","28230","27570"
"Leaver CS","2021","65+","Unknown","Greater Manchester","75","[c]","26120","21010"
"Leaver CS","2021","65+","Unknown","Hampshire and Isle of Wight","65","[c]","28760","26890"
"Leaver CS","2021","65+","Unknown","Herefordshire, Worcestershire and Warwickshire","20","[c]","24970","26120"
"Leaver CS","2021","65+","Unknown","Highlands and Islands","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Inner London - East","30","[c]","30470","25110"
"Leaver CS","2021","65+","Unknown","Inner London - West","105","[c]","46700","44540"
"Leaver CS","2021","65+","Unknown","Kent","25","[c]","28190","25660"
"Leaver CS","2021","65+","Unknown","Lancashire","85","[c]","25330","21010"
"Leaver CS","2021","65+","Unknown","Leicestershire, Rutland and Northamptonshire","40","[c]","25410","21010"
"Leaver CS","2021","65+","Unknown","Lincolnshire","20","[c]","24520","22500"
"Leaver CS","2021","65+","Unknown","Merseyside","105","[c]","23720","21430"
"Leaver CS","2021","65+","Unknown","North Eastern Scotland","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","North Yorkshire","20","[c]","27170","21130"
"Leaver CS","2021","65+","Unknown","Northern Ireland","20","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Northumberland and Tyne and Wear","185","[c]","24540","21010"
"Leaver CS","2021","65+","Unknown","Outer London - East and North East","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Outer London - South","50","[c]","30560","25630"
"Leaver CS","2021","65+","Unknown","Outer London - West and North West","60","[c]","30450","31080"
"Leaver CS","2021","65+","Unknown","Overseas","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Shropshire and Staffordshire","30","[c]","27250","26120"
"Leaver CS","2021","65+","Unknown","South Yorkshire","60","[c]","28110","23600"
"Leaver CS","2021","65+","Unknown","Southern Scotland","40","[c]","24550","26890"
"Leaver CS","2021","65+","Unknown","Surrey, East and West Sussex","50","[c]","26230","27400"
"Leaver CS","2021","65+","Unknown","Tees Valley and Durham","50","[c]","23150","21010"
"Leaver CS","2021","65+","Unknown","Unknown","20","[c]","36730","31620"
"Leaver CS","2021","65+","Unknown","West Central Scotland","85","[c]","26350","21910"
"Leaver CS","2021","65+","Unknown","West Midlands","90","[c]","25090","21430"
"Leaver CS","2021","65+","Unknown","West Wales and The Valleys","50","[c]","27690","26510"
"Leaver CS","2021","65+","Unknown","West Yorkshire","60","[c]","28860","26890"
"Leaver CS","2021","Unknown","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Inner London - West","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Inner London - West","60","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","West Yorkshire","30","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Communications","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Human Resources","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","No function","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","No function","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","No function","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Unknown","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Unknown","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Analysis","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Analysis","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Analysis","East Wales","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Analysis","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Analysis","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Analysis","Hampshire and Isle of Wight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Analysis","Inner London - East","25","[c]","40700","37350"
"Leaver Dept.","2021","20-29","Analysis","Inner London - West","80","[c]","35140","33050"
"Leaver Dept.","2021","20-29","Analysis","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Analysis","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Analysis","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Analysis","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Commercial","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Commercial","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Commercial","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Commercial","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Commercial","Inner London - West","20","[c]","37850","35150"
"Leaver Dept.","2021","20-29","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Commercial","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Commercial","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Commercial","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Commercial","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Communications","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Communications","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Communications","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Communications","Inner London - West","70","[c]","35730","33390"
"Leaver Dept.","2021","20-29","Communications","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Communications","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Communications","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Communications","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Communications","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Counter Fraud","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Counter Fraud","Inner London - West","10","[c]","31400","31970"
"Leaver Dept.","2021","20-29","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Counter Fraud","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Digital, Data & Technology","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Digital, Data & Technology","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Digital, Data & Technology","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Digital, Data & Technology","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Digital, Data & Technology","Inner London - East","10","[c]","38030","38090"
"Leaver Dept.","2021","20-29","Digital, Data & Technology","Inner London - West","25","[c]","36420","33890"
"Leaver Dept.","2021","20-29","Digital, Data & Technology","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Digital, Data & Technology","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Digital, Data & Technology","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Digital, Data & Technology","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Finance","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Finance","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Finance","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Finance","Inner London - West","25","[c]","42160","38700"
"Leaver Dept.","2021","20-29","Finance","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Finance","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Finance","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Finance","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Grants Management","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Grants Management","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Grants Management","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Grants Management","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Grants Management","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Grants Management","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Grants Management","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Grants Management","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Human Resources","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Human Resources","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Human Resources","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Human Resources","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Human Resources","East Wales","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Human Resources","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","15","[c]","26360","27600"
"Leaver Dept.","2021","20-29","Human Resources","Greater Manchester","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Human Resources","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Human Resources","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Human Resources","Inner London - West","80","[c]","31610","29250"
"Leaver Dept.","2021","20-29","Human Resources","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Human Resources","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Human Resources","Northumberland and Tyne and Wear","15","[c]","21600","20800"
"Leaver Dept.","2021","20-29","Human Resources","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Human Resources","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Human Resources","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Human Resources","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Human Resources","Unknown","10","[c]","30800","26590"
"Leaver Dept.","2021","20-29","Human Resources","West Midlands","[c]","[c]","[c]","[c]"
