"Status","Year","Function_of_post","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Commercial","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","SEO/HEO","Heterosexual / straight","50","[c]","37730","38700"
"Leaver Dept.","2021","Commercial","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","SEO/HEO","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","EO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","EO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","G6/G7","Heterosexual / straight","35","[c]","56970","53380"
"Leaver Dept.","2021","Communications","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","G6/G7","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","SEO/HEO","Heterosexual / straight","55","[c]","37740","36800"
"Leaver Dept.","2021","Communications","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","SEO/HEO","Unknown","45","[c]","37490","38150"
"Leaver Dept.","2021","Counter Fraud","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","SEO/HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","EO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","G6/G7","Heterosexual / straight","45","[c]","60260","58520"
"Leaver Dept.","2021","Digital, Data & Technology","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","G6/G7","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","G6/G7","Unknown","30","[c]","58010","54460"
"Leaver Dept.","2021","Digital, Data & Technology","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","SEO/HEO","Heterosexual / straight","55","[c]","36070","34550"
"Leaver Dept.","2021","Digital, Data & Technology","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","SEO/HEO","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","EO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","G6/G7","Heterosexual / straight","40","[c]","58070","58130"
"Leaver Dept.","2021","Finance","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","G6/G7","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","G6/G7","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","SEO/HEO","Heterosexual / straight","50","[c]","39420","40190"
"Leaver Dept.","2021","Finance","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","SEO/HEO","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","AA/AO","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","EO","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","AA/AO","Heterosexual / straight","40","[c]","21070","20800"
"Leaver Dept.","2021","Human Resources","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","AA/AO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","AA/AO","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","EO","Heterosexual / straight","55","[c]","26280","26380"
"Leaver Dept.","2021","Human Resources","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","EO","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","G6/G7","Heterosexual / straight","70","[c]","58050","57770"
"Leaver Dept.","2021","Human Resources","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","G6/G7","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","SEO/HEO","Heterosexual / straight","150","[c]","35120","33300"
"Leaver Dept.","2021","Human Resources","SEO/HEO","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","SEO/HEO","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","AA/AO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","AA/AO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","EO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","G6/G7","Heterosexual / straight","50","[c]","58390","55000"
"Leaver Dept.","2021","Legal","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","G6/G7","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","G6/G7","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","SEO/HEO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","AA/AO","Heterosexual / straight","430","[c]","20530","19930"
"Leaver Dept.","2021","No function","AA/AO","LGBO","35","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","AA/AO","Undeclared","45","[c]","20670","20420"
"Leaver Dept.","2021","No function","AA/AO","Unknown","180","[c]","20780","20430"
"Leaver Dept.","2021","No function","EO","Heterosexual / straight","290","[c]","25570","26410"
"Leaver Dept.","2021","No function","EO","LGBO","40","[c]","25890","26000"
"Leaver Dept.","2021","No function","EO","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","EO","Unknown","150","[c]","26900","26460"
"Leaver Dept.","2021","No function","G6/G7","Heterosexual / straight","445","[c]","56060","54240"
"Leaver Dept.","2021","No function","G6/G7","LGBO","60","[c]","54950","53490"
"Leaver Dept.","2021","No function","G6/G7","Undeclared","65","[c]","56680","54470"
"Leaver Dept.","2021","No function","G6/G7","Unknown","265","[c]","55760","54280"
"Leaver Dept.","2021","No function","SCS level","Heterosexual / straight","85","[c]","90120","78550"
"Leaver Dept.","2021","No function","SCS level","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","SCS level","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","SCS level","Unknown","40","[c]","85560","76380"
"Leaver Dept.","2021","No function","SEO/HEO","Heterosexual / straight","790","[c]","34590","33210"
"Leaver Dept.","2021","No function","SEO/HEO","LGBO","95","[c]","33600","32680"
"Leaver Dept.","2021","No function","SEO/HEO","Undeclared","100","[c]","35150","32870"
"Leaver Dept.","2021","No function","SEO/HEO","Unknown","780","[c]","33330","32000"
"Leaver Dept.","2021","No function","Unknown","Heterosexual / straight","70","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","EO","Heterosexual / straight","65","[c]","23560","23520"
"Leaver Dept.","2021","Project Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","EO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","G6/G7","Heterosexual / straight","90","[c]","58160","55230"
"Leaver Dept.","2021","Project Delivery","G6/G7","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","G6/G7","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","G6/G7","Unknown","35","[c]","55460","54200"
"Leaver Dept.","2021","Project Delivery","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","SEO/HEO","Heterosexual / straight","185","[c]","34090","33300"
"Leaver Dept.","2021","Project Delivery","SEO/HEO","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","SEO/HEO","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","SEO/HEO","Unknown","45","[c]","34690","34680"
"Leaver Dept.","2021","Project Delivery","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","AA/AO","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","EO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","G6/G7","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","SEO/HEO","Heterosexual / straight","30","[c]","35380","33300"
"Leaver Dept.","2021","Property","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","AA/AO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","SEO/HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","AA/AO","Heterosexual / straight","365","[c]","21440","21010"
"Leaver Dept.","2021","Unknown","AA/AO","LGBO","40","[c]","21350","21010"
"Leaver Dept.","2021","Unknown","AA/AO","Undeclared","40","[c]","21260","21010"
"Leaver Dept.","2021","Unknown","AA/AO","Unknown","815","[c]","21090","21010"
"Leaver Dept.","2021","Unknown","EO","Heterosexual / straight","800","[c]","27370","27570"
"Leaver Dept.","2021","Unknown","EO","LGBO","55","[c]","27320","27570"
"Leaver Dept.","2021","Unknown","EO","Undeclared","80","[c]","27720","27570"
"Leaver Dept.","2021","Unknown","EO","Unknown","555","[c]","27970","27570"
"Leaver Dept.","2021","Unknown","G6/G7","Heterosexual / straight","325","[c]","58380","57460"
"Leaver Dept.","2021","Unknown","G6/G7","LGBO","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","G6/G7","Undeclared","45","[c]","59590","56800"
"Leaver Dept.","2021","Unknown","G6/G7","Unknown","370","[c]","55820","54400"
"Leaver Dept.","2021","Unknown","SCS level","Heterosexual / straight","45","[c]","91330","79910"
"Leaver Dept.","2021","Unknown","SCS level","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SCS level","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SCS level","Unknown","60","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SEO/HEO","Heterosexual / straight","730","[c]","35970","35090"
"Leaver Dept.","2021","Unknown","SEO/HEO","LGBO","60","[c]","36560","35670"
"Leaver Dept.","2021","Unknown","SEO/HEO","Undeclared","80","[c]","37230","37280"
"Leaver Dept.","2021","Unknown","SEO/HEO","Unknown","760","[c]","35960","35150"
"Leaver Dept.","2021","Unknown","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","100","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","AA/AO","Heterosexual / straight","55","[c]","22090","22000"
"New entrant CS","2021","Analysis","AA/AO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","AA/AO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","AA/AO","Unknown","45","[c]","20330","19130"
"New entrant CS","2021","Analysis","EO","Heterosexual / straight","115","[c]","26600","26410"
"New entrant CS","2021","Analysis","EO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","EO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","EO","Unknown","55","[c]","26200","26050"
"New entrant CS","2021","Analysis","G6/G7","Heterosexual / straight","50","[c]","59360","56590"
"New entrant CS","2021","Analysis","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","G6/G7","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","G6/G7","Unknown","60","[c]","57660","53360"
"New entrant CS","2021","Analysis","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","SEO/HEO","Heterosexual / straight","480","[c]","33540","32540"
"New entrant CS","2021","Analysis","SEO/HEO","LGBO","65","[c]","33130","32540"
"New entrant CS","2021","Analysis","SEO/HEO","Undeclared","45","[c]","34710","33570"
"New entrant CS","2021","Analysis","SEO/HEO","Unknown","190","[c]","33750","32540"
"New entrant CS","2021","Commercial","AA/AO","Heterosexual / straight","45","[c]","21450","20920"
"New entrant CS","2021","Commercial","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","AA/AO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","AA/AO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","EO","Heterosexual / straight","65","[c]","26010","26350"
"New entrant CS","2021","Commercial","EO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","EO","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","G6/G7","Heterosexual / straight","45","[c]","58870","56830"
"New entrant CS","2021","Commercial","G6/G7","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","G6/G7","Unknown","70","[c]","75560","82350"
"New entrant CS","2021","Commercial","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","SCS level","Unknown","160","[c]","81760","71000"
"New entrant CS","2021","Commercial","SEO/HEO","Heterosexual / straight","170","[c]","37370","36500"
"New entrant CS","2021","Commercial","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","SEO/HEO","Unknown","80","[c]","36970","37420"
"New entrant CS","2021","Commercial","Unknown","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Unknown","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Communications","AA/AO","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2021","Communications","AA/AO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Communications","AA/AO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Communications","AA/AO","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2021","Communications","EO","Heterosexual / straight","270","[c]","25590","25560"
"New entrant CS","2021","Communications","EO","LGBO","35","[c]","25370","25560"
"New entrant CS","2021","Communications","EO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2021","Communications","EO","Unknown","450","[c]","25720","25560"
"New entrant CS","2021","Communications","G6/G7","Heterosexual / straight","35","[c]","58190","56520"
"New entrant CS","2021","Communications","G6/G7","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Communications","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","G6/G7","Unknown","40","[c]","58620","57670"
"New entrant CS","2021","Communications","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","SCS level","LGBO","[c]","[c]","[c]","[c]"
