"Status","Year","Parent_department","Region_ITL3","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Attorney General's Departments","Brighton and Hove","EO","EO","25","25","28470","27760"
"In post","2021","Attorney General's Departments","Brighton and Hove","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Brighton and Hove","G6/G7","G7","45","40","58270","60710"
"In post","2021","Attorney General's Departments","Brighton and Hove","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Brighton and Hove","SEO/HEO","HEO","10","10","35690","35630"
"In post","2021","Attorney General's Departments","Brighton and Hove","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Bristol, City of","AA/AO","AO","25","25","21760","21950"
"In post","2021","Attorney General's Departments","Bristol, City of","EO","EO","35","35","26760","26220"
"In post","2021","Attorney General's Departments","Bristol, City of","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Bristol, City of","G6/G7","G7","60","55","54420","55610"
"In post","2021","Attorney General's Departments","Bristol, City of","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Bristol, City of","SEO/HEO","HEO","15","15","35230","34480"
"In post","2021","Attorney General's Departments","Bristol, City of","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cambridgeshire CC","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cambridgeshire CC","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cambridgeshire CC","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cambridgeshire CC","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Camden and City of London","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Camden and City of London","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Camden and City of London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Camden and City of London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cardiff and Vale of Glamorgan","AA/AO","AO","50","45","21840","21950"
"In post","2021","Attorney General's Departments","Cardiff and Vale of Glamorgan","EO","EO","30","30","27620","28430"
"In post","2021","Attorney General's Departments","Cardiff and Vale of Glamorgan","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Cardiff and Vale of Glamorgan","G6/G7","G7","95","85","53720","54200"
"In post","2021","Attorney General's Departments","Cardiff and Vale of Glamorgan","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cardiff and Vale of Glamorgan","SEO/HEO","HEO","25","25","35070","34480"
"In post","2021","Attorney General's Departments","Cardiff and Vale of Glamorgan","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Central Valleys","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cornwall and Isles of Scilly","AA/AO","AO","10","10","22550","21950"
"In post","2021","Attorney General's Departments","Cornwall and Isles of Scilly","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cornwall and Isles of Scilly","G6/G7","G7","10","10","53790","54480"
"In post","2021","Attorney General's Departments","Cornwall and Isles of Scilly","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Croydon","AA/AO","AO","20","20","23620","23520"
"In post","2021","Attorney General's Departments","Croydon","EO","EO","20","15","28390","27470"
"In post","2021","Attorney General's Departments","Croydon","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Croydon","G6/G7","G7","20","15","60580","62120"
"In post","2021","Attorney General's Departments","Croydon","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Croydon","SEO/HEO","HEO","15","15","33070","32840"
"In post","2021","Attorney General's Departments","Croydon","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Derby","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Derby","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Devon CC","AA/AO","AO","15","15","20930","21950"
"In post","2021","Attorney General's Departments","Devon CC","EO","EO","20","20","26970","26780"
"In post","2021","Attorney General's Departments","Devon CC","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Devon CC","G6/G7","G7","40","40","54720","55610"
"In post","2021","Attorney General's Departments","Devon CC","SEO/HEO","HEO","15","15","33940","33310"
"In post","2021","Attorney General's Departments","Devon CC","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Cumbria","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Cumbria","AA/AO","AO","10","10","22200","21950"
"In post","2021","Attorney General's Departments","East Cumbria","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Cumbria","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Cumbria","G6/G7","G7","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","East Cumbria","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Derbyshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Derbyshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Kent","AA/AO","AO","30","30","23210","23520"
"In post","2021","Attorney General's Departments","East Kent","EO","EO","35","30","29290","29170"
"In post","2021","Attorney General's Departments","East Kent","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Kent","G6/G7","G7","45","40","56700","55000"
"In post","2021","Attorney General's Departments","East Kent","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Kent","SEO/HEO","HEO","10","10","37230","36240"
"In post","2021","Attorney General's Departments","East Kent","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Flintshire and Wrexham","AA/AO","AO","10","10","22240","21950"
"In post","2021","Attorney General's Departments","Flintshire and Wrexham","EO","EO","15","15","27170","27440"
"In post","2021","Attorney General's Departments","Flintshire and Wrexham","G6/G7","G7","30","30","54430","55610"
"In post","2021","Attorney General's Departments","Flintshire and Wrexham","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Flintshire and Wrexham","SEO/HEO","HEO","15","10","35190","34480"
"In post","2021","Attorney General's Departments","Flintshire and Wrexham","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Haringey and Islington","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Haringey and Islington","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Haringey and Islington","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Haringey and Islington","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Harrow and Hillingdon","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Harrow and Hillingdon","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Harrow and Hillingdon","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Harrow and Hillingdon","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Heart of Essex","AA/AO","AO","40","35","22800","23520"
"In post","2021","Attorney General's Departments","Heart of Essex","EO","EO","50","45","28920","30110"
"In post","2021","Attorney General's Departments","Heart of Essex","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Heart of Essex","G6/G7","G7","65","55","57960","57290"
"In post","2021","Attorney General's Departments","Heart of Essex","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Heart of Essex","SEO/HEO","HEO","25","25","37520","39540"
"In post","2021","Attorney General's Departments","Heart of Essex","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Hertfordshire","AA/AO","AO","35","30","23150","23520"
"In post","2021","Attorney General's Departments","Hertfordshire","EO","EO","35","30","28870","29400"
"In post","2021","Attorney General's Departments","Hertfordshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Hertfordshire","G6/G7","G7","75","65","58480","61200"
"In post","2021","Attorney General's Departments","Hertfordshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Hertfordshire","SEO/HEO","HEO","20","20","37350","38120"
"In post","2021","Attorney General's Departments","Hertfordshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Hounslow and Richmond upon Thames","AA/AO","AO","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Hounslow and Richmond upon Thames","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Kingston upon Hull, City of","AA/AO","AO","20","20","21930","21950"
"In post","2021","Attorney General's Departments","Kingston upon Hull, City of","EO","EO","15","15","27700","28430"
"In post","2021","Attorney General's Departments","Kingston upon Hull, City of","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Kingston upon Hull, City of","G6/G7","G7","30","25","55080","55610"
"In post","2021","Attorney General's Departments","Kingston upon Hull, City of","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Kingston upon Hull, City of","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Leeds","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Leeds","AA/AO","AO","75","65","21740","21950"
"In post","2021","Attorney General's Departments","Leeds","EO","EO","60","55","27340","28430"
"In post","2021","Attorney General's Departments","Leeds","G6/G7","G6","20","20","66140","64610"
"In post","2021","Attorney General's Departments","Leeds","G6/G7","G7","155","145","53370","53780"
"In post","2021","Attorney General's Departments","Leeds","SCS level","SCS level","10","10","88100","84740"
"In post","2021","Attorney General's Departments","Leeds","SEO/HEO","HEO","50","50","35240","34480"
"In post","2021","Attorney General's Departments","Leeds","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Leicester","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Leicester","AA/AO","AO","35","30","21370","21950"
"In post","2021","Attorney General's Departments","Leicester","EO","EO","25","25","27610","28430"
"In post","2021","Attorney General's Departments","Leicester","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Leicester","G6/G7","G7","65","60","52550","51470"
"In post","2021","Attorney General's Departments","Leicester","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Leicester","SEO/HEO","HEO","15","10","36040","38000"
"In post","2021","Attorney General's Departments","Leicester","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Lewisham and Southwark","AA/AO","AO","10","10","23150","24590"
"In post","2021","Attorney General's Departments","Lewisham and Southwark","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Lewisham and Southwark","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Lewisham and Southwark","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Lincolnshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Lincolnshire","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Lincolnshire","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Lincolnshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Liverpool","AA/AO","AO","85","80","21840","21950"
"In post","2021","Attorney General's Departments","Liverpool","EO","EO","80","75","27050","26900"
"In post","2021","Attorney General's Departments","Liverpool","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Liverpool","G6/G7","G7","125","120","53820","54200"
"In post","2021","Attorney General's Departments","Liverpool","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Liverpool","SEO/HEO","HEO","50","45","33970","33310"
"In post","2021","Attorney General's Departments","Liverpool","SEO/HEO","SEO","15","15","38470","38180"
"In post","2021","Attorney General's Departments","Manchester","AA/AO","AO","70","60","21940","21950"
"In post","2021","Attorney General's Departments","Manchester","EO","EO","85","75","27920","28430"
"In post","2021","Attorney General's Departments","Manchester","G6/G7","G6","20","20","69950","69120"
"In post","2021","Attorney General's Departments","Manchester","G6/G7","G7","145","130","54280","55610"
"In post","2021","Attorney General's Departments","Manchester","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Manchester","SEO/HEO","HEO","35","35","34420","34480"
"In post","2021","Attorney General's Departments","Manchester","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Merton, Kingston upon Thames and Sutton","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Merton, Kingston upon Thames and Sutton","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Merton, Kingston upon Thames and Sutton","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Mid Kent","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Mid Kent","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Mid Kent","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Mid Lancashire","AA/AO","AO","35","30","22310","21950"
"In post","2021","Attorney General's Departments","Mid Lancashire","EO","EO","40","35","28090","28430"
"In post","2021","Attorney General's Departments","Mid Lancashire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Mid Lancashire","G6/G7","G7","70","65","53870","55610"
"In post","2021","Attorney General's Departments","Mid Lancashire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Mid Lancashire","SEO/HEO","HEO","20","20","34070","33310"
"In post","2021","Attorney General's Departments","Mid Lancashire","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Northumberland","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Norwich and East Norfolk","AA/AO","AO","30","25","21220","21950"
"In post","2021","Attorney General's Departments","Norwich and East Norfolk","EO","EO","15","10","27710","28430"
"In post","2021","Attorney General's Departments","Norwich and East Norfolk","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Norwich and East Norfolk","G6/G7","G7","25","20","55000","55000"
"In post","2021","Attorney General's Departments","Norwich and East Norfolk","SEO/HEO","HEO","10","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Nottingham","AA/AO","AO","75","70","21320","21950"
"In post","2021","Attorney General's Departments","Nottingham","EO","EO","60","55","26810","26220"
"In post","2021","Attorney General's Departments","Nottingham","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Nottingham","G6/G7","G7","95","90","53680","54190"
"In post","2021","Attorney General's Departments","Nottingham","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Nottingham","SEO/HEO","HEO","25","25","32930","32050"
"In post","2021","Attorney General's Departments","Nottingham","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Overseas","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Peterborough","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Portsmouth","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Portsmouth","AA/AO","AO","35","35","22080","23520"
"In post","2021","Attorney General's Departments","Portsmouth","EO","EO","20","20","28450","28300"
"In post","2021","Attorney General's Departments","Portsmouth","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Portsmouth","G6/G7","G7","40","40","59300","62030"
"In post","2021","Attorney General's Departments","Portsmouth","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Portsmouth","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Redbridge and Waltham Forest","AA/AO","AO","10","10","23870","24590"
"In post","2021","Attorney General's Departments","Redbridge and Waltham Forest","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Sheffield","AA/AO","AO","40","35","21660","21950"
"In post","2021","Attorney General's Departments","Sheffield","EO","EO","35","30","27450","28430"
"In post","2021","Attorney General's Departments","Sheffield","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Sheffield","G6/G7","G7","35","35","54800","55610"
"In post","2021","Attorney General's Departments","Sheffield","SEO/HEO","HEO","20","15","35640","34480"
"In post","2021","Attorney General's Departments","Sheffield","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Shropshire CC","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Shropshire CC","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South Hampshire","AA/AO","AO","20","20","22810","23520"
"In post","2021","Attorney General's Departments","South Hampshire","EO","EO","30","30","28410","27300"
"In post","2021","Attorney General's Departments","South Hampshire","G6/G7","G6","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","South Hampshire","G6/G7","G7","65","60","57880","55000"
"In post","2021","Attorney General's Departments","South Hampshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South Hampshire","SEO/HEO","HEO","20","15","35960","35630"
"In post","2021","Attorney General's Departments","South Hampshire","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","South Teesside","AA/AO","AO","30","20","21990","21950"
"In post","2021","Attorney General's Departments","South Teesside","EO","EO","20","15","27420","28430"
"In post","2021","Attorney General's Departments","South Teesside","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South Teesside","G6/G7","G7","35","35","54270","55610"
"In post","2021","Attorney General's Departments","South Teesside","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South Teesside","SEO/HEO","HEO","10","10","34480","34480"
"In post","2021","Attorney General's Departments","South Teesside","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Staffordshire CC","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Stoke-on-Trent","AA/AO","AO","15","15","22030","21950"
"In post","2021","Attorney General's Departments","Stoke-on-Trent","EO","EO","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Stoke-on-Trent","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Stoke-on-Trent","G6/G7","G7","35","30","53900","53350"
"In post","2021","Attorney General's Departments","Stoke-on-Trent","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Stoke-on-Trent","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Suffolk","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Suffolk","EO","EO","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Suffolk","G6/G7","G7","10","10","57560","55610"
"In post","2021","Attorney General's Departments","Suffolk","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Suffolk","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Swansea","AA/AO","AO","15","15","22240","21950"
"In post","2021","Attorney General's Departments","Swansea","EO","EO","10","10","27280","28430"
"In post","2021","Attorney General's Departments","Swansea","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Swansea","G6/G7","G7","30","30","54680","54200"
"In post","2021","Attorney General's Departments","Swansea","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Swansea","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Swansea","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Tyneside","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Tyneside","AA/AO","AO","70","60","21850","21950"
"In post","2021","Attorney General's Departments","Tyneside","EO","EO","40","40","27350","28430"
"In post","2021","Attorney General's Departments","Tyneside","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Tyneside","G6/G7","G7","90","85","53560","54200"
"In post","2021","Attorney General's Departments","Tyneside","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Tyneside","SEO/HEO","HEO","25","25","34110","33310"
"In post","2021","Attorney General's Departments","Tyneside","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Wakefield","AA/AO","AO","10","10","21950","21950"
"In post","2021","Attorney General's Departments","Wakefield","EO","EO","20","20","26730","25920"
"In post","2021","Attorney General's Departments","Wakefield","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Wakefield","G6/G7","G7","15","15","57040","57270"
"In post","2021","Attorney General's Departments","Wakefield","SEO/HEO","HEO","10","10","31250","30610"
"In post","2021","Attorney General's Departments","Wakefield","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Warrington","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Warrington","EO","EO","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Warrington","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Warrington","G6/G7","G7","10","10","57390","57400"
"In post","2021","Attorney General's Departments","Warrington","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Warrington","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Warwickshire","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Cumbria","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Cumbria","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Cumbria","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Northamptonshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Northamptonshire","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Northamptonshire","G6/G7","G7","10","5","[c]","[c]"
"In post","2021","Attorney General's Departments","West Northamptonshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Surrey","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Surrey","AA/AO","AO","10","10","22820","23520"
"In post","2021","Attorney General's Departments","West Surrey","EO","EO","15","15","29220","29860"
"In post","2021","Attorney General's Departments","West Surrey","G6/G7","G7","20","20","59430","62370"
"In post","2021","Attorney General's Departments","West Surrey","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","West Surrey","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Sussex (North East)","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Westminster","AA/AO","AA","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Westminster","AA/AO","AO","330","305","23190","23520"
"In post","2021","Attorney General's Departments","Westminster","EO","EO","715","680","28650","27760"
"In post","2021","Attorney General's Departments","Westminster","G6/G7","G6","920","845","68580","66610"
"In post","2021","Attorney General's Departments","Westminster","G6/G7","G7","1590","1480","55470","52070"
"In post","2021","Attorney General's Departments","Westminster","SCS level","SCS level","255","245","87180","81420"
"In post","2021","Attorney General's Departments","Westminster","SEO/HEO","HEO","455","445","36080","33930"
