"Status","Year","Age","Region_ITL3","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Aberdeen City and Aberdeenshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Aberdeen City and Aberdeenshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Aberdeen City and Aberdeenshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Angus and Dundee City","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Angus and Dundee City","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Angus and Dundee City","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Barking & Dagenham and Havering","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Barking & Dagenham and Havering","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Barnet","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Barnet","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Barnet","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Barnsley, Doncaster and Rotherham","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","Barnsley, Doncaster and Rotherham","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Barnsley, Doncaster and Rotherham","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","Heterosexual / straight","65","65","18660","19040"
"In post","2021","16-19","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","Unknown","35","35","17220","16780"
"In post","2021","16-19","Bedford","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Bedford","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Belfast","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Belfast","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Belfast","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Berkshire","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","Berkshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Berkshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Bexley and Greenwich","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Bexley and Greenwich","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Bexley and Greenwich","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Birmingham","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","16-19","Birmingham","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Birmingham","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","16-19","Blackburn with Darwen","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Blackburn with Darwen","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Blackburn with Darwen","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Blackpool","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","16-19","Blackpool","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Bradford","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Bradford","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Bradford","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","16-19","Breckland and South Norfolk","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Breckland and South Norfolk","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Brent","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Brent","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Brent","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Bridgend and Neath Port Talbot","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Bridgend and Neath Port Talbot","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Brighton and Hove","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Brighton and Hove","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Brighton and Hove","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Bristol, City of","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","16-19","Bristol, City of","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Bristol, City of","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Bristol, City of","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Buckinghamshire CC","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","Buckinghamshire CC","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Buckinghamshire CC","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Calderdale and Kirklees","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Calderdale and Kirklees","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Calderdale and Kirklees","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Cambridgeshire CC","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Cambridgeshire CC","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Cambridgeshire CC","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Cambridgeshire CC","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Camden and City of London","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Camden and City of London","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Camden and City of London","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Cardiff and Vale of Glamorgan","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","16-19","Cardiff and Vale of Glamorgan","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Cardiff and Vale of Glamorgan","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Cardiff and Vale of Glamorgan","Outside London","Unknown","20","20","[c]","[c]"
"In post","2021","16-19","Central Bedfordshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Central Bedfordshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Central Hampshire","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","Central Hampshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Central Hampshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Central Hampshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Central Valleys","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Central Valleys","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Cheshire East","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Cheshire East","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Cheshire West and Chester","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Cheshire West and Chester","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chorley and West Lancashire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chorley and West Lancashire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chorley and West Lancashire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","City of Edinburgh","Outside London","Heterosexual / straight","45","45","21490","21150"
"In post","2021","16-19","City of Edinburgh","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","City of Edinburgh","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","16-19","City of Edinburgh","Outside London","Unknown","25","25","[c]","[c]"
"In post","2021","16-19","Clackmannanshire and Fife","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
