"Status","Year","Function_of_post","Parent_department","Region_ITL2","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Finance","Department for Transport","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Transport","Berkshire, Buckinghamshire and Oxfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Transport","Derbyshire and Nottinghamshire","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Finance","Department for Transport","Derbyshire and Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Transport","Derbyshire and Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Transport","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Transport","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Finance","Department for Transport","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Transport","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","5","5","[c]","[c]"
"In post","2021","Finance","Department for Transport","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","5","5","[c]","[c]"
"In post","2021","Finance","Department for Transport","Hampshire and Isle of Wight","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Finance","Department for Transport","Hampshire and Isle of Wight","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Transport","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Transport","Inner London - West","Heterosexual / straight","90","90","51770","54110"
"In post","2021","Finance","Department for Transport","Inner London - West","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Transport","Inner London - West","Undeclared","15","15","[c]","[c]"
"In post","2021","Finance","Department for Transport","Inner London - West","Unknown","15","15","[c]","[c]"
"In post","2021","Finance","Department for Transport","Surrey, East and West Sussex","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Finance","Department for Transport","Surrey, East and West Sussex","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Transport","Surrey, East and West Sussex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Transport","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Transport","West Wales and The Valleys","Heterosexual / straight","130","125","33820","31380"
"In post","2021","Finance","Department for Transport","West Wales and The Valleys","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Transport","West Wales and The Valleys","Undeclared","35","30","37070","36000"
"In post","2021","Finance","Department for Transport","West Wales and The Valleys","Unknown","20","20","[c]","[c]"
"In post","2021","Finance","Department for Transport","West Yorkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Transport","West Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Transport","West Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Transport","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Work and Pensions","Derbyshire and Nottinghamshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Work and Pensions","Derbyshire and Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Work and Pensions","Merseyside","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Finance","Department for Work and Pensions","Merseyside","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Work and Pensions","Merseyside","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Work and Pensions","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Work and Pensions","North Yorkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Work and Pensions","North Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department of Health and Social Care","Bedfordshire and Hertfordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department of Health and Social Care","Bedfordshire and Hertfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department of Health and Social Care","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Finance","Department of Health and Social Care","Berkshire, Buckinghamshire and Oxfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department of Health and Social Care","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department of Health and Social Care","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department of Health and Social Care","East Anglia","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department of Health and Social Care","East Anglia","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department of Health and Social Care","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","35","35","33570","28870"
"In post","2021","Finance","Department of Health and Social Care","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department of Health and Social Care","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","10","10","[c]","[c]"
"In post","2021","Finance","Department of Health and Social Care","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","5","5","[c]","[c]"
"In post","2021","Finance","Department of Health and Social Care","Inner London - East","Heterosexual / straight","40","40","49720","41170"
"In post","2021","Finance","Department of Health and Social Care","Inner London - East","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department of Health and Social Care","Inner London - East","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department of Health and Social Care","Inner London - East","Unknown","10","10","[c]","[c]"
"In post","2021","Finance","Department of Health and Social Care","Inner London - West","Heterosexual / straight","80","75","44180","40650"
"In post","2021","Finance","Department of Health and Social Care","Inner London - West","LGBO","10","10","[c]","[c]"
"In post","2021","Finance","Department of Health and Social Care","Inner London - West","Undeclared","5","5","[c]","[c]"
"In post","2021","Finance","Department of Health and Social Care","Inner London - West","Unknown","135","135","39370","32790"
"In post","2021","Finance","Department of Health and Social Care","Lancashire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department of Health and Social Care","Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department of Health and Social Care","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department of Health and Social Care","Merseyside","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department of Health and Social Care","Merseyside","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department of Health and Social Care","Northumberland and Tyne and Wear","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department of Health and Social Care","Northumberland and Tyne and Wear","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department of Health and Social Care","Outer London - West and North West","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Finance","Department of Health and Social Care","Outer London - West and North West","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department of Health and Social Care","Outer London - West and North West","Undeclared","5","5","[c]","[c]"
"In post","2021","Finance","Department of Health and Social Care","Outer London - West and North West","Unknown","5","5","[c]","[c]"
"In post","2021","Finance","Department of Health and Social Care","West Midlands","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department of Health and Social Care","West Midlands","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department of Health and Social Care","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department of Health and Social Care","West Yorkshire","Heterosexual / straight","110","105","41810","36820"
"In post","2021","Finance","Department of Health and Social Care","West Yorkshire","LGBO","10","10","[c]","[c]"
"In post","2021","Finance","Department of Health and Social Care","West Yorkshire","Undeclared","10","10","[c]","[c]"
"In post","2021","Finance","Department of Health and Social Care","West Yorkshire","Unknown","85","85","36620","30320"
"In post","2021","Finance","ESTYN","East Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","ESTYN","East Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Food Standards Agency","East Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Food Standards Agency","East Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Food Standards Agency","Inner London - West","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Finance","Food Standards Agency","Inner London - West","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Food Standards Agency","Inner London - West","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Food Standards Agency","North Yorkshire","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Finance","Food Standards Agency","North Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Food Standards Agency","North Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Food Standards Agency","North Yorkshire","Unknown","10","10","[c]","[c]"
"In post","2021","Finance","Food Standards Agency","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Food Standards Agency","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Food Standards Agency","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Foreign, Commonwealth and Development Office","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","65","60","38790","31730"
"In post","2021","Finance","Foreign, Commonwealth and Development Office","Berkshire, Buckinghamshire and Oxfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Foreign, Commonwealth and Development Office","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Foreign, Commonwealth and Development Office","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Foreign, Commonwealth and Development Office","Inner London - West","Heterosexual / straight","75","75","53280","53000"
"In post","2021","Finance","Foreign, Commonwealth and Development Office","Inner London - West","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Foreign, Commonwealth and Development Office","Inner London - West","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Foreign, Commonwealth and Development Office","Inner London - West","Unknown","20","20","[c]","[c]"
"In post","2021","Finance","Foreign, Commonwealth and Development Office","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Foreign, Commonwealth and Development Office","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Foreign, Commonwealth and Development Office","Southern Scotland","Heterosexual / straight","65","60","40710","39190"
"In post","2021","Finance","Foreign, Commonwealth and Development Office","Southern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Foreign, Commonwealth and Development Office","Southern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Foreign, Commonwealth and Development Office","Southern Scotland","Unknown","40","40","36010","33930"
"In post","2021","Finance","Foreign, Commonwealth and Development Office","Surrey, East and West Sussex","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Finance","Foreign, Commonwealth and Development Office","Surrey, East and West Sussex","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Foreign, Commonwealth and Development Office","Surrey, East and West Sussex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Foreign, Commonwealth and Development Office","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Land Registry","Derbyshire and Nottinghamshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Land Registry","Derbyshire and Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Land Registry","Derbyshire and Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Land Registry","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Land Registry","Devon","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Land Registry","Devon","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Land Registry","Devon","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Land Registry","Lancashire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Land Registry","Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Land Registry","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Land Registry","Merseyside","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Land Registry","Merseyside","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Land Registry","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Land Registry","Outer London - South","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Finance","HM Land Registry","Outer London - South","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Land Registry","Outer London - South","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Land Registry","Outer London - South","Unknown","10","10","[c]","[c]"
"In post","2021","Finance","HM Land Registry","Shropshire and Staffordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Land Registry","Shropshire and Staffordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","Derbyshire and Nottinghamshire","Heterosexual / straight","60","60","40730","38630"
"In post","2021","Finance","HM Revenue and Customs","Derbyshire and Nottinghamshire","LGBO","5","5","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","Derbyshire and Nottinghamshire","Undeclared","10","10","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","Derbyshire and Nottinghamshire","Unknown","20","20","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","Devon","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","Devon","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","Devon","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","East Anglia","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","East Anglia","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","East Wales","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","East Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","East Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","East Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","Eastern Scotland","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","Essex","Heterosexual / straight","85","80","34690","31810"
"In post","2021","Finance","HM Revenue and Customs","Essex","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","Essex","Undeclared","20","20","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","Essex","Unknown","90","75","25850","21440"
"In post","2021","Finance","HM Revenue and Customs","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","Greater Manchester","Heterosexual / straight","55","50","40160","36810"
"In post","2021","Finance","HM Revenue and Customs","Greater Manchester","LGBO","5","5","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","Greater Manchester","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","Greater Manchester","Unknown","25","25","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","Hampshire and Isle of Wight","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","Hampshire and Isle of Wight","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","Inner London - East","Heterosexual / straight","55","55","53940","57580"
"In post","2021","Finance","HM Revenue and Customs","Inner London - East","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","Inner London - East","Undeclared","5","5","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","Inner London - East","Unknown","20","15","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","Inner London - West","Heterosexual / straight","105","100","54990","59160"
"In post","2021","Finance","HM Revenue and Customs","Inner London - West","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","Inner London - West","Undeclared","10","10","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","Inner London - West","Unknown","45","45","56010","59160"
"In post","2021","Finance","HM Revenue and Customs","Lancashire","Heterosexual / straight","35","30","35260","32640"
"In post","2021","Finance","HM Revenue and Customs","Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","Lancashire","Undeclared","10","10","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","Lancashire","Unknown","5","5","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","Leicestershire, Rutland and Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","Lincolnshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","Merseyside","Heterosexual / straight","55","55","37080","34260"
"In post","2021","Finance","HM Revenue and Customs","Merseyside","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","Merseyside","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","Merseyside","Unknown","35","35","26930","21440"
"In post","2021","Finance","HM Revenue and Customs","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","Northumberland and Tyne and Wear","Heterosexual / straight","190","180","37690","38630"
"In post","2021","Finance","HM Revenue and Customs","Northumberland and Tyne and Wear","LGBO","5","5","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","Northumberland and Tyne and Wear","Undeclared","20","20","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","Northumberland and Tyne and Wear","Unknown","95","85","32390","31810"
"In post","2021","Finance","HM Revenue and Customs","Outer London - South","Heterosexual / straight","40","40","46560","39800"
"In post","2021","Finance","HM Revenue and Customs","Outer London - South","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","Outer London - South","Undeclared","10","10","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","Outer London - South","Unknown","10","10","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","Shropshire and Staffordshire","Heterosexual / straight","40","40","43540","38630"
"In post","2021","Finance","HM Revenue and Customs","Shropshire and Staffordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","Shropshire and Staffordshire","Undeclared","5","5","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","Shropshire and Staffordshire","Unknown","15","15","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","South Yorkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","South Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","Southern Scotland","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","Southern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","Southern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","Southern Scotland","Unknown","10","10","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","Surrey, East and West Sussex","Heterosexual / straight","135","125","33870","31810"
"In post","2021","Finance","HM Revenue and Customs","Surrey, East and West Sussex","LGBO","10","5","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","Surrey, East and West Sussex","Undeclared","25","20","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","Surrey, East and West Sussex","Unknown","65","55","25750","21440"
"In post","2021","Finance","HM Revenue and Customs","Tees Valley and Durham","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","Tees Valley and Durham","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","West Central Scotland","Heterosexual / straight","325","265","23930","21440"
"In post","2021","Finance","HM Revenue and Customs","West Central Scotland","LGBO","10","5","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","West Central Scotland","Undeclared","50","40","22890","21440"
"In post","2021","Finance","HM Revenue and Customs","West Central Scotland","Unknown","135","110","21180","20140"
"In post","2021","Finance","HM Revenue and Customs","West Midlands","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","West Midlands","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","West Midlands","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","West Midlands","Unknown","5","5","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","West Wales and The Valleys","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","West Wales and The Valleys","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","West Yorkshire","Heterosexual / straight","185","160","27930","21440"
"In post","2021","Finance","HM Revenue and Customs","West Yorkshire","LGBO","10","10","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","West Yorkshire","Undeclared","50","40","24710","21440"
"In post","2021","Finance","HM Revenue and Customs","West Yorkshire","Unknown","175","145","23020","21440"
"In post","2021","Finance","HM Treasury","East Anglia","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Finance","HM Treasury","East Anglia","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Treasury","East Anglia","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Treasury","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Treasury","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Treasury","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Treasury","Inner London - West","Heterosexual / straight","75","70","50930","52530"
"In post","2021","Finance","HM Treasury","Inner London - West","LGBO","5","5","[c]","[c]"
"In post","2021","Finance","HM Treasury","Inner London - West","Undeclared","10","10","[c]","[c]"
"In post","2021","Finance","HM Treasury","Inner London - West","Unknown","15","15","[c]","[c]"
"In post","2021","Finance","HM Treasury","Lancashire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Treasury","Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Treasury","Merseyside","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Treasury","Merseyside","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Treasury","West Wales and The Valleys","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Treasury","West Wales and The Valleys","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Ministry of Defence","Bedfordshire and Hertfordshire","Heterosexual / straight","60","60","43940","37640"
"In post","2021","Finance","Ministry of Defence","Bedfordshire and Hertfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Ministry of Defence","Bedfordshire and Hertfordshire","Undeclared","10","10","[c]","[c]"
"In post","2021","Finance","Ministry of Defence","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Ministry of Defence","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","150","145","36470","34150"
"In post","2021","Finance","Ministry of Defence","Berkshire, Buckinghamshire and Oxfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Ministry of Defence","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","10","10","[c]","[c]"
"In post","2021","Finance","Ministry of Defence","Berkshire, Buckinghamshire and Oxfordshire","Unknown","15","15","[c]","[c]"
"In post","2021","Finance","Ministry of Defence","Cheshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Ministry of Defence","Cheshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Ministry of Defence","Cornwall and Isles of Scilly","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Ministry of Defence","Cornwall and Isles of Scilly","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Ministry of Defence","Cornwall and Isles of Scilly","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Ministry of Defence","Cumbria","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Ministry of Defence","Cumbria","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Ministry of Defence","Cumbria","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Ministry of Defence","Derbyshire and Nottinghamshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Ministry of Defence","Derbyshire and Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Ministry of Defence","Devon","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Finance","Ministry of Defence","Devon","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Ministry of Defence","Devon","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Ministry of Defence","Devon","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Ministry of Defence","Dorset and Somerset","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Finance","Ministry of Defence","Dorset and Somerset","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Ministry of Defence","Dorset and Somerset","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Ministry of Defence","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
