"Status","Year","Disability","Organisation","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Declared disabled","UK Intellectual Property Office","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","UK Intellectual Property Office","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","UK Intellectual Property Office","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","UK Intellectual Property Office","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","UK Intellectual Property Office","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","UK Intellectual Property Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","UK Intellectual Property Office","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","UK Intellectual Property Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","UK Space Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","UK Space Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","UK Space Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","UK Space Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","UK Space Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","UK Space Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","UK Supreme Court","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","UK Supreme Court","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","UK Supreme Court","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","UK Supreme Court","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","United Kingdom Statistics Authority","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","United Kingdom Statistics Authority","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","United Kingdom Statistics Authority","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","United Kingdom Statistics Authority","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","United Kingdom Statistics Authority","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","United Kingdom Statistics Authority","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","United Kingdom Statistics Authority","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","United Kingdom Statistics Authority","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Valuation Office Agency","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Valuation Office Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Valuation Office Agency","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Valuation Office Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Valuation Office Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Valuation Office Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Valuation Office Agency","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Vehicle Certification Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Vehicle Certification Agency","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Vehicle Certification Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Vehicle Certification Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Vehicle Certification Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Veterinary Medicines Directorate","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Veterinary Medicines Directorate","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Veterinary Medicines Directorate","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Veterinary Medicines Directorate","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Wales Office","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Wales Office","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Wales Office","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Wales Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Water Services Regulation Authority","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Water Services Regulation Authority","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Water Services Regulation Authority","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Water Services Regulation Authority","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Water Services Regulation Authority","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Welsh Government (excl. agencies)","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Welsh Government (excl. agencies)","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Welsh Government (excl. agencies)","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Welsh Government (excl. agencies)","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Welsh Government (excl. agencies)","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Welsh Government (excl. agencies)","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Welsh Government (excl. agencies)","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Welsh Revenue Authority","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Welsh Revenue Authority","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Wilton Park","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Wilton Park","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Wilton Park","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Wilton Park","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Wilton Park","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Wilton Park","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Wilton Park","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Wilton Park","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Accountant in Bankruptcy","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Accountant in Bankruptcy","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Accountant in Bankruptcy","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Accountant in Bankruptcy","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Advisory, Conciliation and Arbitration Service","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Advisory, Conciliation and Arbitration Service","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Advisory, Conciliation and Arbitration Service","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Advisory, Conciliation and Arbitration Service","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Animal and Plant Health Agency","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Animal and Plant Health Agency","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Animal and Plant Health Agency","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Animal and Plant Health Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Animal and Plant Health Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Animal and Plant Health Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Animal and Plant Health Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Attorney General's Office","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Attorney General's Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Attorney General's Office","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Cabinet Office (excl. agencies)","AA/AO","AO","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Cabinet Office (excl. agencies)","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Cabinet Office (excl. agencies)","G6/G7","G6","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Cabinet Office (excl. agencies)","G6/G7","G7","35","[c]","56170","55050"
"Leaver CS","2021","Declared non-disabled","Cabinet Office (excl. agencies)","SCS level","SCS level","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Cabinet Office (excl. agencies)","SEO/HEO","HEO","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Cabinet Office (excl. agencies)","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","AA","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Charity Commission","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Charity Commission","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Charity Commission","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Charity Commission","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Charity Commission","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Charity Commission","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Charity Commission","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Companies House","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Companies House","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Companies House","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Companies House","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Companies House","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Companies House","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Competition and Markets Authority","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Competition and Markets Authority","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Competition and Markets Authority","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Competition and Markets Authority","G6/G7","G7","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Competition and Markets Authority","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Competition and Markets Authority","SEO/HEO","HEO","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Competition and Markets Authority","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Criminal Injuries Compensation Authority","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Criminal Injuries Compensation Authority","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Criminal Injuries Compensation Authority","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Criminal Injuries Compensation Authority","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Criminal Injuries Compensation Authority","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Crown Commercial Service","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Crown Commercial Service","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Crown Commercial Service","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Crown Commercial Service","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Crown Commercial Service","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Crown Commercial Service","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Crown Commercial Service","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Crown Office and Procurator Fiscal Service","AA/AO","AO","40","[c]","21490","21490"
"Leaver CS","2021","Declared non-disabled","Crown Office and Procurator Fiscal Service","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Crown Office and Procurator Fiscal Service","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Crown Office and Procurator Fiscal Service","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Crown Office and Procurator Fiscal Service","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Crown Office and Procurator Fiscal Service","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Crown Office and Procurator Fiscal Service","SEO/HEO","SEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Crown Prosecution Service","AA/AO","AO","45","[c]","23010","23490"
"Leaver CS","2021","Declared non-disabled","Crown Prosecution Service","EO","EO","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Crown Prosecution Service","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Crown Prosecution Service","G6/G7","G7","80","[c]","57430","55610"
"Leaver CS","2021","Declared non-disabled","Crown Prosecution Service","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Crown Prosecution Service","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Crown Prosecution Service","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Crown Prosecution Service Inspectorate","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Crown Prosecution Service Inspectorate","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Debt Management Office","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Debt Management Office","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Debt Management Office","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Debt Management Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Defence Electronics and Components Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Defence Electronics and Components Agency","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Defence Electronics and Components Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Defence Equipment and Support","EO","EO","95","[c]","21200","20260"
"Leaver CS","2021","Declared non-disabled","Defence Equipment and Support","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Defence Equipment and Support","G6/G7","G7","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Defence Equipment and Support","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Defence Equipment and Support","SEO/HEO","HEO","90","[c]","30790","31460"
"Leaver CS","2021","Declared non-disabled","Defence Equipment and Support","SEO/HEO","SEO","75","[c]","41090","41000"
"Leaver CS","2021","Declared non-disabled","Defence Equipment and Support","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Defence Science and Technology Laboratory","AA/AO","AA","30","[c]","17150","17180"
"Leaver CS","2021","Declared non-disabled","Defence Science and Technology Laboratory","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Defence Science and Technology Laboratory","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Defence Science and Technology Laboratory","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Defence Science and Technology Laboratory","G6/G7","G7","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Defence Science and Technology Laboratory","SEO/HEO","HEO","35","[c]","27950","28650"
"Leaver CS","2021","Declared non-disabled","Defence Science and Technology Laboratory","SEO/HEO","SEO","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","G7","35","[c]","54110","53600"
"Leaver CS","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","HEO","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","SEO","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department for Education (excl. agencies)","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department for Education (excl. agencies)","EO","EO","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department for Education (excl. agencies)","G6/G7","G6","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department for Education (excl. agencies)","G6/G7","G7","45","[c]","53690","54160"
"Leaver CS","2021","Declared non-disabled","Department for Education (excl. agencies)","SCS level","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department for Education (excl. agencies)","SEO/HEO","HEO","35","[c]","33870","33300"
"Leaver CS","2021","Declared non-disabled","Department for Education (excl. agencies)","SEO/HEO","SEO","40","[c]","39460","40260"
"Leaver CS","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department for International Development","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department for International Development","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department for International Development","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department for International Development","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department for International Development","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department for International Development","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department for International Development","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department for International Trade","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department for International Trade","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department for International Trade","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department for International Trade","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department for International Trade","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department for International Trade","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department for International Trade","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department for Transport (excl. agencies)","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department for Transport (excl. agencies)","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department for Transport (excl. agencies)","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department for Transport (excl. agencies)","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department for Transport (excl. agencies)","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department for Transport (excl. agencies)","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department for Transport (excl. agencies)","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","AA/AO","AA","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","AA/AO","AO","1455","[c]","21230","21010"
"Leaver CS","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","EO","EO","1095","[c]","27830","27570"
"Leaver CS","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","G6/G7","G6","30","[c]","67870","67760"
"Leaver CS","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","G6/G7","G7","50","[c]","52920","51530"
"Leaver CS","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","SEO/HEO","HEO","175","[c]","33720","33450"
"Leaver CS","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","SEO/HEO","SEO","80","[c]","38650","38930"
"Leaver CS","2021","Declared non-disabled","Department of Health and Social Care (excl. agencies)","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department of Health and Social Care (excl. agencies)","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department of Health and Social Care (excl. agencies)","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department of Health and Social Care (excl. agencies)","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department of Health and Social Care (excl. agencies)","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department of Health and Social Care (excl. agencies)","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department of Health and Social Care (excl. agencies)","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Disclosure Scotland","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Disclosure Scotland","EO","EO","[c]","[c]","[c]","[c]"
