"Status","Year","Age","Parent_department","Region_ITL1","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","30-39","National Crime Agency","South East (England)","Unknown","10","10","[c]","[c]"
"In post","2021","30-39","National Crime Agency","South West (England)","Heterosexual / straight","105","100","35840","36410"
"In post","2021","30-39","National Crime Agency","South West (England)","LGBO","5","5","[c]","[c]"
"In post","2021","30-39","National Crime Agency","South West (England)","Undeclared","5","5","[c]","[c]"
"In post","2021","30-39","National Crime Agency","South West (England)","Unknown","15","15","[c]","[c]"
"In post","2021","30-39","National Crime Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","National Crime Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","National Crime Agency","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","National Crime Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","National Crime Agency","Wales","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","30-39","National Crime Agency","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","National Crime Agency","West Midlands (England)","Heterosexual / straight","85","85","35360","34140"
"In post","2021","30-39","National Crime Agency","West Midlands (England)","LGBO","5","5","[c]","[c]"
"In post","2021","30-39","National Crime Agency","West Midlands (England)","Undeclared","5","5","[c]","[c]"
"In post","2021","30-39","National Crime Agency","West Midlands (England)","Unknown","20","20","[c]","[c]"
"In post","2021","30-39","National Crime Agency","Yorkshire and The Humber","Heterosexual / straight","40","40","35200","36410"
"In post","2021","30-39","National Crime Agency","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","National Crime Agency","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","National Crime Agency","Yorkshire and The Humber","Unknown","5","5","[c]","[c]"
"In post","2021","30-39","Northern Ireland Office","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","30-39","Northern Ireland Office","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Northern Ireland Office","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Northern Ireland Office","London","Unknown","15","15","[c]","[c]"
"In post","2021","30-39","Northern Ireland Office","Northern Ireland","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","30-39","Northern Ireland Office","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Northern Ireland Office","Northern Ireland","Unknown","5","5","[c]","[c]"
"In post","2021","30-39","Office for Standards in Education","East Midlands (England)","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","30-39","Office for Standards in Education","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Office for Standards in Education","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Office for Standards in Education","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Office for Standards in Education","East of England","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","30-39","Office for Standards in Education","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Office for Standards in Education","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Office for Standards in Education","London","Heterosexual / straight","65","65","53020","51360"
"In post","2021","30-39","Office for Standards in Education","London","LGBO","10","10","[c]","[c]"
"In post","2021","30-39","Office for Standards in Education","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Office for Standards in Education","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Office for Standards in Education","North West (England)","Heterosexual / straight","110","105","35000","32010"
"In post","2021","30-39","Office for Standards in Education","North West (England)","LGBO","15","15","[c]","[c]"
"In post","2021","30-39","Office for Standards in Education","North West (England)","Undeclared","10","10","[c]","[c]"
"In post","2021","30-39","Office for Standards in Education","North West (England)","Unknown","10","5","[c]","[c]"
"In post","2021","30-39","Office for Standards in Education","South West (England)","Heterosexual / straight","75","70","40150","32010"
"In post","2021","30-39","Office for Standards in Education","South West (England)","LGBO","5","5","[c]","[c]"
"In post","2021","30-39","Office for Standards in Education","South West (England)","Undeclared","10","10","[c]","[c]"
"In post","2021","30-39","Office for Standards in Education","South West (England)","Unknown","15","15","[c]","[c]"
"In post","2021","30-39","Office for Standards in Education","West Midlands (England)","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","30-39","Office for Standards in Education","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Office for Standards in Education","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Office for Standards in Education","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Office for Standards in Education","Yorkshire and The Humber","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","30-39","Office for Standards in Education","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Office of Gas and Electricity Markets","London","Heterosexual / straight","90","85","50100","47410"
"In post","2021","30-39","Office of Gas and Electricity Markets","London","LGBO","5","5","[c]","[c]"
"In post","2021","30-39","Office of Gas and Electricity Markets","London","Undeclared","10","10","[c]","[c]"
"In post","2021","30-39","Office of Gas and Electricity Markets","London","Unknown","115","115","53160","50520"
"In post","2021","30-39","Office of Gas and Electricity Markets","Scotland","Heterosexual / straight","70","70","38850","35690"
"In post","2021","30-39","Office of Gas and Electricity Markets","Scotland","LGBO","15","10","[c]","[c]"
"In post","2021","30-39","Office of Gas and Electricity Markets","Scotland","Undeclared","10","10","[c]","[c]"
"In post","2021","30-39","Office of Gas and Electricity Markets","Scotland","Unknown","90","90","38640","33530"
"In post","2021","30-39","Office of Gas and Electricity Markets","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Office of Gas and Electricity Markets","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Office of Gas and Electricity Markets","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Office of Qualifications and Examinations Regulation","West Midlands (England)","Heterosexual / straight","60","60","41720","38000"
"In post","2021","30-39","Office of Qualifications and Examinations Regulation","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Office of Qualifications and Examinations Regulation","West Midlands (England)","Undeclared","5","5","[c]","[c]"
"In post","2021","30-39","Office of Qualifications and Examinations Regulation","West Midlands (England)","Unknown","20","15","[c]","[c]"
"In post","2021","30-39","Office of Rail and Road","London","Heterosexual / straight","35","35","50480","45320"
"In post","2021","30-39","Office of Rail and Road","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Office of Rail and Road","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Office of Rail and Road","London","Unknown","15","15","[c]","[c]"
"In post","2021","30-39","Office of Rail and Road","North West (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","30-39","Office of Rail and Road","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Office of Rail and Road","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Office of Rail and Road","Scotland","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","30-39","Office of Rail and Road","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Office of Rail and Road","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Office of Rail and Road","South West (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","30-39","Office of Rail and Road","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Office of Rail and Road","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Office of Rail and Road","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Office of Rail and Road","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Office of Rail and Road","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Office of Rail and Road","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Office of Rail and Road","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Office of Rail and Road","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other Cabinet Office Agencies","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other Cabinet Office Agencies","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other Cabinet Office Agencies","East of England","Heterosexual / straight","40","35","32380","31640"
"In post","2021","30-39","Other Cabinet Office Agencies","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other Cabinet Office Agencies","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other Cabinet Office Agencies","East of England","Unknown","10","10","[c]","[c]"
"In post","2021","30-39","Other Cabinet Office Agencies","London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","30-39","Other Cabinet Office Agencies","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other Cabinet Office Agencies","London","Unknown","10","10","[c]","[c]"
"In post","2021","30-39","Other Cabinet Office Agencies","North West (England)","Heterosexual / straight","85","80","35860","34800"
"In post","2021","30-39","Other Cabinet Office Agencies","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other Cabinet Office Agencies","North West (England)","Undeclared","5","5","[c]","[c]"
"In post","2021","30-39","Other Cabinet Office Agencies","North West (England)","Unknown","30","30","36080","34800"
"In post","2021","30-39","Other Cabinet Office Agencies","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other Cabinet Office Agencies","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other Cabinet Office Agencies","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other Cabinet Office Agencies","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other Cabinet Office Agencies","Wales","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","30-39","Other Cabinet Office Agencies","Wales","LGBO","5","5","[c]","[c]"
"In post","2021","30-39","Other Cabinet Office Agencies","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other Cabinet Office Agencies","Wales","Unknown","5","5","[c]","[c]"
"In post","2021","30-39","Other Cabinet Office Agencies","West Midlands (England)","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","30-39","Other Cabinet Office Agencies","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other Cabinet Office Agencies","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other Cabinet Office Agencies","Yorkshire and The Humber","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","30-39","Other Cabinet Office Agencies","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other Cabinet Office Agencies","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other Cabinet Office Agencies","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Scotland Office","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Scotland Office","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Scotland Office","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Scotland Office","London","Unknown","10","10","[c]","[c]"
"In post","2021","30-39","Scotland Office","Scotland","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","30-39","Scotland Office","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Scotland Office","Scotland","Unknown","10","10","[c]","[c]"
"In post","2021","30-39","Scottish Government","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Scottish Government","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Scottish Government","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Scottish Government","Overseas","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","30-39","Scottish Government","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Scottish Government","Scotland","Heterosexual / straight","2900","2775","37590","33650"
"In post","2021","30-39","Scottish Government","Scotland","LGBO","285","280","36790","33620"
"In post","2021","30-39","Scottish Government","Scotland","Undeclared","565","535","31660","29350"
"In post","2021","30-39","Scottish Government","Scotland","Unknown","1590","1535","32620","30650"
"In post","2021","30-39","The National Archives","London","Heterosexual / straight","50","50","34280","32230"
"In post","2021","30-39","The National Archives","London","LGBO","10","10","[c]","[c]"
"In post","2021","30-39","The National Archives","London","Undeclared","10","10","[c]","[c]"
"In post","2021","30-39","The National Archives","London","Unknown","45","45","35340","34770"
"In post","2021","30-39","UK Export Finance","London","Heterosexual / straight","70","70","50840","49520"
"In post","2021","30-39","UK Export Finance","London","LGBO","5","5","[c]","[c]"
"In post","2021","30-39","UK Export Finance","London","Undeclared","5","5","[c]","[c]"
"In post","2021","30-39","UK Export Finance","London","Unknown","5","5","[c]","[c]"
"In post","2021","30-39","UK Supreme Court","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","30-39","UK Supreme Court","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","United Kingdom Statistics Authority","London","Heterosexual / straight","45","45","47240","52100"
"In post","2021","30-39","United Kingdom Statistics Authority","London","LGBO","5","5","[c]","[c]"
"In post","2021","30-39","United Kingdom Statistics Authority","London","Undeclared","5","5","[c]","[c]"
"In post","2021","30-39","United Kingdom Statistics Authority","London","Unknown","30","30","43490","39260"
"In post","2021","30-39","United Kingdom Statistics Authority","Scotland","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","30-39","United Kingdom Statistics Authority","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","United Kingdom Statistics Authority","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","United Kingdom Statistics Authority","South East (England)","Heterosexual / straight","255","235","33710","30130"
"In post","2021","30-39","United Kingdom Statistics Authority","South East (England)","LGBO","15","15","[c]","[c]"
"In post","2021","30-39","United Kingdom Statistics Authority","South East (England)","Undeclared","15","10","[c]","[c]"
"In post","2021","30-39","United Kingdom Statistics Authority","South East (England)","Unknown","95","85","33040","30130"
"In post","2021","30-39","United Kingdom Statistics Authority","Wales","Heterosexual / straight","510","480","35400","36030"
"In post","2021","30-39","United Kingdom Statistics Authority","Wales","LGBO","45","45","34150","33080"
"In post","2021","30-39","United Kingdom Statistics Authority","Wales","Undeclared","25","20","[c]","[c]"
"In post","2021","30-39","United Kingdom Statistics Authority","Wales","Unknown","250","235","33050","30130"
"In post","2021","30-39","Wales Office","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Wales Office","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Wales Office","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Wales Office","Wales","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","30-39","Wales Office","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Wales Office","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Wales Office","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Water Services Regulation Authority","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","30-39","Water Services Regulation Authority","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Water Services Regulation Authority","London","Unknown","10","10","[c]","[c]"
"In post","2021","30-39","Water Services Regulation Authority","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Water Services Regulation Authority","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Water Services Regulation Authority","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Water Services Regulation Authority","West Midlands (England)","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","30-39","Water Services Regulation Authority","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Water Services Regulation Authority","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Water Services Regulation Authority","West Midlands (England)","Unknown","30","30","49510","43420"
"In post","2021","30-39","Welsh Government","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Welsh Government","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Welsh Government","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Welsh Government","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Welsh Government","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Welsh Government","Wales","Heterosexual / straight","1045","985","37140","37410"
"In post","2021","30-39","Welsh Government","Wales","LGBO","60","55","40660","37410"
"In post","2021","30-39","Welsh Government","Wales","Undeclared","115","110","38490","37410"
"In post","2021","30-39","Welsh Government","Wales","Unknown","60","55","41550","37410"
"In post","2021","40-49","Attorney General's Departments","East Midlands (England)","Heterosexual / straight","85","80","40530","48080"
"In post","2021","40-49","Attorney General's Departments","East Midlands (England)","LGBO","5","5","[c]","[c]"
"In post","2021","40-49","Attorney General's Departments","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Attorney General's Departments","East Midlands (England)","Unknown","30","25","[c]","[c]"
"In post","2021","40-49","Attorney General's Departments","East of England","Heterosexual / straight","100","90","42210","38000"
"In post","2021","40-49","Attorney General's Departments","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Attorney General's Departments","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Attorney General's Departments","East of England","Unknown","35","30","42190","30110"
"In post","2021","40-49","Attorney General's Departments","London","Heterosexual / straight","800","740","53690","54760"
"In post","2021","40-49","Attorney General's Departments","London","LGBO","60","55","58230","59990"
"In post","2021","40-49","Attorney General's Departments","London","Undeclared","70","65","58330","63260"
"In post","2021","40-49","Attorney General's Departments","London","Unknown","340","300","55520","62140"
"In post","2021","40-49","Attorney General's Departments","North East (England)","Heterosexual / straight","65","55","39490","42090"
"In post","2021","40-49","Attorney General's Departments","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Attorney General's Departments","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Attorney General's Departments","North East (England)","Unknown","25","25","[c]","[c]"
"In post","2021","40-49","Attorney General's Departments","North West (England)","Heterosexual / straight","220","205","41390","38760"
"In post","2021","40-49","Attorney General's Departments","North West (England)","LGBO","5","5","[c]","[c]"
"In post","2021","40-49","Attorney General's Departments","North West (England)","Undeclared","5","5","[c]","[c]"
"In post","2021","40-49","Attorney General's Departments","North West (England)","Unknown","70","60","42120","34480"
"In post","2021","40-49","Attorney General's Departments","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Attorney General's Departments","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Attorney General's Departments","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Attorney General's Departments","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Attorney General's Departments","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Attorney General's Departments","South East (England)","Heterosexual / straight","135","125","45990","50520"
"In post","2021","40-49","Attorney General's Departments","South East (England)","LGBO","5","5","[c]","[c]"
"In post","2021","40-49","Attorney General's Departments","South East (England)","Undeclared","5","5","[c]","[c]"
"In post","2021","40-49","Attorney General's Departments","South East (England)","Unknown","50","45","49610","52760"
"In post","2021","40-49","Attorney General's Departments","South West (England)","Heterosexual / straight","65","60","43580","48640"
"In post","2021","40-49","Attorney General's Departments","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Attorney General's Departments","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Attorney General's Departments","South West (England)","Unknown","20","20","[c]","[c]"
"In post","2021","40-49","Attorney General's Departments","Wales","Heterosexual / straight","80","75","40170","38760"
"In post","2021","40-49","Attorney General's Departments","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Attorney General's Departments","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Attorney General's Departments","Wales","Unknown","25","25","[c]","[c]"
"In post","2021","40-49","Attorney General's Departments","West Midlands (England)","Heterosexual / straight","120","110","41590","48080"
"In post","2021","40-49","Attorney General's Departments","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Attorney General's Departments","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Attorney General's Departments","West Midlands (England)","Unknown","45","40","42330","49770"
"In post","2021","40-49","Attorney General's Departments","Yorkshire and The Humber","Heterosexual / straight","175","165","44490","48830"
"In post","2021","40-49","Attorney General's Departments","Yorkshire and The Humber","LGBO","10","10","[c]","[c]"
"In post","2021","40-49","Attorney General's Departments","Yorkshire and The Humber","Undeclared","5","5","[c]","[c]"
"In post","2021","40-49","Attorney General's Departments","Yorkshire and The Humber","Unknown","65","60","42840","48450"
"In post","2021","40-49","Cabinet Office","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Cabinet Office","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Cabinet Office","East Midlands (England)","Unknown","5","5","[c]","[c]"
"In post","2021","40-49","Cabinet Office","East of England","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","40-49","Cabinet Office","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Cabinet Office","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Cabinet Office","East of England","Unknown","15","15","[c]","[c]"
"In post","2021","40-49","Cabinet Office","London","Heterosexual / straight","740","720","61500","58560"
"In post","2021","40-49","Cabinet Office","London","LGBO","50","50","55080","59070"
"In post","2021","40-49","Cabinet Office","London","Undeclared","85","85","55980","54700"
"In post","2021","40-49","Cabinet Office","London","Unknown","325","320","71030","65890"
"In post","2021","40-49","Cabinet Office","North East (England)","Heterosexual / straight","70","60","29150","25550"
"In post","2021","40-49","Cabinet Office","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Cabinet Office","North East (England)","Undeclared","5","5","[c]","[c]"
"In post","2021","40-49","Cabinet Office","North East (England)","Unknown","15","15","[c]","[c]"
"In post","2021","40-49","Cabinet Office","North West (England)","Heterosexual / straight","45","45","52260","49700"
"In post","2021","40-49","Cabinet Office","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Cabinet Office","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Cabinet Office","North West (England)","Unknown","75","70","59310","53150"
"In post","2021","40-49","Cabinet Office","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Cabinet Office","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Cabinet Office","Scotland","Unknown","25","25","[c]","[c]"
"In post","2021","40-49","Cabinet Office","South East (England)","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","40-49","Cabinet Office","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Cabinet Office","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Cabinet Office","South East (England)","Unknown","25","25","[c]","[c]"
"In post","2021","40-49","Cabinet Office","South West (England)","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","40-49","Cabinet Office","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Cabinet Office","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Cabinet Office","South West (England)","Unknown","30","30","77780","72000"
"In post","2021","40-49","Cabinet Office","Unknown","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","40-49","Cabinet Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Cabinet Office","Unknown","Unknown","20","20","[c]","[c]"
"In post","2021","40-49","Cabinet Office","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Cabinet Office","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Cabinet Office","Wales","Unknown","5","5","[c]","[c]"
"In post","2021","40-49","Cabinet Office","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Cabinet Office","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Cabinet Office","West Midlands (England)","Unknown","10","10","[c]","[c]"
"In post","2021","40-49","Cabinet Office","Yorkshire and The Humber","Heterosexual / straight","85","80","39610","38420"
"In post","2021","40-49","Cabinet Office","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Cabinet Office","Yorkshire and The Humber","Undeclared","10","10","[c]","[c]"
"In post","2021","40-49","Cabinet Office","Yorkshire and The Humber","Unknown","85","85","44620","40580"
"In post","2021","40-49","Chancellor's other departments","London","Heterosexual / straight","70","65","70840","70820"
"In post","2021","40-49","Chancellor's other departments","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chancellor's other departments","London","Undeclared","30","25","[c]","[c]"
"In post","2021","40-49","Chancellor's other departments","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chancellor's other departments","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chancellor's other departments","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chancellor's other departments","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chancellor's other departments","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chancellor's other departments","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chancellor's other departments","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chancellor's other departments","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chancellor's other departments","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chancellor's other departments","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Charity Commission","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","40-49","Charity Commission","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Charity Commission","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Charity Commission","London","Unknown","10","10","[c]","[c]"
"In post","2021","40-49","Charity Commission","North West (England)","Heterosexual / straight","50","50","35880","29160"
"In post","2021","40-49","Charity Commission","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Charity Commission","North West (England)","Undeclared","5","5","[c]","[c]"
"In post","2021","40-49","Charity Commission","North West (England)","Unknown","35","30","38450","37910"
"In post","2021","40-49","Charity Commission","South West (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","40-49","Charity Commission","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Charity Commission","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Charity Commission","South West (England)","Unknown","5","5","[c]","[c]"
