"Status","Year","Disability","Ethnicity","Function_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Black","Finance","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Finance","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Grants Management","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Grants Management","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Grants Management","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Grants Management","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Grants Management","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Grants Management","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Grants Management","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Grants Management","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Grants Management","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Grants Management","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Human Resources","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Human Resources","London","30","30","41250","34670"
"In post","2021","Declared disabled","Black","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Human Resources","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Human Resources","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Internal Audit","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Internal Audit","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Internal Audit","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Internal Audit","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Internal Audit","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Internal Audit","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Internal Audit","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Internal Audit","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Internal Audit","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Internal Audit","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Internal Audit","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Legal","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Legal","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Legal","London","50","45","38870","30110"
"In post","2021","Declared disabled","Black","Legal","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Legal","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Legal","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Legal","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Legal","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Legal","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Legal","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Legal","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Legal","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","No function","East Midlands (England)","35","35","26480","26470"
"In post","2021","Declared disabled","Black","No function","East of England","15","15","[c]","[c]"
"In post","2021","Declared disabled","Black","No function","London","425","410","33130","32090"
"In post","2021","Declared disabled","Black","No function","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","No function","North West (England)","20","20","[c]","[c]"
"In post","2021","Declared disabled","Black","No function","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","No function","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","No function","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","No function","South East (England)","35","35","30380","24800"
"In post","2021","Declared disabled","Black","No function","South West (England)","10","10","[c]","[c]"
"In post","2021","Declared disabled","Black","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","No function","Wales","10","10","[c]","[c]"
"In post","2021","Declared disabled","Black","No function","West Midlands (England)","85","75","28290","26290"
"In post","2021","Declared disabled","Black","No function","Yorkshire and The Humber","15","15","[c]","[c]"
"In post","2021","Declared disabled","Black","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Project Delivery","London","35","35","39990","36160"
"In post","2021","Declared disabled","Black","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Project Delivery","South West (England)","20","15","[c]","[c]"
"In post","2021","Declared disabled","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Property","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Property","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Property","London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Black","Property","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Property","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Property","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Property","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Property","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Property","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Property","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Property","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Security","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Security","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Security","London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Black","Security","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Security","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Security","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Security","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Security","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Security","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Security","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Security","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Security","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Unknown","East Midlands (England)","20","20","[c]","[c]"
"In post","2021","Declared disabled","Black","Unknown","East of England","50","50","28090","29290"
"In post","2021","Declared disabled","Black","Unknown","London","545","505","31660","31060"
"In post","2021","Declared disabled","Black","Unknown","North East (England)","10","10","[c]","[c]"
"In post","2021","Declared disabled","Black","Unknown","North West (England)","35","30","27520","26120"
"In post","2021","Declared disabled","Black","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Unknown","Scotland","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Unknown","South East (England)","30","30","[c]","[c]"
"In post","2021","Declared disabled","Black","Unknown","South West (England)","15","15","[c]","[c]"
"In post","2021","Declared disabled","Black","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Unknown","West Midlands (England)","55","50","26520","27570"
"In post","2021","Declared disabled","Black","Unknown","Yorkshire and The Humber","35","30","25890","26010"
"In post","2021","Declared disabled","Chinese","Analysis","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Analysis","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Analysis","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Analysis","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Analysis","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Analysis","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Analysis","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Analysis","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Analysis","Wales","[c]","[c]","[c]","[c]"
