"Status","Year","Disability","Region_ITL1","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","4090","3915","36850","33300"
"In post","2021","Unknown","Unknown","Unknown","2465","2460","37220","32700"
"In post","2021","Unknown","Wales","East Wales","4115","3890","29670","25560"
"In post","2021","Unknown","Wales","West Wales and The Valleys","1525","1420","26680","22350"
"In post","2021","Unknown","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","275","270","26710","24000"
"In post","2021","Unknown","West Midlands (England)","Shropshire and Staffordshire","975","930","29990","25560"
"In post","2021","Unknown","West Midlands (England)","West Midlands","2880","2750","31380","27560"
"In post","2021","Unknown","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","445","430","25750","24880"
"In post","2021","Unknown","Yorkshire and The Humber","North Yorkshire","610","580","31280","26670"
"In post","2021","Unknown","Yorkshire and The Humber","South Yorkshire","830","805","31430","27570"
"In post","2021","Unknown","Yorkshire and The Humber","West Yorkshire","3465","3320","31000","25560"
"Leaver CS","2021","Declared disabled","East Midlands (England)","Derbyshire and Nottinghamshire","80","[c]","26960","26550"
"Leaver CS","2021","Declared disabled","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","70","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","East Midlands (England)","Lincolnshire","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","East of England","Bedfordshire and Hertfordshire","60","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","East of England","East Anglia","115","[c]","28040","26990"
"Leaver CS","2021","Declared disabled","East of England","Essex","40","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","London","Inner London - East","85","[c]","34230","31490"
"Leaver CS","2021","Declared disabled","London","Inner London - West","230","[c]","43690","37440"
"Leaver CS","2021","Declared disabled","London","Outer London - East and North East","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","London","Outer London - South","50","[c]","33000","29500"
"Leaver CS","2021","Declared disabled","London","Outer London - West and North West","55","[c]","29170","28100"
"Leaver CS","2021","Declared disabled","North East (England)","Northumberland and Tyne and Wear","150","[c]","25860","21010"
"Leaver CS","2021","Declared disabled","North East (England)","Tees Valley and Durham","65","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","North West (England)","Cheshire","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","North West (England)","Cumbria","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","North West (England)","Greater Manchester","105","[c]","29750","25720"
"Leaver CS","2021","Declared disabled","North West (England)","Lancashire","85","[c]","31290","27570"
"Leaver CS","2021","Declared disabled","North West (England)","Merseyside","95","[c]","26010","24310"
"Leaver CS","2021","Declared disabled","Northern Ireland","Northern Ireland","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Overseas","Overseas","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Scotland","Eastern Scotland","110","[c]","28750","27570"
"Leaver CS","2021","Declared disabled","Scotland","Highlands and Islands","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Scotland","North Eastern Scotland","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Scotland","Southern Scotland","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Scotland","West Central Scotland","75","[c]","27790","26720"
"Leaver CS","2021","Declared disabled","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","80","[c]","28530","27570"
"Leaver CS","2021","Declared disabled","South East (England)","Hampshire and Isle of Wight","105","[c]","26810","25480"
"Leaver CS","2021","Declared disabled","South East (England)","Kent","60","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","South East (England)","Surrey, East and West Sussex","55","[c]","25210","22360"
"Leaver CS","2021","Declared disabled","South West (England)","Cornwall and Isles of Scilly","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","South West (England)","Devon","60","[c]","25290","21580"
"Leaver CS","2021","Declared disabled","South West (England)","Dorset and Somerset","50","[c]","27700","26740"
"Leaver CS","2021","Declared disabled","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","165","[c]","29650","26500"
"Leaver CS","2021","Declared disabled","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Wales","East Wales","135","[c]","31110","25030"
"Leaver CS","2021","Declared disabled","Wales","West Wales and The Valleys","110","[c]","23560","21590"
"Leaver CS","2021","Declared disabled","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","35","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","West Midlands (England)","Shropshire and Staffordshire","60","[c]","25090","26000"
"Leaver CS","2021","Declared disabled","West Midlands (England)","West Midlands","150","[c]","26900","26000"
"Leaver CS","2021","Declared disabled","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","45","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Yorkshire and The Humber","North Yorkshire","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Yorkshire and The Humber","South Yorkshire","90","[c]","28440","26120"
"Leaver CS","2021","Declared disabled","Yorkshire and The Humber","West Yorkshire","95","[c]","28030","27570"
"Leaver CS","2021","Declared non-disabled","East Midlands (England)","Derbyshire and Nottinghamshire","365","[c]","27390","23200"
"Leaver CS","2021","Declared non-disabled","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","365","[c]","26740","22350"
"Leaver CS","2021","Declared non-disabled","East Midlands (England)","Lincolnshire","210","[c]","28710","27680"
"Leaver CS","2021","Declared non-disabled","East of England","Bedfordshire and Hertfordshire","250","[c]","30890","25740"
"Leaver CS","2021","Declared non-disabled","East of England","East Anglia","565","[c]","30310","26670"
"Leaver CS","2021","Declared non-disabled","East of England","Essex","190","[c]","29490","25110"
"Leaver CS","2021","Declared non-disabled","London","Inner London - East","590","[c]","43330","35200"
"Leaver CS","2021","Declared non-disabled","London","Inner London - West","1625","[c]","47010","40470"
"Leaver CS","2021","Declared non-disabled","London","Outer London - East and North East","115","[c]","28520","29590"
"Leaver CS","2021","Declared non-disabled","London","Outer London - South","275","[c]","35670","30170"
"Leaver CS","2021","Declared non-disabled","London","Outer London - West and North West","345","[c]","33250","30380"
"Leaver CS","2021","Declared non-disabled","North East (England)","Northumberland and Tyne and Wear","605","[c]","26300","21010"
"Leaver CS","2021","Declared non-disabled","North East (England)","Tees Valley and Durham","370","[c]","27980","22350"
"Leaver CS","2021","Declared non-disabled","North West (England)","Cheshire","100","[c]","26320","21010"
"Leaver CS","2021","Declared non-disabled","North West (England)","Cumbria","60","[c]","29000","26890"
"Leaver CS","2021","Declared non-disabled","North West (England)","Greater Manchester","590","[c]","30650","26120"
"Leaver CS","2021","Declared non-disabled","North West (England)","Lancashire","450","[c]","26290","21010"
"Leaver CS","2021","Declared non-disabled","North West (England)","Merseyside","500","[c]","27300","24110"
"Leaver CS","2021","Declared non-disabled","Northern Ireland","Northern Ireland","120","[c]","25450","21430"
"Leaver CS","2021","Declared non-disabled","Overseas","Overseas","40","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Scotland","Eastern Scotland","480","[c]","34580","27570"
"Leaver CS","2021","Declared non-disabled","Scotland","Highlands and Islands","55","[c]","27850","26530"
"Leaver CS","2021","Declared non-disabled","Scotland","North Eastern Scotland","95","[c]","38450","29600"
"Leaver CS","2021","Declared non-disabled","Scotland","Southern Scotland","145","[c]","29800","26890"
"Leaver CS","2021","Declared non-disabled","Scotland","West Central Scotland","385","[c]","30520","26120"
"Leaver CS","2021","Declared non-disabled","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","380","[c]","33330","29330"
"Leaver CS","2021","Declared non-disabled","South East (England)","Hampshire and Isle of Wight","480","[c]","30600","27570"
"Leaver CS","2021","Declared non-disabled","South East (England)","Kent","330","[c]","27180","25110"
"Leaver CS","2021","Declared non-disabled","South East (England)","Surrey, East and West Sussex","290","[c]","28190","26430"
"Leaver CS","2021","Declared non-disabled","South West (England)","Cornwall and Isles of Scilly","50","[c]","26070","22080"
"Leaver CS","2021","Declared non-disabled","South West (England)","Devon","365","[c]","26430","21580"
"Leaver CS","2021","Declared non-disabled","South West (England)","Dorset and Somerset","210","[c]","29380","27130"
"Leaver CS","2021","Declared non-disabled","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","870","[c]","34910","30420"
"Leaver CS","2021","Declared non-disabled","Unknown","Unknown","55","[c]","45310","32200"
"Leaver CS","2021","Declared non-disabled","Wales","East Wales","650","[c]","34770","27570"
"Leaver CS","2021","Declared non-disabled","Wales","West Wales and The Valleys","475","[c]","27240","21590"
"Leaver CS","2021","Declared non-disabled","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","150","[c]","24430","21470"
"Leaver CS","2021","Declared non-disabled","West Midlands (England)","Shropshire and Staffordshire","300","[c]","29260","26780"
"Leaver CS","2021","Declared non-disabled","West Midlands (England)","West Midlands","620","[c]","31580","26120"
"Leaver CS","2021","Declared non-disabled","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","275","[c]","28690","27130"
"Leaver CS","2021","Declared non-disabled","Yorkshire and The Humber","North Yorkshire","140","[c]","35330","27570"
"Leaver CS","2021","Declared non-disabled","Yorkshire and The Humber","South Yorkshire","420","[c]","29030","24910"
"Leaver CS","2021","Declared non-disabled","Yorkshire and The Humber","West Yorkshire","550","[c]","29940","26890"
"Leaver CS","2021","Undeclared","East Midlands (England)","Derbyshire and Nottinghamshire","35","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","55","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Midlands (England)","Lincolnshire","30","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East of England","Bedfordshire and Hertfordshire","30","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East of England","East Anglia","105","[c]","31890","31710"
"Leaver CS","2021","Undeclared","East of England","Essex","40","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","London","Inner London - East","50","[c]","39920","32950"
"Leaver CS","2021","Undeclared","London","Inner London - West","170","[c]","43160","38830"
"Leaver CS","2021","Undeclared","London","Outer London - East and North East","20","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","London","Outer London - South","25","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","London","Outer London - West and North West","35","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North East (England)","Northumberland and Tyne and Wear","35","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North East (England)","Tees Valley and Durham","55","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North West (England)","Cheshire","25","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North West (England)","Greater Manchester","55","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North West (England)","Lancashire","50","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North West (England)","Merseyside","30","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Northern Ireland","Northern Ireland","15","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scotland","Eastern Scotland","30","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scotland","Southern Scotland","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scotland","West Central Scotland","30","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","50","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","South East (England)","Hampshire and Isle of Wight","50","[c]","30150","25770"
"Leaver CS","2021","Undeclared","South East (England)","Kent","60","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","South East (England)","Surrey, East and West Sussex","50","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","South West (England)","Cornwall and Isles of Scilly","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","South West (England)","Devon","50","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","South West (England)","Dorset and Somerset","25","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","115","[c]","37420","34030"
"Leaver CS","2021","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Wales","East Wales","65","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Wales","West Wales and The Valleys","50","[c]","24250","21590"
"Leaver CS","2021","Undeclared","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","20","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","West Midlands (England)","Shropshire and Staffordshire","35","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","West Midlands (England)","West Midlands","50","[c]","32070","23720"
"Leaver CS","2021","Undeclared","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","40","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Yorkshire and The Humber","North Yorkshire","15","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Yorkshire and The Humber","South Yorkshire","35","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Yorkshire and The Humber","West Yorkshire","60","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Midlands (England)","Derbyshire and Nottinghamshire","145","[c]","26040","24250"
"Leaver CS","2021","Unknown","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","150","[c]","24020","21010"
"Leaver CS","2021","Unknown","East Midlands (England)","Lincolnshire","55","[c]","30620","29930"
"Leaver CS","2021","Unknown","East of England","Bedfordshire and Hertfordshire","135","[c]","30610","26910"
"Leaver CS","2021","Unknown","East of England","East Anglia","210","[c]","31710","27570"
"Leaver CS","2021","Unknown","East of England","Essex","65","[c]","27230","24820"
"Leaver CS","2021","Unknown","London","Inner London - East","295","[c]","40850","32760"
"Leaver CS","2021","Unknown","London","Inner London - West","1050","[c]","39110","32560"
