"Status","Year","Disability","Profession_of_post","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Declared non-disabled","Policy","London","G6/G7","115","[c]","59620","56640"
"Leaver CS","2021","Declared non-disabled","Policy","London","SCS level","45","[c]","90590","80320"
"Leaver CS","2021","Declared non-disabled","Policy","London","SEO/HEO","105","[c]","37670","38380"
"Leaver CS","2021","Declared non-disabled","Policy","Outside London","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Policy","Outside London","EO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Policy","Outside London","G6/G7","30","[c]","59470","57600"
"Leaver CS","2021","Declared non-disabled","Policy","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Policy","Outside London","SEO/HEO","55","[c]","36720","36960"
"Leaver CS","2021","Declared non-disabled","Policy","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Policy","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","London","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","London","G6/G7","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","London","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Outside London","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Outside London","EO","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Outside London","G6/G7","40","[c]","57150","55120"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Outside London","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Outside London","SEO/HEO","120","[c]","36210","36760"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Property","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Property","London","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Property","London","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Property","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Property","London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Property","Outside London","AA/AO","35","[c]","19150","18760"
"Leaver CS","2021","Declared non-disabled","Property","Outside London","EO","70","[c]","26110","26000"
"Leaver CS","2021","Declared non-disabled","Property","Outside London","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Property","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Property","Outside London","SEO/HEO","80","[c]","37130","36100"
"Leaver CS","2021","Declared non-disabled","Property","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Property","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Property","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Property","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Property","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Psychology","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Psychology","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Psychology","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Psychology","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Psychology","Outside London","EO","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Psychology","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Psychology","Outside London","SEO/HEO","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Science and Engineering","London","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Science and Engineering","London","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Science and Engineering","London","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Science and Engineering","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Science and Engineering","London","SEO/HEO","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Science and Engineering","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Science and Engineering","Outside London","AA/AO","115","[c]","19450","19550"
"Leaver CS","2021","Declared non-disabled","Science and Engineering","Outside London","EO","60","[c]","24340","25140"
"Leaver CS","2021","Declared non-disabled","Science and Engineering","Outside London","G6/G7","30","[c]","55720","54540"
"Leaver CS","2021","Declared non-disabled","Science and Engineering","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Science and Engineering","Outside London","SEO/HEO","175","[c]","35860","36000"
"Leaver CS","2021","Declared non-disabled","Science and Engineering","Outside London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Science and Engineering","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Science and Engineering","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Science and Engineering","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Science and Engineering","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Security","London","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Security","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Security","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Security","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Security","Outside London","AA/AO","145","[c]","27630","21980"
"Leaver CS","2021","Declared non-disabled","Security","Outside London","EO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Security","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Security","Outside London","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Security","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Security","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Social Research","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Social Research","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Social Research","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Social Research","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Social Research","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Social Research","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Social Research","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Social Research","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Social Research","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Statistics","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Statistics","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Statistics","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Statistics","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Statistics","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Statistics","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Statistics","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Statistics","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Statistics","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Statistics","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","London","AA/AO","280","[c]","24050","25110"
"Leaver CS","2021","Declared non-disabled","Unknown","London","EO","255","[c]","29990","31060"
"Leaver CS","2021","Declared non-disabled","Unknown","London","G6/G7","175","[c]","61670","59420"
"Leaver CS","2021","Declared non-disabled","Unknown","London","SCS level","65","[c]","106590","95500"
"Leaver CS","2021","Declared non-disabled","Unknown","London","SEO/HEO","250","[c]","37430","37160"
"Leaver CS","2021","Declared non-disabled","Unknown","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Outside London","AA/AO","2665","[c]","21020","21010"
"Leaver CS","2021","Declared non-disabled","Unknown","Outside London","EO","1750","[c]","27380","27570"
"Leaver CS","2021","Declared non-disabled","Unknown","Outside London","G6/G7","320","[c]","60650","60560"
"Leaver CS","2021","Declared non-disabled","Unknown","Outside London","SCS level","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Outside London","SEO/HEO","1005","[c]","36050","34290"
"Leaver CS","2021","Declared non-disabled","Unknown","Outside London","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Overseas","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Unknown","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Unknown","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Unknown","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Unknown","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Veterinarian","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Veterinarian","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Veterinarian","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Corporate Finance","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Counter Fraud","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Counter Fraud","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data and Technology","London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data and Technology","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data and Technology","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data and Technology","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data and Technology","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data and Technology","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Economics","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Economics","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Economics","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Economics","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Intelligence Analysis","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Intelligence Analysis","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Intelligence Analysis","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Intelligence Analysis","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Internal Audit","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Internal Audit","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Internal Audit","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Knowledge and Information Management","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Knowledge and Information Management","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Knowledge and Information Management","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Knowledge and Information Management","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Knowledge and Information Management","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Knowledge and Information Management","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Knowledge and Information Management","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Legal","London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Legal","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Legal","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Legal","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Legal","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Medicine","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Medicine","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Medicine","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Medicine","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Medicine","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Operational Delivery","London","AA/AO","50","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Operational Delivery","London","EO","25","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Operational Delivery","London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Operational Delivery","London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Operational Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Operational Delivery","Outside London","AA/AO","410","[c]","20540","20100"
"Leaver CS","2021","Undeclared","Operational Delivery","Outside London","EO","70","[c]","26330","26780"
"Leaver CS","2021","Undeclared","Operational Delivery","Outside London","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Operational Delivery","Outside London","SEO/HEO","45","[c]","37240","33840"
"Leaver CS","2021","Undeclared","Operational Delivery","Outside London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Operational Research","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other","Outside London","AA/AO","35","[c]","20510","21020"
"Leaver CS","2021","Undeclared","Other","Outside London","EO","25","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Planning Inspectors","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Planning Inspectors","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Planning Inspectors","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Policy","London","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Policy","London","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Policy","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Policy","London","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Policy","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Policy","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Policy","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Policy","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Project Delivery","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Project Delivery","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Project Delivery","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Project Delivery","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Project Delivery","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Project Delivery","Outside London","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Project Delivery","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Property","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Property","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Property","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Property","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Property","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Property","Outside London","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Psychology","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Psychology","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Psychology","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Science and Engineering","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Science and Engineering","Outside London","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Science and Engineering","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Science and Engineering","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Science and Engineering","Outside London","SEO/HEO","45","[c]","36270","35610"
"Leaver CS","2021","Undeclared","Science and Engineering","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Security","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Security","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Security","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Security","Outside London","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Security","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Security","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Security","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Social Research","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Statistics","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","London","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","London","EO","25","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","London","G6/G7","30","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","London","SEO/HEO","45","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Outside London","AA/AO","220","[c]","21060","21010"
"Leaver CS","2021","Undeclared","Unknown","Outside London","EO","145","[c]","27450","27570"
"Leaver CS","2021","Undeclared","Unknown","Outside London","G6/G7","25","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Outside London","SEO/HEO","115","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Veterinarian","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","Outside London","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","London","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","London","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","London","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","Outside London","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Corporate Finance","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Corporate Finance","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Counter Fraud","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Counter Fraud","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Counter Fraud","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data and Technology","London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data and Technology","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data and Technology","London","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data and Technology","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data and Technology","London","SEO/HEO","15","[c]","[c]","[c]"
