"Status","Year","Organisation","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","Female","35","30","20570","21050"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","Male","20","20","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","EO","Female","70","65","25050","24920"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","EO","Male","50","50","25120","24920"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","Female","30","30","51400","48080"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","Male","80","80","52510","48080"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","Female","150","140","32920","30660"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","Male","170","165","32770","30220"
"In post","2021","Charity Commission","AA/AO","Female","10","10","[c]","[c]"
"In post","2021","Charity Commission","AA/AO","Male","5","5","[c]","[c]"
"In post","2021","Charity Commission","EO","Female","65","60","24740","24440"
"In post","2021","Charity Commission","EO","Male","45","40","24800","24440"
"In post","2021","Charity Commission","G6/G7","Female","40","40","54640","51920"
"In post","2021","Charity Commission","G6/G7","Male","25","25","[c]","[c]"
"In post","2021","Charity Commission","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","SEO/HEO","Female","130","125","32740","29550"
"In post","2021","Charity Commission","SEO/HEO","Male","105","105","33390","31350"
"In post","2021","Companies House","AA/AO","Female","290","235","21870","22490"
"In post","2021","Companies House","AA/AO","Male","145","140","21420","22490"
"In post","2021","Companies House","EO","Female","140","125","26910","27460"
"In post","2021","Companies House","EO","Male","145","145","28760","27460"
"In post","2021","Companies House","G6/G7","Female","35","35","58470","57800"
"In post","2021","Companies House","G6/G7","Male","40","40","56640","54870"
"In post","2021","Companies House","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","SEO/HEO","Female","140","130","37720","38000"
"In post","2021","Companies House","SEO/HEO","Male","165","160","39660","39820"
"In post","2021","Competition and Markets Authority","AA/AO","Female","15","15","[c]","[c]"
"In post","2021","Competition and Markets Authority","AA/AO","Male","15","15","[c]","[c]"
"In post","2021","Competition and Markets Authority","EO","Female","40","40","28640","28040"
"In post","2021","Competition and Markets Authority","EO","Male","35","35","28440","28070"
"In post","2021","Competition and Markets Authority","G6/G7","Female","220","205","65750","62890"
"In post","2021","Competition and Markets Authority","G6/G7","Male","210","205","66870","65340"
"In post","2021","Competition and Markets Authority","SCS level","Female","50","45","107270","99920"
"In post","2021","Competition and Markets Authority","SCS level","Male","65","65","111010","102520"
"In post","2021","Competition and Markets Authority","SEO/HEO","Female","110","110","37760","35680"
"In post","2021","Competition and Markets Authority","SEO/HEO","Male","85","85","37910","35000"
"In post","2021","Criminal Injuries Compensation Authority","AA/AO","Female","65","55","20380","20650"
"In post","2021","Criminal Injuries Compensation Authority","AA/AO","Male","50","50","20120","20480"
"In post","2021","Criminal Injuries Compensation Authority","EO","Female","45","45","23080","22570"
"In post","2021","Criminal Injuries Compensation Authority","EO","Male","35","35","23700","22720"
"In post","2021","Criminal Injuries Compensation Authority","G6/G7","Female","10","5","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","G6/G7","Male","5","5","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","SEO/HEO","Female","40","35","29130","27620"
"In post","2021","Criminal Injuries Compensation Authority","SEO/HEO","Male","50","50","29510","28420"
"In post","2021","Crown Commercial Service","AA/AO","Female","10","10","[c]","[c]"
"In post","2021","Crown Commercial Service","AA/AO","Male","15","15","[c]","[c]"
"In post","2021","Crown Commercial Service","EO","Female","65","60","23380","22230"
"In post","2021","Crown Commercial Service","EO","Male","50","50","23750","22590"
"In post","2021","Crown Commercial Service","G6/G7","Female","105","105","51650","49300"
"In post","2021","Crown Commercial Service","G6/G7","Male","85","85","53970","55020"
"In post","2021","Crown Commercial Service","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","SCS level","Male","20","20","[c]","[c]"
"In post","2021","Crown Commercial Service","SEO/HEO","Female","220","210","32800","34800"
"In post","2021","Crown Commercial Service","SEO/HEO","Male","210","210","33500","34800"
"In post","2021","Crown Office and Procurator Fiscal Service","AA/AO","Female","535","470","21900","22220"
"In post","2021","Crown Office and Procurator Fiscal Service","AA/AO","Male","170","165","22050","22220"
"In post","2021","Crown Office and Procurator Fiscal Service","EO","Female","235","225","27320","26570"
"In post","2021","Crown Office and Procurator Fiscal Service","EO","Male","85","80","27340","26570"
"In post","2021","Crown Office and Procurator Fiscal Service","G6/G7","Female","145","135","66610","68470"
"In post","2021","Crown Office and Procurator Fiscal Service","G6/G7","Male","55","55","66500","68470"
"In post","2021","Crown Office and Procurator Fiscal Service","SCS level","Female","10","10","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","SCS level","Male","15","15","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","SEO/HEO","Female","530","490","41680","37940"
"In post","2021","Crown Office and Procurator Fiscal Service","SEO/HEO","Male","235","230","42700","38150"
"In post","2021","Crown Prosecution Service","AA/AO","Female","1065","955","22250","21950"
"In post","2021","Crown Prosecution Service","AA/AO","Male","385","375","22200","21950"
"In post","2021","Crown Prosecution Service","EO","Female","980","880","27970","28430"
"In post","2021","Crown Prosecution Service","EO","Male","375","370","27910","28430"
"In post","2021","Crown Prosecution Service","G6/G7","Female","1735","1560","56880","55610"
"In post","2021","Crown Prosecution Service","G6/G7","Male","1135","1100","58780","55610"
"In post","2021","Crown Prosecution Service","SCS level","Female","50","50","92580","85850"
"In post","2021","Crown Prosecution Service","SCS level","Male","35","35","97450","92430"
"In post","2021","Crown Prosecution Service","SEO/HEO","Female","655","620","36210","36240"
"In post","2021","Crown Prosecution Service","SEO/HEO","Male","330","325","35970","36240"
"In post","2021","Crown Prosecution Service Inspectorate","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","G6/G7","Female","10","10","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","G6/G7","Male","10","10","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","EO","Female","5","5","[c]","[c]"
"In post","2021","Debt Management Office","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","G6/G7","Female","10","10","[c]","[c]"
"In post","2021","Debt Management Office","G6/G7","Male","50","50","73110","68960"
"In post","2021","Debt Management Office","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","SEO/HEO","Female","20","20","[c]","[c]"
"In post","2021","Debt Management Office","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","AA/AO","Female","30","25","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","AA/AO","Male","65","60","19510","19810"
"In post","2021","Defence Electronics and Components Agency","EO","Female","20","20","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","EO","Male","240","230","28100","28750"
"In post","2021","Defence Electronics and Components Agency","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","G6/G7","Male","5","5","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","SEO/HEO","Male","55","55","36560","32850"
"In post","2021","Defence Equipment and Support","EO","Female","1015","935","22180","21470"
"In post","2021","Defence Equipment and Support","EO","Male","1595","1570","22290","21120"
"In post","2021","Defence Equipment and Support","G6/G7","Female","480","455","55700","54530"
"In post","2021","Defence Equipment and Support","G6/G7","Male","1185","1165","57330","55480"
"In post","2021","Defence Equipment and Support","SCS level","Female","25","25","[c]","[c]"
"In post","2021","Defence Equipment and Support","SCS level","Male","85","85","105710","96140"
"In post","2021","Defence Equipment and Support","SEO/HEO","Female","2130","2000","34130","33450"
"In post","2021","Defence Equipment and Support","SEO/HEO","Male","4180","4100","36390","36550"
"In post","2021","Defence Equipment and Support","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","AA/AO","Female","45","40","18080","17710"
"In post","2021","Defence Science and Technology Laboratory","AA/AO","Male","85","85","19130","17710"
"In post","2021","Defence Science and Technology Laboratory","EO","Female","150","135","22850","22780"
"In post","2021","Defence Science and Technology Laboratory","EO","Male","95","95","23380","22780"
"In post","2021","Defence Science and Technology Laboratory","G6/G7","Female","580","540","49470","46090"
"In post","2021","Defence Science and Technology Laboratory","G6/G7","Male","1390","1350","51840","47140"
"In post","2021","Defence Science and Technology Laboratory","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","SCS level","Male","5","5","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","SEO/HEO","Female","770","720","32830","30350"
"In post","2021","Defence Science and Technology Laboratory","SEO/HEO","Male","1260","1245","33480","36900"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","Female","45","40","24040","24900"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","Male","35","35","25340","24900"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","Female","255","245","27870","27680"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","Male","155","155","28510","27690"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","Female","1080","1035","58280","56220"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","Male","1255","1240","59050","57380"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","Female","150","140","81660","74880"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","Male","175","175","84420","75540"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","Female","1075","1055","37680","36740"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","Male","1100","1095","38390","38620"
"In post","2021","Department for Digital, Culture, Media and Sport","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","AA/AO","Male","5","5","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","EO","Female","125","120","27470","26180"
"In post","2021","Department for Digital, Culture, Media and Sport","EO","Male","55","55","27240","26180"
"In post","2021","Department for Digital, Culture, Media and Sport","G6/G7","Female","415","400","58320","55220"
"In post","2021","Department for Digital, Culture, Media and Sport","G6/G7","Male","390","385","59020","58600"
"In post","2021","Department for Digital, Culture, Media and Sport","SCS level","Female","65","60","85910","75500"
"In post","2021","Department for Digital, Culture, Media and Sport","SCS level","Male","55","55","87040","78180"
"In post","2021","Department for Digital, Culture, Media and Sport","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","SEO/HEO","Female","350","345","36730","34020"
"In post","2021","Department for Digital, Culture, Media and Sport","SEO/HEO","Male","310","305","37360","34240"
"In post","2021","Department for Digital, Culture, Media and Sport","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","AA/AO","Female","55","50","22180","21000"
"In post","2021","Department for Education (excl. agencies)","AA/AO","Male","20","20","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","EO","Female","450","430","26960","26000"
"In post","2021","Department for Education (excl. agencies)","EO","Male","285","285","26740","26000"
"In post","2021","Department for Education (excl. agencies)","G6/G7","Female","1210","1140","56410","54160"
"In post","2021","Department for Education (excl. agencies)","G6/G7","Male","925","910","57430","54400"
"In post","2021","Department for Education (excl. agencies)","SCS level","Female","135","130","82660","74100"
"In post","2021","Department for Education (excl. agencies)","SCS level","Male","100","95","84470","76110"
"In post","2021","Department for Education (excl. agencies)","SEO/HEO","Female","1510","1435","35870","36500"
"In post","2021","Department for Education (excl. agencies)","SEO/HEO","Male","1000","990","36060","36500"
"In post","2021","Department for Education (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","Unknown","Male","10","10","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","Female","115","95","22490","21050"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","Male","60","60","22940","24370"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","Female","295","280","26720","25910"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","Male","215","215","26790","26300"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","Female","940","885","54280","53200"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","Male","910","900","54860","53420"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","Female","110","105","83650","76070"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","Male","105","105","83500","77390"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","Female","1505","1420","35030","35900"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","Male","1155","1145","35120","35890"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","AA/AO","Female","20","20","[c]","[c]"
"In post","2021","Department for International Trade","AA/AO","Male","15","15","[c]","[c]"
"In post","2021","Department for International Trade","EO","Female","140","140","27400","26510"
"In post","2021","Department for International Trade","EO","Male","115","115","27300","26510"
"In post","2021","Department for International Trade","G6/G7","Female","490","480","54780","51970"
"In post","2021","Department for International Trade","G6/G7","Male","585","585","55980","53750"
"In post","2021","Department for International Trade","SCS level","Female","80","80","80110","74600"
"In post","2021","Department for International Trade","SCS level","Male","95","95","91420","82780"
"In post","2021","Department for International Trade","SEO/HEO","Female","540","530","35310","34750"
"In post","2021","Department for International Trade","SEO/HEO","Male","610","605","35390","34950"
"In post","2021","Department for Transport (excl. agencies)","AA/AO","Female","55","50","24440","25730"
"In post","2021","Department for Transport (excl. agencies)","AA/AO","Male","95","80","30340","32740"
"In post","2021","Department for Transport (excl. agencies)","EO","Female","230","225","28640","30270"
"In post","2021","Department for Transport (excl. agencies)","EO","Male","165","160","28900","30270"
"In post","2021","Department for Transport (excl. agencies)","G6/G7","Female","530","505","58350","54760"
"In post","2021","Department for Transport (excl. agencies)","G6/G7","Male","770","760","60990","57600"
"In post","2021","Department for Transport (excl. agencies)","SCS level","Female","90","85","84230","78580"
"In post","2021","Department for Transport (excl. agencies)","SCS level","Male","120","115","91110","82900"
"In post","2021","Department for Transport (excl. agencies)","SEO/HEO","Female","635","615","38060","35980"
"In post","2021","Department for Transport (excl. agencies)","SEO/HEO","Male","830","820","38650","37660"
"In post","2021","Department for Work and Pensions (excl. agencies)","AA/AO","Female","19625","15905","21160","21010"
"In post","2021","Department for Work and Pensions (excl. agencies)","AA/AO","Male","9690","9200","21190","21010"
"In post","2021","Department for Work and Pensions (excl. agencies)","EO","Female","32260","28275","28110","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","EO","Male","16315","15680","28140","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","G6/G7","Female","1355","1285","55520","54000"
"In post","2021","Department for Work and Pensions (excl. agencies)","G6/G7","Male","1405","1370","57850","56230"
"In post","2021","Department for Work and Pensions (excl. agencies)","SCS level","Female","120","115","85880","78110"
"In post","2021","Department for Work and Pensions (excl. agencies)","SCS level","Male","120","120","93600","85500"
"In post","2021","Department for Work and Pensions (excl. agencies)","SEO/HEO","Female","6170","5710","34580","34290"
"In post","2021","Department for Work and Pensions (excl. agencies)","SEO/HEO","Male","3885","3760","35170","34290"
"In post","2021","Department of Health and Social Care (excl. agencies)","AA/AO","Female","20","20","[c]","[c]"
"In post","2021","Department of Health and Social Care (excl. agencies)","AA/AO","Male","15","15","[c]","[c]"
"In post","2021","Department of Health and Social Care (excl. agencies)","EO","Female","275","265","27030","27270"
"In post","2021","Department of Health and Social Care (excl. agencies)","EO","Male","160","155","26430","27270"
"In post","2021","Department of Health and Social Care (excl. agencies)","G6/G7","Female","785","755","57590","53360"
"In post","2021","Department of Health and Social Care (excl. agencies)","G6/G7","Male","565","560","57530","53360"
"In post","2021","Department of Health and Social Care (excl. agencies)","SCS level","Female","135","130","84030","76350"
"In post","2021","Department of Health and Social Care (excl. agencies)","SCS level","Male","140","135","91410","79630"
"In post","2021","Department of Health and Social Care (excl. agencies)","SEO/HEO","Female","885","860","35120","32790"
"In post","2021","Department of Health and Social Care (excl. agencies)","SEO/HEO","Male","545","540","35480","33000"
"In post","2021","Disclosure Scotland","AA/AO","Female","90","80","21990","22230"
"In post","2021","Disclosure Scotland","AA/AO","Male","95","90","21890","22230"
"In post","2021","Disclosure Scotland","EO","Female","30","25","[c]","[c]"
"In post","2021","Disclosure Scotland","EO","Male","30","30","29140","29190"
"In post","2021","Disclosure Scotland","G6/G7","Female","5","5","[c]","[c]"
"In post","2021","Disclosure Scotland","G6/G7","Male","10","10","[c]","[c]"
"In post","2021","Disclosure Scotland","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Disclosure Scotland","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Disclosure Scotland","SEO/HEO","Female","30","25","[c]","[c]"
"In post","2021","Disclosure Scotland","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2021","Driver and Vehicle Licensing Agency","AA/AO","Female","2735","2170","20490","21590"
"In post","2021","Driver and Vehicle Licensing Agency","AA/AO","Male","1360","1290","20950","21590"
"In post","2021","Driver and Vehicle Licensing Agency","EO","Female","500","445","26600","26780"
"In post","2021","Driver and Vehicle Licensing Agency","EO","Male","400","395","26860","26670"
"In post","2021","Driver and Vehicle Licensing Agency","G6/G7","Female","100","95","63630","55320"
"In post","2021","Driver and Vehicle Licensing Agency","G6/G7","Male","180","180","64820","62490"
"In post","2021","Driver and Vehicle Licensing Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Licensing Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Licensing Agency","SEO/HEO","Female","430","400","35360","32980"
"In post","2021","Driver and Vehicle Licensing Agency","SEO/HEO","Male","520","515","38630","39040"
"In post","2021","Driver and Vehicle Standards Agency","AA/AO","Female","370","320","21790","21590"
"In post","2021","Driver and Vehicle Standards Agency","AA/AO","Male","750","725","25860","26580"
"In post","2021","Driver and Vehicle Standards Agency","EO","Female","680","615","27400","26780"
"In post","2021","Driver and Vehicle Standards Agency","EO","Male","1915","1800","28600","26780"
"In post","2021","Driver and Vehicle Standards Agency","G6/G7","Female","50","45","54060","51800"
"In post","2021","Driver and Vehicle Standards Agency","G6/G7","Male","70","70","55560","53840"
"In post","2021","Driver and Vehicle Standards Agency","SCS level","Female","5","5","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","SEO/HEO","Female","325","315","35820","33350"
"In post","2021","Driver and Vehicle Standards Agency","SEO/HEO","Male","620","605","35690","34020"
"In post","2021","Education and Skills Funding Agency","AA/AO","Female","20","15","[c]","[c]"
"In post","2021","Education and Skills Funding Agency","AA/AO","Male","10","10","[c]","[c]"
"In post","2021","Education and Skills Funding Agency","EO","Female","105","100","25940","26000"
"In post","2021","Education and Skills Funding Agency","EO","Male","65","65","26060","26000"
"In post","2021","Education and Skills Funding Agency","G6/G7","Female","320","305","54990","50790"
"In post","2021","Education and Skills Funding Agency","G6/G7","Male","270","270","55800","53420"
"In post","2021","Education and Skills Funding Agency","SCS level","Female","25","25","[c]","[c]"
"In post","2021","Education and Skills Funding Agency","SCS level","Male","25","25","[c]","[c]"
"In post","2021","Education and Skills Funding Agency","SEO/HEO","Female","550","515","34690","36500"
"In post","2021","Education and Skills Funding Agency","SEO/HEO","Male","430","430","35020","36500"
"In post","2021","Education Scotland","AA/AO","Female","40","35","21990","22230"
"In post","2021","Education Scotland","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Education Scotland","EO","Female","10","10","[c]","[c]"
"In post","2021","Education Scotland","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Education Scotland","G6/G7","Female","140","130","68300","70160"
"In post","2021","Education Scotland","G6/G7","Male","55","50","68670","71160"
"In post","2021","Education Scotland","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Education Scotland","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Education Scotland","SEO/HEO","Female","45","45","41090","39660"
"In post","2021","Education Scotland","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2021","ESTYN","AA/AO","Female","5","5","[c]","[c]"
"In post","2021","ESTYN","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","EO","Female","15","15","[c]","[c]"
"In post","2021","ESTYN","EO","Male","5","5","[c]","[c]"
"In post","2021","ESTYN","G6/G7","Female","35","30","73410","74730"
"In post","2021","ESTYN","G6/G7","Male","35","35","74330","74730"
"In post","2021","ESTYN","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2021","ESTYN","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","AA/AO","Female","45","45","23550","22850"
"In post","2021","FCDO Services","AA/AO","Male","85","85","25630","23340"
"In post","2021","FCDO Services","EO","Female","80","75","27680","26590"
"In post","2021","FCDO Services","EO","Male","135","135","28670","27280"
"In post","2021","FCDO Services","G6/G7","Female","55","50","63490","58890"
"In post","2021","FCDO Services","G6/G7","Male","165","150","61950","59740"
