"Status","Year","Disability","Parent_department","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Chancellor's other departments","London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","London","G6","10","10","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Outside London","HEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Outside London","SEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","London","G6","10","10","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","London","G7","10","5","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","London","HEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","London","AO","20","15","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","London","EO","50","50","28790","27690"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","London","G6","55","55","67740","66600"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","London","G7","135","130","55210","53600"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","London","HEO","125","125","34830","33640"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","London","SCS level","20","20","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","London","SEO","90","90","42040","40220"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Outside London","AA","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Outside London","AO","100","90","21260","20880"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Outside London","EO","115","105","25960","25680"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Outside London","G6","15","15","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Outside London","G7","45","45","53970","54300"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Outside London","HEO","160","150","33190","32610"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Outside London","SEO","90","85","42460","41060"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","London","EO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","London","G6","15","15","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","London","G7","30","30","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","London","HEO","50","50","36290","34210"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","London","SCS level","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","London","EO","25","20","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","London","G6","35","35","66090","65370"
"In post","2021","Declared disabled","Department for Education","London","G7","50","50","55290","54160"
"In post","2021","Declared disabled","Department for Education","London","HEO","40","40","34300","33740"
"In post","2021","Declared disabled","Department for Education","London","SCS level","15","15","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","London","SEO","45","45","42540","40940"
"In post","2021","Declared disabled","Department for Education","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","Outside London","AO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","Outside London","EO","85","80","25740","26000"
"In post","2021","Declared disabled","Department for Education","Outside London","G6","30","30","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","Outside London","G7","90","85","51500","50620"
"In post","2021","Declared disabled","Department for Education","Outside London","HEO","140","130","30550","30200"
"In post","2021","Declared disabled","Department for Education","Outside London","SCS level","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","Outside London","SEO","140","135","38140","37100"
"In post","2021","Declared disabled","Department for Education","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","London","AO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","London","EO","45","45","28200","28290"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","London","G6","15","15","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","London","G7","60","60","54490","53870"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","London","HEO","65","65","33050","32560"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","London","SCS level","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","London","SEO","55","55","40150","39420"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Outside London","AO","235","215","21600","21050"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Outside London","EO","180","170","25970","25200"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Outside London","G6","35","35","60300","59910"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Outside London","G7","100","95","49740","48990"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Outside London","HEO","180","170","30620","30160"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Outside London","SEO","150","140","37570","36970"
"In post","2021","Declared disabled","Department for International Trade","London","AO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","London","EO","25","25","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","London","G6","25","25","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","London","G7","45","45","52460","51970"
"In post","2021","Declared disabled","Department for International Trade","London","HEO","35","35","33130","32120"
"In post","2021","Declared disabled","Department for International Trade","London","SCS level","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","London","SEO","25","25","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Outside London","G7","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Outside London","SEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Overseas","G7","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","London","AO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","London","EO","65","65","30700","30720"
"In post","2021","Declared disabled","Department for Transport","London","G6","15","15","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","London","G7","45","45","54790","54760"
"In post","2021","Declared disabled","Department for Transport","London","HEO","45","45","35210","35060"
"In post","2021","Declared disabled","Department for Transport","London","SCS level","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","London","SEO","30","30","44530","44030"
"In post","2021","Declared disabled","Department for Transport","Outside London","AA","195","140","18190","18060"
"In post","2021","Declared disabled","Department for Transport","Outside London","AO","400","345","22110","21590"
"In post","2021","Declared disabled","Department for Transport","Outside London","EO","340","300","27340","26780"
"In post","2021","Declared disabled","Department for Transport","Outside London","G6","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","Outside London","G7","25","20","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","Outside London","HEO","125","115","32720","32250"
"In post","2021","Declared disabled","Department for Transport","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","Outside London","SEO","75","70","42230","41090"
"In post","2021","Declared disabled","Department for Transport","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions","London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions","London","AO","270","235","24350","25110"
"In post","2021","Declared disabled","Department for Work and Pensions","London","EO","955","885","31070","31060"
"In post","2021","Declared disabled","Department for Work and Pensions","London","G6","30","30","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions","London","G7","55","55","55890","54070"
"In post","2021","Declared disabled","Department for Work and Pensions","London","HEO","155","150","37350","36760"
"In post","2021","Declared disabled","Department for Work and Pensions","London","SCS level","15","15","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions","London","SEO","75","70","42910","41530"
"In post","2021","Declared disabled","Department for Work and Pensions","Outside London","AA","65","55","20100","20230"
"In post","2021","Declared disabled","Department for Work and Pensions","Outside London","AO","4760","4010","20990","21010"
"In post","2021","Declared disabled","Department for Work and Pensions","Outside London","EO","7395","6525","27680","27570"
"In post","2021","Declared disabled","Department for Work and Pensions","Outside London","G6","45","40","65680","65450"
"In post","2021","Declared disabled","Department for Work and Pensions","Outside London","G7","200","190","52420","49530"
"In post","2021","Declared disabled","Department for Work and Pensions","Outside London","HEO","990","910","33100","32470"
"In post","2021","Declared disabled","Department for Work and Pensions","Outside London","SCS level","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions","Outside London","SEO","375","345","40160","37760"
"In post","2021","Declared disabled","Department for Work and Pensions","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions","Unknown","AO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions","Unknown","EO","85","80","28110","27570"
"In post","2021","Declared disabled","Department for Work and Pensions","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions","Unknown","HEO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions","Unknown","SEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","London","AA","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","London","AO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","London","EO","35","35","27640","27390"
"In post","2021","Declared disabled","Department of Health and Social Care","London","G6","30","30","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","London","G7","40","35","55540","53860"
"In post","2021","Declared disabled","Department of Health and Social Care","London","HEO","55","55","33370","32790"
"In post","2021","Declared disabled","Department of Health and Social Care","London","SCS level","15","15","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","London","SEO","40","40","41800","40650"
"In post","2021","Declared disabled","Department of Health and Social Care","Outside London","AA","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","Outside London","AO","50","45","20280","19630"
"In post","2021","Declared disabled","Department of Health and Social Care","Outside London","EO","40","40","25480","24920"
"In post","2021","Declared disabled","Department of Health and Social Care","Outside London","G6","20","15","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","Outside London","G7","50","45","51980","51160"
"In post","2021","Declared disabled","Department of Health and Social Care","Outside London","HEO","50","45","30880","29270"
"In post","2021","Declared disabled","Department of Health and Social Care","Outside London","SCS level","10","5","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","Outside London","SEO","60","55","38750","37940"
"In post","2021","Declared disabled","ESTYN","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","ESTYN","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","ESTYN","Outside London","G6","5","5","[c]","[c]"
"In post","2021","Declared disabled","ESTYN","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","ESTYN","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","ESTYN","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","ESTYN","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","London","HEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","London","SEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","Outside London","EO","25","25","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","Outside London","HEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","Outside London","SEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","London","AO","45","40","27660","28000"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","London","EO","65","65","32290","31120"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","London","G6","45","40","70720","70030"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","London","G7","95","90","56510","57400"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","London","HEO","115","115","37020","37780"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","London","SCS level","20","20","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","London","SEO","40","40","44210","44490"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","Outside London","AO","35","35","23530","24750"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","Outside London","EO","55","55","26960","26120"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","Outside London","G6","5","5","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","Outside London","G7","30","30","52680","51960"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","Outside London","HEO","50","50","34440","33930"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","Outside London","SEO","35","30","42140","42240"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","Overseas","EO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","Overseas","G6","30","30","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","Overseas","G7","50","50","55270","54470"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","Overseas","HEO","55","55","34240","34260"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","Overseas","SCS level","10","10","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office","Overseas","SEO","15","15","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","Outside London","AO","110","100","22350","22350"
"In post","2021","Declared disabled","HM Land Registry","Outside London","EO","195","165","27380","27130"
"In post","2021","Declared disabled","HM Land Registry","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","Outside London","G7","10","10","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","Outside London","HEO","105","90","34490","33840"
"In post","2021","Declared disabled","HM Land Registry","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","Outside London","SEO","45","40","41840","40860"
"In post","2021","Declared disabled","HM Revenue and Customs","London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Revenue and Customs","London","AO","110","95","25040","25630"
"In post","2021","Declared disabled","HM Revenue and Customs","London","EO","145","135","30970","30600"
"In post","2021","Declared disabled","HM Revenue and Customs","London","G6","60","55","69920","71290"
"In post","2021","Declared disabled","HM Revenue and Customs","London","G7","130","120","59740","59160"
"In post","2021","Declared disabled","HM Revenue and Customs","London","HEO","180","170","37420","36220"
