"Status","Year","Ethnicity","Region_ITL3","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Aberdeen City and Aberdeenshire","Outside London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Asian","Aberdeen City and Aberdeenshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Aberdeen City and Aberdeenshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Aberdeen City and Aberdeenshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Angus and Dundee City","Outside London","Heterosexual / straight","35","30","25430","21080"
"In post","2021","Asian","Angus and Dundee City","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Angus and Dundee City","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Angus and Dundee City","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Antrim and Newtownabbey","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Antrim and Newtownabbey","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Antrim and Newtownabbey","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Antrim and Newtownabbey","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ards and North Down","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ards and North Down","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ards and North Down","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ards and North Down","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Armagh City, Banbridge and Craigavon","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Armagh City, Banbridge and Craigavon","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Armagh City, Banbridge and Craigavon","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Armagh City, Banbridge and Craigavon","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Barking & Dagenham and Havering","London","Heterosexual / straight","105","100","30560","31060"
"In post","2021","Asian","Barking & Dagenham and Havering","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Barking & Dagenham and Havering","London","Undeclared","5","5","[c]","[c]"
"In post","2021","Asian","Barking & Dagenham and Havering","London","Unknown","25","25","[c]","[c]"
"In post","2021","Asian","Barnet","London","Heterosexual / straight","305","290","36260","31880"
"In post","2021","Asian","Barnet","London","LGBO","5","5","[c]","[c]"
"In post","2021","Asian","Barnet","London","Undeclared","30","25","[c]","[c]"
"In post","2021","Asian","Barnet","London","Unknown","60","60","47130","37380"
"In post","2021","Asian","Barnsley, Doncaster and Rotherham","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Asian","Barnsley, Doncaster and Rotherham","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Barnsley, Doncaster and Rotherham","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Barnsley, Doncaster and Rotherham","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","Heterosexual / straight","315","305","35480","33200"
"In post","2021","Asian","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","LGBO","10","10","[c]","[c]"
"In post","2021","Asian","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","Undeclared","25","25","[c]","[c]"
"In post","2021","Asian","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","Bedford","Outside London","Heterosexual / straight","65","60","27640","27570"
"In post","2021","Asian","Bedford","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Bedford","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Bedford","Outside London","Unknown","10","5","[c]","[c]"
"In post","2021","Asian","Belfast","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Asian","Belfast","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Belfast","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Belfast","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Berkshire","Outside London","Heterosexual / straight","240","225","30510","29290"
"In post","2021","Asian","Berkshire","Outside London","LGBO","10","10","[c]","[c]"
"In post","2021","Asian","Berkshire","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","Asian","Berkshire","Outside London","Unknown","40","35","30020","29290"
"In post","2021","Asian","Bexley and Greenwich","London","Heterosexual / straight","90","80","30910","31060"
"In post","2021","Asian","Bexley and Greenwich","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Bexley and Greenwich","London","Undeclared","5","5","[c]","[c]"
"In post","2021","Asian","Bexley and Greenwich","London","Unknown","10","10","[c]","[c]"
"In post","2021","Asian","Birmingham","Outside London","Heterosexual / straight","1930","1810","27110","25560"
"In post","2021","Asian","Birmingham","Outside London","LGBO","45","40","28430","26560"
"In post","2021","Asian","Birmingham","Outside London","Undeclared","125","110","25170","23860"
"In post","2021","Asian","Birmingham","Outside London","Unknown","340","300","27450","25560"
"In post","2021","Asian","Blackburn with Darwen","Outside London","Heterosexual / straight","105","90","25950","27570"
"In post","2021","Asian","Blackburn with Darwen","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Blackburn with Darwen","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Blackburn with Darwen","Outside London","Unknown","30","25","[c]","[c]"
"In post","2021","Asian","Blackpool","Outside London","Heterosexual / straight","70","65","29760","27570"
"In post","2021","Asian","Blackpool","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Blackpool","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Blackpool","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","Asian","Bournemouth and Poole","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Asian","Bournemouth and Poole","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Bournemouth and Poole","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Bournemouth and Poole","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Bradford","Outside London","Heterosexual / straight","475","430","25750","25560"
"In post","2021","Asian","Bradford","Outside London","LGBO","10","10","[c]","[c]"
"In post","2021","Asian","Bradford","Outside London","Undeclared","35","30","23110","20160"
