"Status","Year","Age","Profession_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Project Delivery","EO","EO","5","5","[c]","[c]"
"In post","2021","16-19","Project Delivery","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","EO","EO","10","10","24850","24500"
"In post","2021","16-19","Property","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","16-19","Science and Engineering","AA/AO","AA","25","25","16180","16780"
"In post","2021","16-19","Science and Engineering","AA/AO","AO","10","10","19380","19310"
"In post","2021","16-19","Science and Engineering","EO","EO","70","70","18220","17780"
"In post","2021","16-19","Science and Engineering","Unknown","Unknown","15","15","16870","16780"
"In post","2021","16-19","Security","AA/AO","AA","10","10","19420","19560"
"In post","2021","16-19","Security","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","16-19","Security","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Statistics","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Tax","AA/AO","AO","145","135","20140","20140"
"In post","2021","16-19","Tax","EO","EO","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","AA/AO","AA","65","65","20700","21150"
"In post","2021","16-19","Unknown","AA/AO","AO","200","200","21260","21010"
"In post","2021","16-19","Unknown","EO","EO","55","55","27750","27570"
"In post","2021","20-29","Commercial","AA/AO","AA","10","10","20060","20350"
"In post","2021","20-29","Commercial","AA/AO","AO","45","40","21330","20920"
"In post","2021","20-29","Commercial","EO","EO","240","235","24630","25000"
"In post","2021","20-29","Commercial","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","G6/G7","G7","30","30","52390","53360"
"In post","2021","20-29","Commercial","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","SEO/HEO","HEO","305","305","31110","30900"
"In post","2021","20-29","Commercial","SEO/HEO","SEO","165","160","38710","38280"
"In post","2021","20-29","Commercial","Unknown","Unknown","55","55","28200","26670"
"In post","2021","20-29","Communications","AA/AO","AA","5","5","[c]","[c]"
"In post","2021","20-29","Communications","AA/AO","AO","75","75","22990","22890"
"In post","2021","20-29","Communications","EO","EO","215","215","27200","27270"
"In post","2021","20-29","Communications","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","20-29","Communications","G6/G7","G7","55","55","54220","53420"
"In post","2021","20-29","Communications","SEO/HEO","HEO","310","310","34220","33290"
"In post","2021","20-29","Communications","SEO/HEO","SEO","165","165","41640","41560"
"In post","2021","20-29","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Corporate Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Corporate Finance","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Corporate Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Corporate Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Corporate Finance","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","20-29","Corporate Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","EO","EO","25","25","26610","26110"
"In post","2021","20-29","Counter Fraud","SEO/HEO","HEO","35","35","32670","33100"
"In post","2021","20-29","Counter Fraud","SEO/HEO","SEO","15","15","39920","40000"
"In post","2021","20-29","Digital, Data and Technology","AA/AO","AA","25","25","20660","19730"
"In post","2021","20-29","Digital, Data and Technology","AA/AO","AO","95","95","21880","21590"
"In post","2021","20-29","Digital, Data and Technology","EO","EO","615","610","26620","26130"
"In post","2021","20-29","Digital, Data and Technology","G6/G7","G6","10","10","[c]","[c]"
"In post","2021","20-29","Digital, Data and Technology","G6/G7","G7","140","140","53510","52850"
"In post","2021","20-29","Digital, Data and Technology","SEO/HEO","HEO","665","665","32820","32010"
"In post","2021","20-29","Digital, Data and Technology","SEO/HEO","SEO","385","385","40510","40050"
"In post","2021","20-29","Digital, Data and Technology","Unknown","Unknown","10","5","[c]","[c]"
"In post","2021","20-29","Economics","AA/AO","AA","5","5","[c]","[c]"
"In post","2021","20-29","Economics","AA/AO","AO","80","80","22500","22500"
"In post","2021","20-29","Economics","EO","EO","75","75","27150","27120"
"In post","2021","20-29","Economics","G6/G7","G6","10","10","63230","62600"
"In post","2021","20-29","Economics","G6/G7","G7","240","240","54120","54650"
"In post","2021","20-29","Economics","SEO/HEO","HEO","690","690","33640","33570"
"In post","2021","20-29","Economics","SEO/HEO","SEO","80","80","39590","40350"
"In post","2021","20-29","Economics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","AA/AO","AA","15","15","20150","20810"
"In post","2021","20-29","Finance","AA/AO","AO","150","135","21290","20800"
"In post","2021","20-29","Finance","EO","EO","355","355","25310","25560"
"In post","2021","20-29","Finance","G6/G7","G6","10","10","64850","65440"
"In post","2021","20-29","Finance","G6/G7","G7","115","115","54440","53760"
"In post","2021","20-29","Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","SEO/HEO","HEO","350","350","32920","32790"
"In post","2021","20-29","Finance","SEO/HEO","SEO","185","185","40510","40580"
"In post","2021","20-29","Finance","Unknown","Unknown","30","30","30890","30210"
"In post","2021","20-29","Human Resources","AA/AO","AA","20","20","20100","19560"
"In post","2021","20-29","Human Resources","AA/AO","AO","195","190","21840","20920"
"In post","2021","20-29","Human Resources","EO","EO","295","290","26100","26530"
"In post","2021","20-29","Human Resources","G6/G7","G6","10","10","63110","62170"
"In post","2021","20-29","Human Resources","G6/G7","G7","90","90","54190","53370"
"In post","2021","20-29","Human Resources","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","SEO/HEO","HEO","350","350","31620","31810"
"In post","2021","20-29","Human Resources","SEO/HEO","SEO","105","105","39300","39400"
"In post","2021","20-29","Human Resources","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Intelligence Analysis","AA/AO","AO","10","10","22190","21430"
"In post","2021","20-29","Intelligence Analysis","EO","EO","260","255","27270","26670"
"In post","2021","20-29","Intelligence Analysis","G6/G7","G6","10","10","65080","66230"
"In post","2021","20-29","Intelligence Analysis","G6/G7","G7","45","45","53640","53360"
"In post","2021","20-29","Intelligence Analysis","SEO/HEO","HEO","175","175","34810","35070"
"In post","2021","20-29","Intelligence Analysis","SEO/HEO","SEO","40","40","43050","43780"
"In post","2021","20-29","Internal Audit","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","EO","EO","5","5","[c]","[c]"
"In post","2021","20-29","Internal Audit","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","SEO/HEO","HEO","30","30","33440","33300"
"In post","2021","20-29","Internal Audit","SEO/HEO","SEO","10","10","40620","39800"
"In post","2021","20-29","International Trade","EO","EO","50","45","25920","26250"
"In post","2021","20-29","International Trade","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","20-29","International Trade","G6/G7","G7","105","105","50900","51970"
"In post","2021","20-29","International Trade","SEO/HEO","HEO","190","190","32360","32120"
"In post","2021","20-29","International Trade","SEO/HEO","SEO","110","110","38150","38540"
"In post","2021","20-29","Knowledge and Information Management","AA/AO","AO","70","70","21880","20920"
"In post","2021","20-29","Knowledge and Information Management","EO","EO","90","90","25700","26410"
"In post","2021","20-29","Knowledge and Information Management","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Knowledge and Information Management","SEO/HEO","HEO","80","80","31700","31800"
"In post","2021","20-29","Knowledge and Information Management","SEO/HEO","SEO","30","30","38520","37460"
"In post","2021","20-29","Knowledge and Information Management","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Legal","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal","AA/AO","AO","45","40","21320","20140"
"In post","2021","20-29","Legal","EO","EO","565","565","27370","25560"
"In post","2021","20-29","Legal","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal","G6/G7","G7","175","175","51150","50810"
"In post","2021","20-29","Legal","SEO/HEO","HEO","315","315","34670","36160"
"In post","2021","20-29","Legal","SEO/HEO","SEO","125","125","37050","37230"
"In post","2021","20-29","Medicine","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Medicine","AA/AO","AO","40","40","22450","22640"
"In post","2021","20-29","Medicine","EO","EO","50","50","27820","27400"
"In post","2021","20-29","Medicine","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","20-29","Medicine","SEO/HEO","HEO","40","40","33060","33180"
"In post","2021","20-29","Medicine","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","20-29","Operational Delivery","AA/AO","AA","1745","1670","20000","20600"
"In post","2021","20-29","Operational Delivery","AA/AO","AO","14680","14300","23400","22350"
"In post","2021","20-29","Operational Delivery","EO","EO","6295","6220","26760","25560"
"In post","2021","20-29","Operational Delivery","G6/G7","G6","10","10","[c]","[c]"
"In post","2021","20-29","Operational Delivery","G6/G7","G7","190","190","53060","53380"
"In post","2021","20-29","Operational Delivery","SEO/HEO","HEO","1945","1925","31820","31810"
"In post","2021","20-29","Operational Delivery","SEO/HEO","SEO","600","595","39190","38630"
"In post","2021","20-29","Operational Delivery","Unknown","Unknown","2150","2105","25280","22920"
"In post","2021","20-29","Operational Research","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Operational Research","AA/AO","AO","15","15","22550","20920"
"In post","2021","20-29","Operational Research","EO","EO","35","35","28130","26750"
"In post","2021","20-29","Operational Research","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Operational Research","G6/G7","G7","25","25","53320","57620"
"In post","2021","20-29","Operational Research","SEO/HEO","HEO","190","190","32290","31810"
"In post","2021","20-29","Operational Research","SEO/HEO","SEO","70","70","39420","37320"
"In post","2021","20-29","Operational Research","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other","AA/AO","AA","165","160","19650","19560"
"In post","2021","20-29","Other","AA/AO","AO","470","460","22030","20920"
"In post","2021","20-29","Other","EO","EO","855","845","25030","26290"
"In post","2021","20-29","Other","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","20-29","Other","G6/G7","G7","100","100","52650","52130"
"In post","2021","20-29","Other","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other","SEO/HEO","HEO","505","500","31780","32120"
"In post","2021","20-29","Other","SEO/HEO","SEO","145","145","39350","39850"
"In post","2021","20-29","Other","Unknown","Unknown","370","370","29130","28980"
"In post","2021","20-29","Planning","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Planning","EO","EO","10","10","27330","27850"
"In post","2021","20-29","Planning","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Planning","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Planning","SEO/HEO","HEO","10","10","32270","32120"
"In post","2021","20-29","Planning","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","20-29","Policy","AA/AO","AA","10","10","17600","17600"
"In post","2021","20-29","Policy","AA/AO","AO","200","195","23470","23260"
"In post","2021","20-29","Policy","EO","EO","1020","1015","27690","27850"
"In post","2021","20-29","Policy","G6/G7","G6","120","120","64620","64560"
"In post","2021","20-29","Policy","G6/G7","G7","1530","1525","53950","53380"
"In post","2021","20-29","Policy","SCS level","SCS level","10","10","76050","72840"
"In post","2021","20-29","Policy","SEO/HEO","HEO","3310","3295","33600","33570"
"In post","2021","20-29","Policy","SEO/HEO","SEO","1350","1345","40290","40050"
"In post","2021","20-29","Policy","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Project Delivery","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","AA/AO","AO","80","80","21640","21430"
"In post","2021","20-29","Project Delivery","EO","EO","540","535","25500","25560"
"In post","2021","20-29","Project Delivery","G6/G7","G6","10","10","64050","64220"
"In post","2021","20-29","Project Delivery","G6/G7","G7","135","135","53200","53600"
"In post","2021","20-29","Project Delivery","SEO/HEO","HEO","840","835","32370","33000"
"In post","2021","20-29","Project Delivery","SEO/HEO","SEO","375","375","39490","40000"
"In post","2021","20-29","Project Delivery","Unknown","Unknown","75","75","28410","27720"
"In post","2021","20-29","Property","AA/AO","AA","55","55","18690","18760"
"In post","2021","20-29","Property","AA/AO","AO","50","45","21350","21050"
"In post","2021","20-29","Property","EO","EO","250","240","26180","25860"
"In post","2021","20-29","Property","G6/G7","G7","10","10","51320","49860"
"In post","2021","20-29","Property","SEO/HEO","HEO","170","170","32140","32100"
"In post","2021","20-29","Property","SEO/HEO","SEO","65","65","40580","40580"
"In post","2021","20-29","Property","Unknown","Unknown","25","25","24610","21960"
"In post","2021","20-29","Psychology","AA/AO","AO","30","30","20860","20650"
"In post","2021","20-29","Psychology","EO","EO","170","170","26050","25830"
"In post","2021","20-29","Psychology","SEO/HEO","HEO","155","155","29930","29750"
"In post","2021","20-29","Psychology","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","20-29","Science and Engineering","AA/AO","AA","60","60","18200","18730"
"In post","2021","20-29","Science and Engineering","AA/AO","AO","305","300","22230","21550"
"In post","2021","20-29","Science and Engineering","EO","EO","805","805","25220","26350"
"In post","2021","20-29","Science and Engineering","G6/G7","G7","30","30","51600","52450"
"In post","2021","20-29","Science and Engineering","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Science and Engineering","SEO/HEO","HEO","990","980","30380","28960"
"In post","2021","20-29","Science and Engineering","SEO/HEO","SEO","335","330","39110","38200"
"In post","2021","20-29","Science and Engineering","Unknown","Unknown","220","220","29210","27800"
"In post","2021","20-29","Security","AA/AO","AA","245","245","19970","19560"
"In post","2021","20-29","Security","AA/AO","AO","565","560","27090","26610"
"In post","2021","20-29","Security","EO","EO","110","110","27530","26620"
"In post","2021","20-29","Security","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Security","G6/G7","G7","10","10","[c]","[c]"
"In post","2021","20-29","Security","SEO/HEO","HEO","100","100","32660","32930"
"In post","2021","20-29","Security","SEO/HEO","SEO","35","35","42360","41800"
"In post","2021","20-29","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Social Research","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Social Research","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","20-29","Social Research","EO","EO","25","25","30230","30100"
"In post","2021","20-29","Social Research","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Social Research","G6/G7","G7","35","35","53720","53500"
"In post","2021","20-29","Social Research","SEO/HEO","HEO","215","210","31700","30130"
"In post","2021","20-29","Social Research","SEO/HEO","SEO","130","130","39000","37020"
"In post","2021","20-29","Statistics","AA/AO","AA","5","5","[c]","[c]"
"In post","2021","20-29","Statistics","AA/AO","AO","20","20","22090","22130"
"In post","2021","20-29","Statistics","EO","EO","130","130","27310","27570"
"In post","2021","20-29","Statistics","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Statistics","G6/G7","G7","65","65","51770","52540"
"In post","2021","20-29","Statistics","SEO/HEO","HEO","275","275","33100","32540"
"In post","2021","20-29","Statistics","SEO/HEO","SEO","150","150","39510","39030"
"In post","2021","20-29","Tax","AA/AO","AO","1640","1575","20170","20140"
"In post","2021","20-29","Tax","EO","EO","1010","1000","25590","25560"
"In post","2021","20-29","Tax","G6/G7","G6","15","15","61530","64670"
"In post","2021","20-29","Tax","G6/G7","G7","275","270","53780","52580"
"In post","2021","20-29","Tax","SEO/HEO","HEO","725","720","32470","31810"
"In post","2021","20-29","Tax","SEO/HEO","SEO","75","75","37990","38630"
"In post","2021","20-29","Unknown","AA/AO","AA","425","410","20990","21150"
"In post","2021","20-29","Unknown","AA/AO","AO","4790","4655","21480","21010"
"In post","2021","20-29","Unknown","EO","EO","7495","7410","28110","27570"
"In post","2021","20-29","Unknown","G6/G7","G6","55","55","66330","64500"
"In post","2021","20-29","Unknown","G6/G7","G7","655","650","54850","54700"
"In post","2021","20-29","Unknown","SCS level","SCS level","25","25","66520","63750"
"In post","2021","20-29","Unknown","SEO/HEO","HEO","3565","3555","31770","31990"
"In post","2021","20-29","Unknown","SEO/HEO","SEO","670","665","39610","39960"
"In post","2021","20-29","Unknown","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Veterinarian","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Veterinarian","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Veterinarian","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","30-39","Commercial","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","AA/AO","AO","30","30","22350","21710"
"In post","2021","30-39","Commercial","EO","EO","140","130","25630","26330"
"In post","2021","30-39","Commercial","G6/G7","G6","35","35","66920","66290"
"In post","2021","30-39","Commercial","G6/G7","G7","165","165","51770","51280"
"In post","2021","30-39","Commercial","SCS level","SCS level","15","15","74260","74100"
"In post","2021","30-39","Commercial","SEO/HEO","HEO","365","350","31890","31860"
"In post","2021","30-39","Commercial","SEO/HEO","SEO","465","450","40580","40270"
"In post","2021","30-39","Commercial","Unknown","Unknown","60","55","37800","37480"
"In post","2021","30-39","Communications","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Communications","AA/AO","AO","30","30","22060","21590"
"In post","2021","30-39","Communications","EO","EO","120","115","26730","26670"
"In post","2021","30-39","Communications","G6/G7","G6","65","65","66440","66230"
"In post","2021","30-39","Communications","G6/G7","G7","275","270","55120","54650"
"In post","2021","30-39","Communications","SCS level","SCS level","20","20","86990","80000"
"In post","2021","30-39","Communications","SEO/HEO","HEO","290","280","34280","33300"
"In post","2021","30-39","Communications","SEO/HEO","SEO","360","350","41430","41030"
"In post","2021","30-39","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Corporate Finance","EO","EO","10","10","[c]","[c]"
"In post","2021","30-39","Corporate Finance","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","30-39","Corporate Finance","G6/G7","G7","20","20","56670","55090"
"In post","2021","30-39","Corporate Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Corporate Finance","SEO/HEO","HEO","10","10","33370","33040"
"In post","2021","30-39","Corporate Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Counter Fraud","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Counter Fraud","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","30-39","Counter Fraud","EO","EO","45","40","26420","26090"
"In post","2021","30-39","Counter Fraud","G6/G7","G6","10","10","67330","66460"
"In post","2021","30-39","Counter Fraud","G6/G7","G7","10","10","57170","57890"
"In post","2021","30-39","Counter Fraud","SEO/HEO","HEO","70","65","33970","33220"
"In post","2021","30-39","Counter Fraud","SEO/HEO","SEO","50","50","40940","40950"
"In post","2021","30-39","Digital, Data and Technology","AA/AO","AA","5","5","[c]","[c]"
"In post","2021","30-39","Digital, Data and Technology","AA/AO","AO","85","80","21730","21590"
"In post","2021","30-39","Digital, Data and Technology","EO","EO","490","480","27140","26670"
"In post","2021","30-39","Digital, Data and Technology","G6/G7","G6","130","125","68040","66230"
"In post","2021","30-39","Digital, Data and Technology","G6/G7","G7","760","745","55510","53620"
"In post","2021","30-39","Digital, Data and Technology","SCS level","SCS level","25","25","83050","80000"
"In post","2021","30-39","Digital, Data and Technology","SEO/HEO","HEO","890","870","33060","32300"
"In post","2021","30-39","Digital, Data and Technology","SEO/HEO","SEO","920","910","41240","40450"
"In post","2021","30-39","Digital, Data and Technology","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","30-39","Economics","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Economics","EO","EO","5","5","[c]","[c]"
"In post","2021","30-39","Economics","G6/G7","G6","110","105","68860","68200"
"In post","2021","30-39","Economics","G6/G7","G7","315","305","56310","55620"
"In post","2021","30-39","Economics","SCS level","SCS level","30","30","77820","75520"
"In post","2021","30-39","Economics","SEO/HEO","HEO","55","50","35450","34870"
"In post","2021","30-39","Economics","SEO/HEO","SEO","35","35","41580","40540"
"In post","2021","30-39","Finance","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","AA/AO","AO","135","120","21400","20920"
"In post","2021","30-39","Finance","EO","EO","290","270","26320","26410"
"In post","2021","30-39","Finance","G6/G7","G6","145","145","67470","67000"
"In post","2021","30-39","Finance","G6/G7","G7","410","400","54940","54400"
"In post","2021","30-39","Finance","SCS level","SCS level","40","40","81380","76140"
"In post","2021","30-39","Finance","SEO/HEO","HEO","420","405","32980","32810"
"In post","2021","30-39","Finance","SEO/HEO","SEO","430","415","40980","40230"
"In post","2021","30-39","Finance","Unknown","Unknown","35","35","37900","39480"
"In post","2021","30-39","Human Resources","AA/AO","AA","10","5","[c]","[c]"
"In post","2021","30-39","Human Resources","AA/AO","AO","235","210","21590","20920"
"In post","2021","30-39","Human Resources","EO","EO","305","285","26670","26670"
"In post","2021","30-39","Human Resources","G6/G7","G6","95","90","66820","66230"
"In post","2021","30-39","Human Resources","G6/G7","G7","260","250","54310","53650"
"In post","2021","30-39","Human Resources","SCS level","SCS level","30","25","81280","75940"
"In post","2021","30-39","Human Resources","SEO/HEO","HEO","470","445","32370","32000"
"In post","2021","30-39","Human Resources","SEO/HEO","SEO","335","325","40700","39850"
"In post","2021","30-39","Human Resources","Unknown","Unknown","10","10","37220","38840"
"In post","2021","30-39","Inspector of Education and Training","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Inspector of Education and Training","G6/G7","G7","30","30","74030","75500"
"In post","2021","30-39","Inspector of Education and Training","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Inspector of Education and Training","SEO/HEO","SEO","40","40","50510","51360"
"In post","2021","30-39","Intelligence Analysis","AA/AO","AO","20","15","22010","21430"
"In post","2021","30-39","Intelligence Analysis","EO","EO","370","350","27190","26670"
"In post","2021","30-39","Intelligence Analysis","G6/G7","G6","25","25","66990","66230"
"In post","2021","30-39","Intelligence Analysis","G6/G7","G7","100","100","54980","53500"
"In post","2021","30-39","Intelligence Analysis","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Intelligence Analysis","SEO/HEO","HEO","260","255","33740","33300"
"In post","2021","30-39","Intelligence Analysis","SEO/HEO","SEO","125","125","41900","41760"
"In post","2021","30-39","Intelligence Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Internal Audit","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Internal Audit","EO","EO","15","15","27580","26670"
"In post","2021","30-39","Internal Audit","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","30-39","Internal Audit","G6/G7","G7","30","30","52920","52220"
"In post","2021","30-39","Internal Audit","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Internal Audit","SEO/HEO","HEO","40","40","33640","33550"
"In post","2021","30-39","Internal Audit","SEO/HEO","SEO","45","45","41610","40520"
"In post","2021","30-39","International Trade","EO","EO","20","20","27350","26510"
"In post","2021","30-39","International Trade","G6/G7","G6","70","70","61920","62170"
"In post","2021","30-39","International Trade","G6/G7","G7","170","170","52840","51970"
"In post","2021","30-39","International Trade","SCS level","SCS level","35","35","74940","73240"
"In post","2021","30-39","International Trade","SEO/HEO","HEO","70","65","32530","32120"
"In post","2021","30-39","International Trade","SEO/HEO","SEO","70","70","38990","38540"
"In post","2021","30-39","Knowledge and Information Management","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Knowledge and Information Management","AA/AO","AO","50","45","21720","20920"
"In post","2021","30-39","Knowledge and Information Management","EO","EO","85","80","26350","26670"
"In post","2021","30-39","Knowledge and Information Management","G6/G7","G6","15","15","68580","66160"
"In post","2021","30-39","Knowledge and Information Management","G6/G7","G7","70","65","53710","52770"
"In post","2021","30-39","Knowledge and Information Management","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Knowledge and Information Management","SEO/HEO","HEO","125","120","32480","33000"
"In post","2021","30-39","Knowledge and Information Management","SEO/HEO","SEO","120","115","39870","39110"
"In post","2021","30-39","Knowledge and Information Management","Unknown","Unknown","10","10","39720","40330"
