"Status","Year","Disability","Ethnicity","Parent_department","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Undeclared","Other ethnicity","Cabinet Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Charity Commission","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Department for Business, Energy and Industrial Strategy","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Department for Education","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Department for Transport","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Department for Work and Pensions","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Department for Work and Pensions","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","ESTYN","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","HM Land Registry","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","HM Revenue and Customs","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","HM Treasury","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Home Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Home Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Home Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Ministry of Defence","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Ministry of Housing, Communities and Local Government","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Ministry of Housing, Communities and Local Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Ministry of Justice","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Office for Standards in Education","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Office for Standards in Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Other Cabinet Office Agencies","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Other Cabinet Office Agencies","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Scotland Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Scotland Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Scottish Government","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Scottish Government","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","The National Archives","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","UK Export Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","United Kingdom Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Wales Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Wales Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Cabinet Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Department for Transport","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Department for Transport","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Department for Work and Pensions","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Department of Health and Social Care","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Department of Health and Social Care","Outside London","40","[c]","30650","32900"
"Leaver CS","2021","Undeclared","Undeclared","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","HM Land Registry","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","HM Revenue and Customs","London","25","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","HM Revenue and Customs","Outside London","165","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","HM Treasury","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Home Office","London","15","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Home Office","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Ministry of Defence","Outside London","75","[c]","35360","37280"
"Leaver CS","2021","Undeclared","Undeclared","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Ministry of Housing, Communities and Local Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Ministry of Justice","London","15","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Ministry of Justice","Outside London","45","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Department for Education","London","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Department for Education","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Department for Transport","London","25","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Department for Transport","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Department for Work and Pensions","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","HM Revenue and Customs","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Ministry of Defence","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Ministry of Housing, Communities and Local Government","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Ministry of Justice","London","15","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Ministry of Justice","Outside London","60","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Attorney General's Departments","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Cabinet Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Charity Commission","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Department for Business, Energy and Industrial Strategy","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Department for Education","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Department for Transport","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Department for Transport","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Department for Work and Pensions","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Department for Work and Pensions","Outside London","90","[c]","26600","25810"
"Leaver CS","2021","Undeclared","White","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Department of Health and Social Care","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Department of Health and Social Care","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","ESTYN","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Food Standards Agency","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Food Standards Agency","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","HM Land Registry","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","HM Revenue and Customs","London","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","HM Revenue and Customs","Outside London","110","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","HM Treasury","London","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Home Office","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Home Office","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Home Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Ministry of Defence","Outside London","130","[c]","30500","27500"
"Leaver CS","2021","Undeclared","White","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Ministry of Housing, Communities and Local Government","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Ministry of Housing, Communities and Local Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Ministry of Justice","London","50","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Ministry of Justice","Outside London","410","[c]","25140","20290"
"Leaver CS","2021","Undeclared","White","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Office for Standards in Education","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Office for Standards in Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Other Cabinet Office Agencies","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Other Cabinet Office Agencies","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Scotland Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Scotland Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Scottish Government","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Scottish Government","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Scottish Government","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","The National Archives","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","UK Export Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","United Kingdom Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Wales Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Wales Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Attorney General's Departments","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Cabinet Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Charity Commission","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Department for Business, Energy and Industrial Strategy","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Department for Education","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Department for Transport","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Department for Work and Pensions","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Department for Work and Pensions","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Department of Health and Social Care","London","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Department of Health and Social Care","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","ESTYN","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","HM Land Registry","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","HM Revenue and Customs","London","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","HM Revenue and Customs","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","HM Treasury","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Home Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Home Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Home Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Ministry of Defence","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
