"Status","Year","Organisation","Region_ITL2","Region_ITL3","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Home Office (incl. agencies)","Inner London - East","Lewisham and Southwark","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Inner London - East","Lewisham and Southwark","SEO/HEO","55","55","38150","36250"
"In post","2021","Home Office (incl. agencies)","Inner London - East","Tower Hamlets","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Inner London - West","Camden and City of London","AA/AO","30","30","23600","22210"
"In post","2021","Home Office (incl. agencies)","Inner London - West","Camden and City of London","EO","165","155","29350","28990"
"In post","2021","Home Office (incl. agencies)","Inner London - West","Camden and City of London","G6/G7","15","15","60100","57680"
"In post","2021","Home Office (incl. agencies)","Inner London - West","Camden and City of London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Inner London - West","Camden and City of London","SEO/HEO","130","125","39050","37510"
"In post","2021","Home Office (incl. agencies)","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","EO","5","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Inner London - West","Wandsworth","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Inner London - West","Wandsworth","EO","5","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Inner London - West","Wandsworth","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Inner London - West","Westminster","AA/AO","255","225","25030","25630"
"In post","2021","Home Office (incl. agencies)","Inner London - West","Westminster","EO","515","495","29470","28850"
"In post","2021","Home Office (incl. agencies)","Inner London - West","Westminster","G6/G7","1505","1465","61710","57680"
"In post","2021","Home Office (incl. agencies)","Inner London - West","Westminster","SCS level","220","215","91900","83830"
"In post","2021","Home Office (incl. agencies)","Inner London - West","Westminster","SEO/HEO","1635","1610","39630","41950"
"In post","2021","Home Office (incl. agencies)","Inner London - West","Westminster","Unknown","5","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Kent","East Kent","AA/AO","370","350","21310","21430"
"In post","2021","Home Office (incl. agencies)","Kent","East Kent","EO","1585","1405","26460","25310"
"In post","2021","Home Office (incl. agencies)","Kent","East Kent","G6/G7","35","35","54160","52280"
"In post","2021","Home Office (incl. agencies)","Kent","East Kent","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Kent","East Kent","SEO/HEO","385","365","33380","31890"
"In post","2021","Home Office (incl. agencies)","Kent","East Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Kent","Kent Thames Gateway","EO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Kent","Kent Thames Gateway","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Kent","Mid Kent","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Kent","Mid Kent","EO","5","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Kent","Mid Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Leicestershire, Rutland and Northamptonshire","Leicester","EO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Leicestershire, Rutland and Northamptonshire","Leicester","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","AA/AO","20","20","21430","21430"
"In post","2021","Home Office (incl. agencies)","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","EO","125","115","25950","25310"
"In post","2021","Home Office (incl. agencies)","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","G6/G7","5","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","SEO/HEO","45","45","33070","31100"
"In post","2021","Home Office (incl. agencies)","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Lincolnshire","Lincolnshire","AA/AO","5","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Lincolnshire","Lincolnshire","EO","10","10","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Lincolnshire","Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Merseyside","Liverpool","AA/AO","1645","1465","21200","21430"
"In post","2021","Home Office (incl. agencies)","Merseyside","Liverpool","EO","1760","1625","25230","25040"
"In post","2021","Home Office (incl. agencies)","Merseyside","Liverpool","G6/G7","140","140","55650","52280"
"In post","2021","Home Office (incl. agencies)","Merseyside","Liverpool","SCS level","5","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Merseyside","Liverpool","SEO/HEO","805","775","33730","30980"
"In post","2021","Home Office (incl. agencies)","Merseyside","Liverpool","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Merseyside","Sefton","AA/AO","665","575","20470","21430"
"In post","2021","Home Office (incl. agencies)","Merseyside","Sefton","EO","325","310","25300","24890"
"In post","2021","Home Office (incl. agencies)","Merseyside","Sefton","G6/G7","35","35","56360","52280"
"In post","2021","Home Office (incl. agencies)","Merseyside","Sefton","SEO/HEO","190","185","34230","31280"
"In post","2021","Home Office (incl. agencies)","Merseyside","Sefton","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","North Eastern Scotland","Aberdeen City and Aberdeenshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","North Eastern Scotland","Aberdeen City and Aberdeenshire","EO","30","25","25990","25310"
"In post","2021","Home Office (incl. agencies)","North Eastern Scotland","Aberdeen City and Aberdeenshire","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","North Yorkshire","North Yorkshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","North Yorkshire","North Yorkshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Northern Ireland","Antrim and Newtownabbey","EO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Northern Ireland","Belfast","AA/AO","215","180","21260","21430"
"In post","2021","Home Office (incl. agencies)","Northern Ireland","Belfast","EO","180","170","25630","25310"
"In post","2021","Home Office (incl. agencies)","Northern Ireland","Belfast","G6/G7","5","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Northern Ireland","Belfast","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Northern Ireland","Belfast","SEO/HEO","50","50","33230","30980"
"In post","2021","Home Office (incl. agencies)","Northern Ireland","Lisburn and Castlereagh","AA/AO","5","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Northern Ireland","Lisburn and Castlereagh","EO","55","50","25780","25310"
"In post","2021","Home Office (incl. agencies)","Northern Ireland","Lisburn and Castlereagh","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Northern Ireland","Lisburn and Castlereagh","SEO/HEO","15","15","34270","33070"
"In post","2021","Home Office (incl. agencies)","Northumberland and Tyne and Wear","Tyneside","AA/AO","30","30","21320","21430"
"In post","2021","Home Office (incl. agencies)","Northumberland and Tyne and Wear","Tyneside","EO","160","155","25690","25220"
"In post","2021","Home Office (incl. agencies)","Northumberland and Tyne and Wear","Tyneside","G6/G7","10","10","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Northumberland and Tyne and Wear","Tyneside","SEO/HEO","65","65","33570","31690"
"In post","2021","Home Office (incl. agencies)","Northumberland and Tyne and Wear","Tyneside","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Outer London - South","Croydon","AA/AO","935","830","24920","25630"
"In post","2021","Home Office (incl. agencies)","Outer London - South","Croydon","EO","1450","1360","29260","29080"
"In post","2021","Home Office (incl. agencies)","Outer London - South","Croydon","G6/G7","950","930","62810","59960"
"In post","2021","Home Office (incl. agencies)","Outer London - South","Croydon","SCS level","30","30","90520","83790"
"In post","2021","Home Office (incl. agencies)","Outer London - South","Croydon","SEO/HEO","1940","1880","39250","37600"
"In post","2021","Home Office (incl. agencies)","Outer London - South","Croydon","Unknown","5","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Outer London - West and North West","Barnet","AA/AO","5","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Outer London - West and North West","Barnet","EO","25","25","29300","29080"
"In post","2021","Home Office (incl. agencies)","Outer London - West and North West","Barnet","G6/G7","30","30","67360","65930"
"In post","2021","Home Office (incl. agencies)","Outer London - West and North West","Barnet","SEO/HEO","90","90","42080","42070"
"In post","2021","Home Office (incl. agencies)","Outer London - West and North West","Harrow and Hillingdon","AA/AO","355","330","25440","25630"
"In post","2021","Home Office (incl. agencies)","Outer London - West and North West","Harrow and Hillingdon","EO","1400","1200","29780","29080"
"In post","2021","Home Office (incl. agencies)","Outer London - West and North West","Harrow and Hillingdon","G6/G7","45","40","60180","57710"
"In post","2021","Home Office (incl. agencies)","Outer London - West and North West","Harrow and Hillingdon","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Outer London - West and North West","Harrow and Hillingdon","SEO/HEO","440","410","37790","36300"
"In post","2021","Home Office (incl. agencies)","Outer London - West and North West","Harrow and Hillingdon","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Outer London - West and North West","Hounslow and Richmond upon Thames","AA/AO","145","130","24100","25630"
"In post","2021","Home Office (incl. agencies)","Outer London - West and North West","Hounslow and Richmond upon Thames","EO","285","270","29280","28990"
"In post","2021","Home Office (incl. agencies)","Outer London - West and North West","Hounslow and Richmond upon Thames","G6/G7","15","15","61650","58990"
"In post","2021","Home Office (incl. agencies)","Outer London - West and North West","Hounslow and Richmond upon Thames","SEO/HEO","175","170","37270","35200"
"In post","2021","Home Office (incl. agencies)","Overseas","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Overseas","Overseas","EO","90","90","27370","27370"
"In post","2021","Home Office (incl. agencies)","Overseas","Overseas","SEO/HEO","15","15","35760","34410"
"In post","2021","Home Office (incl. agencies)","Overseas","Overseas","Unknown","220","220","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Shropshire and Staffordshire","Stoke-on-Trent","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Shropshire and Staffordshire","Stoke-on-Trent","EO","10","10","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Shropshire and Staffordshire","Stoke-on-Trent","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Shropshire and Staffordshire","Stoke-on-Trent","SEO/HEO","10","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","South Yorkshire","Barnsley, Doncaster and Rotherham","AA/AO","5","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","South Yorkshire","Barnsley, Doncaster and Rotherham","EO","25","20","26130","25490"
"In post","2021","Home Office (incl. agencies)","South Yorkshire","Barnsley, Doncaster and Rotherham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","South Yorkshire","Barnsley, Doncaster and Rotherham","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","South Yorkshire","Sheffield","AA/AO","1000","890","21250","21430"
"In post","2021","Home Office (incl. agencies)","South Yorkshire","Sheffield","EO","815","750","25340","25220"
"In post","2021","Home Office (incl. agencies)","South Yorkshire","Sheffield","G6/G7","170","165","56540","52340"
"In post","2021","Home Office (incl. agencies)","South Yorkshire","Sheffield","SCS level","5","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","South Yorkshire","Sheffield","SEO/HEO","515","495","34050","31610"
"In post","2021","Home Office (incl. agencies)","South Yorkshire","Sheffield","Unknown","5","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Southern Scotland","South Ayrshire","EO","10","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Southern Scotland","South Ayrshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Southern Scotland","South Lanarkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Southern Scotland","South Lanarkshire","EO","5","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Southern Scotland","South Lanarkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Southern Scotland","South Lanarkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Surrey, East and West Sussex","East Sussex CC","AA/AO","5","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Surrey, East and West Sussex","East Sussex CC","EO","40","40","26310","26360"
"In post","2021","Home Office (incl. agencies)","Surrey, East and West Sussex","East Sussex CC","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Surrey, East and West Sussex","West Sussex (North East)","AA/AO","75","70","22100","22360"
"In post","2021","Home Office (incl. agencies)","Surrey, East and West Sussex","West Sussex (North East)","EO","520","435","27690","26630"
"In post","2021","Home Office (incl. agencies)","Surrey, East and West Sussex","West Sussex (North East)","G6/G7","10","10","57970","54610"
"In post","2021","Home Office (incl. agencies)","Surrey, East and West Sussex","West Sussex (North East)","SEO/HEO","135","125","34770","32920"
"In post","2021","Home Office (incl. agencies)","Tees Valley and Durham","Darlington","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Tees Valley and Durham","Darlington","EO","5","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Tees Valley and Durham","Darlington","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Tees Valley and Durham","Durham CC","AA/AO","605","485","21060","21430"
"In post","2021","Home Office (incl. agencies)","Tees Valley and Durham","Durham CC","EO","180","160","25210","25310"
"In post","2021","Home Office (incl. agencies)","Tees Valley and Durham","Durham CC","G6/G7","20","20","54880","52280"
"In post","2021","Home Office (incl. agencies)","Tees Valley and Durham","Durham CC","SEO/HEO","120","115","34260","32460"
"In post","2021","Home Office (incl. agencies)","Tees Valley and Durham","Durham CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Tees Valley and Durham","South Teesside","AA/AO","20","20","21430","21430"
"In post","2021","Home Office (incl. agencies)","Tees Valley and Durham","South Teesside","EO","65","65","26090","25310"
"In post","2021","Home Office (incl. agencies)","Tees Valley and Durham","South Teesside","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Unknown","Unknown","EO","10","10","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Unknown","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Unknown","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","West Central Scotland","Glasgow City","AA/AO","250","215","21190","21430"
"In post","2021","Home Office (incl. agencies)","West Central Scotland","Glasgow City","EO","265","245","25270","24890"
"In post","2021","Home Office (incl. agencies)","West Central Scotland","Glasgow City","G6/G7","20","20","56080","53670"
"In post","2021","Home Office (incl. agencies)","West Central Scotland","Glasgow City","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","West Central Scotland","Glasgow City","SEO/HEO","140","135","34130","32740"
"In post","2021","Home Office (incl. agencies)","West Central Scotland","Inverclyde, East Renfrewshire and Renfrewshire","AA/AO","15","15","21430","21430"
"In post","2021","Home Office (incl. agencies)","West Central Scotland","Inverclyde, East Renfrewshire and Renfrewshire","EO","85","80","26070","25360"
"In post","2021","Home Office (incl. agencies)","West Central Scotland","Inverclyde, East Renfrewshire and Renfrewshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","West Central Scotland","Inverclyde, East Renfrewshire and Renfrewshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","West Central Scotland","Inverclyde, East Renfrewshire and Renfrewshire","SEO/HEO","35","35","33070","31070"
"In post","2021","Home Office (incl. agencies)","West Midlands","Birmingham","AA/AO","5","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","West Midlands","Birmingham","EO","80","70","25410","24890"
"In post","2021","Home Office (incl. agencies)","West Midlands","Birmingham","G6/G7","15","15","54160","52340"
"In post","2021","Home Office (incl. agencies)","West Midlands","Birmingham","SEO/HEO","30","30","33160","30980"
"In post","2021","Home Office (incl. agencies)","West Midlands","Solihull","AA/AO","185","170","21140","21430"
"In post","2021","Home Office (incl. agencies)","West Midlands","Solihull","EO","350","320","25940","25310"
"In post","2021","Home Office (incl. agencies)","West Midlands","Solihull","G6/G7","25","25","55380","52290"
"In post","2021","Home Office (incl. agencies)","West Midlands","Solihull","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","West Midlands","Solihull","SEO/HEO","210","200","33880","32740"
"In post","2021","Home Office (incl. agencies)","West Midlands","Solihull","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","West Wales and The Valleys","Conwy and Denbighshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","West Wales and The Valleys","Conwy and Denbighshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","West Wales and The Valleys","Isle of Anglesey","AA/AO","5","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","West Wales and The Valleys","Isle of Anglesey","EO","35","35","25530","25040"
"In post","2021","Home Office (incl. agencies)","West Wales and The Valleys","Isle of Anglesey","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","West Wales and The Valleys","South West Wales","AA/AO","5","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","West Wales and The Valleys","South West Wales","EO","30","25","26640","24890"
"In post","2021","Home Office (incl. agencies)","West Wales and The Valleys","South West Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","West Wales and The Valleys","South West Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","West Wales and The Valleys","Swansea","EO","10","10","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","West Wales and The Valleys","Swansea","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","West Yorkshire","Leeds","AA/AO","130","115","21220","21430"
"In post","2021","Home Office (incl. agencies)","West Yorkshire","Leeds","EO","415","385","25530","24890"
"In post","2021","Home Office (incl. agencies)","West Yorkshire","Leeds","G6/G7","35","35","56960","52280"
"In post","2021","Home Office (incl. agencies)","West Yorkshire","Leeds","SEO/HEO","235","225","33770","31960"
"In post","2021","Insolvency Service","Bedfordshire and Hertfordshire","Hertfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Bedfordshire and Hertfordshire","Hertfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Bedfordshire and Hertfordshire","Hertfordshire","SEO/HEO","20","20","40280","38510"
"In post","2021","Insolvency Service","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","AA/AO","10","10","[c]","[c]"
"In post","2021","Insolvency Service","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","SEO/HEO","10","10","40780","43150"
"In post","2021","Insolvency Service","Derbyshire and Nottinghamshire","Nottingham","AA/AO","20","15","20560","20880"
"In post","2021","Insolvency Service","Derbyshire and Nottinghamshire","Nottingham","EO","10","10","26080","26290"
"In post","2021","Insolvency Service","Derbyshire and Nottinghamshire","Nottingham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Derbyshire and Nottinghamshire","Nottingham","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Derbyshire and Nottinghamshire","Nottingham","SEO/HEO","35","35","34780","34390"
"In post","2021","Insolvency Service","Devon","Devon CC","AA/AO","30","30","20880","20880"
"In post","2021","Insolvency Service","Devon","Devon CC","EO","5","5","[c]","[c]"
"In post","2021","Insolvency Service","Devon","Devon CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Devon","Devon CC","SEO/HEO","10","10","39260","41470"
"In post","2021","Insolvency Service","Devon","Plymouth","AA/AO","25","25","20880","20880"
"In post","2021","Insolvency Service","Devon","Plymouth","EO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Devon","Plymouth","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Devon","Plymouth","SEO/HEO","20","20","35960","36050"
"In post","2021","Insolvency Service","East Anglia","Cambridgeshire CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","East Anglia","Cambridgeshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","East Anglia","Cambridgeshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","East Anglia","Cambridgeshire CC","SEO/HEO","10","10","35180","34050"
"In post","2021","Insolvency Service","East Anglia","Suffolk","AA/AO","35","35","20820","20880"
"In post","2021","Insolvency Service","East Anglia","Suffolk","EO","5","5","[c]","[c]"
"In post","2021","Insolvency Service","East Anglia","Suffolk","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","East Anglia","Suffolk","SEO/HEO","15","15","34620","33060"
"In post","2021","Insolvency Service","East Wales","Cardiff and Vale of Glamorgan","AA/AO","35","30","20780","20880"
"In post","2021","Insolvency Service","East Wales","Cardiff and Vale of Glamorgan","EO","10","10","[c]","[c]"
"In post","2021","Insolvency Service","East Wales","Cardiff and Vale of Glamorgan","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","East Wales","Cardiff and Vale of Glamorgan","SEO/HEO","30","25","36400","36060"
"In post","2021","Insolvency Service","Eastern Scotland","City of Edinburgh","AA/AO","45","45","20880","20880"
"In post","2021","Insolvency Service","Eastern Scotland","City of Edinburgh","EO","10","10","24750","24500"
"In post","2021","Insolvency Service","Eastern Scotland","City of Edinburgh","SEO/HEO","20","20","36990","36060"
"In post","2021","Insolvency Service","Essex","Southend-on-Sea","AA/AO","10","10","[c]","[c]"
"In post","2021","Insolvency Service","Essex","Southend-on-Sea","EO","5","5","[c]","[c]"
"In post","2021","Insolvency Service","Essex","Southend-on-Sea","SEO/HEO","15","15","38740","41870"
"In post","2021","Insolvency Service","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","AA/AO","5","5","[c]","[c]"
"In post","2021","Insolvency Service","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","EO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","SEO/HEO","35","30","36400","38430"
"In post","2021","Insolvency Service","Greater Manchester","Manchester","AA/AO","60","55","20860","20880"
"In post","2021","Insolvency Service","Greater Manchester","Manchester","EO","20","20","24820","24500"
"In post","2021","Insolvency Service","Greater Manchester","Manchester","G6/G7","20","20","56310","53620"
"In post","2021","Insolvency Service","Greater Manchester","Manchester","SEO/HEO","95","95","38440","39170"
"In post","2021","Insolvency Service","Hampshire and Isle of Wight","Southampton","AA/AO","5","5","[c]","[c]"
"In post","2021","Insolvency Service","Hampshire and Isle of Wight","Southampton","EO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Hampshire and Isle of Wight","Southampton","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Hampshire and Isle of Wight","Southampton","SEO/HEO","15","15","36120","39490"
"In post","2021","Insolvency Service","Inner London - East","Hackney and Newham","AA/AO","40","40","24580","25060"
"In post","2021","Insolvency Service","Inner London - East","Hackney and Newham","EO","30","30","28530","29320"
"In post","2021","Insolvency Service","Inner London - East","Hackney and Newham","G6/G7","55","50","62640","59510"
"In post","2021","Insolvency Service","Inner London - East","Hackney and Newham","SCS level","5","5","[c]","[c]"
"In post","2021","Insolvency Service","Inner London - East","Hackney and Newham","SEO/HEO","120","115","41440","43050"
"In post","2021","Insolvency Service","Kent","Medway","AA/AO","30","25","20810","20880"
"In post","2021","Insolvency Service","Kent","Medway","EO","5","5","[c]","[c]"
"In post","2021","Insolvency Service","Kent","Medway","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Kent","Medway","SEO/HEO","20","20","34380","32060"
"In post","2021","Insolvency Service","Lancashire","Blackpool","AA/AO","15","15","20610","20880"
"In post","2021","Insolvency Service","Lancashire","Blackpool","EO","5","5","[c]","[c]"
"In post","2021","Insolvency Service","Lancashire","Blackpool","G6/G7","5","5","[c]","[c]"
"In post","2021","Insolvency Service","Lancashire","Blackpool","SEO/HEO","20","20","37740","39490"
"In post","2021","Insolvency Service","Merseyside","Wirral","AA/AO","10","10","20550","20880"
"In post","2021","Insolvency Service","Merseyside","Wirral","EO","5","5","[c]","[c]"
"In post","2021","Insolvency Service","Merseyside","Wirral","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Merseyside","Wirral","SEO/HEO","25","25","37020","39170"
"In post","2021","Insolvency Service","Northumberland and Tyne and Wear","Tyneside","AA/AO","20","20","20440","20880"
"In post","2021","Insolvency Service","Northumberland and Tyne and Wear","Tyneside","EO","5","5","[c]","[c]"
"In post","2021","Insolvency Service","Northumberland and Tyne and Wear","Tyneside","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Northumberland and Tyne and Wear","Tyneside","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Northumberland and Tyne and Wear","Tyneside","SEO/HEO","25","25","36410","34390"
"In post","2021","Insolvency Service","Outer London - South","Croydon","AA/AO","30","25","24640","25060"
"In post","2021","Insolvency Service","Outer London - South","Croydon","EO","5","5","[c]","[c]"
"In post","2021","Insolvency Service","Outer London - South","Croydon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Outer London - South","Croydon","SEO/HEO","25","25","39770","40830"
"In post","2021","Insolvency Service","Surrey, East and West Sussex","Brighton and Hove","AA/AO","5","5","[c]","[c]"
"In post","2021","Insolvency Service","Surrey, East and West Sussex","Brighton and Hove","EO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Surrey, East and West Sussex","Brighton and Hove","G6/G7","[c]","[c]","[c]","[c]"
