"Status","Year","Function_of_post","Organisation","Parent_department","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Finance","Ministry of Defence (excl. agencies)","Ministry of Defence","London","10","[c]","33330","28970"
"New entrant CS","2021","Finance","Ministry of Defence (excl. agencies)","Ministry of Defence","Outside London","90","[c]","30490","26350"
"New entrant CS","2021","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Justice (excl. agencies)","Ministry of Justice","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Justice (excl. agencies)","Ministry of Justice","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","National Crime Agency","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","National Savings and Investments","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Northern Ireland Office","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Northern Ireland Office","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Office of Rail and Road","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Public Health England","Department of Health and Social Care","London","25","[c]","42000","33950"
"New entrant CS","2021","Finance","Public Health England","Department of Health and Social Care","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Registers of Scotland","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Scottish Courts and Tribunals Service","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Scottish Forestry","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Scottish Prison Service","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Serious Fraud Office","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Submarine Delivery Agency","Ministry of Defence","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","The National Archives","The National Archives","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","UK Export Finance","UK Export Finance","London","10","[c]","[c]","[c]"
"New entrant CS","2021","Finance","UK Hydrographic Office","Ministry of Defence","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","UK Space Agency","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Vehicle Certification Agency","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Water Services Regulation Authority","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Welsh Revenue Authority","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Wilton Park","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","HM Land Registry","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Outside London","55","[c]","22320","21050"
"New entrant CS","2021","Human Resources","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Cabinet Office (excl. agencies)","Cabinet Office","London","50","[c]","33240","28000"
"New entrant CS","2021","Human Resources","Cabinet Office (excl. agencies)","Cabinet Office","Outside London","45","[c]","29160","23850"
"New entrant CS","2021","Human Resources","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","15","[c]","32250","32000"
"New entrant CS","2021","Human Resources","Companies House","Department for Business, Energy and Industrial Strategy","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Competition and Markets Authority","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Crown Commercial Service","Other Cabinet Office Agencies","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Crown Office and Procurator Fiscal Service","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Crown Prosecution Service","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Crown Prosecution Service","Attorney General's Departments","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Defence Equipment and Support","Ministry of Defence","Outside London","30","[c]","37550","35500"
"New entrant CS","2021","Human Resources","Defence Science and Technology Laboratory","Ministry of Defence","Outside London","20","[c]","25220","22780"
"New entrant CS","2021","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","London","15","[c]","33140","29180"
"New entrant CS","2021","Human Resources","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Education (excl. agencies)","Department for Education","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Education (excl. agencies)","Department for Education","Outside London","25","[c]","27970","25000"
"New entrant CS","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Outside London","20","[c]","33760","32000"
"New entrant CS","2021","Human Resources","Department for International Trade","Department for International Trade","London","15","[c]","30930","29510"
"New entrant CS","2021","Human Resources","Department for International Trade","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Transport (excl. agencies)","Department for Transport","London","10","[c]","41950","34880"
"New entrant CS","2021","Human Resources","Department for Transport (excl. agencies)","Department for Transport","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","London","40","[c]","28820","27270"
"New entrant CS","2021","Human Resources","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Outside London","10","[c]","35010","28980"
"New entrant CS","2021","Human Resources","Driver and Vehicle Licensing Agency","Department for Transport","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Driver and Vehicle Standards Agency","Department for Transport","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Education and Skills Funding Agency","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Food Standards Agency","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Food Standards Agency","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Forestry and Land Scotland","Scottish Government","Outside London","25","[c]","20770","19160"
"New entrant CS","2021","Human Resources","Government Actuary's Department","Chancellor's other departments","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Government Internal Audit Agency","HM Treasury","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Government Legal Department","Attorney General's Departments","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Government Property Agency","Other Cabinet Office Agencies","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Health and Safety Executive","Department for Work and Pensions","Outside London","15","[c]","28120","20480"
"New entrant CS","2021","Human Resources","HM Courts and Tribunals Service","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Courts and Tribunals Service","Ministry of Justice","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Land Registry","HM Land Registry","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Land Registry","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Prison and Probation Service","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Prison and Probation Service","Ministry of Justice","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Outside London","50","[c]","42800","33230"
"New entrant CS","2021","Human Resources","HM Treasury (excl. agencies)","HM Treasury","London","10","[c]","46120","52500"
"New entrant CS","2021","Human Resources","HM Treasury (excl. agencies)","HM Treasury","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Insolvency Service","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Institute for Apprenticeships and Technical Education","Department for Education","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Maritime and Coastguard Agency","Department for Transport","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Met Office","Department for Business, Energy and Industrial Strategy","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Defence (excl. agencies)","Ministry of Defence","London","20","[c]","47250","35500"
"New entrant CS","2021","Human Resources","Ministry of Defence (excl. agencies)","Ministry of Defence","Outside London","90","[c]","22610","20920"
"New entrant CS","2021","Human Resources","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Justice (excl. agencies)","Ministry of Justice","London","20","[c]","37080","31590"
"New entrant CS","2021","Human Resources","Ministry of Justice (excl. agencies)","Ministry of Justice","Outside London","25","[c]","29420","28000"
"New entrant CS","2021","Human Resources","National Crime Agency","National Crime Agency","London","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","National Crime Agency","National Crime Agency","Outside London","25","[c]","30920","28840"
"New entrant CS","2021","Human Resources","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Office of Rail and Road","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Public Health England","Department of Health and Social Care","London","30","[c]","32390","28390"
"New entrant CS","2021","Human Resources","Public Health England","Department of Health and Social Care","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Registers of Scotland","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Scottish Courts and Tribunals Service","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Scottish Prison Service","Scottish Government","Outside London","15","[c]","23900","20810"
"New entrant CS","2021","Human Resources","Submarine Delivery Agency","Ministry of Defence","Outside London","25","[c]","28090","22200"
"New entrant CS","2021","Human Resources","The National Archives","The National Archives","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","UK Export Finance","UK Export Finance","London","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","UK Hydrographic Office","Ministry of Defence","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","UK Space Agency","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","United Kingdom Statistics Authority","United Kingdom Statistics Authority","London","10","[c]","37480","32540"
"New entrant CS","2021","Human Resources","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Outside London","25","[c]","32750","29540"
"New entrant CS","2021","Human Resources","Vehicle Certification Agency","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Wales Office","Wales Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Water Services Regulation Authority","Water Services Regulation Authority","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Welsh Revenue Authority","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Food Standards Agency","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Government Internal Audit Agency","HM Treasury","London","15","[c]","49000","49980"
"New entrant CS","2021","Internal Audit","Government Internal Audit Agency","HM Treasury","Outside London","15","[c]","44060","41860"
"New entrant CS","2021","Internal Audit","HM Prison and Probation Service","Ministry of Justice","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Ministry of Defence (excl. agencies)","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Ministry of Defence (excl. agencies)","Ministry of Defence","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Attorney General's Office","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Charity Commission","Charity Commission","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Charity Commission","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Companies House","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Competition and Markets Authority","Competition and Markets Authority","London","20","[c]","54400","53530"
"New entrant CS","2021","Legal","Competition and Markets Authority","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Crown Office and Procurator Fiscal Service","Scottish Government","Outside London","30","[c]","33550","33550"
"New entrant CS","2021","Legal","Crown Prosecution Service","Attorney General's Departments","London","170","[c]","33320","26970"
"New entrant CS","2021","Legal","Crown Prosecution Service","Attorney General's Departments","Outside London","525","[c]","33040","26970"
"New entrant CS","2021","Legal","Department for Education (excl. agencies)","Department for Education","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Department for Education (excl. agencies)","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Department for International Trade","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Food Standards Agency","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Government Legal Department","Attorney General's Departments","London","240","[c]","42510","43920"
"New entrant CS","2021","Legal","Government Legal Department","Attorney General's Departments","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","HM Courts and Tribunals Service","Ministry of Justice","London","45","[c]","32020","30850"
"New entrant CS","2021","Legal","HM Courts and Tribunals Service","Ministry of Justice","Outside London","95","[c]","25610","24000"
"New entrant CS","2021","Legal","HM Land Registry","HM Land Registry","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","HM Land Registry","HM Land Registry","Outside London","25","[c]","50500","57000"
"New entrant CS","2021","Legal","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","London","20","[c]","45040","36160"
"New entrant CS","2021","Legal","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Outside London","20","[c]","42190","42840"
"New entrant CS","2021","Legal","Insolvency Service","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Insolvency Service","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Institute for Apprenticeships and Technical Education","Department for Education","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Legal Aid Agency","Ministry of Justice","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Ministry of Defence (excl. agencies)","Ministry of Defence","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Ministry of Justice (excl. agencies)","Ministry of Justice","London","30","[c]","35470","26410"
"New entrant CS","2021","Legal","National Crime Agency","National Crime Agency","London","15","[c]","52350","59160"
"New entrant CS","2021","Legal","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","London","10","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Office of Rail and Road","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Office of the Public Guardian","Ministry of Justice","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Registers of Scotland","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Scottish Courts and Tribunals Service","Scottish Government","Outside London","85","[c]","22900","20850"
"New entrant CS","2021","Legal","Serious Fraud Office","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","UK Export Finance","UK Export Finance","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Legal","UK Supreme Court","UK Supreme Court","London","15","[c]","40480","37230"
"New entrant CS","2021","Legal","Water Services Regulation Authority","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Welsh Revenue Authority","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","London","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Outside London","135","[c]","25190","24250"
"New entrant CS","2021","No function","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","London","30","[c]","30930","31460"
"New entrant CS","2021","No function","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Outside London","445","[c]","24810","24370"
"New entrant CS","2021","No function","Cabinet Office (excl. agencies)","Cabinet Office","London","650","[c]","32970","28000"
"New entrant CS","2021","No function","Cabinet Office (excl. agencies)","Cabinet Office","Outside London","135","[c]","28370","28000"
"New entrant CS","2021","No function","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","120","[c]","31910","28000"
"New entrant CS","2021","No function","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Charity Commission","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Companies House","Department for Business, Energy and Industrial Strategy","Outside London","20","[c]","22800","19850"
"New entrant CS","2021","No function","Criminal Injuries Compensation Authority","Ministry of Justice","Outside London","20","[c]","26060","26550"
"New entrant CS","2021","No function","Crown Commercial Service","Other Cabinet Office Agencies","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Crown Commercial Service","Other Cabinet Office Agencies","Outside London","55","[c]","31740","27770"
"New entrant CS","2021","No function","Crown Office and Procurator Fiscal Service","Scottish Government","Outside London","110","[c]","22150","20760"
"New entrant CS","2021","No function","Defence Science and Technology Laboratory","Ministry of Defence","Outside London","130","[c]","30870","28650"
"New entrant CS","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","London","565","[c]","38630","33570"
"New entrant CS","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Outside London","35","[c]","32710","30360"
"New entrant CS","2021","No function","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","London","245","[c]","37610","34020"
"New entrant CS","2021","No function","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Outside London","10","[c]","37330","34020"
"New entrant CS","2021","No function","Department for Education (excl. agencies)","Department for Education","London","110","[c]","38470","32940"
"New entrant CS","2021","No function","Department for Education (excl. agencies)","Department for Education","Outside London","140","[c]","31680","29360"
"New entrant CS","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","London","445","[c]","36980","32560"
"New entrant CS","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Outside London","225","[c]","33850","29180"
"New entrant CS","2021","No function","Department for International Trade","Department for International Trade","London","185","[c]","33220","31800"
"New entrant CS","2021","No function","Department for International Trade","Department for International Trade","Outside London","40","[c]","33110","31800"
"New entrant CS","2021","No function","Department for Transport (excl. agencies)","Department for Transport","London","230","[c]","38500","34710"
"New entrant CS","2021","No function","Department for Transport (excl. agencies)","Department for Transport","Outside London","65","[c]","33970","30730"
"New entrant CS","2021","No function","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","London","465","[c]","39730","32790"
"New entrant CS","2021","No function","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Outside London","170","[c]","39100","36820"
"New entrant CS","2021","No function","Driver and Vehicle Licensing Agency","Department for Transport","Outside London","250","[c]","21690","19830"
"New entrant CS","2021","No function","Driver and Vehicle Standards Agency","Department for Transport","London","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Driver and Vehicle Standards Agency","Department for Transport","Outside London","180","[c]","25300","26130"
"New entrant CS","2021","No function","Education and Skills Funding Agency","Department for Education","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Education and Skills Funding Agency","Department for Education","Outside London","55","[c]","32870","29360"
"New entrant CS","2021","No function","ESTYN","ESTYN","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Food Standards Agency","Food Standards Agency","London","20","[c]","35450","32350"
"New entrant CS","2021","No function","Food Standards Agency","Food Standards Agency","Outside London","40","[c]","33290","30350"
"New entrant CS","2021","No function","Government Legal Department","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Health and Safety Executive","Department for Work and Pensions","London","20","[c]","45860","36040"
"New entrant CS","2021","No function","Health and Safety Executive","Department for Work and Pensions","Outside London","150","[c]","30810","26370"
"New entrant CS","2021","No function","HM Courts and Tribunals Service","Ministry of Justice","London","670","[c]","22830","22680"
"New entrant CS","2021","No function","HM Courts and Tribunals Service","Ministry of Justice","Outside London","1250","[c]","19560","18880"
"New entrant CS","2021","No function","HM Courts and Tribunals Service","Ministry of Justice","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","HM Land Registry","HM Land Registry","London","30","[c]","28050","25850"
"New entrant CS","2021","No function","HM Land Registry","HM Land Registry","Outside London","495","[c]","22590","22350"
"New entrant CS","2021","No function","HM Prison and Probation Service","Ministry of Justice","London","825","[c]","27930","27110"
"New entrant CS","2021","No function","HM Prison and Probation Service","Ministry of Justice","Outside London","4825","[c]","23080","22850"
"New entrant CS","2021","No function","HM Prison and Probation Service","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","London","115","[c]","34090","29570"
"New entrant CS","2021","No function","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Outside London","2025","[c]","21310","20140"
"New entrant CS","2021","No function","HM Treasury (excl. agencies)","HM Treasury","London","310","[c]","32600","28500"
"New entrant CS","2021","No function","HM Treasury (excl. agencies)","HM Treasury","Outside London","10","[c]","24980","23750"
"New entrant CS","2021","No function","Insolvency Service","Department for Business, Energy and Industrial Strategy","London","15","[c]","26640","26200"
"New entrant CS","2021","No function","Insolvency Service","Department for Business, Energy and Industrial Strategy","Outside London","160","[c]","21960","20880"
"New entrant CS","2021","No function","Institute for Apprenticeships and Technical Education","Department for Education","London","15","[c]","39830","40430"
"New entrant CS","2021","No function","Institute for Apprenticeships and Technical Education","Department for Education","Outside London","20","[c]","38190","36570"
"New entrant CS","2021","No function","Legal Aid Agency","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Legal Aid Agency","Ministry of Justice","Outside London","55","[c]","19780","18880"
"New entrant CS","2021","No function","Maritime and Coastguard Agency","Department for Transport","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Maritime and Coastguard Agency","Department for Transport","Outside London","140","[c]","31340","26590"
"New entrant CS","2021","No function","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Met Office","Department for Business, Energy and Industrial Strategy","Outside London","15","[c]","24340","24660"
"New entrant CS","2021","No function","Met Office","Department for Business, Energy and Industrial Strategy","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","London","125","[c]","39990","33210"
"New entrant CS","2021","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Outside London","75","[c]","36220","30190"
"New entrant CS","2021","No function","Ministry of Justice (excl. agencies)","Ministry of Justice","London","180","[c]","33570","30850"
"New entrant CS","2021","No function","Ministry of Justice (excl. agencies)","Ministry of Justice","Outside London","40","[c]","26820","24000"
"New entrant CS","2021","No function","National Crime Agency","National Crime Agency","London","265","[c]","36700","36200"
"New entrant CS","2021","No function","National Crime Agency","National Crime Agency","Outside London","620","[c]","32050","32770"
"New entrant CS","2021","No function","National Crime Agency","National Crime Agency","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","National Infrastructure Commission","HM Treasury","London","15","[c]","42500","40000"
"New entrant CS","2021","No function","National Savings and Investments","Chancellor's other departments","London","5","[c]","[c]","[c]"
