"Status","Year","Function_of_post","Parent_department","Region_ITL1","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Digital, Data & Technology","Office for Standards in Education","West Midlands (England)","West Midlands","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Office of Gas and Electricity Markets","London","Inner London - East","35","35","56400","51000"
"In post","2021","Digital, Data & Technology","Office of Gas and Electricity Markets","Scotland","West Central Scotland","20","20","44430","42600"
"In post","2021","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","West Midlands (England)","West Midlands","20","20","44370","40410"
"In post","2021","Digital, Data & Technology","Office of Rail and Road","London","Inner London - East","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Other Cabinet Office Agencies","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Other Cabinet Office Agencies","East of England","East Anglia","40","40","35620","29990"
"In post","2021","Digital, Data & Technology","Other Cabinet Office Agencies","London","Inner London - East","25","25","50800","49300"
"In post","2021","Digital, Data & Technology","Other Cabinet Office Agencies","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Other Cabinet Office Agencies","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Other Cabinet Office Agencies","North West (England)","Merseyside","40","40","40510","36500"
"In post","2021","Digital, Data & Technology","Other Cabinet Office Agencies","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Other Cabinet Office Agencies","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Other Cabinet Office Agencies","Wales","East Wales","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Other Cabinet Office Agencies","West Midlands (England)","West Midlands","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Other Cabinet Office Agencies","Yorkshire and The Humber","West Yorkshire","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Scottish Government","Scotland","Eastern Scotland","195","195","39130","35680"
"In post","2021","Digital, Data & Technology","Scottish Government","Scotland","Highlands and Islands","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Scottish Government","Scotland","West Central Scotland","35","30","39430","36780"
"In post","2021","Digital, Data & Technology","The National Archives","London","Outer London - West and North West","105","100","40120","39390"
"In post","2021","Digital, Data & Technology","UK Export Finance","London","Inner London - West","30","30","55790","52500"
"In post","2021","Digital, Data & Technology","United Kingdom Statistics Authority","London","Inner London - West","35","35","48240","39070"
"In post","2021","Digital, Data & Technology","United Kingdom Statistics Authority","Scotland","Southern Scotland","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","United Kingdom Statistics Authority","South East (England)","Hampshire and Isle of Wight","125","125","41330","36840"
"In post","2021","Digital, Data & Technology","United Kingdom Statistics Authority","Wales","East Wales","425","420","40030","36180"
"In post","2021","Digital, Data & Technology","Water Services Regulation Authority","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Water Services Regulation Authority","West Midlands (England)","West Midlands","25","25","48000","46850"
"In post","2021","Digital, Data & Technology","Welsh Government","Wales","West Wales and The Valleys","10","10","[c]","[c]"
"In post","2021","Finance","Attorney General's Departments","East Midlands (England)","Derbyshire and Nottinghamshire","30","25","24800","21950"
"In post","2021","Finance","Attorney General's Departments","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Attorney General's Departments","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Attorney General's Departments","London","Inner London - West","75","70","43360","33930"
"In post","2021","Finance","Attorney General's Departments","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Attorney General's Departments","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Attorney General's Departments","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Attorney General's Departments","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Attorney General's Departments","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Attorney General's Departments","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Attorney General's Departments","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Attorney General's Departments","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Attorney General's Departments","Yorkshire and The Humber","North Yorkshire","20","20","35480","31170"
"In post","2021","Finance","Attorney General's Departments","Yorkshire and The Humber","West Yorkshire","10","10","30370","27350"
"In post","2021","Finance","Cabinet Office","London","Inner London - West","90","90","46340","41820"
"In post","2021","Finance","Chancellor's other departments","London","Inner London - West","40","40","49790","46090"
"In post","2021","Finance","Charity Commission","North West (England)","Merseyside","5","5","[c]","[c]"
"In post","2021","Finance","Charity Commission","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Competition and Markets Authority","London","Inner London - East","15","15","46260","43490"
"In post","2021","Finance","Department for Business, Energy and Industrial Strategy","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Business, Energy and Industrial Strategy","London","Inner London - East","10","10","47870","45250"
"In post","2021","Finance","Department for Business, Energy and Industrial Strategy","London","Inner London - West","150","145","52230","53330"
"In post","2021","Finance","Department for Business, Energy and Industrial Strategy","North East (England)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Business, Energy and Industrial Strategy","North West (England)","Greater Manchester","10","10","[c]","[c]"
"In post","2021","Finance","Department for Business, Energy and Industrial Strategy","North West (England)","Lancashire","5","5","[c]","[c]"
"In post","2021","Finance","Department for Business, Energy and Industrial Strategy","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Business, Energy and Industrial Strategy","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Business, Energy and Industrial Strategy","South West (England)","Devon","30","30","45020","47960"
"In post","2021","Finance","Department for Business, Energy and Industrial Strategy","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","10","10","44380","39040"
"In post","2021","Finance","Department for Business, Energy and Industrial Strategy","Wales","East Wales","85","80","33270","27460"
"In post","2021","Finance","Department for Business, Energy and Industrial Strategy","West Midlands (England)","West Midlands","10","10","36740","41060"
"In post","2021","Finance","Department for Digital, Culture, Media and Sport","London","Inner London - West","70","70","57450","61730"
"In post","2021","Finance","Department for Digital, Culture, Media and Sport","North East (England)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Digital, Culture, Media and Sport","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Education","East Midlands (England)","Derbyshire and Nottinghamshire","15","15","49420","50250"
"In post","2021","Finance","Department for Education","London","Inner London - West","110","105","52180","53760"
"In post","2021","Finance","Department for Education","London","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Education","North East (England)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Education","North East (England)","Tees Valley and Durham","55","55","40780","37030"
"In post","2021","Finance","Department for Education","North West (England)","Greater Manchester","110","105","43100","42750"
"In post","2021","Finance","Department for Education","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","5","5","[c]","[c]"
"In post","2021","Finance","Department for Education","West Midlands (England)","West Midlands","150","150","38390","36500"
"In post","2021","Finance","Department for Education","Yorkshire and The Humber","South Yorkshire","85","80","41450","37100"
"In post","2021","Finance","Department for Environment, Food and Rural Affairs","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Environment, Food and Rural Affairs","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Environment, Food and Rural Affairs","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Environment, Food and Rural Affairs","East of England","East Anglia","50","50","38910","36970"
"In post","2021","Finance","Department for Environment, Food and Rural Affairs","London","Inner London - West","65","65","49610","43920"
"In post","2021","Finance","Department for Environment, Food and Rural Affairs","North East (England)","Northumberland and Tyne and Wear","20","20","40120","36780"
"In post","2021","Finance","Department for Environment, Food and Rural Affairs","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Environment, Food and Rural Affairs","North West (England)","Cheshire","15","15","41510","36520"
"In post","2021","Finance","Department for Environment, Food and Rural Affairs","North West (England)","Cumbria","5","5","[c]","[c]"
"In post","2021","Finance","Department for Environment, Food and Rural Affairs","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Environment, Food and Rural Affairs","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Environment, Food and Rural Affairs","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Environment, Food and Rural Affairs","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","30","30","43250","37490"
"In post","2021","Finance","Department for Environment, Food and Rural Affairs","South East (England)","Surrey, East and West Sussex","20","20","36930","32910"
"In post","2021","Finance","Department for Environment, Food and Rural Affairs","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Environment, Food and Rural Affairs","South West (England)","Devon","25","20","39740","37590"
"In post","2021","Finance","Department for Environment, Food and Rural Affairs","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Environment, Food and Rural Affairs","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","50","45","42850","36970"
"In post","2021","Finance","Department for Environment, Food and Rural Affairs","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Environment, Food and Rural Affairs","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","30","30","43790","40080"
"In post","2021","Finance","Department for Environment, Food and Rural Affairs","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Environment, Food and Rural Affairs","West Midlands (England)","West Midlands","20","15","42380","38060"
"In post","2021","Finance","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","North Yorkshire","60","60","43140","39540"
"In post","2021","Finance","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","West Yorkshire","10","10","[c]","[c]"
"In post","2021","Finance","Department for International Trade","London","Inner London - West","90","90","47250","44030"
"In post","2021","Finance","Department for International Trade","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Transport","East Midlands (England)","Derbyshire and Nottinghamshire","20","20","34110","32320"
"In post","2021","Finance","Department for Transport","London","Inner London - West","120","120","51110","54380"
"In post","2021","Finance","Department for Transport","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Transport","South East (England)","Hampshire and Isle of Wight","30","25","38510","39040"
"In post","2021","Finance","Department for Transport","South East (England)","Surrey, East and West Sussex","20","20","29290","28370"
"In post","2021","Finance","Department for Transport","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","30","30","42620","41090"
"In post","2021","Finance","Department for Transport","Wales","West Wales and The Valleys","190","180","34390","31860"
"In post","2021","Finance","Department for Transport","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Work and Pensions","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Work and Pensions","North West (England)","Merseyside","20","20","48740","45510"
"In post","2021","Finance","Department for Work and Pensions","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department of Health and Social Care","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department of Health and Social Care","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department of Health and Social Care","London","Inner London - East","55","55","49650","41330"
"In post","2021","Finance","Department of Health and Social Care","London","Inner London - West","225","225","41110","34000"
"In post","2021","Finance","Department of Health and Social Care","London","Outer London - West and North West","40","40","43250","40070"
"In post","2021","Finance","Department of Health and Social Care","North East (England)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department of Health and Social Care","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department of Health and Social Care","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department of Health and Social Care","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","10","5","[c]","[c]"
"In post","2021","Finance","Department of Health and Social Care","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","50","50","36830","29480"
"In post","2021","Finance","Department of Health and Social Care","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department of Health and Social Care","Yorkshire and The Humber","West Yorkshire","210","200","39550","36820"
"In post","2021","Finance","ESTYN","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Food Standards Agency","London","Inner London - West","10","10","44170","40330"
"In post","2021","Finance","Food Standards Agency","Northern Ireland","Northern Ireland","5","5","[c]","[c]"
"In post","2021","Finance","Food Standards Agency","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Food Standards Agency","Yorkshire and The Humber","North Yorkshire","30","30","40080","37630"
"In post","2021","Finance","Foreign, Commonwealth and Development Office","London","Inner London - West","105","100","50220","44110"
"In post","2021","Finance","Foreign, Commonwealth and Development Office","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Foreign, Commonwealth and Development Office","Scotland","Southern Scotland","110","105","38740","33930"
"In post","2021","Finance","Foreign, Commonwealth and Development Office","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","70","70","38610","31730"
"In post","2021","Finance","Foreign, Commonwealth and Development Office","South East (England)","Surrey, East and West Sussex","10","5","[c]","[c]"
"In post","2021","Finance","HM Land Registry","East Midlands (England)","Derbyshire and Nottinghamshire","5","5","[c]","[c]"
"In post","2021","Finance","HM Land Registry","London","Outer London - South","35","35","49200","44260"
"In post","2021","Finance","HM Land Registry","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Land Registry","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Land Registry","South West (England)","Devon","5","5","[c]","[c]"
"In post","2021","Finance","HM Land Registry","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","East Midlands (England)","Derbyshire and Nottinghamshire","95","90","39020","32570"
"In post","2021","Finance","HM Revenue and Customs","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","East of England","Essex","200","180","30210","28130"
"In post","2021","Finance","HM Revenue and Customs","London","Inner London - East","80","80","51890","45960"
"In post","2021","Finance","HM Revenue and Customs","London","Inner London - West","165","160","55300","59160"
"In post","2021","Finance","HM Revenue and Customs","London","Outer London - South","65","65","45210","36160"
"In post","2021","Finance","HM Revenue and Customs","North East (England)","Northumberland and Tyne and Wear","310","290","35940","31810"
"In post","2021","Finance","HM Revenue and Customs","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","North West (England)","Greater Manchester","85","80","38190","31810"
"In post","2021","Finance","HM Revenue and Customs","North West (England)","Lancashire","50","45","34060","31810"
"In post","2021","Finance","HM Revenue and Customs","North West (England)","Merseyside","95","95","33330","31810"
"In post","2021","Finance","HM Revenue and Customs","Northern Ireland","Northern Ireland","5","5","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","Scotland","Eastern Scotland","20","20","35970","31810"
"In post","2021","Finance","HM Revenue and Customs","Scotland","Southern Scotland","25","25","29480","25560"
"In post","2021","Finance","HM Revenue and Customs","Scotland","West Central Scotland","520","420","23060","21400"
"In post","2021","Finance","HM Revenue and Customs","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","South East (England)","Surrey, East and West Sussex","230","210","31430","28130"
"In post","2021","Finance","HM Revenue and Customs","South West (England)","Devon","5","5","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","5","5","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","Wales","East Wales","10","10","44700","38630"
"In post","2021","Finance","HM Revenue and Customs","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","West Midlands (England)","Shropshire and Staffordshire","65","60","43040","38630"
"In post","2021","Finance","HM Revenue and Customs","West Midlands (England)","West Midlands","15","15","39220","38630"
"In post","2021","Finance","HM Revenue and Customs","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","Yorkshire and The Humber","West Yorkshire","420","355","25440","21440"
"In post","2021","Finance","HM Treasury","East of England","East Anglia","10","10","30850","23760"
"In post","2021","Finance","HM Treasury","London","Inner London - West","100","100","51840","52680"
"In post","2021","Finance","HM Treasury","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Treasury","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Treasury","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Treasury","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Ministry of Defence","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Ministry of Defence","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","5","5","[c]","[c]"
"In post","2021","Finance","Ministry of Defence","East Midlands (England)","Lincolnshire","30","25","24200","21580"
"In post","2021","Finance","Ministry of Defence","East of England","Bedfordshire and Hertfordshire","75","75","43720","37640"
"In post","2021","Finance","Ministry of Defence","East of England","East Anglia","65","55","30910","26670"
"In post","2021","Finance","Ministry of Defence","East of England","Essex","15","15","28500","26670"
"In post","2021","Finance","Ministry of Defence","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Ministry of Defence","London","Inner London - West","185","185","50210","45200"
"In post","2021","Finance","Ministry of Defence","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Ministry of Defence","London","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Ministry of Defence","London","Outer London - West and North West","10","10","[c]","[c]"
"In post","2021","Finance","Ministry of Defence","North East (England)","Northumberland and Tyne and Wear","5","5","[c]","[c]"
"In post","2021","Finance","Ministry of Defence","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Ministry of Defence","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Ministry of Defence","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Ministry of Defence","North West (England)","Greater Manchester","20","15","37560","35480"
"In post","2021","Finance","Ministry of Defence","North West (England)","Lancashire","20","20","30820","26670"
"In post","2021","Finance","Ministry of Defence","North West (England)","Merseyside","60","60","26550","22080"
"In post","2021","Finance","Ministry of Defence","Northern Ireland","Northern Ireland","5","5","[c]","[c]"
"In post","2021","Finance","Ministry of Defence","Overseas","Overseas","30","30","34520","33300"
"In post","2021","Finance","Ministry of Defence","Scotland","Eastern Scotland","20","15","32960","26930"
"In post","2021","Finance","Ministry of Defence","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Ministry of Defence","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Ministry of Defence","Scotland","West Central Scotland","25","20","32520","27970"
"In post","2021","Finance","Ministry of Defence","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","180","170","36890","35000"
"In post","2021","Finance","Ministry of Defence","South East (England)","Hampshire and Isle of Wight","340","330","37380","33300"
"In post","2021","Finance","Ministry of Defence","South East (England)","Kent","10","10","[c]","[c]"
"In post","2021","Finance","Ministry of Defence","South East (England)","Surrey, East and West Sussex","5","5","[c]","[c]"
"In post","2021","Finance","Ministry of Defence","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Ministry of Defence","South West (England)","Devon","15","15","37610","34270"
"In post","2021","Finance","Ministry of Defence","South West (England)","Dorset and Somerset","30","25","34320","31290"
"In post","2021","Finance","Ministry of Defence","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","865","825","39710","34340"
"In post","2021","Finance","Ministry of Defence","Wales","East Wales","20","15","34290","26670"
"In post","2021","Finance","Ministry of Defence","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Ministry of Defence","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","10","10","24800","26670"
"In post","2021","Finance","Ministry of Defence","West Midlands (England)","Shropshire and Staffordshire","50","50","36880","33150"
"In post","2021","Finance","Ministry of Defence","West Midlands (England)","West Midlands","10","10","39510","33300"
"In post","2021","Finance","Ministry of Defence","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Ministry of Defence","Yorkshire and The Humber","North Yorkshire","25","25","30730","26670"
"In post","2021","Finance","Ministry of Defence","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Ministry of Defence","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Ministry of Housing, Communities and Local Government","East of England","Bedfordshire and Hertfordshire","20","20","43710","39600"
"In post","2021","Finance","Ministry of Housing, Communities and Local Government","London","Inner London - West","85","80","54630","53130"
"In post","2021","Finance","Ministry of Housing, Communities and Local Government","North East (England)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Ministry of Housing, Communities and Local Government","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Ministry of Housing, Communities and Local Government","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","20","20","41610","40720"
"In post","2021","Finance","Ministry of Housing, Communities and Local Government","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Ministry of Housing, Communities and Local Government","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Ministry of Justice","East Midlands (England)","Derbyshire and Nottinghamshire","15","15","42140","42910"
"In post","2021","Finance","Ministry of Justice","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","10","10","46970","42530"
"In post","2021","Finance","Ministry of Justice","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Ministry of Justice","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Ministry of Justice","East of England","East Anglia","20","20","41900","42800"
"In post","2021","Finance","Ministry of Justice","East of England","Essex","5","5","[c]","[c]"
"In post","2021","Finance","Ministry of Justice","London","Inner London - East","210","205","46750","41710"
"In post","2021","Finance","Ministry of Justice","London","Inner London - West","210","200","44740","36800"
"In post","2021","Finance","Ministry of Justice","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Ministry of Justice","London","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Ministry of Justice","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Ministry of Justice","North East (England)","Northumberland and Tyne and Wear","5","5","[c]","[c]"
"In post","2021","Finance","Ministry of Justice","North East (England)","Tees Valley and Durham","20","20","42090","34120"
"In post","2021","Finance","Ministry of Justice","North West (England)","Cheshire","5","5","[c]","[c]"
"In post","2021","Finance","Ministry of Justice","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Ministry of Justice","North West (England)","Greater Manchester","45","45","36350","34360"
"In post","2021","Finance","Ministry of Justice","North West (England)","Lancashire","15","15","47590","45790"
"In post","2021","Finance","Ministry of Justice","North West (England)","Merseyside","10","10","36980","33890"
"In post","2021","Finance","Ministry of Justice","Scotland","West Central Scotland","15","15","34580","31740"
"In post","2021","Finance","Ministry of Justice","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","5","5","[c]","[c]"
"In post","2021","Finance","Ministry of Justice","South East (England)","Hampshire and Isle of Wight","10","10","[c]","[c]"
"In post","2021","Finance","Ministry of Justice","South East (England)","Kent","15","15","42570","42800"
"In post","2021","Finance","Ministry of Justice","South East (England)","Surrey, East and West Sussex","5","5","[c]","[c]"
"In post","2021","Finance","Ministry of Justice","South West (England)","Devon","10","10","[c]","[c]"
"In post","2021","Finance","Ministry of Justice","South West (England)","Dorset and Somerset","5","5","[c]","[c]"
"In post","2021","Finance","Ministry of Justice","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","35","35","27270","23110"
"In post","2021","Finance","Ministry of Justice","Wales","East Wales","10","10","37460","31940"
"In post","2021","Finance","Ministry of Justice","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Ministry of Justice","West Midlands (England)","Shropshire and Staffordshire","25","25","39920","37350"
"In post","2021","Finance","Ministry of Justice","West Midlands (England)","West Midlands","35","30","35560","32730"
"In post","2021","Finance","Ministry of Justice","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Ministry of Justice","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Ministry of Justice","Yorkshire and The Humber","South Yorkshire","5","5","[c]","[c]"
"In post","2021","Finance","Ministry of Justice","Yorkshire and The Humber","West Yorkshire","25","25","33190","30740"
"In post","2021","Finance","National Crime Agency","London","Inner London - East","10","10","49450","48900"
"In post","2021","Finance","National Crime Agency","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Finance","National Crime Agency","Northern Ireland","Northern Ireland","10","10","40190","41110"
"In post","2021","Finance","National Crime Agency","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Finance","National Crime Agency","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","20","20","30560","28840"
"In post","2021","Finance","Northern Ireland Office","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Northern Ireland Office","Northern Ireland","Northern Ireland","5","5","[c]","[c]"
"In post","2021","Finance","Office for Standards in Education","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Office for Standards in Education","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Office for Standards in Education","North West (England)","Greater Manchester","30","30","41530","32010"
"In post","2021","Finance","Office of Gas and Electricity Markets","London","Inner London - East","15","15","53770","46160"
"In post","2021","Finance","Office of Gas and Electricity Markets","Scotland","West Central Scotland","15","15","46270","42390"
