"Status","Year","Region_ITL1","Region_ITL3","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Northern Ireland","Lisburn and Castlereagh","Male","Heterosexual / straight","185","180","28090","24890"
"In post","2021","Northern Ireland","Lisburn and Castlereagh","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Lisburn and Castlereagh","Male","Undeclared","20","20","[c]","[c]"
"In post","2021","Northern Ireland","Lisburn and Castlereagh","Male","Unknown","5","5","[c]","[c]"
"In post","2021","Northern Ireland","Lisburn and Castlereagh","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Lisburn and Castlereagh","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Mid and East Antrim","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Mid and East Antrim","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Mid and East Antrim","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Mid and East Antrim","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Mid and East Antrim","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Mid and East Antrim","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Mid and East Antrim","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Mid and East Antrim","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Mid and East Antrim","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Mid and East Antrim","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Newry, Mourne and Down","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Newry, Mourne and Down","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Newry, Mourne and Down","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Newry, Mourne and Down","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Newry, Mourne and Down","Male","Heterosexual / straight","50","50","21330","20310"
"In post","2021","Northern Ireland","Newry, Mourne and Down","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Newry, Mourne and Down","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Newry, Mourne and Down","Male","Unknown","5","5","[c]","[c]"
"In post","2021","Northern Ireland","Newry, Mourne and Down","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Newry, Mourne and Down","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Overseas","Female","Heterosexual / straight","945","940","49570","50940"
"In post","2021","Overseas","Overseas","Female","LGBO","55","55","47100","41460"
"In post","2021","Overseas","Overseas","Female","Undeclared","140","140","45590","40330"
"In post","2021","Overseas","Overseas","Female","Unknown","360","355","49730","46620"
"In post","2021","Overseas","Overseas","Male","Heterosexual / straight","1550","1545","50130","49640"
"In post","2021","Overseas","Overseas","Male","LGBO","115","115","53650","54040"
"In post","2021","Overseas","Overseas","Male","Undeclared","230","230","48910","42110"
"In post","2021","Overseas","Overseas","Male","Unknown","355","355","52180","52430"
"In post","2021","Overseas","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Aberdeen City and Aberdeenshire","Female","Heterosexual / straight","550","500","34160","29190"
"In post","2021","Scotland","Aberdeen City and Aberdeenshire","Female","LGBO","30","30","30800","28290"
"In post","2021","Scotland","Aberdeen City and Aberdeenshire","Female","Undeclared","105","95","29230","22820"
"In post","2021","Scotland","Aberdeen City and Aberdeenshire","Female","Unknown","240","220","30010","27570"
"In post","2021","Scotland","Aberdeen City and Aberdeenshire","Male","Heterosexual / straight","520","505","42030","33650"
"In post","2021","Scotland","Aberdeen City and Aberdeenshire","Male","LGBO","35","35","36120","29190"
"In post","2021","Scotland","Aberdeen City and Aberdeenshire","Male","Undeclared","100","95","41150","32060"
"In post","2021","Scotland","Aberdeen City and Aberdeenshire","Male","Unknown","285","275","36010","33650"
"In post","2021","Scotland","Aberdeen City and Aberdeenshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Aberdeen City and Aberdeenshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Angus and Dundee City","Female","Heterosexual / straight","740","665","27420","25300"
"In post","2021","Scotland","Angus and Dundee City","Female","LGBO","40","40","23510","21150"
"In post","2021","Scotland","Angus and Dundee City","Female","Undeclared","110","95","24650","22820"
"In post","2021","Scotland","Angus and Dundee City","Female","Unknown","270","235","25260","21010"
"In post","2021","Scotland","Angus and Dundee City","Male","Heterosexual / straight","455","445","26660","22230"
"In post","2021","Scotland","Angus and Dundee City","Male","LGBO","40","35","25470","21010"
"In post","2021","Scotland","Angus and Dundee City","Male","Undeclared","55","50","23800","21010"
"In post","2021","Scotland","Angus and Dundee City","Male","Unknown","190","180","24330","21010"
"In post","2021","Scotland","Angus and Dundee City","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Angus and Dundee City","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Caithness and Sutherland and Ross and Cromarty","Female","Heterosexual / straight","65","60","27430","27570"
"In post","2021","Scotland","Caithness and Sutherland and Ross and Cromarty","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Caithness and Sutherland and Ross and Cromarty","Female","Undeclared","15","10","[c]","[c]"
"In post","2021","Scotland","Caithness and Sutherland and Ross and Cromarty","Female","Unknown","30","30","26630","26530"
"In post","2021","Scotland","Caithness and Sutherland and Ross and Cromarty","Male","Heterosexual / straight","50","45","32740","29190"
"In post","2021","Scotland","Caithness and Sutherland and Ross and Cromarty","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Caithness and Sutherland and Ross and Cromarty","Male","Undeclared","10","5","[c]","[c]"
"In post","2021","Scotland","Caithness and Sutherland and Ross and Cromarty","Male","Unknown","50","45","29740","28630"
"In post","2021","Scotland","Caithness and Sutherland and Ross and Cromarty","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Caithness and Sutherland and Ross and Cromarty","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","City of Edinburgh","Female","Heterosexual / straight","3870","3630","39410","33830"
"In post","2021","Scotland","City of Edinburgh","Female","LGBO","255","250","35720","31810"
"In post","2021","Scotland","City of Edinburgh","Female","Undeclared","790","730","32380","29350"
"In post","2021","Scotland","City of Edinburgh","Female","Unknown","1835","1695","34470","30080"
"In post","2021","Scotland","City of Edinburgh","Male","Heterosexual / straight","3165","3095","39770","34550"
"In post","2021","Scotland","City of Edinburgh","Male","LGBO","315","310","37600","31810"
"In post","2021","Scotland","City of Edinburgh","Male","Undeclared","625","610","34410","29350"
"In post","2021","Scotland","City of Edinburgh","Male","Unknown","1945","1875","35440","31810"
"In post","2021","Scotland","City of Edinburgh","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","City of Edinburgh","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Clackmannanshire and Fife","Female","Heterosexual / straight","410","370","28450","27570"
"In post","2021","Scotland","Clackmannanshire and Fife","Female","LGBO","10","10","[c]","[c]"
"In post","2021","Scotland","Clackmannanshire and Fife","Female","Undeclared","95","80","26270","22820"
"In post","2021","Scotland","Clackmannanshire and Fife","Female","Unknown","165","150","27310","25870"
"In post","2021","Scotland","Clackmannanshire and Fife","Male","Heterosexual / straight","400","385","32560","33300"
"In post","2021","Scotland","Clackmannanshire and Fife","Male","LGBO","15","15","[c]","[c]"
"In post","2021","Scotland","Clackmannanshire and Fife","Male","Undeclared","75","70","32680","29540"
"In post","2021","Scotland","Clackmannanshire and Fife","Male","Unknown","185","175","30730","33650"
"In post","2021","Scotland","Clackmannanshire and Fife","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Clackmannanshire and Fife","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Dumfries and Galloway","Female","Heterosexual / straight","125","110","28420","27570"
"In post","2021","Scotland","Dumfries and Galloway","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Dumfries and Galloway","Female","Undeclared","25","20","[c]","[c]"
"In post","2021","Scotland","Dumfries and Galloway","Female","Unknown","95","85","26890","25870"
"In post","2021","Scotland","Dumfries and Galloway","Male","Heterosexual / straight","125","120","31560","30600"
"In post","2021","Scotland","Dumfries and Galloway","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Dumfries and Galloway","Male","Undeclared","20","20","[c]","[c]"
"In post","2021","Scotland","Dumfries and Galloway","Male","Unknown","170","160","30060","28120"
"In post","2021","Scotland","Dumfries and Galloway","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Dumfries and Galloway","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","East Ayrshire and North Ayrshire mainland","Female","Heterosexual / straight","360","310","26430","27570"
"In post","2021","Scotland","East Ayrshire and North Ayrshire mainland","Female","LGBO","10","5","[c]","[c]"
"In post","2021","Scotland","East Ayrshire and North Ayrshire mainland","Female","Undeclared","55","50","25490","22820"
"In post","2021","Scotland","East Ayrshire and North Ayrshire mainland","Female","Unknown","90","70","24760","22830"
"In post","2021","Scotland","East Ayrshire and North Ayrshire mainland","Male","Heterosexual / straight","325","315","27840","26430"
"In post","2021","Scotland","East Ayrshire and North Ayrshire mainland","Male","LGBO","10","10","[c]","[c]"
"In post","2021","Scotland","East Ayrshire and North Ayrshire mainland","Male","Undeclared","50","50","29630","27570"
"In post","2021","Scotland","East Ayrshire and North Ayrshire mainland","Male","Unknown","60","60","23390","21490"
"In post","2021","Scotland","East Ayrshire and North Ayrshire mainland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","East Ayrshire and North Ayrshire mainland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Female","Heterosexual / straight","550","500","28040","26670"
"In post","2021","Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Female","LGBO","25","25","[c]","[c]"
"In post","2021","Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Female","Undeclared","80","75","26960","24400"
"In post","2021","Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Female","Unknown","185","170","27890","27570"
"In post","2021","Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Male","Heterosexual / straight","1070","1045","32200","28890"
"In post","2021","Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Male","LGBO","25","25","[c]","[c]"
"In post","2021","Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Male","Undeclared","135","135","36190","39070"
"In post","2021","Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Male","Unknown","345","340","29770","28870"
"In post","2021","Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","East Lothian and Midlothian","Female","Heterosexual / straight","45","40","27500","27570"
"In post","2021","Scotland","East Lothian and Midlothian","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","East Lothian and Midlothian","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Scotland","East Lothian and Midlothian","Female","Unknown","10","10","[c]","[c]"
"In post","2021","Scotland","East Lothian and Midlothian","Male","Heterosexual / straight","35","30","29270","27570"
"In post","2021","Scotland","East Lothian and Midlothian","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","East Lothian and Midlothian","Male","Undeclared","5","5","[c]","[c]"
"In post","2021","Scotland","East Lothian and Midlothian","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","East Lothian and Midlothian","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","East Lothian and Midlothian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Falkirk","Female","Heterosexual / straight","685","590","26290","25410"
"In post","2021","Scotland","Falkirk","Female","LGBO","30","25","[c]","[c]"
"In post","2021","Scotland","Falkirk","Female","Undeclared","80","65","26550","22820"
"In post","2021","Scotland","Falkirk","Female","Unknown","360","300","26020","21750"
"In post","2021","Scotland","Falkirk","Male","Heterosexual / straight","310","290","29990","27570"
"In post","2021","Scotland","Falkirk","Male","LGBO","25","25","[c]","[c]"
"In post","2021","Scotland","Falkirk","Male","Undeclared","40","35","26120","27290"
"In post","2021","Scotland","Falkirk","Male","Unknown","290","265","30440","33650"
"In post","2021","Scotland","Falkirk","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Falkirk","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Glasgow City","Female","Heterosexual / straight","4125","3750","31640","27570"
"In post","2021","Scotland","Glasgow City","Female","LGBO","225","215","31500","27570"
"In post","2021","Scotland","Glasgow City","Female","Undeclared","605","535","28860","26320"
"In post","2021","Scotland","Glasgow City","Female","Unknown","1365","1220","30800","26560"
"In post","2021","Scotland","Glasgow City","Male","Heterosexual / straight","3225","3110","33060","28130"
"In post","2021","Scotland","Glasgow City","Male","LGBO","280","270","30710","27570"
"In post","2021","Scotland","Glasgow City","Male","Undeclared","375","360","31300","27570"
"In post","2021","Scotland","Glasgow City","Male","Unknown","1455","1395","32170","27570"
"In post","2021","Scotland","Glasgow City","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Glasgow City","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Inverclyde, East Renfrewshire and Renfrewshire","Female","Heterosexual / straight","355","315","28800","27570"
"In post","2021","Scotland","Inverclyde, East Renfrewshire and Renfrewshire","Female","LGBO","15","10","[c]","[c]"
"In post","2021","Scotland","Inverclyde, East Renfrewshire and Renfrewshire","Female","Undeclared","115","100","26580","26120"
"In post","2021","Scotland","Inverclyde, East Renfrewshire and Renfrewshire","Female","Unknown","105","90","26810","25870"
"In post","2021","Scotland","Inverclyde, East Renfrewshire and Renfrewshire","Male","Heterosexual / straight","265","250","32790","29190"
"In post","2021","Scotland","Inverclyde, East Renfrewshire and Renfrewshire","Male","LGBO","10","10","[c]","[c]"
"In post","2021","Scotland","Inverclyde, East Renfrewshire and Renfrewshire","Male","Undeclared","60","55","31080","26780"
"In post","2021","Scotland","Inverclyde, East Renfrewshire and Renfrewshire","Male","Unknown","125","115","29800","27570"
"In post","2021","Scotland","Inverclyde, East Renfrewshire and Renfrewshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Inverclyde, East Renfrewshire and Renfrewshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Inverness and Nairn and Moray, Badenoch and Strathspey","Female","Heterosexual / straight","370","335","27910","27570"
"In post","2021","Scotland","Inverness and Nairn and Moray, Badenoch and Strathspey","Female","LGBO","20","20","[c]","[c]"
"In post","2021","Scotland","Inverness and Nairn and Moray, Badenoch and Strathspey","Female","Undeclared","70","60","28980","27570"
"In post","2021","Scotland","Inverness and Nairn and Moray, Badenoch and Strathspey","Female","Unknown","140","130","29300","27570"
"In post","2021","Scotland","Inverness and Nairn and Moray, Badenoch and Strathspey","Male","Heterosexual / straight","310","305","29370","26960"
"In post","2021","Scotland","Inverness and Nairn and Moray, Badenoch and Strathspey","Male","LGBO","5","5","[c]","[c]"
"In post","2021","Scotland","Inverness and Nairn and Moray, Badenoch and Strathspey","Male","Undeclared","55","55","28790","26660"
"In post","2021","Scotland","Inverness and Nairn and Moray, Badenoch and Strathspey","Male","Unknown","165","155","31300","29550"
"In post","2021","Scotland","Inverness and Nairn and Moray, Badenoch and Strathspey","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Inverness and Nairn and Moray, Badenoch and Strathspey","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Female","Heterosexual / straight","90","85","27950","27570"
"In post","2021","Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Female","Undeclared","20","15","[c]","[c]"
"In post","2021","Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Female","Unknown","40","35","28830","27570"
"In post","2021","Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Male","Heterosexual / straight","50","45","30510","27840"
"In post","2021","Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Male","Undeclared","15","10","[c]","[c]"
"In post","2021","Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Male","Unknown","115","115","28480","26530"
"In post","2021","Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Na h-Eileanan Siar","Female","Heterosexual / straight","80","70","24760","21010"
"In post","2021","Scotland","Na h-Eileanan Siar","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Na h-Eileanan Siar","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Scotland","Na h-Eileanan Siar","Female","Unknown","15","10","[c]","[c]"
"In post","2021","Scotland","Na h-Eileanan Siar","Male","Heterosexual / straight","55","55","27590","27570"
"In post","2021","Scotland","Na h-Eileanan Siar","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Na h-Eileanan Siar","Male","Undeclared","10","5","[c]","[c]"
"In post","2021","Scotland","Na h-Eileanan Siar","Male","Unknown","10","10","[c]","[c]"
"In post","2021","Scotland","Na h-Eileanan Siar","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Na h-Eileanan Siar","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","North Lanarkshire","Female","Heterosexual / straight","1070","900","26000","21460"
"In post","2021","Scotland","North Lanarkshire","Female","LGBO","30","30","27520","23500"
"In post","2021","Scotland","North Lanarkshire","Female","Undeclared","175","145","25130","21440"
"In post","2021","Scotland","North Lanarkshire","Female","Unknown","470","395","23840","21010"
"In post","2021","Scotland","North Lanarkshire","Male","Heterosexual / straight","550","510","27970","25560"
"In post","2021","Scotland","North Lanarkshire","Male","LGBO","30","30","25310","21440"
"In post","2021","Scotland","North Lanarkshire","Male","Undeclared","85","80","26020","25560"
"In post","2021","Scotland","North Lanarkshire","Male","Unknown","390","365","27430","25870"
"In post","2021","Scotland","North Lanarkshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","North Lanarkshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Orkney Islands","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Scotland","Orkney Islands","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Orkney Islands","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Orkney Islands","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Orkney Islands","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Scotland","Orkney Islands","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Orkney Islands","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Orkney Islands","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Orkney Islands","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Orkney Islands","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Perth and Kinross and Stirling","Female","Heterosexual / straight","265","245","29340","27570"
"In post","2021","Scotland","Perth and Kinross and Stirling","Female","LGBO","10","10","[c]","[c]"
"In post","2021","Scotland","Perth and Kinross and Stirling","Female","Undeclared","55","50","32550","27570"
"In post","2021","Scotland","Perth and Kinross and Stirling","Female","Unknown","275","250","29350","27570"
"In post","2021","Scotland","Perth and Kinross and Stirling","Male","Heterosexual / straight","305","295","33170","33650"
"In post","2021","Scotland","Perth and Kinross and Stirling","Male","LGBO","5","5","[c]","[c]"
"In post","2021","Scotland","Perth and Kinross and Stirling","Male","Undeclared","35","30","32350","26550"
"In post","2021","Scotland","Perth and Kinross and Stirling","Male","Unknown","400","380","31220","30650"
"In post","2021","Scotland","Perth and Kinross and Stirling","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Perth and Kinross and Stirling","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Scottish Borders","Female","Heterosexual / straight","140","125","28970","27570"
"In post","2021","Scotland","Scottish Borders","Female","LGBO","5","5","[c]","[c]"
"In post","2021","Scotland","Scottish Borders","Female","Undeclared","10","10","[c]","[c]"
"In post","2021","Scotland","Scottish Borders","Female","Unknown","95","80","27980","27150"
"In post","2021","Scotland","Scottish Borders","Male","Heterosexual / straight","125","120","31020","27570"
"In post","2021","Scotland","Scottish Borders","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Scottish Borders","Male","Undeclared","10","10","[c]","[c]"
"In post","2021","Scotland","Scottish Borders","Male","Unknown","85","80","30260","27150"
"In post","2021","Scotland","Scottish Borders","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Scottish Borders","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Shetland Islands","Female","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Scotland","Shetland Islands","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Shetland Islands","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Scotland","Shetland Islands","Female","Unknown","5","5","[c]","[c]"
"In post","2021","Scotland","Shetland Islands","Male","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Scotland","Shetland Islands","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Shetland Islands","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Shetland Islands","Male","Unknown","5","5","[c]","[c]"
"In post","2021","Scotland","Shetland Islands","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Shetland Islands","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","South Ayrshire","Female","Heterosexual / straight","120","110","28540","27570"
"In post","2021","Scotland","South Ayrshire","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","South Ayrshire","Female","Undeclared","35","30","25500","23870"
"In post","2021","Scotland","South Ayrshire","Female","Unknown","40","35","27700","27570"
"In post","2021","Scotland","South Ayrshire","Male","Heterosexual / straight","70","65","27850","27570"
"In post","2021","Scotland","South Ayrshire","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","South Ayrshire","Male","Undeclared","25","20","[c]","[c]"
"In post","2021","Scotland","South Ayrshire","Male","Unknown","25","25","[c]","[c]"
"In post","2021","Scotland","South Ayrshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","South Ayrshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","South Lanarkshire","Female","Heterosexual / straight","1270","1110","31280","27570"
"In post","2021","Scotland","South Lanarkshire","Female","LGBO","45","40","30960","30820"
"In post","2021","Scotland","South Lanarkshire","Female","Undeclared","135","115","27040","25560"
"In post","2021","Scotland","South Lanarkshire","Female","Unknown","830","715","27080","21440"
"In post","2021","Scotland","South Lanarkshire","Male","Heterosexual / straight","715","675","34140","31810"
"In post","2021","Scotland","South Lanarkshire","Male","LGBO","65","60","31520","25840"
"In post","2021","Scotland","South Lanarkshire","Male","Undeclared","90","85","29030","26120"
"In post","2021","Scotland","South Lanarkshire","Male","Unknown","545","515","28480","25560"
"In post","2021","Scotland","South Lanarkshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","South Lanarkshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","West Lothian","Female","Heterosexual / straight","185","175","33640","27570"
"In post","2021","Scotland","West Lothian","Female","LGBO","10","10","[c]","[c]"
"In post","2021","Scotland","West Lothian","Female","Undeclared","35","30","26490","22820"
"In post","2021","Scotland","West Lothian","Female","Unknown","75","65","34350","27570"
"In post","2021","Scotland","West Lothian","Male","Heterosexual / straight","110","105","33890","27680"
"In post","2021","Scotland","West Lothian","Male","LGBO","5","5","[c]","[c]"
"In post","2021","Scotland","West Lothian","Male","Undeclared","20","20","[c]","[c]"
"In post","2021","Scotland","West Lothian","Male","Unknown","65","65","32400","27620"
"In post","2021","Scotland","West Lothian","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","West Lothian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Berkshire","Female","Heterosexual / straight","910","850","32780","29290"
"In post","2021","South East (England)","Berkshire","Female","LGBO","40","40","29120","29290"
"In post","2021","South East (England)","Berkshire","Female","Undeclared","120","110","33620","29290"
"In post","2021","South East (England)","Berkshire","Female","Unknown","295","265","32660","29460"
"In post","2021","South East (England)","Berkshire","Male","Heterosexual / straight","1045","1030","36000","33300"
"In post","2021","South East (England)","Berkshire","Male","LGBO","55","55","36040","29290"
"In post","2021","South East (England)","Berkshire","Male","Undeclared","150","145","36470","38360"
"In post","2021","South East (England)","Berkshire","Male","Unknown","335","325","34920","30990"
"In post","2021","South East (England)","Berkshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Berkshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Brighton and Hove","Female","Heterosexual / straight","275","240","31150","27570"
"In post","2021","South East (England)","Brighton and Hove","Female","LGBO","45","45","29520","27570"
"In post","2021","South East (England)","Brighton and Hove","Female","Undeclared","35","30","26440","26020"
"In post","2021","South East (England)","Brighton and Hove","Female","Unknown","65","55","31510","27570"
"In post","2021","South East (England)","Brighton and Hove","Male","Heterosexual / straight","125","120","31750","27570"
"In post","2021","South East (England)","Brighton and Hove","Male","LGBO","45","40","29320","27570"
"In post","2021","South East (England)","Brighton and Hove","Male","Undeclared","30","30","28680","27570"
"In post","2021","South East (England)","Brighton and Hove","Male","Unknown","35","30","29210","27570"
