"Status","Year","Parent_department","Region_ITL1","Region_ITL3","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Ministry of Defence","North West (England)","Warrington","AA/AO","15","10","20320","20920"
"In post","2021","Ministry of Defence","North West (England)","Warrington","EO","10","10","[c]","[c]"
"In post","2021","Ministry of Defence","North West (England)","Warrington","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","North West (England)","Warrington","SEO/HEO","15","15","36730","33300"
"In post","2021","Ministry of Defence","North West (England)","Warrington","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","North West (England)","West Cumbria","AA/AO","40","40","27110","23540"
"In post","2021","Ministry of Defence","North West (England)","West Cumbria","EO","15","15","31570","27540"
"In post","2021","Ministry of Defence","North West (England)","West Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","North West (England)","West Cumbria","SEO/HEO","10","10","42840","42580"
"In post","2021","Ministry of Defence","North West (England)","West Cumbria","Unknown","155","150","42610","41000"
"In post","2021","Ministry of Defence","North West (England)","Wirral","AA/AO","10","5","[c]","[c]"
"In post","2021","Ministry of Defence","North West (England)","Wirral","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Ministry of Defence","Northern Ireland","Antrim and Newtownabbey","AA/AO","150","150","20680","20310"
"In post","2021","Ministry of Defence","Northern Ireland","Antrim and Newtownabbey","EO","20","20","29260","27680"
"In post","2021","Ministry of Defence","Northern Ireland","Antrim and Newtownabbey","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Northern Ireland","Antrim and Newtownabbey","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Ministry of Defence","Northern Ireland","Ards and North Down","AA/AO","150","150","20920","20310"
"In post","2021","Ministry of Defence","Northern Ireland","Ards and North Down","EO","15","15","29600","28660"
"In post","2021","Ministry of Defence","Northern Ireland","Ards and North Down","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Northern Ireland","Ards and North Down","SEO/HEO","10","10","36890","36230"
"In post","2021","Ministry of Defence","Northern Ireland","Armagh City, Banbridge and Craigavon","AA/AO","5","5","[c]","[c]"
"In post","2021","Ministry of Defence","Northern Ireland","Belfast","AA/AO","55","55","20430","20310"
"In post","2021","Ministry of Defence","Northern Ireland","Belfast","EO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Northern Ireland","Belfast","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Northern Ireland","Belfast","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Northern Ireland","Causeway Coast and Glens","AA/AO","65","65","20410","20310"
"In post","2021","Ministry of Defence","Northern Ireland","Causeway Coast and Glens","EO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Northern Ireland","Derry City and Strabane","AA/AO","10","10","[c]","[c]"
"In post","2021","Ministry of Defence","Northern Ireland","Fermanagh and Omagh","AA/AO","20","20","20330","20310"
"In post","2021","Ministry of Defence","Northern Ireland","Lisburn and Castlereagh","AA/AO","190","180","21360","21670"
"In post","2021","Ministry of Defence","Northern Ireland","Lisburn and Castlereagh","EO","50","50","28760","27680"
"In post","2021","Ministry of Defence","Northern Ireland","Lisburn and Castlereagh","G6/G7","10","10","61660","55830"
"In post","2021","Ministry of Defence","Northern Ireland","Lisburn and Castlereagh","SEO/HEO","70","70","37980","37210"
"In post","2021","Ministry of Defence","Northern Ireland","Lisburn and Castlereagh","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Northern Ireland","Mid and East Antrim","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Northern Ireland","Newry, Mourne and Down","AA/AO","55","55","20470","20310"
"In post","2021","Ministry of Defence","Northern Ireland","Newry, Mourne and Down","EO","5","5","[c]","[c]"
"In post","2021","Ministry of Defence","Northern Ireland","Newry, Mourne and Down","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Overseas","Overseas","AA/AO","25","25","21830","21250"
"In post","2021","Ministry of Defence","Overseas","Overseas","EO","110","110","28340","26670"
"In post","2021","Ministry of Defence","Overseas","Overseas","G6/G7","110","110","64670","63500"
"In post","2021","Ministry of Defence","Overseas","Overseas","SCS level","10","10","85270","84320"
"In post","2021","Ministry of Defence","Overseas","Overseas","SEO/HEO","495","495","40960","40580"
"In post","2021","Ministry of Defence","Overseas","Overseas","Unknown","35","35","39460","36710"
"In post","2021","Ministry of Defence","Scotland","Aberdeen City and Aberdeenshire","AA/AO","95","90","37390","41570"
"In post","2021","Ministry of Defence","Scotland","Aberdeen City and Aberdeenshire","EO","10","10","46100","48290"
"In post","2021","Ministry of Defence","Scotland","Aberdeen City and Aberdeenshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Scotland","Angus and Dundee City","AA/AO","40","40","20650","21130"
"In post","2021","Ministry of Defence","Scotland","Angus and Dundee City","EO","5","5","[c]","[c]"
"In post","2021","Ministry of Defence","Scotland","Angus and Dundee City","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Scotland","Angus and Dundee City","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Scotland","Caithness and Sutherland and Ross and Cromarty","AA/AO","15","15","27320","26610"
"In post","2021","Ministry of Defence","Scotland","Caithness and Sutherland and Ross and Cromarty","EO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Scotland","Caithness and Sutherland and Ross and Cromarty","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Scotland","Caithness and Sutherland and Ross and Cromarty","Unknown","5","5","[c]","[c]"
"In post","2021","Ministry of Defence","Scotland","City of Edinburgh","AA/AO","125","120","20440","20920"
"In post","2021","Ministry of Defence","Scotland","City of Edinburgh","EO","35","35","27910","26670"
"In post","2021","Ministry of Defence","Scotland","City of Edinburgh","G6/G7","5","5","[c]","[c]"
"In post","2021","Ministry of Defence","Scotland","City of Edinburgh","SEO/HEO","55","55","36090","33300"
"In post","2021","Ministry of Defence","Scotland","City of Edinburgh","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Scotland","Clackmannanshire and Fife","AA/AO","130","125","22590","20920"
"In post","2021","Ministry of Defence","Scotland","Clackmannanshire and Fife","EO","65","65","26080","26670"
"In post","2021","Ministry of Defence","Scotland","Clackmannanshire and Fife","G6/G7","25","25","64400","59420"
"In post","2021","Ministry of Defence","Scotland","Clackmannanshire and Fife","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Scotland","Clackmannanshire and Fife","SEO/HEO","150","145","37740","37730"
"In post","2021","Ministry of Defence","Scotland","Clackmannanshire and Fife","Unknown","25","25","42670","41390"
"In post","2021","Ministry of Defence","Scotland","Dumfries and Galloway","AA/AO","10","10","19470","19560"
"In post","2021","Ministry of Defence","Scotland","Dumfries and Galloway","EO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Scotland","Dumfries and Galloway","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Scotland","East Ayrshire and North Ayrshire mainland","AA/AO","35","35","26430","20970"
"In post","2021","Ministry of Defence","Scotland","East Ayrshire and North Ayrshire mainland","EO","170","165","21970","21410"
"In post","2021","Ministry of Defence","Scotland","East Ayrshire and North Ayrshire mainland","G6/G7","5","5","[c]","[c]"
"In post","2021","Ministry of Defence","Scotland","East Ayrshire and North Ayrshire mainland","SEO/HEO","80","80","31400","30740"
"In post","2021","Ministry of Defence","Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","AA/AO","1040","1005","27830","23540"
"In post","2021","Ministry of Defence","Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","EO","210","200","32500","28210"
"In post","2021","Ministry of Defence","Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","G6/G7","40","35","64830","65760"
"In post","2021","Ministry of Defence","Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","SEO/HEO","225","220","41720","40580"
"In post","2021","Ministry of Defence","Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Unknown","70","70","39680","41960"
"In post","2021","Ministry of Defence","Scotland","East Lothian and Midlothian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Scotland","Falkirk","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Scotland","Glasgow City","AA/AO","515","480","21120","21130"
"In post","2021","Ministry of Defence","Scotland","Glasgow City","EO","155","150","26610","26670"
"In post","2021","Ministry of Defence","Scotland","Glasgow City","G6/G7","25","25","58420","55150"
"In post","2021","Ministry of Defence","Scotland","Glasgow City","SEO/HEO","235","230","35940","33630"
"In post","2021","Ministry of Defence","Scotland","Glasgow City","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Scotland","Inverclyde, East Renfrewshire and Renfrewshire","AA/AO","5","5","[c]","[c]"
"In post","2021","Ministry of Defence","Scotland","Inverclyde, East Renfrewshire and Renfrewshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Scotland","Inverness and Nairn and Moray, Badenoch and Strathspey","AA/AO","210","205","20330","20520"
"In post","2021","Ministry of Defence","Scotland","Inverness and Nairn and Moray, Badenoch and Strathspey","EO","30","30","27230","26670"
"In post","2021","Ministry of Defence","Scotland","Inverness and Nairn and Moray, Badenoch and Strathspey","G6/G7","10","10","70480","64220"
"In post","2021","Ministry of Defence","Scotland","Inverness and Nairn and Moray, Badenoch and Strathspey","SEO/HEO","45","40","37080","35110"
"In post","2021","Ministry of Defence","Scotland","Inverness and Nairn and Moray, Badenoch and Strathspey","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","AA/AO","15","15","19860","19560"
"In post","2021","Ministry of Defence","Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","EO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Scotland","North Lanarkshire","AA/AO","5","5","[c]","[c]"
"In post","2021","Ministry of Defence","Scotland","Orkney Islands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Scotland","Perth and Kinross and Stirling","AA/AO","50","50","20590","20920"
"In post","2021","Ministry of Defence","Scotland","Perth and Kinross and Stirling","EO","15","15","29030","26930"
"In post","2021","Ministry of Defence","Scotland","Perth and Kinross and Stirling","G6/G7","15","15","50770","48900"
"In post","2021","Ministry of Defence","Scotland","Perth and Kinross and Stirling","SEO/HEO","30","30","41840","41410"
"In post","2021","Ministry of Defence","Scotland","Scottish Borders","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Scotland","South Ayrshire","AA/AO","20","15","19830","19560"
"In post","2021","Ministry of Defence","Scotland","South Ayrshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Scotland","South Ayrshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Scotland","South Lanarkshire","AA/AO","5","5","[c]","[c]"
"In post","2021","Ministry of Defence","Scotland","West Lothian","AA/AO","5","5","[c]","[c]"
"In post","2021","Ministry of Defence","South East (England)","Berkshire","AA/AO","660","655","30000","27680"
"In post","2021","Ministry of Defence","South East (England)","Berkshire","EO","135","130","37730","43770"
"In post","2021","Ministry of Defence","South East (England)","Berkshire","G6/G7","30","30","60180","54540"
"In post","2021","Ministry of Defence","South East (England)","Berkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","South East (England)","Berkshire","SEO/HEO","145","145","42310","40580"
"In post","2021","Ministry of Defence","South East (England)","Berkshire","Unknown","50","50","42020","40700"
"In post","2021","Ministry of Defence","South East (England)","Brighton and Hove","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","South East (England)","Buckinghamshire CC","AA/AO","175","165","22060","22920"
"In post","2021","Ministry of Defence","South East (England)","Buckinghamshire CC","EO","185","180","28160","28670"
"In post","2021","Ministry of Defence","South East (England)","Buckinghamshire CC","G6/G7","60","60","62460","57950"
"In post","2021","Ministry of Defence","South East (England)","Buckinghamshire CC","SCS level","5","5","[c]","[c]"
"In post","2021","Ministry of Defence","South East (England)","Buckinghamshire CC","SEO/HEO","295","285","38380","35300"
"In post","2021","Ministry of Defence","South East (England)","Buckinghamshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","South East (England)","Central Hampshire","AA/AO","515","495","21150","20920"
"In post","2021","Ministry of Defence","South East (England)","Central Hampshire","EO","490","475","26560","26670"
"In post","2021","Ministry of Defence","South East (England)","Central Hampshire","G6/G7","915","875","53000","53500"
"In post","2021","Ministry of Defence","South East (England)","Central Hampshire","SCS level","15","15","85090","78910"
"In post","2021","Ministry of Defence","South East (England)","Central Hampshire","SEO/HEO","1525","1485","35540","34800"
"In post","2021","Ministry of Defence","South East (England)","Central Hampshire","Unknown","15","15","41400","40000"
"In post","2021","Ministry of Defence","South East (England)","East Kent","AA/AO","75","75","20460","20720"
"In post","2021","Ministry of Defence","South East (England)","East Kent","EO","25","25","27240","26670"
"In post","2021","Ministry of Defence","South East (England)","East Kent","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","South East (England)","East Kent","SEO/HEO","20","20","36570","33300"
"In post","2021","Ministry of Defence","South East (England)","East Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","South East (England)","East Surrey","AA/AO","10","10","[c]","[c]"
"In post","2021","Ministry of Defence","South East (England)","East Surrey","EO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","South East (England)","East Surrey","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Ministry of Defence","South East (England)","East Sussex CC","AA/AO","10","10","19540","19560"
"In post","2021","Ministry of Defence","South East (England)","East Sussex CC","EO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","South East (England)","East Sussex CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","South East (England)","Isle of Wight","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","South East (England)","Medway","AA/AO","60","55","21190","21130"
"In post","2021","Ministry of Defence","South East (England)","Medway","EO","25","20","27140","26670"
"In post","2021","Ministry of Defence","South East (England)","Medway","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","South East (England)","Medway","SEO/HEO","20","20","36340","33300"
"In post","2021","Ministry of Defence","South East (England)","Mid Kent","AA/AO","15","10","20700","20920"
"In post","2021","Ministry of Defence","South East (England)","Mid Kent","EO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","South East (England)","Mid Kent","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","South East (England)","Mid Kent","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Ministry of Defence","South East (England)","Milton Keynes","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","South East (England)","Milton Keynes","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","South East (England)","North Hampshire","AA/AO","205","195","21690","20920"
"In post","2021","Ministry of Defence","South East (England)","North Hampshire","EO","100","100","27380","26670"
"In post","2021","Ministry of Defence","South East (England)","North Hampshire","G6/G7","25","25","67470","65480"
"In post","2021","Ministry of Defence","South East (England)","North Hampshire","SEO/HEO","190","185","36230","33300"
"In post","2021","Ministry of Defence","South East (England)","North Hampshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","South East (England)","Oxfordshire","AA/AO","465","450","20910","20720"
"In post","2021","Ministry of Defence","South East (England)","Oxfordshire","EO","160","155","26640","26670"
"In post","2021","Ministry of Defence","South East (England)","Oxfordshire","G6/G7","60","55","66420","64220"
"In post","2021","Ministry of Defence","South East (England)","Oxfordshire","SCS level","5","5","[c]","[c]"
"In post","2021","Ministry of Defence","South East (England)","Oxfordshire","SEO/HEO","325","315","36690","34260"
"In post","2021","Ministry of Defence","South East (England)","Oxfordshire","Unknown","25","25","38350","37320"
"In post","2021","Ministry of Defence","South East (England)","Portsmouth","AA/AO","640","620","24730","20920"
"In post","2021","Ministry of Defence","South East (England)","Portsmouth","EO","355","345","27930","26670"
"In post","2021","Ministry of Defence","South East (England)","Portsmouth","G6/G7","130","125","61270","54550"
"In post","2021","Ministry of Defence","South East (England)","Portsmouth","SCS level","10","10","[c]","[c]"
"In post","2021","Ministry of Defence","South East (England)","Portsmouth","SEO/HEO","660","640","37250","35290"
"In post","2021","Ministry of Defence","South East (England)","Portsmouth","Unknown","25","25","55210","56360"
"In post","2021","Ministry of Defence","South East (England)","South Hampshire","AA/AO","190","180","21370","20520"
"In post","2021","Ministry of Defence","South East (England)","South Hampshire","EO","375","365","26540","26650"
"In post","2021","Ministry of Defence","South East (England)","South Hampshire","G6/G7","55","55","54890","49320"
"In post","2021","Ministry of Defence","South East (England)","South Hampshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","South East (England)","South Hampshire","SEO/HEO","275","265","35150","33300"
"In post","2021","Ministry of Defence","South East (England)","South Hampshire","Unknown","20","20","51320","52610"
"In post","2021","Ministry of Defence","South East (England)","Southampton","AA/AO","5","5","[c]","[c]"
"In post","2021","Ministry of Defence","South East (England)","West Kent","AA/AO","35","35","33040","39570"
"In post","2021","Ministry of Defence","South East (England)","West Kent","EO","20","20","27080","22780"
"In post","2021","Ministry of Defence","South East (England)","West Kent","G6/G7","105","95","49130","46130"
"In post","2021","Ministry of Defence","South East (England)","West Kent","SEO/HEO","130","125","33720","37320"
"In post","2021","Ministry of Defence","South East (England)","West Surrey","AA/AO","135","130","20240","19560"
"In post","2021","Ministry of Defence","South East (England)","West Surrey","EO","45","40","28180","26670"
"In post","2021","Ministry of Defence","South East (England)","West Surrey","G6/G7","5","5","[c]","[c]"
"In post","2021","Ministry of Defence","South East (England)","West Surrey","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","South East (England)","West Surrey","SEO/HEO","40","40","35520","33300"
"In post","2021","Ministry of Defence","South East (England)","West Sussex (South West)","AA/AO","10","10","20620","20920"
"In post","2021","Ministry of Defence","South East (England)","West Sussex (South West)","EO","5","5","[c]","[c]"
"In post","2021","Ministry of Defence","South East (England)","West Sussex (South West)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","South East (England)","West Sussex (South West)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","265","255","21670","20920"
"In post","2021","Ministry of Defence","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","1885","1795","23340","23800"
"In post","2021","Ministry of Defence","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","1835","1790","57240","55200"
"In post","2021","Ministry of Defence","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS level","130","130","100620","93430"
"In post","2021","Ministry of Defence","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","6020","5815","36370","36300"
"In post","2021","Ministry of Defence","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","1420","1385","42070","39860"
"In post","2021","Ministry of Defence","South West (England)","Bournemouth and Poole","AA/AO","70","70","20580","20520"
"In post","2021","Ministry of Defence","South West (England)","Bournemouth and Poole","EO","15","15","27010","26670"
"In post","2021","Ministry of Defence","South West (England)","Bournemouth and Poole","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","South West (England)","Bournemouth and Poole","SEO/HEO","10","10","37670","36460"
"In post","2021","Ministry of Defence","South West (England)","Bristol, City of","AA/AO","30","30","20230","20920"
"In post","2021","Ministry of Defence","South West (England)","Bristol, City of","EO","5","5","[c]","[c]"
"In post","2021","Ministry of Defence","South West (England)","Bristol, City of","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","South West (England)","Cornwall and Isles of Scilly","AA/AO","290","270","20760","20920"
"In post","2021","Ministry of Defence","South West (England)","Cornwall and Isles of Scilly","EO","100","100","26450","26670"
"In post","2021","Ministry of Defence","South West (England)","Cornwall and Isles of Scilly","G6/G7","10","10","75620","77080"
"In post","2021","Ministry of Defence","South West (England)","Cornwall and Isles of Scilly","SEO/HEO","65","65","35770","33630"
"In post","2021","Ministry of Defence","South West (England)","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","South West (England)","Devon CC","AA/AO","235","220","20080","19560"
"In post","2021","Ministry of Defence","South West (England)","Devon CC","EO","120","120","23530","25190"
"In post","2021","Ministry of Defence","South West (England)","Devon CC","G6/G7","10","5","[c]","[c]"
"In post","2021","Ministry of Defence","South West (England)","Devon CC","SEO/HEO","40","40","37380","36460"
"In post","2021","Ministry of Defence","South West (England)","Devon CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","South West (England)","Dorset CC","AA/AO","210","205","20750","20920"
"In post","2021","Ministry of Defence","South West (England)","Dorset CC","EO","220","215","28360","26930"
"In post","2021","Ministry of Defence","South West (England)","Dorset CC","G6/G7","15","15","73580","76200"
"In post","2021","Ministry of Defence","South West (England)","Dorset CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","South West (England)","Dorset CC","SEO/HEO","150","145","37660","37890"
"In post","2021","Ministry of Defence","South West (England)","Dorset CC","Unknown","10","10","[c]","[c]"
"In post","2021","Ministry of Defence","South West (England)","Gloucestershire","AA/AO","190","180","25250","21130"
"In post","2021","Ministry of Defence","South West (England)","Gloucestershire","EO","80","80","28860","26670"
"In post","2021","Ministry of Defence","South West (England)","Gloucestershire","G6/G7","15","10","64520","56100"
"In post","2021","Ministry of Defence","South West (England)","Gloucestershire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","South West (England)","Gloucestershire","SEO/HEO","80","75","36250","34610"
"In post","2021","Ministry of Defence","South West (England)","Gloucestershire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","South West (England)","Plymouth","AA/AO","435","415","25000","20920"
"In post","2021","Ministry of Defence","South West (England)","Plymouth","EO","220","220","25710","26350"
"In post","2021","Ministry of Defence","South West (England)","Plymouth","G6/G7","50","45","65530","64220"
"In post","2021","Ministry of Defence","South West (England)","Plymouth","SEO/HEO","220","215","38530","38490"
"In post","2021","Ministry of Defence","South West (England)","Plymouth","Unknown","110","110","38940","39150"
"In post","2021","Ministry of Defence","South West (England)","Somerset","AA/AO","285","275","20410","20170"
"In post","2021","Ministry of Defence","South West (England)","Somerset","EO","335","315","26560","26740"
"In post","2021","Ministry of Defence","South West (England)","Somerset","G6/G7","95","90","58200","54180"
"In post","2021","Ministry of Defence","South West (England)","Somerset","SCS level","5","5","[c]","[c]"
"In post","2021","Ministry of Defence","South West (England)","Somerset","SEO/HEO","770","735","36900","34510"
"In post","2021","Ministry of Defence","South West (England)","Swindon","AA/AO","10","10","19700","19560"
"In post","2021","Ministry of Defence","South West (England)","Swindon","EO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","South West (England)","Swindon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","South West (England)","Swindon","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Ministry of Defence","South West (England)","Torbay","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","South West (England)","Wiltshire","AA/AO","880","840","21710","20920"
"In post","2021","Ministry of Defence","South West (England)","Wiltshire","EO","865","825","26790","26670"
"In post","2021","Ministry of Defence","South West (England)","Wiltshire","G6/G7","1425","1375","53500","51670"
"In post","2021","Ministry of Defence","South West (England)","Wiltshire","SCS level","25","25","94810","90930"
"In post","2021","Ministry of Defence","South West (England)","Wiltshire","SEO/HEO","2710","2615","35450","35660"
"In post","2021","Ministry of Defence","South West (England)","Wiltshire","Unknown","50","50","41260","39860"
"In post","2021","Ministry of Defence","Unknown","Unknown","AA/AO","35","35","22690","22080"
"In post","2021","Ministry of Defence","Unknown","Unknown","EO","35","35","28820","26930"
"In post","2021","Ministry of Defence","Unknown","Unknown","G6/G7","15","15","67390","66800"
"In post","2021","Ministry of Defence","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Unknown","Unknown","SEO/HEO","65","60","38770","37640"
"In post","2021","Ministry of Defence","Unknown","Unknown","Unknown","1910","1910","37280","33570"
"In post","2021","Ministry of Defence","Wales","Bridgend and Neath Port Talbot","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Wales","Cardiff and Vale of Glamorgan","AA/AO","135","130","20730","20920"
"In post","2021","Ministry of Defence","Wales","Cardiff and Vale of Glamorgan","EO","70","70","29020","29670"
"In post","2021","Ministry of Defence","Wales","Cardiff and Vale of Glamorgan","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Wales","Cardiff and Vale of Glamorgan","SEO/HEO","40","35","36250","34190"
"In post","2021","Ministry of Defence","Wales","Cardiff and Vale of Glamorgan","Unknown","10","10","[c]","[c]"
"In post","2021","Ministry of Defence","Wales","Central Valleys","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Wales","Conwy and Denbighshire","AA/AO","15","15","19770","20060"
"In post","2021","Ministry of Defence","Wales","Conwy and Denbighshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Wales","Conwy and Denbighshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Wales","Flintshire and Wrexham","AA/AO","100","95","20060","20920"
"In post","2021","Ministry of Defence","Wales","Flintshire and Wrexham","EO","225","215","28200","28750"
"In post","2021","Ministry of Defence","Wales","Flintshire and Wrexham","G6/G7","10","10","[c]","[c]"
"In post","2021","Ministry of Defence","Wales","Flintshire and Wrexham","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Wales","Flintshire and Wrexham","SEO/HEO","70","70","36420","32850"
"In post","2021","Ministry of Defence","Wales","Gwent Valleys","AA/AO","10","10","[c]","[c]"
"In post","2021","Ministry of Defence","Wales","Gwent Valleys","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Wales","Gwynedd","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Wales","Gwynedd","EO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Wales","Isle of Anglesey","AA/AO","40","40","20910","21130"
"In post","2021","Ministry of Defence","Wales","Isle of Anglesey","EO","25","20","25590","26670"
"In post","2021","Ministry of Defence","Wales","Isle of Anglesey","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Wales","Isle of Anglesey","SEO/HEO","20","20","36140","33300"
"In post","2021","Ministry of Defence","Wales","Isle of Anglesey","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Wales","Monmouthshire and Newport","AA/AO","20","20","20320","20920"
"In post","2021","Ministry of Defence","Wales","Monmouthshire and Newport","EO","5","5","[c]","[c]"
