"Status","Year","Disability","Function_of_post","Organisation","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Undeclared","Property","Ministry of Defence (excl. agencies)","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","Ministry of Defence (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","20","20","[c]","[c]"
"In post","2021","Undeclared","Property","Ministry of Defence (excl. agencies)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","Ministry of Defence (excl. agencies)","Hampshire and Isle of Wight","20","20","[c]","[c]"
"In post","2021","Undeclared","Property","Ministry of Defence (excl. agencies)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","Ministry of Defence (excl. agencies)","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","Ministry of Defence (excl. agencies)","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","Ministry of Defence (excl. agencies)","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","Ministry of Defence (excl. agencies)","Leicestershire, Rutland and Northamptonshire","5","5","[c]","[c]"
"In post","2021","Undeclared","Property","Ministry of Defence (excl. agencies)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","Ministry of Defence (excl. agencies)","North Yorkshire","10","10","[c]","[c]"
"In post","2021","Undeclared","Property","Ministry of Defence (excl. agencies)","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","Ministry of Defence (excl. agencies)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","Ministry of Defence (excl. agencies)","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","Ministry of Defence (excl. agencies)","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","Ministry of Defence (excl. agencies)","Shropshire and Staffordshire","5","5","[c]","[c]"
"In post","2021","Undeclared","Property","Ministry of Defence (excl. agencies)","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","Ministry of Defence (excl. agencies)","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","Ministry of Defence (excl. agencies)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","Ministry of Justice (excl. agencies)","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","Ministry of Justice (excl. agencies)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","Ministry of Justice (excl. agencies)","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","Ministry of Justice (excl. agencies)","Inner London - West","10","5","[c]","[c]"
"In post","2021","Undeclared","Property","Ministry of Justice (excl. agencies)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","Ministry of Justice (excl. agencies)","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","Ministry of Justice (excl. agencies)","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","Ministry of Justice (excl. agencies)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","Ministry of Justice (excl. agencies)","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","Northern Ireland Office","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","Public Health England","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","Public Health England","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","Scottish Prison Service","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","Scottish Prison Service","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","UK Hydrographic Office","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","Valuation Office Agency","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","Valuation Office Agency","Derbyshire and Nottinghamshire","20","15","[c]","[c]"
"In post","2021","Undeclared","Property","Valuation Office Agency","Devon","20","20","[c]","[c]"
"In post","2021","Undeclared","Property","Valuation Office Agency","East Anglia","10","10","[c]","[c]"
"In post","2021","Undeclared","Property","Valuation Office Agency","East Wales","10","10","[c]","[c]"
"In post","2021","Undeclared","Property","Valuation Office Agency","East Yorkshire and Northern Lincolnshire","5","5","[c]","[c]"
"In post","2021","Undeclared","Property","Valuation Office Agency","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","Valuation Office Agency","Essex","10","10","[c]","[c]"
"In post","2021","Undeclared","Property","Valuation Office Agency","Gloucestershire, Wiltshire and Bath/Bristol area","5","5","[c]","[c]"
"In post","2021","Undeclared","Property","Valuation Office Agency","Greater Manchester","10","10","[c]","[c]"
"In post","2021","Undeclared","Property","Valuation Office Agency","Hampshire and Isle of Wight","10","10","[c]","[c]"
"In post","2021","Undeclared","Property","Valuation Office Agency","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","Valuation Office Agency","Inner London - East","35","35","39340","34260"
"In post","2021","Undeclared","Property","Valuation Office Agency","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","Valuation Office Agency","Lancashire","5","5","[c]","[c]"
"In post","2021","Undeclared","Property","Valuation Office Agency","Merseyside","10","10","[c]","[c]"
"In post","2021","Undeclared","Property","Valuation Office Agency","Northumberland and Tyne and Wear","5","5","[c]","[c]"
"In post","2021","Undeclared","Property","Valuation Office Agency","Outer London - South","25","25","[c]","[c]"
"In post","2021","Undeclared","Property","Valuation Office Agency","Outer London - West and North West","15","15","[c]","[c]"
"In post","2021","Undeclared","Property","Valuation Office Agency","Shropshire and Staffordshire","10","5","[c]","[c]"
"In post","2021","Undeclared","Property","Valuation Office Agency","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","Valuation Office Agency","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","Valuation Office Agency","Tees Valley and Durham","5","5","[c]","[c]"
"In post","2021","Undeclared","Property","Valuation Office Agency","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","Valuation Office Agency","West Midlands","20","15","[c]","[c]"
"In post","2021","Undeclared","Property","Valuation Office Agency","West Wales and The Valleys","10","10","[c]","[c]"
"In post","2021","Undeclared","Property","Valuation Office Agency","West Yorkshire","20","15","[c]","[c]"
"In post","2021","Undeclared","Property","Vehicle Certification Agency","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","Cabinet Office (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","Cabinet Office (excl. agencies)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","Cabinet Office (excl. agencies)","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","Cabinet Office (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","Cabinet Office (excl. agencies)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","Cabinet Office (excl. agencies)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","Cabinet Office (excl. agencies)","Inner London - West","10","10","[c]","[c]"
"In post","2021","Undeclared","Security","Cabinet Office (excl. agencies)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","Cabinet Office (excl. agencies)","North Yorkshire","20","20","[c]","[c]"
"In post","2021","Undeclared","Security","Cabinet Office (excl. agencies)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","Defence Science and Technology Laboratory","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","Defence Science and Technology Laboratory","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","Driver and Vehicle Licensing Agency","West Wales and The Valleys","15","15","[c]","[c]"
"In post","2021","Undeclared","Security","FCDO Services","Berkshire, Buckinghamshire and Oxfordshire","15","10","[c]","[c]"
"In post","2021","Undeclared","Security","FCDO Services","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","Food Standards Agency","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","Foreign, Commonwealth and Development Office (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","Foreign, Commonwealth and Development Office (excl. agencies)","Inner London - West","20","20","[c]","[c]"
"In post","2021","Undeclared","Security","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","5","5","[c]","[c]"
"In post","2021","Undeclared","Security","HM Prison and Probation Service","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","HM Prison and Probation Service","Berkshire, Buckinghamshire and Oxfordshire","25","25","[c]","[c]"
"In post","2021","Undeclared","Security","HM Prison and Probation Service","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","HM Prison and Probation Service","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","HM Prison and Probation Service","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","HM Prison and Probation Service","East Anglia","5","5","[c]","[c]"
"In post","2021","Undeclared","Security","HM Prison and Probation Service","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","HM Prison and Probation Service","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","HM Prison and Probation Service","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","HM Prison and Probation Service","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","HM Prison and Probation Service","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","HM Prison and Probation Service","Herefordshire, Worcestershire and Warwickshire","5","5","[c]","[c]"
"In post","2021","Undeclared","Security","HM Prison and Probation Service","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","HM Prison and Probation Service","Inner London - West","25","25","[c]","[c]"
"In post","2021","Undeclared","Security","HM Prison and Probation Service","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","HM Prison and Probation Service","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","HM Prison and Probation Service","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","HM Prison and Probation Service","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","HM Prison and Probation Service","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","HM Prison and Probation Service","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","HM Prison and Probation Service","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","HM Prison and Probation Service","South Yorkshire","20","20","[c]","[c]"
"In post","2021","Undeclared","Security","HM Prison and Probation Service","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","HM Prison and Probation Service","Tees Valley and Durham","10","10","[c]","[c]"
"In post","2021","Undeclared","Security","HM Prison and Probation Service","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","HM Prison and Probation Service","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","HM Revenue and Customs (excl. agencies)","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","HM Revenue and Customs (excl. agencies)","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","HM Revenue and Customs (excl. agencies)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","HM Revenue and Customs (excl. agencies)","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","HM Revenue and Customs (excl. agencies)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","HM Revenue and Customs (excl. agencies)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","HM Revenue and Customs (excl. agencies)","Shropshire and Staffordshire","5","5","[c]","[c]"
"In post","2021","Undeclared","Security","Ministry of Defence (excl. agencies)","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","Ministry of Defence (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","60","60","38490","41070"
"In post","2021","Undeclared","Security","Ministry of Defence (excl. agencies)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","Ministry of Defence (excl. agencies)","Cumbria","5","5","[c]","[c]"
"In post","2021","Undeclared","Security","Ministry of Defence (excl. agencies)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","Ministry of Defence (excl. agencies)","Devon","30","30","27780","21350"
"In post","2021","Undeclared","Security","Ministry of Defence (excl. agencies)","Dorset and Somerset","10","10","[c]","[c]"
"In post","2021","Undeclared","Security","Ministry of Defence (excl. agencies)","East Anglia","10","10","[c]","[c]"
"In post","2021","Undeclared","Security","Ministry of Defence (excl. agencies)","East Wales","5","5","[c]","[c]"
"In post","2021","Undeclared","Security","Ministry of Defence (excl. agencies)","East Yorkshire and Northern Lincolnshire","5","5","[c]","[c]"
"In post","2021","Undeclared","Security","Ministry of Defence (excl. agencies)","Eastern Scotland","5","5","[c]","[c]"
"In post","2021","Undeclared","Security","Ministry of Defence (excl. agencies)","Essex","20","20","[c]","[c]"
"In post","2021","Undeclared","Security","Ministry of Defence (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","40","40","27160","20490"
"In post","2021","Undeclared","Security","Ministry of Defence (excl. agencies)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","Ministry of Defence (excl. agencies)","Hampshire and Isle of Wight","45","45","27640","20920"
"In post","2021","Undeclared","Security","Ministry of Defence (excl. agencies)","Herefordshire, Worcestershire and Warwickshire","10","10","[c]","[c]"
"In post","2021","Undeclared","Security","Ministry of Defence (excl. agencies)","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","Ministry of Defence (excl. agencies)","Inner London - West","20","20","[c]","[c]"
"In post","2021","Undeclared","Security","Ministry of Defence (excl. agencies)","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","Ministry of Defence (excl. agencies)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","Ministry of Defence (excl. agencies)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","Ministry of Defence (excl. agencies)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","Ministry of Defence (excl. agencies)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","Ministry of Defence (excl. agencies)","North Eastern Scotland","5","5","[c]","[c]"
"In post","2021","Undeclared","Security","Ministry of Defence (excl. agencies)","North Yorkshire","30","30","32570","39070"
"In post","2021","Undeclared","Security","Ministry of Defence (excl. agencies)","Northern Ireland","25","25","[c]","[c]"
"In post","2021","Undeclared","Security","Ministry of Defence (excl. agencies)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","Ministry of Defence (excl. agencies)","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","Ministry of Defence (excl. agencies)","Shropshire and Staffordshire","5","5","[c]","[c]"
"In post","2021","Undeclared","Security","Ministry of Defence (excl. agencies)","Southern Scotland","5","5","[c]","[c]"
"In post","2021","Undeclared","Security","Ministry of Defence (excl. agencies)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","Ministry of Defence (excl. agencies)","West Central Scotland","40","40","33820","39070"
"In post","2021","Undeclared","Security","Ministry of Defence (excl. agencies)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","Ministry of Defence (excl. agencies)","West Wales and The Valleys","5","5","[c]","[c]"
"In post","2021","Undeclared","Security","Registers of Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","UK Hydrographic Office","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Accountant in Bankruptcy","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Companies House","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Defence Equipment and Support","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Department for Education (excl. agencies)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Department for Education (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Department for Education (excl. agencies)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Department for Education (excl. agencies)","Inner London - West","15","15","[c]","[c]"
"In post","2021","Undeclared","Unknown","Department for Education (excl. agencies)","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Department for Education (excl. agencies)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Department for Education (excl. agencies)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Department for Work and Pensions (excl. agencies)","Bedfordshire and Hertfordshire","45","40","28530","29290"
"In post","2021","Undeclared","Unknown","Department for Work and Pensions (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","50","50","28470","29290"
"In post","2021","Undeclared","Unknown","Department for Work and Pensions (excl. agencies)","Cheshire","45","45","24870","27570"
"In post","2021","Undeclared","Unknown","Department for Work and Pensions (excl. agencies)","Cornwall and Isles of Scilly","45","40","25220","27570"
"In post","2021","Undeclared","Unknown","Department for Work and Pensions (excl. agencies)","Cumbria","15","15","[c]","[c]"
"In post","2021","Undeclared","Unknown","Department for Work and Pensions (excl. agencies)","Derbyshire and Nottinghamshire","105","100","24910","27570"
"In post","2021","Undeclared","Unknown","Department for Work and Pensions (excl. agencies)","Devon","80","70","24900","27570"
"In post","2021","Undeclared","Unknown","Department for Work and Pensions (excl. agencies)","Dorset and Somerset","40","40","26670","27570"
"In post","2021","Undeclared","Unknown","Department for Work and Pensions (excl. agencies)","East Anglia","65","55","27790","27570"
"In post","2021","Undeclared","Unknown","Department for Work and Pensions (excl. agencies)","East Wales","105","100","26130","27570"
"In post","2021","Undeclared","Unknown","Department for Work and Pensions (excl. agencies)","East Yorkshire and Northern Lincolnshire","50","45","25430","27570"
"In post","2021","Undeclared","Unknown","Department for Work and Pensions (excl. agencies)","Eastern Scotland","175","155","24410","21010"
"In post","2021","Undeclared","Unknown","Department for Work and Pensions (excl. agencies)","Essex","70","65","29300","29290"
"In post","2021","Undeclared","Unknown","Department for Work and Pensions (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","100","85","25900","27570"
"In post","2021","Undeclared","Unknown","Department for Work and Pensions (excl. agencies)","Greater Manchester","245","235","26890","27570"
"In post","2021","Undeclared","Unknown","Department for Work and Pensions (excl. agencies)","Hampshire and Isle of Wight","60","55","25610","27570"
"In post","2021","Undeclared","Unknown","Department for Work and Pensions (excl. agencies)","Herefordshire, Worcestershire and Warwickshire","50","45","24510","26120"
"In post","2021","Undeclared","Unknown","Department for Work and Pensions (excl. agencies)","Highlands and Islands","15","15","[c]","[c]"
"In post","2021","Undeclared","Unknown","Department for Work and Pensions (excl. agencies)","Inner London - East","115","110","29720","31060"
"In post","2021","Undeclared","Unknown","Department for Work and Pensions (excl. agencies)","Inner London - West","120","115","40610","36650"
"In post","2021","Undeclared","Unknown","Department for Work and Pensions (excl. agencies)","Kent","80","75","27770","29290"
"In post","2021","Undeclared","Unknown","Department for Work and Pensions (excl. agencies)","Lancashire","390","365","26670","27570"
"In post","2021","Undeclared","Unknown","Department for Work and Pensions (excl. agencies)","Leicestershire, Rutland and Northamptonshire","90","85","26300","27570"
"In post","2021","Undeclared","Unknown","Department for Work and Pensions (excl. agencies)","Lincolnshire","30","30","25260","27570"
"In post","2021","Undeclared","Unknown","Department for Work and Pensions (excl. agencies)","Merseyside","125","115","26160","27570"
"In post","2021","Undeclared","Unknown","Department for Work and Pensions (excl. agencies)","North Eastern Scotland","10","10","[c]","[c]"
"In post","2021","Undeclared","Unknown","Department for Work and Pensions (excl. agencies)","North Yorkshire","15","15","[c]","[c]"
"In post","2021","Undeclared","Unknown","Department for Work and Pensions (excl. agencies)","Northumberland and Tyne and Wear","295","275","28760","27570"
"In post","2021","Undeclared","Unknown","Department for Work and Pensions (excl. agencies)","Outer London - East and North East","80","75","29890","31060"
"In post","2021","Undeclared","Unknown","Department for Work and Pensions (excl. agencies)","Outer London - South","40","40","31600","31060"
"In post","2021","Undeclared","Unknown","Department for Work and Pensions (excl. agencies)","Outer London - West and North West","65","60","31190","31060"
"In post","2021","Undeclared","Unknown","Department for Work and Pensions (excl. agencies)","Shropshire and Staffordshire","70","60","25850","27570"
"In post","2021","Undeclared","Unknown","Department for Work and Pensions (excl. agencies)","South Yorkshire","155","140","30430","27570"
"In post","2021","Undeclared","Unknown","Department for Work and Pensions (excl. agencies)","Southern Scotland","25","25","[c]","[c]"
"In post","2021","Undeclared","Unknown","Department for Work and Pensions (excl. agencies)","Surrey, East and West Sussex","115","105","26410","27570"
"In post","2021","Undeclared","Unknown","Department for Work and Pensions (excl. agencies)","Tees Valley and Durham","115","105","24190","21010"
"In post","2021","Undeclared","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","30","25","[c]","[c]"
"In post","2021","Undeclared","Unknown","Department for Work and Pensions (excl. agencies)","West Central Scotland","165","150","24960","27570"
"In post","2021","Undeclared","Unknown","Department for Work and Pensions (excl. agencies)","West Midlands","220","200","26180","27570"
"In post","2021","Undeclared","Unknown","Department for Work and Pensions (excl. agencies)","West Wales and The Valleys","130","120","25290","27570"
"In post","2021","Undeclared","Unknown","Department for Work and Pensions (excl. agencies)","West Yorkshire","190","175","29410","27570"
"In post","2021","Undeclared","Unknown","Disclosure Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Education Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Education Scotland","West Central Scotland","5","5","[c]","[c]"
"In post","2021","Undeclared","Unknown","Food Standards Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Food Standards Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Food Standards Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Inner London - West","15","15","[c]","[c]"
"In post","2021","Undeclared","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Government Internal Audit Agency","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Government Internal Audit Agency","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Government Internal Audit Agency","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Government Internal Audit Agency","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Government Property Agency","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Government Property Agency","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Government Property Agency","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Government Property Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Government Property Agency","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","HM Treasury (excl. agencies)","Inner London - West","10","10","[c]","[c]"
"In post","2021","Undeclared","Unknown","Home Office (incl. agencies)","Bedfordshire and Hertfordshire","20","20","[c]","[c]"
"In post","2021","Undeclared","Unknown","Home Office (incl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Home Office (incl. agencies)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Home Office (incl. agencies)","Devon","10","10","[c]","[c]"
"In post","2021","Undeclared","Unknown","Home Office (incl. agencies)","Dorset and Somerset","5","5","[c]","[c]"
"In post","2021","Undeclared","Unknown","Home Office (incl. agencies)","East Anglia","50","45","27560","25580"
"In post","2021","Undeclared","Unknown","Home Office (incl. agencies)","East Wales","25","20","[c]","[c]"
"In post","2021","Undeclared","Unknown","Home Office (incl. agencies)","East Yorkshire and Northern Lincolnshire","15","15","[c]","[c]"
"In post","2021","Undeclared","Unknown","Home Office (incl. agencies)","Eastern Scotland","10","10","[c]","[c]"
"In post","2021","Undeclared","Unknown","Home Office (incl. agencies)","Essex","60","55","28050","26700"
"In post","2021","Undeclared","Unknown","Home Office (incl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","10","10","[c]","[c]"
"In post","2021","Undeclared","Unknown","Home Office (incl. agencies)","Greater Manchester","80","80","30610","27370"
"In post","2021","Undeclared","Unknown","Home Office (incl. agencies)","Hampshire and Isle of Wight","35","35","29810","27370"
"In post","2021","Undeclared","Unknown","Home Office (incl. agencies)","Herefordshire, Worcestershire and Warwickshire","5","5","[c]","[c]"
"In post","2021","Undeclared","Unknown","Home Office (incl. agencies)","Inner London - East","30","25","[c]","[c]"
"In post","2021","Undeclared","Unknown","Home Office (incl. agencies)","Inner London - West","195","190","46530","42410"
"In post","2021","Undeclared","Unknown","Home Office (incl. agencies)","Kent","200","180","28610","27370"
"In post","2021","Undeclared","Unknown","Home Office (incl. agencies)","Leicestershire, Rutland and Northamptonshire","15","15","[c]","[c]"
"In post","2021","Undeclared","Unknown","Home Office (incl. agencies)","Merseyside","175","160","27190","25040"
"In post","2021","Undeclared","Unknown","Home Office (incl. agencies)","North Eastern Scotland","5","5","[c]","[c]"
"In post","2021","Undeclared","Unknown","Home Office (incl. agencies)","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Home Office (incl. agencies)","Northern Ireland","20","20","[c]","[c]"
