"Status","Year","Organisation","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Student Awards Agency for Scotland","Scotland","5","[c]","[c]","[c]"
"Leaver CS","2021","Submarine Delivery Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Submarine Delivery Agency","North West (England)","15","[c]","42990","38280"
"Leaver CS","2021","Submarine Delivery Agency","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Submarine Delivery Agency","South West (England)","35","[c]","37850","38180"
"Leaver CS","2021","The National Archives","London","35","[c]","31670","24070"
"Leaver CS","2021","Transport Scotland","Scotland","15","[c]","49470","46600"
"Leaver CS","2021","UK Export Finance","London","25","[c]","46300","44760"
"Leaver CS","2021","UK Hydrographic Office","South West (England)","50","[c]","35220","33290"
"Leaver CS","2021","UK Intellectual Property Office","Wales","35","[c]","34800","30800"
"Leaver CS","2021","UK Space Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Space Agency","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Space Agency","South West (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","London","15","[c]","37330","36500"
"Leaver CS","2021","United Kingdom Statistics Authority","London","15","[c]","34350","32540"
"Leaver CS","2021","United Kingdom Statistics Authority","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","South East (England)","155","[c]","24090","19520"
"Leaver CS","2021","United Kingdom Statistics Authority","Wales","125","[c]","32960","29540"
"Leaver CS","2021","Valuation Office Agency","East Midlands (England)","45","[c]","27760","25500"
"Leaver CS","2021","Valuation Office Agency","East of England","5","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","London","40","[c]","35940","29410"
"Leaver CS","2021","Valuation Office Agency","North East (England)","20","[c]","27660","24500"
"Leaver CS","2021","Valuation Office Agency","North West (England)","20","[c]","29480","26000"
"Leaver CS","2021","Valuation Office Agency","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","South East (England)","10","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","South West (England)","45","[c]","28720","24500"
"Leaver CS","2021","Valuation Office Agency","Wales","15","[c]","23640","20170"
"Leaver CS","2021","Valuation Office Agency","West Midlands (England)","30","[c]","32970","27970"
"Leaver CS","2021","Valuation Office Agency","Yorkshire and The Humber","30","[c]","23220","22730"
"Leaver CS","2021","Vehicle Certification Agency","East Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","Vehicle Certification Agency","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Vehicle Certification Agency","South West (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","Veterinary Medicines Directorate","South East (England)","15","[c]","39120","38900"
"Leaver CS","2021","Wales Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","West Midlands (England)","30","[c]","51600","44480"
"Leaver CS","2021","Welsh Government (excl. agencies)","Wales","140","[c]","42910","37410"
"Leaver CS","2021","Welsh Revenue Authority","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wilton Park","South East (England)","15","[c]","38460","28680"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","North East (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","North West (England)","10","[c]","25440","24250"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","Scotland","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","West Midlands (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Animal and Plant Health Agency","North West (England)","25","[c]","20930","20430"
"Leaver Dept.","2021","Animal and Plant Health Agency","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Animal and Plant Health Agency","South East (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Animal and Plant Health Agency","South West (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Animal and Plant Health Agency","Wales","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Animal and Plant Health Agency","West Midlands (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Animal and Plant Health Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Office","London","15","[c]","50820","51250"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","London","660","[c]","46010","40600"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","North East (England)","40","[c]","23620","20800"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","North West (England)","15","[c]","40090","37300"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","South East (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","South West (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Unknown","635","[c]","34640","32000"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Yorkshire and The Humber","20","[c]","35640","32690"
"Leaver Dept.","2021","Centre for Environment, Fisheries and Aquaculture Science","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Centre for Environment, Fisheries and Aquaculture Science","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","North West (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Companies House","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Companies House","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Companies House","Wales","10","[c]","31160","29240"
"Leaver Dept.","2021","Competition and Markets Authority","London","25","[c]","43390","34870"
"Leaver Dept.","2021","Competition and Markets Authority","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Criminal Injuries Compensation Authority","Scotland","20","[c]","26330","25620"
"Leaver Dept.","2021","Crown Commercial Service","East of England","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","North West (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","Wales","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Office and Procurator Fiscal Service","Scotland","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","East Midlands (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","London","30","[c]","36950","31560"
"Leaver Dept.","2021","Crown Prosecution Service","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","North West (England)","10","[c]","35070","30370"
"Leaver Dept.","2021","Crown Prosecution Service","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","Yorkshire and The Humber","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service Inspectorate","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service Inspectorate","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","East of England","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","North West (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","South East (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","South West (England)","360","[c]","34430","31950"
"Leaver Dept.","2021","Defence Equipment and Support","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","South East (England)","25","[c]","41630","37320"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","South West (England)","35","[c]","38220","37320"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","390","[c]","46970","40220"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","40","[c]","50240","51770"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","10","[c]","30300","24570"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","London","205","[c]","46890","49600"
"Leaver Dept.","2021","Department for Education (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","London","150","[c]","44810","40780"
"Leaver Dept.","2021","Department for Education (excl. agencies)","North East (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","North West (England)","15","[c]","37700","35640"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","West Midlands (England)","10","[c]","40840","38080"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Yorkshire and The Humber","25","[c]","39380","36780"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","London","300","[c]","41790","35710"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","40","[c]","42210","37380"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","10","[c]","46710","45020"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","40","[c]","36480","35900"
"Leaver Dept.","2021","Department for International Development","London","10","[c]","49340","52070"
"Leaver Dept.","2021","Department for International Development","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","Scotland","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","London","210","[c]","41380","37410"
"Leaver Dept.","2021","Department for International Trade","Overseas","40","[c]","54120","53060"
"Leaver Dept.","2021","Department for International Trade","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","South East (England)","15","[c]","43630","37410"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","London","195","[c]","45390","42460"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","South East (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","East Midlands (England)","50","[c]","25280","27570"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","East of England","30","[c]","28010","29290"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","London","215","[c]","39830","31880"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","North East (England)","195","[c]","27100","27570"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","North West (England)","235","[c]","28950","27570"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","Scotland","145","[c]","25960","27570"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","South East (England)","55","[c]","28210","27570"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","South West (England)","75","[c]","26780","27570"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","Unknown","20","[c]","29450","27570"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","Wales","80","[c]","26690","27570"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","West Midlands (England)","85","[c]","26150","27570"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","165","[c]","33770","31210"
"Leaver Dept.","2021","Department of Health and Social Care (excl. agencies)","London","135","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","Wales","105","[c]","26970","21590"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","East Midlands (England)","15","[c]","36330","33530"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","North East (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","South East (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","South West (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","Wales","15","[c]","36440","39040"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","West Midlands (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education and Skills Funding Agency","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Education and Skills Funding Agency","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education and Skills Funding Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education and Skills Funding Agency","West Midlands (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Education and Skills Funding Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education Scotland","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","FCDO Services","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","London","25","[c]","43910","39660"
"Leaver Dept.","2021","Food Standards Agency","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Yorkshire and The Humber","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Scotland","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign and Commonwealth Office (excl. agencies)","London","65","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign and Commonwealth Office (excl. agencies)","Overseas","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign and Commonwealth Office (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","London","170","[c]","52790","53000"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","35","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","20","[c]","47020","43320"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Forestry and Land Scotland","Scotland","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Actuary's Department","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","London","85","[c]","45810","50500"
"Leaver Dept.","2021","Government Legal Department","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Property Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Property Agency","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Property Agency","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Property Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Property Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Property Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","North West (England)","20","[c]","37930","30820"
"Leaver Dept.","2021","Health and Safety Executive","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","East Midlands (England)","35","[c]","20190","19570"
"Leaver Dept.","2021","HM Courts and Tribunals Service","East of England","10","[c]","25010","22570"
"Leaver Dept.","2021","HM Courts and Tribunals Service","London","115","[c]","32860","26410"
"Leaver Dept.","2021","HM Courts and Tribunals Service","North East (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","North West (England)","35","[c]","24900","20550"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Scotland","5","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","South East (England)","25","[c]","24140","20650"
"Leaver Dept.","2021","HM Courts and Tribunals Service","South West (England)","20","[c]","24280","19930"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Wales","20","[c]","28460","20030"
"Leaver Dept.","2021","HM Courts and Tribunals Service","West Midlands (England)","80","[c]","21500","19930"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Yorkshire and The Humber","20","[c]","22080","18880"
"Leaver Dept.","2021","HM Prison and Probation Service","East Midlands (England)","25","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","East of England","30","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","London","100","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","North East (England)","15","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","North West (England)","25","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","South East (England)","75","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","South West (England)","30","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","Wales","20","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","West Midlands (England)","30","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","Yorkshire and The Humber","40","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","East Midlands (England)","60","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","East of England","25","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","London","370","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","North East (England)","215","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","North West (England)","355","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","Northern Ireland","20","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","Scotland","205","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","South East (England)","35","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","South West (England)","20","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","Wales","110","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","West Midlands (England)","100","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","100","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury (excl. agencies)","London","115","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","East of England","25","[c]","28490","25220"
"Leaver Dept.","2021","Home Office (incl. agencies)","London","595","[c]","43720","39290"
"Leaver Dept.","2021","Home Office (incl. agencies)","North East (England)","55","[c]","24510","24110"
"Leaver Dept.","2021","Home Office (incl. agencies)","North West (England)","175","[c]","26800","24880"
"Leaver Dept.","2021","Home Office (incl. agencies)","Northern Ireland","15","[c]","24250","24700"
"Leaver Dept.","2021","Home Office (incl. agencies)","Scotland","45","[c]","28190","24880"
"Leaver Dept.","2021","Home Office (incl. agencies)","South East (England)","15","[c]","25060","25120"
"Leaver Dept.","2021","Home Office (incl. agencies)","South West (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","Wales","30","[c]","29460","24970"
"Leaver Dept.","2021","Home Office (incl. agencies)","West Midlands (England)","25","[c]","27360","24770"
"Leaver Dept.","2021","Home Office (incl. agencies)","Yorkshire and The Humber","85","[c]","28420","24890"
"Leaver Dept.","2021","Insolvency Service","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Insolvency Service","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Insolvency Service","North West (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Insolvency Service","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Insolvency Service","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Insolvency Service","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Insolvency Service","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Insolvency Service","West Midlands (England)","10","[c]","30110","25710"
"Leaver Dept.","2021","Insolvency Service","Yorkshire and The Humber","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Institute for Apprenticeships and Technical Education","London","10","[c]","52660","54090"
"Leaver Dept.","2021","Institute for Apprenticeships and Technical Education","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal Aid Agency","East Midlands (England)","10","[c]","19130","18880"
"Leaver Dept.","2021","Legal Aid Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal Aid Agency","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal Aid Agency","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal Aid Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal Aid Agency","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal Aid Agency","West Midlands (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Maritime and Coastguard Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Maritime and Coastguard Agency","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Maritime and Coastguard Agency","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Maritime and Coastguard Agency","South East (England)","25","[c]","32120","31430"
"Leaver Dept.","2021","Maritime and Coastguard Agency","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicines and Healthcare Products Regulatory Agency","London","15","[c]","47540","53620"
"Leaver Dept.","2021","Met Office","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Met Office","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
