"Status","Year","Age","Disability","Region_ITL1","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Declared disabled","East Midlands (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","East Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","East of England","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","East of England","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","London","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","London","EO","5","5","[c]","[c]"
"In post","2021","16-19","Declared disabled","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","North East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","North West (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","North West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Northern Ireland","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","South East (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","South East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","South West (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","South West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","South West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Wales","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Wales","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","West Midlands (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Yorkshire and The Humber","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","East Midlands (England)","AA","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","East Midlands (England)","AO","20","20","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","East Midlands (England)","EO","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","East of England","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","East of England","AO","25","25","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","East of England","EO","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","London","AA","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","London","AO","30","30","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","London","EO","55","50","26570","26410"
"In post","2021","16-19","Declared non-disabled","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","North East (England)","AO","45","45","20750","21010"
"In post","2021","16-19","Declared non-disabled","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","North West (England)","AA","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","North West (England)","AO","65","60","20810","21010"
"In post","2021","16-19","Declared non-disabled","North West (England)","EO","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Northern Ireland","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Scotland","AA","40","40","20580","21150"
"In post","2021","16-19","Declared non-disabled","Scotland","AO","40","40","20990","20970"
"In post","2021","16-19","Declared non-disabled","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","South East (England)","AA","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","South East (England)","AO","35","35","22340","21730"
"In post","2021","16-19","Declared non-disabled","South East (England)","EO","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","South East (England)","Unknown","15","15","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","South West (England)","AA","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","South West (England)","AO","20","20","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","South West (England)","EO","70","70","19470","19040"
"In post","2021","16-19","Declared non-disabled","South West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Wales","AA","25","20","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Wales","AO","35","35","20990","21010"
"In post","2021","16-19","Declared non-disabled","Wales","EO","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","West Midlands (England)","AA","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","West Midlands (England)","AO","20","20","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","West Midlands (England)","EO","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Yorkshire and The Humber","AA","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Yorkshire and The Humber","AO","30","30","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Yorkshire and The Humber","EO","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","East Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","East of England","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","London","EO","10","10","[c]","[c]"
"In post","2021","16-19","Undeclared","North East (England)","EO","[c]","[c]","[c]","[c]"
