"Status","Year","Organisation","Parent_department","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Dorset CC","Outside London","10","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Dumfries and Galloway","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East Cumbria","Outside London","160","150","25630","21050"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East Kent","Outside London","40","35","27670","25100"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East Lothian and Midlothian","Outside London","10","10","33540","26290"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East Riding of Yorkshire","Outside London","15","15","31420","29180"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Gloucestershire","Outside London","60","55","32320","30320"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Gwynedd","Outside London","65","55","26690","24920"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Harrow and Hillingdon","London","15","15","39780","43400"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Heart of Essex","Outside London","40","40","30760","28240"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Hertfordshire","Outside London","15","15","32540","30670"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Hounslow and Richmond upon Thames","London","70","65","32550","31460"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Inverness and Nairn and Moray, Badenoch and Strathspey","Outside London","20","20","28120","25230"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Leeds","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Leicestershire CC and Rutland","Outside London","20","20","30690","26520"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Lincolnshire","Outside London","25","20","35450","32160"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Manchester","Outside London","15","15","29090","28140"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Mid Kent","Outside London","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Mid Lancashire","Outside London","70","65","30790","26520"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","North and West Norfolk","Outside London","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","North Yorkshire CC","Outside London","125","120","31480","29180"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Northumberland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Norwich and East Norfolk","Outside London","10","10","32560","29180"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Nottingham","Outside London","10","10","31540","30540"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Oxfordshire","Outside London","15","15","37880","36240"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Perth and Kinross and Stirling","Outside London","35","35","32430","26390"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Powys","Outside London","25","20","35220","37240"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Scottish Borders","Outside London","20","20","29660","25880"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Shropshire CC","Outside London","45","40","34000","30430"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Somerset","Outside London","30","30","34500","33960"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","South and West Derbyshire","Outside London","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","South Ayrshire","Outside London","20","20","31570","26270"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","South Lanarkshire","Outside London","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","South Nottinghamshire","Outside London","20","20","30070","25060"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","South West Wales","Outside London","145","135","28110","25190"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Staffordshire CC","Outside London","60","55","25520","21050"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Suffolk","Outside London","45","40","31010","29180"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Telford and Wrekin","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Thurrock","Outside London","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Tyneside","Outside London","40","35","32420","27630"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","West Surrey","Outside London","565","530","33220","28550"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","West Sussex (North East)","Outside London","25","25","32560","30400"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Westminster","London","25","25","47580","54280"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Wiltshire","Outside London","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Worcestershire","Outside London","165","155","29810","26600"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","York","Outside London","60","60","24060","21050"
"In post","2021","Attorney General's Office","Attorney General's Departments","Westminster","London","45","45","50500","50500"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Ards and North Down","Outside London","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","40","40","65290","53760"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Belfast","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Berkshire","Outside London","10","10","50420","36460"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Birmingham","Outside London","20","20","71880","64030"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Blackpool","Outside London","40","40","51230","49700"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Bradford","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Brighton and Hove","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Bristol, City of","Outside London","65","60","43300","38420"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Buckinghamshire CC","Outside London","15","15","54660","54700"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Cambridgeshire CC","Outside London","15","15","53530","33300"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Camden and City of London","London","95","95","54190","54700"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Cardiff and Vale of Glamorgan","Outside London","30","30","35560","29250"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Central Hampshire","Outside London","40","35","58300","54010"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","City of Edinburgh","Outside London","25","25","33040","29250"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Coventry","Outside London","15","15","53340","49700"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Croydon","London","50","50","43890","32000"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Darlington","Outside London","10","10","62080","66310"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Devon CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Dorset CC","Outside London","10","10","35240","33470"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","East Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Glasgow City","Outside London","25","25","52930","53320"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Gloucestershire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Greater Manchester South East","Outside London","10","10","37580","34550"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Greater Manchester South West","Outside London","170","165","45200","38890"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Hackney and Newham","London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Harrow and Hillingdon","London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Hertfordshire","Outside London","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Lambeth","London","10","10","29310","28630"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Lancaster and Wyre","Outside London","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Leeds","Outside London","185","180","47110","40250"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Lewisham and Southwark","London","15","15","102750","122500"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Liverpool","Outside London","120","120","49230","49700"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Manchester","Outside London","95","95","46350","37300"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Medway","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Mid Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Milton Keynes","Outside London","90","85","29950","33000"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Monmouthshire and Newport","Outside London","30","30","42060","38450"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","North Hampshire","Outside London","20","20","44350","38260"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","North Yorkshire CC","Outside London","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Norwich and East Norfolk","Outside London","95","90","46130","40250"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Nottingham","Outside London","25","25","48990","39510"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Peterborough","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Plymouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Portsmouth","Outside London","25","25","51860","49030"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Sefton","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Sheffield","Outside London","100","95","46980","49700"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","South Hampshire","Outside London","10","10","42010","40300"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","South Lanarkshire","Outside London","25","25","62500","62010"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","South Teesside","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","South West Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Suffolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Swansea","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Telford and Wrekin","Outside London","15","15","58080","51560"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Tower Hamlets","London","870","855","51680","54700"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Tyneside","Outside London","405","375","28460","23850"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","Unknown","600","595","36250","32000"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Warrington","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","West Cumbria","Outside London","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","West Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","West Sussex (North East)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Westminster","London","5455","5380","49380","40600"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Wiltshire","Outside London","65","65","61990","54700"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","York","Outside London","440","420","29190","26670"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","Outside London","5","5","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Dorset CC","Outside London","135","130","33130","29270"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","North Yorkshire CC","Outside London","5","5","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Plymouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Suffolk","Outside London","460","440","34620","30220"
"In post","2021","Charity Commission","Charity Commission","Monmouthshire and Newport","Outside London","5","5","[c]","[c]"
"In post","2021","Charity Commission","Charity Commission","Sefton","Outside London","305","290","32780","29160"
"In post","2021","Charity Commission","Charity Commission","Somerset","Outside London","50","45","35580","30350"
"In post","2021","Charity Commission","Charity Commission","Westminster","London","75","70","42950","37910"
"In post","2021","Companies House","Department for Business, Energy and Industrial Strategy","Belfast","Outside London","20","20","25640","22490"
"In post","2021","Companies House","Department for Business, Energy and Industrial Strategy","Cardiff and Vale of Glamorgan","Outside London","1030","950","31130","27460"
"In post","2021","Companies House","Department for Business, Energy and Industrial Strategy","City of Edinburgh","Outside London","40","40","24810","22490"
"In post","2021","Companies House","Department for Business, Energy and Industrial Strategy","Westminster","London","5","5","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Belfast","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","City of Edinburgh","Outside London","50","50","56490","55860"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Tower Hamlets","London","785","760","60810","56630"
"In post","2021","Criminal Injuries Compensation Authority","Ministry of Justice","Glasgow City","Outside London","305","280","26120","22640"
"In post","2021","Crown Commercial Service","Other Cabinet Office Agencies","Birmingham","Outside London","30","30","29370","27770"
"In post","2021","Crown Commercial Service","Other Cabinet Office Agencies","Bristol, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Other Cabinet Office Agencies","Liverpool","Outside London","405","390","38230","34800"
"In post","2021","Crown Commercial Service","Other Cabinet Office Agencies","Monmouthshire and Newport","Outside London","110","105","33670","31680"
"In post","2021","Crown Commercial Service","Other Cabinet Office Agencies","Norwich and East Norfolk","Outside London","170","160","35020","33340"
"In post","2021","Crown Commercial Service","Other Cabinet Office Agencies","South and West Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Other Cabinet Office Agencies","Tower Hamlets","London","70","70","50350","49300"
"In post","2021","Crown Commercial Service","Other Cabinet Office Agencies","Wakefield","Outside London","5","5","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Aberdeen City and Aberdeenshire","Outside London","95","90","33070","29040"
"In post","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Angus and Dundee City","Outside London","90","85","35220","29040"
"In post","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Caithness and Sutherland and Ross and Cromarty","Outside London","10","10","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Scottish Government","City of Edinburgh","Outside London","485","465","38430","32930"
"In post","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Clackmannanshire and Fife","Outside London","80","70","32830","29040"
"In post","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Dumfries and Galloway","Outside London","40","35","31040","29040"
"In post","2021","Crown Office and Procurator Fiscal Service","Scottish Government","East Ayrshire and North Ayrshire mainland","Outside London","55","50","32600","26570"
"In post","2021","Crown Office and Procurator Fiscal Service","Scottish Government","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Outside London","70","65","25650","22220"
"In post","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Falkirk","Outside London","60","55","34040","27810"
"In post","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Glasgow City","Outside London","565","525","35620","30500"
"In post","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Inverclyde, East Renfrewshire and Renfrewshire","Outside London","100","95","37300","33550"
"In post","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Inverness and Nairn and Moray, Badenoch and Strathspey","Outside London","50","50","35530","29040"
"In post","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Outside London","10","10","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Na h-Eileanan Siar","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Scottish Government","North Lanarkshire","Outside London","75","70","39460","32930"
"In post","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Orkney Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Perth and Kinross and Stirling","Outside London","25","25","35940","32030"
"In post","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Scottish Borders","Outside London","5","5","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Shetland Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Scottish Government","South Ayrshire","Outside London","25","25","29790","22220"
"In post","2021","Crown Office and Procurator Fiscal Service","Scottish Government","South Lanarkshire","Outside London","145","130","38270","33550"
"In post","2021","Crown Office and Procurator Fiscal Service","Scottish Government","West Lothian","Outside London","25","25","32440","25990"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Berkshire","Outside London","135","125","43310","40000"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Bexley and Greenwich","London","15","10","32030","24590"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Birmingham","Outside London","485","455","39820","38000"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Bridgend and Neath Port Talbot","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Brighton and Hove","Outside London","110","100","42660","36240"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Bristol, City of","Outside London","145","140","40450","38000"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Cambridgeshire CC","Outside London","5","5","[c]","[c]"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Camden and City of London","London","5","5","[c]","[c]"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Cardiff and Vale of Glamorgan","Outside London","215","200","41090","38760"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Central Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Cornwall and Isles of Scilly","Outside London","25","25","36240","28430"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Croydon","London","40","35","40280","30110"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Derby","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Devon CC","Outside London","100","95","39950","36240"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","East Cumbria","Outside London","30","25","35030","28430"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","East Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","East Kent","Outside London","125","115","39460","30110"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Flintshire and Wrexham","Outside London","75","65","41500","38000"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Haringey and Islington","London","10","10","40050","24590"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Harrow and Hillingdon","London","15","15","37100","28580"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Heart of Essex","Outside London","185","170","41150","35020"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Hertfordshire","Outside London","175","155","42490","40000"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Hounslow and Richmond upon Thames","London","10","10","32250","24590"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Kingston upon Hull, City of","Outside London","75","65","38580","28430"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Leeds","Outside London","345","320","40440","38000"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Leicester","Outside London","140","130","39010","38180"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Lewisham and Southwark","London","15","15","30600","24590"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Lincolnshire","Outside London","10","10","41360","41280"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Liverpool","Outside London","365","345","37570","30930"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Manchester","Outside London","355","325","40750","38000"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Merton, Kingston upon Thames and Sutton","London","10","10","[c]","[c]"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Mid Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Mid Lancashire","Outside London","175","165","40040","38000"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Northumberland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Norwich and East Norfolk","Outside London","75","65","35640","28430"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Nottingham","Outside London","270","250","37300","30130"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Overseas","Overseas","5","5","[c]","[c]"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Peterborough","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Portsmouth","Outside London","110","105","38780","30110"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Redbridge and Waltham Forest","London","15","15","33710","24590"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Sheffield","Outside London","140","125","35940","28430"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Shropshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","South Hampshire","Outside London","150","140","45830","50520"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","South Teesside","Outside London","95","85","38060","32370"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Staffordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Stoke-on-Trent","Outside London","65","60","41930","48080"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Suffolk","Outside London","35","30","38310","34050"
