"Status","Year","Ethnicity","Function_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Asian","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Finance","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Finance","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Finance","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Grants Management","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Grants Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Grants Management","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Grants Management","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Grants Management","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Grants Management","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Human Resources","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Human Resources","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Human Resources","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Human Resources","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Human Resources","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Internal Audit","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Internal Audit","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Legal","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Legal","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Legal","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Legal","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Legal","G7","15","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Legal","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Legal","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","No function","AA","20","[c]","[c]","[c]"
"Leaver CS","2021","Asian","No function","AO","150","[c]","21280","21170"
"Leaver CS","2021","Asian","No function","EO","55","[c]","26250","26410"
"Leaver CS","2021","Asian","No function","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","No function","G7","25","[c]","[c]","[c]"
"Leaver CS","2021","Asian","No function","HEO","40","[c]","31930","32830"
"Leaver CS","2021","Asian","No function","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","No function","SEO","35","[c]","40850","40470"
"Leaver CS","2021","Asian","No function","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Project Delivery","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Project Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Project Delivery","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Project Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Project Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Project Delivery","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Property","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Property","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Property","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Property","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Property","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Property","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Security","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Security","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Security","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Security","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Security","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Security","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Security","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","AA","25","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","AO","315","[c]","22100","21010"
"Leaver CS","2021","Asian","Unknown","EO","225","[c]","28640","28000"
"Leaver CS","2021","Asian","Unknown","G6","10","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","G7","15","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","HEO","55","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","SEO","30","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Debt","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Debt","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Debt","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Grants Management","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Grants Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Grants Management","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Grants Management","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Grants Management","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Grants Management","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Internal Audit","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Internal Audit","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Legal","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Legal","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Black","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Legal","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Legal","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Black","Legal","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Legal","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","AA","25","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","AO","85","[c]","22110","22680"
"Leaver CS","2021","Black","No function","EO","30","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","HEO","20","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","SEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","Black","Project Delivery","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Project Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Project Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Project Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Project Delivery","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Black","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Property","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Property","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Property","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Property","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Property","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Property","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Security","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Security","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Security","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Security","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Security","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Security","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Security","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","AA","15","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","AO","115","[c]","23470","24180"
"Leaver CS","2021","Black","Unknown","EO","85","[c]","28890","28670"
"Leaver CS","2021","Black","Unknown","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","HEO","30","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","SEO","20","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Analysis","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Analysis","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Analysis","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Analysis","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Analysis","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Analysis","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Analysis","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Commercial","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Commercial","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Commercial","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Commercial","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Commercial","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Commercial","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Communications","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Communications","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Communications","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Communications","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Communications","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Counter Fraud","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Debt","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Debt","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Debt","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Digital, Data & Technology","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Digital, Data & Technology","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Digital, Data & Technology","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Digital, Data & Technology","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Digital, Data & Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Digital, Data & Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Finance","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Finance","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Finance","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Grants Management","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Grants Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Grants Management","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Grants Management","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Grants Management","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Grants Management","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Human Resources","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Human Resources","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Human Resources","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Human Resources","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Internal Audit","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Internal Audit","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Legal","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Legal","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Legal","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Legal","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Legal","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Legal","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","No function","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","No function","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","No function","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","No function","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","No function","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","No function","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","No function","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","No function","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Project Delivery","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Project Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Project Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Project Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Property","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Property","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Property","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Property","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Property","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Property","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Security","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Security","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Security","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Security","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Security","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Security","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Security","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Analysis","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Analysis","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Analysis","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Analysis","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Analysis","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Analysis","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Analysis","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Commercial","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Commercial","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Commercial","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Commercial","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Commercial","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Commercial","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Communications","AA","[c]","[c]","[c]","[c]"
