"Status","Year","Ethnicity","Function_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Black","Digital, Data & Technology","AO","10","10","[c]","[c]"
"In post","2021","Black","Digital, Data & Technology","EO","80","80","28250","28170"
"In post","2021","Black","Digital, Data & Technology","G6","5","5","[c]","[c]"
"In post","2021","Black","Digital, Data & Technology","G7","75","75","55430","54700"
"In post","2021","Black","Digital, Data & Technology","HEO","120","120","33680","32960"
"In post","2021","Black","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data & Technology","SEO","75","75","41790","40690"
"In post","2021","Black","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","AA","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","AO","30","25","[c]","[c]"
"In post","2021","Black","Finance","EO","65","60","28420","28670"
"In post","2021","Black","Finance","G6","10","10","[c]","[c]"
"In post","2021","Black","Finance","G7","50","50","56350","56110"
"In post","2021","Black","Finance","HEO","100","95","34840","34380"
"In post","2021","Black","Finance","SCS level","5","5","[c]","[c]"
"In post","2021","Black","Finance","SEO","95","95","42210","41760"
"In post","2021","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Grants Management","AO","10","10","[c]","[c]"
"In post","2021","Black","Grants Management","EO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Grants Management","G6","[c]","[c]","[c]","[c]"
"In post","2021","Black","Grants Management","G7","[c]","[c]","[c]","[c]"
"In post","2021","Black","Grants Management","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Grants Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","Grants Management","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","AA","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","AO","25","25","[c]","[c]"
"In post","2021","Black","Human Resources","EO","75","75","28050","27710"
"In post","2021","Black","Human Resources","G6","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","G7","40","40","55140","54760"
"In post","2021","Black","Human Resources","HEO","85","85","33480","33640"
"In post","2021","Black","Human Resources","SCS level","5","5","[c]","[c]"
"In post","2021","Black","Human Resources","SEO","65","65","42060","41150"
"In post","2021","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","AO","5","5","[c]","[c]"
"In post","2021","Black","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","G6","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","G7","5","5","[c]","[c]"
"In post","2021","Black","Internal Audit","HEO","10","10","[c]","[c]"
"In post","2021","Black","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","SEO","10","10","[c]","[c]"
"In post","2021","Black","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Legal","AA","[c]","[c]","[c]","[c]"
"In post","2021","Black","Legal","AO","110","105","23340","23520"
"In post","2021","Black","Legal","EO","140","135","28390","27760"
"In post","2021","Black","Legal","G6","30","30","70840","70820"
"In post","2021","Black","Legal","G7","195","185","57550","56560"
"In post","2021","Black","Legal","HEO","95","95","34430","33930"
"In post","2021","Black","Legal","SCS level","10","10","[c]","[c]"
"In post","2021","Black","Legal","SEO","55","55","41610","41900"
"In post","2021","Black","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","No function","AA","370","355","22320","21550"
"In post","2021","Black","No function","AO","1820","1715","25540","23500"
"In post","2021","Black","No function","EO","1020","990","28770","28170"
"In post","2021","Black","No function","G6","60","60","69970","67620"
"In post","2021","Black","No function","G7","340","335","54580","53380"
"In post","2021","Black","No function","HEO","910","885","34370","33740"
"In post","2021","Black","No function","SCS level","55","55","98350","93000"
"In post","2021","Black","No function","SEO","460","450","42390","40510"
"In post","2021","Black","No function","Unknown","785","760","30930","28200"
"In post","2021","Black","Project Delivery","AA","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","AO","20","20","[c]","[c]"
"In post","2021","Black","Project Delivery","EO","115","115","26580","26790"
"In post","2021","Black","Project Delivery","G6","25","25","[c]","[c]"
"In post","2021","Black","Project Delivery","G7","120","120","55140","55990"
"In post","2021","Black","Project Delivery","HEO","205","200","32900","33210"
"In post","2021","Black","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","SEO","165","165","40530","40580"
"In post","2021","Black","Project Delivery","Unknown","10","10","[c]","[c]"
"In post","2021","Black","Property","AA","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","AO","15","15","[c]","[c]"
"In post","2021","Black","Property","EO","45","40","28460","29200"
"In post","2021","Black","Property","G6","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","G7","15","15","[c]","[c]"
"In post","2021","Black","Property","HEO","35","35","34260","33790"
"In post","2021","Black","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","SEO","35","30","43800","42000"
"In post","2021","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","AA","45","45","21060","20310"
"In post","2021","Black","Security","AO","15","15","[c]","[c]"
"In post","2021","Black","Security","EO","20","20","[c]","[c]"
"In post","2021","Black","Security","G6","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","G7","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","HEO","20","20","[c]","[c]"
"In post","2021","Black","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","SEO","10","10","[c]","[c]"
"In post","2021","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","AA","90","80","21140","22210"
"In post","2021","Black","Unknown","AO","1330","1205","23260","23210"
"In post","2021","Black","Unknown","EO","3560","3380","29580","29500"
"In post","2021","Black","Unknown","G6","40","40","68580","68710"
"In post","2021","Black","Unknown","G7","165","160","58350","57460"
"In post","2021","Black","Unknown","HEO","615","605","35290","35200"
"In post","2021","Black","Unknown","SCS level","10","10","[c]","[c]"
"In post","2021","Black","Unknown","SEO","345","340","42220","41970"
"In post","2021","Black","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","Chinese","Analysis","AA","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","G6","10","10","[c]","[c]"
"In post","2021","Chinese","Analysis","G7","15","15","[c]","[c]"
"In post","2021","Chinese","Analysis","HEO","20","20","[c]","[c]"
"In post","2021","Chinese","Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","SEO","20","20","[c]","[c]"
"In post","2021","Chinese","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","AA","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","AA","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","EO","15","15","[c]","[c]"
"In post","2021","Chinese","Communications","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","AA","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","EO","15","15","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","HEO","10","10","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Debt","AA","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Debt","AO","10","10","[c]","[c]"
"In post","2021","Chinese","Debt","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Debt","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Debt","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Debt","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Debt","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Debt","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","AA","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","EO","10","5","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","G7","15","15","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","HEO","15","15","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","SEO","10","10","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","AA","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","EO","10","5","[c]","[c]"
"In post","2021","Chinese","Finance","G6","5","5","[c]","[c]"
"In post","2021","Chinese","Finance","G7","10","10","[c]","[c]"
"In post","2021","Chinese","Finance","HEO","15","15","[c]","[c]"
"In post","2021","Chinese","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","SEO","15","15","[c]","[c]"
"In post","2021","Chinese","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Grants Management","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Grants Management","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Grants Management","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Grants Management","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Grants Management","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Grants Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Grants Management","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","AA","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","EO","5","5","[c]","[c]"
"In post","2021","Chinese","Human Resources","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","G7","5","5","[c]","[c]"
"In post","2021","Chinese","Human Resources","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","AA","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","AO","5","5","[c]","[c]"
"In post","2021","Chinese","Legal","EO","10","10","[c]","[c]"
"In post","2021","Chinese","Legal","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","G7","25","25","[c]","[c]"
"In post","2021","Chinese","Legal","HEO","5","5","[c]","[c]"
"In post","2021","Chinese","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","SEO","5","5","[c]","[c]"
"In post","2021","Chinese","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","AA","10","5","[c]","[c]"
"In post","2021","Chinese","No function","AO","105","100","22740","21270"
"In post","2021","Chinese","No function","EO","80","80","27390","26780"
"In post","2021","Chinese","No function","G6","15","15","[c]","[c]"
"In post","2021","Chinese","No function","G7","70","70","54740","53760"
"In post","2021","Chinese","No function","HEO","85","85","34470","33740"
"In post","2021","Chinese","No function","SCS level","10","10","[c]","[c]"
"In post","2021","Chinese","No function","SEO","65","60","42270","40940"
"In post","2021","Chinese","No function","Unknown","15","15","[c]","[c]"
"In post","2021","Chinese","Project Delivery","AA","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Project Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Project Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Project Delivery","G7","15","15","[c]","[c]"
"In post","2021","Chinese","Project Delivery","HEO","15","15","[c]","[c]"
"In post","2021","Chinese","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Project Delivery","SEO","10","10","[c]","[c]"
"In post","2021","Chinese","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Property","AA","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Property","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Property","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Property","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Property","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Property","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Property","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Security","AA","5","5","[c]","[c]"
"In post","2021","Chinese","Security","AO","5","5","[c]","[c]"
"In post","2021","Chinese","Security","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Security","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Security","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Security","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Security","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","AA","15","15","[c]","[c]"
"In post","2021","Chinese","Unknown","AO","95","85","21940","21430"
"In post","2021","Chinese","Unknown","EO","140","135","28290","27570"
