"Status","Year","Age","Ethnicity","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","50-59","Undeclared","Ministry of Justice","725","690","31690","29570"
"In post","2021","50-59","Undeclared","National Crime Agency","35","35","40840","40300"
"In post","2021","50-59","Undeclared","Office for Standards in Education","5","5","[c]","[c]"
"In post","2021","50-59","Undeclared","Office of Gas and Electricity Markets","10","10","[c]","[c]"
"In post","2021","50-59","Undeclared","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Office of Rail and Road","15","15","[c]","[c]"
"In post","2021","50-59","Undeclared","Other Cabinet Office Agencies","10","10","[c]","[c]"
"In post","2021","50-59","Undeclared","Scottish Government","255","240","38760","33650"
"In post","2021","50-59","Undeclared","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","United Kingdom Statistics Authority","25","20","[c]","[c]"
"In post","2021","50-59","Undeclared","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Welsh Government","80","80","45280","47000"
"In post","2021","50-59","Unknown","Attorney General's Departments","340","325","51910","55610"
"In post","2021","50-59","Unknown","Cabinet Office","510","505","65010","56910"
"In post","2021","50-59","Unknown","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Charity Commission","15","15","[c]","[c]"
"In post","2021","50-59","Unknown","Competition and Markets Authority","20","20","[c]","[c]"
"In post","2021","50-59","Unknown","Department for Business, Energy and Industrial Strategy","390","380","38120","35750"
"In post","2021","50-59","Unknown","Department for Digital, Culture, Media and Sport","10","10","[c]","[c]"
"In post","2021","50-59","Unknown","Department for Education","125","125","45230","42580"
"In post","2021","50-59","Unknown","Department for Environment, Food and Rural Affairs","310","295","35410","29270"
"In post","2021","50-59","Unknown","Department for International Trade","105","105","46540","38610"
"In post","2021","50-59","Unknown","Department for Transport","480","465","32390","26700"
"In post","2021","50-59","Unknown","Department for Work and Pensions","1360","1255","28910","27570"
"In post","2021","50-59","Unknown","Department of Health and Social Care","270","260","53950","49530"
"In post","2021","50-59","Unknown","Food Standards Agency","20","20","[c]","[c]"
"In post","2021","50-59","Unknown","Foreign, Commonwealth and Development Office","130","125","52040","52400"
"In post","2021","50-59","Unknown","HM Land Registry","185","175","28910","22350"
"In post","2021","50-59","Unknown","HM Revenue and Customs","3300","3010","30000","25560"
"In post","2021","50-59","Unknown","HM Treasury","5","5","[c]","[c]"
"In post","2021","50-59","Unknown","Home Office","230","220","35400","27370"
"In post","2021","50-59","Unknown","Ministry of Defence","1365","1340","38760","35300"
"In post","2021","50-59","Unknown","Ministry of Housing, Communities and Local Government","40","40","47790","48200"
"In post","2021","50-59","Unknown","Ministry of Justice","1380","1300","28470","24880"
"In post","2021","50-59","Unknown","National Crime Agency","225","215","43420","40210"
"In post","2021","50-59","Unknown","Northern Ireland Office","10","10","[c]","[c]"
"In post","2021","50-59","Unknown","Office for Standards in Education","15","15","[c]","[c]"
"In post","2021","50-59","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Other Cabinet Office Agencies","15","15","[c]","[c]"
"In post","2021","50-59","Unknown","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Scottish Government","1650","1550","34630","33650"
"In post","2021","50-59","Unknown","The National Archives","30","30","38570","34770"
"In post","2021","50-59","Unknown","United Kingdom Statistics Authority","170","140","28750","22520"
"In post","2021","50-59","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Welsh Government","35","30","52510","50870"
"In post","2021","50-59","White","Attorney General's Departments","1995","1860","48750","51470"
"In post","2021","50-59","White","Cabinet Office","795","770","53460","49700"
"In post","2021","50-59","White","Chancellor's other departments","65","65","70250","54100"
"In post","2021","50-59","White","Charity Commission","100","95","36450","30550"
"In post","2021","50-59","White","Competition and Markets Authority","110","105","69850","61570"
"In post","2021","50-59","White","Department for Business, Energy and Industrial Strategy","2055","1970","43310","39840"
"In post","2021","50-59","White","Department for Digital, Culture, Media and Sport","125","120","56430","54540"
"In post","2021","50-59","White","Department for Education","1275","1235","47440","44500"
"In post","2021","50-59","White","Department for Environment, Food and Rural Affairs","2030","1940","38310","34150"
"In post","2021","50-59","White","Department for International Trade","235","235","51300","51900"
"In post","2021","50-59","White","Department for Transport","3150","2945","33430","26780"
"In post","2021","50-59","White","Department for Work and Pensions","26290","23710","28580","27570"
"In post","2021","50-59","White","Department of Health and Social Care","1680","1570","52850","48860"
"In post","2021","50-59","White","ESTYN","45","40","65790","74730"
"In post","2021","50-59","White","Food Standards Agency","365","365","36850","30810"
"In post","2021","50-59","White","Foreign, Commonwealth and Development Office","1605","1570","52490","49370"
"In post","2021","50-59","White","HM Land Registry","2005","1795","32630","30600"
"In post","2021","50-59","White","HM Revenue and Customs","13980","12790","33770","31810"
"In post","2021","50-59","White","HM Treasury","290","280","54610","49930"
"In post","2021","50-59","White","Home Office","6610","6095","33030","27370"
"In post","2021","50-59","White","Ministry of Defence","15980","15630","34610","32890"
"In post","2021","50-59","White","Ministry of Housing, Communities and Local Government","580","555","48400","47660"
"In post","2021","50-59","White","Ministry of Justice","16835","15855","31680","30810"
"In post","2021","50-59","White","National Crime Agency","1190","1170","44580","41970"
"In post","2021","50-59","White","Northern Ireland Office","30","30","49240","44030"
"In post","2021","50-59","White","Office for Standards in Education","480","465","57560","51360"
"In post","2021","50-59","White","Office of Gas and Electricity Markets","105","105","56350","53250"
"In post","2021","50-59","White","Office of Qualifications and Examinations Regulation","40","35","51050","47140"
"In post","2021","50-59","White","Office of Rail and Road","65","60","68840","63920"
"In post","2021","50-59","White","Other Cabinet Office Agencies","200","200","46150","40960"
"In post","2021","50-59","White","Scotland Office","20","20","[c]","[c]"
"In post","2021","50-59","White","Scottish Government","4175","4000","41640","35330"
"In post","2021","50-59","White","The National Archives","95","90","39990","36900"
"In post","2021","50-59","White","UK Export Finance","75","75","62580","53080"
"In post","2021","50-59","White","UK Supreme Court","15","15","[c]","[c]"
"In post","2021","50-59","White","United Kingdom Statistics Authority","1000","865","32690","29540"
"In post","2021","50-59","White","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","50-59","White","Water Services Regulation Authority","30","30","67450","61270"
"In post","2021","50-59","White","Welsh Government","1520","1460","44720","41560"
"In post","2021","60-64","Asian","Attorney General's Departments","30","25","[c]","[c]"
"In post","2021","60-64","Asian","Cabinet Office","10","10","[c]","[c]"
"In post","2021","60-64","Asian","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Asian","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Asian","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Asian","Department for Business, Energy and Industrial Strategy","15","15","[c]","[c]"
"In post","2021","60-64","Asian","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Asian","Department for Education","15","15","[c]","[c]"
"In post","2021","60-64","Asian","Department for Environment, Food and Rural Affairs","15","15","[c]","[c]"
"In post","2021","60-64","Asian","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Asian","Department for Transport","20","20","[c]","[c]"
"In post","2021","60-64","Asian","Department for Work and Pensions","395","320","27900","27570"
"In post","2021","60-64","Asian","Department of Health and Social Care","30","30","60380","43370"
"In post","2021","60-64","Asian","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Asian","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Asian","Foreign, Commonwealth and Development Office","15","15","[c]","[c]"
"In post","2021","60-64","Asian","HM Land Registry","15","10","[c]","[c]"
"In post","2021","60-64","Asian","HM Revenue and Customs","240","195","32180","29570"
"In post","2021","60-64","Asian","HM Treasury","5","5","[c]","[c]"
"In post","2021","60-64","Asian","Home Office","275","235","29970","28650"
"In post","2021","60-64","Asian","Ministry of Defence","90","85","32030","29030"
"In post","2021","60-64","Asian","Ministry of Housing, Communities and Local Government","5","5","[c]","[c]"
"In post","2021","60-64","Asian","Ministry of Justice","170","150","26810","23500"
"In post","2021","60-64","Asian","National Crime Agency","10","10","[c]","[c]"
"In post","2021","60-64","Asian","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Asian","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Asian","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Asian","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Asian","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Asian","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Asian","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Asian","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Asian","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Asian","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Asian","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Asian","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Asian","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Asian","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Asian","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Attorney General's Departments","25","25","[c]","[c]"
"In post","2021","60-64","Black","Cabinet Office","5","5","[c]","[c]"
"In post","2021","60-64","Black","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Department for Business, Energy and Industrial Strategy","35","35","36410","35120"
"In post","2021","60-64","Black","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Department for Education","15","15","[c]","[c]"
"In post","2021","60-64","Black","Department for Environment, Food and Rural Affairs","15","15","[c]","[c]"
"In post","2021","60-64","Black","Department for International Trade","10","10","[c]","[c]"
"In post","2021","60-64","Black","Department for Transport","15","15","[c]","[c]"
"In post","2021","60-64","Black","Department for Work and Pensions","290","250","28990","29070"
"In post","2021","60-64","Black","Department of Health and Social Care","35","30","44190","39140"
"In post","2021","60-64","Black","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Food Standards Agency","5","5","[c]","[c]"
"In post","2021","60-64","Black","Foreign, Commonwealth and Development Office","20","20","[c]","[c]"
"In post","2021","60-64","Black","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","HM Revenue and Customs","115","105","31730","30700"
"In post","2021","60-64","Black","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Home Office","130","115","30450","29080"
"In post","2021","60-64","Black","Ministry of Defence","65","60","30510","25900"
"In post","2021","60-64","Black","Ministry of Housing, Communities and Local Government","5","5","[c]","[c]"
"In post","2021","60-64","Black","Ministry of Justice","310","290","29200","26410"
"In post","2021","60-64","Black","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","United Kingdom Statistics Authority","5","5","[c]","[c]"
"In post","2021","60-64","Black","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Department for Work and Pensions","10","10","[c]","[c]"
"In post","2021","60-64","Chinese","Department of Health and Social Care","5","5","[c]","[c]"
"In post","2021","60-64","Chinese","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","HM Revenue and Customs","10","10","[c]","[c]"
"In post","2021","60-64","Chinese","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Home Office","5","5","[c]","[c]"
"In post","2021","60-64","Chinese","Ministry of Defence","10","10","[c]","[c]"
"In post","2021","60-64","Chinese","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Ministry of Justice","10","5","[c]","[c]"
"In post","2021","60-64","Chinese","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Attorney General's Departments","10","10","[c]","[c]"
"In post","2021","60-64","Mixed","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Department for Business, Energy and Industrial Strategy","5","5","[c]","[c]"
"In post","2021","60-64","Mixed","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Department for Transport","15","10","[c]","[c]"
"In post","2021","60-64","Mixed","Department for Work and Pensions","90","75","28550","27570"
"In post","2021","60-64","Mixed","Department of Health and Social Care","10","10","[c]","[c]"
"In post","2021","60-64","Mixed","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","HM Revenue and Customs","40","35","32290","28130"
"In post","2021","60-64","Mixed","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Home Office","35","30","31090","27370"
"In post","2021","60-64","Mixed","Ministry of Defence","40","35","33890","32750"
"In post","2021","60-64","Mixed","Ministry of Housing, Communities and Local Government","5","5","[c]","[c]"
"In post","2021","60-64","Mixed","Ministry of Justice","65","55","30760","26570"
"In post","2021","60-64","Mixed","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","United Kingdom Statistics Authority","5","5","[c]","[c]"
"In post","2021","60-64","Mixed","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Attorney General's Departments","15","10","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Department for Business, Energy and Industrial Strategy","10","10","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Department for Work and Pensions","40","35","30010","27570"
"In post","2021","60-64","Other ethnicity","Department of Health and Social Care","10","10","[c]","[c]"
"In post","2021","60-64","Other ethnicity","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","HM Revenue and Customs","20","15","[c]","[c]"
"In post","2021","60-64","Other ethnicity","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Home Office","15","15","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Ministry of Defence","15","10","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Ministry of Justice","40","35","31570","31410"
"In post","2021","60-64","Other ethnicity","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Attorney General's Departments","10","10","[c]","[c]"
"In post","2021","60-64","Undeclared","Cabinet Office","10","10","[c]","[c]"
"In post","2021","60-64","Undeclared","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Department for Business, Energy and Industrial Strategy","35","30","39160","38260"
"In post","2021","60-64","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Department for Education","15","15","[c]","[c]"
"In post","2021","60-64","Undeclared","Department for Environment, Food and Rural Affairs","30","25","[c]","[c]"
"In post","2021","60-64","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Department for Transport","95","85","32230","29420"
"In post","2021","60-64","Undeclared","Department for Work and Pensions","545","420","28080","27570"
"In post","2021","60-64","Undeclared","Department of Health and Social Care","40","35","51170","42820"
"In post","2021","60-64","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Foreign, Commonwealth and Development Office","15","15","[c]","[c]"
"In post","2021","60-64","Undeclared","HM Land Registry","30","20","34800","33840"
"In post","2021","60-64","Undeclared","HM Revenue and Customs","305","230","33840","28130"
"In post","2021","60-64","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Home Office","175","135","31240","27370"
"In post","2021","60-64","Undeclared","Ministry of Defence","425","395","33950","33300"
"In post","2021","60-64","Undeclared","Ministry of Housing, Communities and Local Government","5","5","[c]","[c]"
"In post","2021","60-64","Undeclared","Ministry of Justice","170","145","27230","23180"
"In post","2021","60-64","Undeclared","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Scottish Government","70","50","38710","33650"
"In post","2021","60-64","Undeclared","United Kingdom Statistics Authority","5","5","[c]","[c]"
"In post","2021","60-64","Undeclared","Welsh Government","15","15","[c]","[c]"
"In post","2021","60-64","Unknown","Attorney General's Departments","65","55","50480","55610"
"In post","2021","60-64","Unknown","Cabinet Office","70","60","52130","53320"
"In post","2021","60-64","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Department for Business, Energy and Industrial Strategy","75","65","34770","30350"
"In post","2021","60-64","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Department for Education","25","25","[c]","[c]"
"In post","2021","60-64","Unknown","Department for Environment, Food and Rural Affairs","100","90","30830","25330"
"In post","2021","60-64","Unknown","Department for International Trade","20","20","[c]","[c]"
"In post","2021","60-64","Unknown","Department for Transport","90","80","28440","26700"
"In post","2021","60-64","Unknown","Department for Work and Pensions","410","345","27780","27570"
"In post","2021","60-64","Unknown","Department of Health and Social Care","45","40","52620","48310"
"In post","2021","60-64","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Foreign, Commonwealth and Development Office","25","25","[c]","[c]"
"In post","2021","60-64","Unknown","HM Land Registry","30","30","26510","22350"
"In post","2021","60-64","Unknown","HM Revenue and Customs","1005","790","27580","21440"
"In post","2021","60-64","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Home Office","30","25","[c]","[c]"
"In post","2021","60-64","Unknown","Ministry of Defence","305","295","34470","33300"
"In post","2021","60-64","Unknown","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Ministry of Justice","380","325","26090","22460"
"In post","2021","60-64","Unknown","National Crime Agency","40","40","41290","37730"
"In post","2021","60-64","Unknown","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Scottish Government","495","390","32300","29350"
"In post","2021","60-64","Unknown","The National Archives","10","5","[c]","[c]"
"In post","2021","60-64","Unknown","United Kingdom Statistics Authority","65","45","24370","19520"
"In post","2021","60-64","Unknown","Welsh Government","5","5","[c]","[c]"
"In post","2021","60-64","White","Attorney General's Departments","380","325","48390","55610"
"In post","2021","60-64","White","Cabinet Office","165","145","50900","37270"
"In post","2021","60-64","White","Chancellor's other departments","10","10","[c]","[c]"
"In post","2021","60-64","White","Charity Commission","25","20","[c]","[c]"
"In post","2021","60-64","White","Competition and Markets Authority","10","10","[c]","[c]"
"In post","2021","60-64","White","Department for Business, Energy and Industrial Strategy","430","365","38370","34500"
