"Status","Year","Ethnicity","Organisation","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","White","Department for Work and Pensions (excl. agencies)","Dorset and Somerset","35","[c]","24840","21010"
"Leaver CS","2021","White","Department for Work and Pensions (excl. agencies)","East Anglia","80","[c]","25020","26890"
"Leaver CS","2021","White","Department for Work and Pensions (excl. agencies)","East Wales","80","[c]","24240","21010"
"Leaver CS","2021","White","Department for Work and Pensions (excl. agencies)","East Yorkshire and Northern Lincolnshire","45","[c]","24500","26890"
"Leaver CS","2021","White","Department for Work and Pensions (excl. agencies)","Eastern Scotland","110","[c]","24700","21010"
"Leaver CS","2021","White","Department for Work and Pensions (excl. agencies)","Essex","50","[c]","28280","29290"
"Leaver CS","2021","White","Department for Work and Pensions (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","80","[c]","24930","26120"
"Leaver CS","2021","White","Department for Work and Pensions (excl. agencies)","Greater Manchester","190","[c]","27010","26120"
"Leaver CS","2021","White","Department for Work and Pensions (excl. agencies)","Hampshire and Isle of Wight","55","[c]","24420","23570"
"Leaver CS","2021","White","Department for Work and Pensions (excl. agencies)","Herefordshire, Worcestershire and Warwickshire","45","[c]","25630","26890"
"Leaver CS","2021","White","Department for Work and Pensions (excl. agencies)","Highlands and Islands","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Work and Pensions (excl. agencies)","Inner London - East","30","[c]","28540","29590"
"Leaver CS","2021","White","Department for Work and Pensions (excl. agencies)","Inner London - West","65","[c]","40510","31880"
"Leaver CS","2021","White","Department for Work and Pensions (excl. agencies)","Kent","50","[c]","28980","26730"
"Leaver CS","2021","White","Department for Work and Pensions (excl. agencies)","Lancashire","250","[c]","26340","21010"
"Leaver CS","2021","White","Department for Work and Pensions (excl. agencies)","Leicestershire, Rutland and Northamptonshire","45","[c]","24880","21010"
"Leaver CS","2021","White","Department for Work and Pensions (excl. agencies)","Lincolnshire","20","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Work and Pensions (excl. agencies)","Merseyside","105","[c]","24470","26120"
"Leaver CS","2021","White","Department for Work and Pensions (excl. agencies)","North Eastern Scotland","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Work and Pensions (excl. agencies)","North Yorkshire","25","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Work and Pensions (excl. agencies)","Northumberland and Tyne and Wear","295","[c]","25750","21010"
"Leaver CS","2021","White","Department for Work and Pensions (excl. agencies)","Outer London - East and North East","20","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Work and Pensions (excl. agencies)","Outer London - South","20","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Work and Pensions (excl. agencies)","Outer London - West and North West","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Work and Pensions (excl. agencies)","Shropshire and Staffordshire","55","[c]","25240","26120"
"Leaver CS","2021","White","Department for Work and Pensions (excl. agencies)","South Yorkshire","115","[c]","27540","26120"
"Leaver CS","2021","White","Department for Work and Pensions (excl. agencies)","Southern Scotland","25","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Work and Pensions (excl. agencies)","Surrey, East and West Sussex","85","[c]","25480","24500"
"Leaver CS","2021","White","Department for Work and Pensions (excl. agencies)","Tees Valley and Durham","60","[c]","24270","21010"
"Leaver CS","2021","White","Department for Work and Pensions (excl. agencies)","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Department for Work and Pensions (excl. agencies)","West Central Scotland","140","[c]","25060","25490"
"Leaver CS","2021","White","Department for Work and Pensions (excl. agencies)","West Midlands","115","[c]","25750","24450"
"Leaver CS","2021","White","Department for Work and Pensions (excl. agencies)","West Wales and The Valleys","110","[c]","24940","21010"
"Leaver CS","2021","White","Department for Work and Pensions (excl. agencies)","West Yorkshire","145","[c]","30420","27570"
"Leaver CS","2021","White","Department of Health and Social Care (excl. agencies)","Inner London - West","20","[c]","[c]","[c]"
"Leaver CS","2021","White","Department of Health and Social Care (excl. agencies)","West Yorkshire","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Disclosure Scotland","West Central Scotland","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Driver and Vehicle Licensing Agency","West Wales and The Valleys","210","[c]","23350","21590"
"Leaver CS","2021","White","Driver and Vehicle Standards Agency","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Driver and Vehicle Standards Agency","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Driver and Vehicle Standards Agency","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Driver and Vehicle Standards Agency","Derbyshire and Nottinghamshire","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Driver and Vehicle Standards Agency","Devon","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Driver and Vehicle Standards Agency","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Driver and Vehicle Standards Agency","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Driver and Vehicle Standards Agency","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Driver and Vehicle Standards Agency","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Driver and Vehicle Standards Agency","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Driver and Vehicle Standards Agency","Gloucestershire, Wiltshire and Bath/Bristol area","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Driver and Vehicle Standards Agency","Greater Manchester","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Driver and Vehicle Standards Agency","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Driver and Vehicle Standards Agency","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Driver and Vehicle Standards Agency","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Driver and Vehicle Standards Agency","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Driver and Vehicle Standards Agency","Lancashire","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Driver and Vehicle Standards Agency","Leicestershire, Rutland and Northamptonshire","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Driver and Vehicle Standards Agency","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Driver and Vehicle Standards Agency","Merseyside","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Driver and Vehicle Standards Agency","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Driver and Vehicle Standards Agency","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Driver and Vehicle Standards Agency","Northumberland and Tyne and Wear","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Driver and Vehicle Standards Agency","Outer London - East and North East","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Driver and Vehicle Standards Agency","Outer London - South","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Driver and Vehicle Standards Agency","Outer London - West and North West","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Driver and Vehicle Standards Agency","Shropshire and Staffordshire","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Driver and Vehicle Standards Agency","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Driver and Vehicle Standards Agency","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Driver and Vehicle Standards Agency","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Driver and Vehicle Standards Agency","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Driver and Vehicle Standards Agency","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Driver and Vehicle Standards Agency","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Driver and Vehicle Standards Agency","West Wales and The Valleys","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Driver and Vehicle Standards Agency","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Education and Skills Funding Agency","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Education and Skills Funding Agency","Gloucestershire, Wiltshire and Bath/Bristol area","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Education and Skills Funding Agency","Greater Manchester","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Education and Skills Funding Agency","Inner London - West","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Education and Skills Funding Agency","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Education and Skills Funding Agency","South Yorkshire","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Education and Skills Funding Agency","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Education and Skills Funding Agency","West Midlands","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Education and Skills Funding Agency","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Education Scotland","Eastern Scotland","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Education Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Education Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Education Scotland","West Central Scotland","5","[c]","[c]","[c]"
"Leaver CS","2021","White","ESTYN","East Wales","5","[c]","[c]","[c]"
"Leaver CS","2021","White","FCDO Services","Berkshire, Buckinghamshire and Oxfordshire","45","[c]","40270","36350"
"Leaver CS","2021","White","FCDO Services","Inner London - West","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Food Standards Agency","East Wales","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Food Standards Agency","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Food Standards Agency","Inner London - West","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Food Standards Agency","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Food Standards Agency","North Yorkshire","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Food Standards Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Food Standards Agency","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Food Standards Agency","West Midlands","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Food Standards Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Foreign and Commonwealth Office (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Foreign and Commonwealth Office (excl. agencies)","Inner London - West","25","[c]","[c]","[c]"
"Leaver CS","2021","White","Foreign and Commonwealth Office (excl. agencies)","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Foreign, Commonwealth and Development Office (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Foreign, Commonwealth and Development Office (excl. agencies)","Inner London - West","40","[c]","[c]","[c]"
"Leaver CS","2021","White","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Foreign, Commonwealth and Development Office (excl. agencies)","Southern Scotland","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Forestry and Land Scotland","Eastern Scotland","20","[c]","[c]","[c]"
"Leaver CS","2021","White","Forestry and Land Scotland","Highlands and Islands","25","[c]","[c]","[c]"
"Leaver CS","2021","White","Forestry and Land Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Forestry and Land Scotland","Southern Scotland","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Forestry and Land Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Government Actuary's Department","Inner London - West","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Government Internal Audit Agency","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Government Internal Audit Agency","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Government Internal Audit Agency","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Government Internal Audit Agency","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Government Internal Audit Agency","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Government Internal Audit Agency","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Government Internal Audit Agency","Inner London - West","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Government Internal Audit Agency","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Government Internal Audit Agency","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Government Internal Audit Agency","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Government Internal Audit Agency","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Government Internal Audit Agency","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Government Internal Audit Agency","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Government Internal Audit Agency","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Government Internal Audit Agency","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Government Internal Audit Agency","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Government Legal Department","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Government Legal Department","Inner London - West","70","[c]","57410","51540"
"Leaver CS","2021","White","Government Legal Department","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Government Legal Department","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Government Property Agency","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Government Property Agency","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Government Property Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Health and Safety Executive","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Health and Safety Executive","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Health and Safety Executive","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Health and Safety Executive","Derbyshire and Nottinghamshire","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Health and Safety Executive","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Health and Safety Executive","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Health and Safety Executive","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Health and Safety Executive","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Health and Safety Executive","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Health and Safety Executive","Inner London - East","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Health and Safety Executive","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Health and Safety Executive","Merseyside","30","[c]","41470","36660"
"Leaver CS","2021","White","Health and Safety Executive","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Health and Safety Executive","North Yorkshire","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Health and Safety Executive","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Health and Safety Executive","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Health and Safety Executive","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Health and Safety Executive","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Health and Safety Executive","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Health and Safety Executive","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Health and Safety Executive","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Courts and Tribunals Service","Bedfordshire and Hertfordshire","15","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Courts and Tribunals Service","Berkshire, Buckinghamshire and Oxfordshire","20","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Courts and Tribunals Service","Cheshire","10","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Courts and Tribunals Service","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Courts and Tribunals Service","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Courts and Tribunals Service","Derbyshire and Nottinghamshire","40","[c]","23760","19570"
"Leaver CS","2021","White","HM Courts and Tribunals Service","Devon","10","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Courts and Tribunals Service","Dorset and Somerset","10","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Courts and Tribunals Service","East Anglia","30","[c]","23570","20100"
"Leaver CS","2021","White","HM Courts and Tribunals Service","East Wales","30","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Courts and Tribunals Service","East Yorkshire and Northern Lincolnshire","5","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Courts and Tribunals Service","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Courts and Tribunals Service","Essex","10","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Courts and Tribunals Service","Gloucestershire, Wiltshire and Bath/Bristol area","45","[c]","20160","19930"
"Leaver CS","2021","White","HM Courts and Tribunals Service","Greater Manchester","50","[c]","24050","20100"
"Leaver CS","2021","White","HM Courts and Tribunals Service","Hampshire and Isle of Wight","30","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Courts and Tribunals Service","Herefordshire, Worcestershire and Warwickshire","15","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Courts and Tribunals Service","Inner London - East","10","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Courts and Tribunals Service","Inner London - West","65","[c]","33200","26410"
"Leaver CS","2021","White","HM Courts and Tribunals Service","Kent","15","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Courts and Tribunals Service","Lancashire","30","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Courts and Tribunals Service","Leicestershire, Rutland and Northamptonshire","40","[c]","21640","19570"
"Leaver CS","2021","White","HM Courts and Tribunals Service","Lincolnshire","10","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Courts and Tribunals Service","Merseyside","30","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Courts and Tribunals Service","North Yorkshire","10","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Courts and Tribunals Service","Northumberland and Tyne and Wear","30","[c]","22120","19970"
"Leaver CS","2021","White","HM Courts and Tribunals Service","Outer London - East and North East","5","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Courts and Tribunals Service","Outer London - South","15","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Courts and Tribunals Service","Outer London - West and North West","10","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Courts and Tribunals Service","Shropshire and Staffordshire","35","[c]","22680","18890"
"Leaver CS","2021","White","HM Courts and Tribunals Service","South Yorkshire","20","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Courts and Tribunals Service","Surrey, East and West Sussex","30","[c]","26040","21300"
"Leaver CS","2021","White","HM Courts and Tribunals Service","Tees Valley and Durham","15","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Courts and Tribunals Service","West Central Scotland","5","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Courts and Tribunals Service","West Midlands","60","[c]","22530","20650"
"Leaver CS","2021","White","HM Courts and Tribunals Service","West Wales and The Valleys","30","[c]","22080","20100"
"Leaver CS","2021","White","HM Courts and Tribunals Service","West Yorkshire","45","[c]","21820","19830"
"Leaver CS","2021","White","HM Land Registry","Derbyshire and Nottinghamshire","10","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Land Registry","Devon","25","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Land Registry","Dorset and Somerset","15","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Land Registry","East Anglia","10","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Land Registry","East Yorkshire and Northern Lincolnshire","15","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Land Registry","Gloucestershire, Wiltshire and Bath/Bristol area","10","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Land Registry","Lancashire","15","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Land Registry","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Land Registry","Merseyside","20","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Land Registry","Outer London - South","5","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Land Registry","Shropshire and Staffordshire","10","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Land Registry","Tees Valley and Durham","25","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Land Registry","West Midlands","5","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Land Registry","West Wales and The Valleys","20","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Prison and Probation Service","Bedfordshire and Hertfordshire","50","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Prison and Probation Service","Berkshire, Buckinghamshire and Oxfordshire","150","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Prison and Probation Service","Cheshire","60","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Prison and Probation Service","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Prison and Probation Service","Cumbria","15","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Prison and Probation Service","Derbyshire and Nottinghamshire","125","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Prison and Probation Service","Devon","80","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Prison and Probation Service","Dorset and Somerset","80","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Prison and Probation Service","East Anglia","230","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Prison and Probation Service","East Wales","135","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Prison and Probation Service","East Yorkshire and Northern Lincolnshire","105","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Prison and Probation Service","Essex","35","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Prison and Probation Service","Gloucestershire, Wiltshire and Bath/Bristol area","80","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Prison and Probation Service","Greater Manchester","100","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Prison and Probation Service","Hampshire and Isle of Wight","70","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Prison and Probation Service","Herefordshire, Worcestershire and Warwickshire","90","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Prison and Probation Service","Inner London - East","40","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Prison and Probation Service","Inner London - West","70","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Prison and Probation Service","Kent","125","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Prison and Probation Service","Lancashire","120","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Prison and Probation Service","Leicestershire, Rutland and Northamptonshire","130","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Prison and Probation Service","Lincolnshire","55","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Prison and Probation Service","Merseyside","40","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Prison and Probation Service","North Yorkshire","5","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Prison and Probation Service","Northumberland and Tyne and Wear","20","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Prison and Probation Service","Outer London - East and North East","45","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Prison and Probation Service","Outer London - South","10","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Prison and Probation Service","Outer London - West and North West","25","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Prison and Probation Service","Shropshire and Staffordshire","115","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Prison and Probation Service","South Yorkshire","85","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Prison and Probation Service","Surrey, East and West Sussex","105","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Prison and Probation Service","Tees Valley and Durham","145","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Prison and Probation Service","West Midlands","35","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Prison and Probation Service","West Wales and The Valleys","30","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Prison and Probation Service","West Yorkshire","140","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Revenue and Customs (excl. agencies)","Bedfordshire and Hertfordshire","100","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Revenue and Customs (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","10","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Revenue and Customs (excl. agencies)","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Revenue and Customs (excl. agencies)","Derbyshire and Nottinghamshire","55","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Revenue and Customs (excl. agencies)","Devon","70","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Revenue and Customs (excl. agencies)","East Anglia","125","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Revenue and Customs (excl. agencies)","East Wales","330","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Revenue and Customs (excl. agencies)","East Yorkshire and Northern Lincolnshire","140","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Revenue and Customs (excl. agencies)","Eastern Scotland","230","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Revenue and Customs (excl. agencies)","Essex","40","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Revenue and Customs (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","15","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Revenue and Customs (excl. agencies)","Greater Manchester","115","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Revenue and Customs (excl. agencies)","Hampshire and Isle of Wight","30","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Revenue and Customs (excl. agencies)","Inner London - East","70","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Revenue and Customs (excl. agencies)","Inner London - West","140","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Revenue and Customs (excl. agencies)","Kent","70","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Revenue and Customs (excl. agencies)","Lancashire","55","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Revenue and Customs (excl. agencies)","Leicestershire, Rutland and Northamptonshire","115","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Revenue and Customs (excl. agencies)","Lincolnshire","55","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Revenue and Customs (excl. agencies)","Merseyside","130","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Revenue and Customs (excl. agencies)","North Eastern Scotland","50","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Revenue and Customs (excl. agencies)","Northern Ireland","85","[c]","[c]","[c]"
