"Status","Year","Disability","Ethnicity","Function_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Undeclared","Grants Management","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Human Resources","London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Human Resources","Outside London","25","20","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Legal","London","15","10","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Legal","Outside London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","No function","London","120","115","39020","35670"
"In post","2021","Declared disabled","Undeclared","No function","Outside London","475","435","29820","28130"
"In post","2021","Declared disabled","Undeclared","No function","Overseas","10","10","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Project Delivery","London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Project Delivery","Outside London","125","120","39170","39250"
"In post","2021","Declared disabled","Undeclared","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Property","London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Property","Outside London","30","30","33970","33300"
"In post","2021","Declared disabled","Undeclared","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Security","London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Security","Outside London","35","35","32650","33470"
"In post","2021","Declared disabled","Undeclared","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Unknown","London","190","175","32570","31060"
"In post","2021","Declared disabled","Undeclared","Unknown","Outside London","765","680","27080","27570"
"In post","2021","Declared disabled","Undeclared","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Analysis","London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Analysis","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Commercial","Outside London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Communications","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Counter Fraud","London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Counter Fraud","Outside London","35","30","33320","31810"
"In post","2021","Declared disabled","Unknown","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Debt","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Debt","Outside London","15","10","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Digital, Data & Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Digital, Data & Technology","Outside London","25","20","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Finance","London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Finance","Outside London","15","10","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Grants Management","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Grants Management","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Human Resources","London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Human Resources","Outside London","15","10","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Legal","London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Legal","Outside London","40","35","35200","28890"
"In post","2021","Declared disabled","Unknown","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","No function","London","135","130","38280","34650"
"In post","2021","Declared disabled","Unknown","No function","Outside London","465","395","28210","26370"
"In post","2021","Declared disabled","Unknown","No function","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Project Delivery","London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Project Delivery","Outside London","50","50","35430","32730"
"In post","2021","Declared disabled","Unknown","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Property","London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Property","Outside London","35","35","28090","26240"
"In post","2021","Declared disabled","Unknown","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Security","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Security","Outside London","25","20","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Unknown","London","35","35","38130","31060"
"In post","2021","Declared disabled","Unknown","Unknown","Outside London","240","215","28440","27570"
"In post","2021","Declared disabled","Unknown","Unknown","Overseas","5","5","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","White","Analysis","London","170","160","47920","43500"
"In post","2021","Declared disabled","White","Analysis","Outside London","320","305","37130","36250"
"In post","2021","Declared disabled","White","Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","White","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","White","Commercial","London","70","70","45030","40840"
"In post","2021","Declared disabled","White","Commercial","Outside London","390","375","37430","34800"
"In post","2021","Declared disabled","White","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","White","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","White","Communications","London","80","80","43100","40030"
"In post","2021","Declared disabled","White","Communications","Outside London","375","350","29950","26780"
"In post","2021","Declared disabled","White","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","White","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","White","Counter Fraud","London","90","85","40230","36160"
"In post","2021","Declared disabled","White","Counter Fraud","Outside London","565","520","32020","31810"
"In post","2021","Declared disabled","White","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","White","Debt","London","20","20","[c]","[c]"
"In post","2021","Declared disabled","White","Debt","Outside London","285","245","22560","21440"
"In post","2021","Declared disabled","White","Digital, Data & Technology","London","190","185","47400","46890"
"In post","2021","Declared disabled","White","Digital, Data & Technology","Outside London","695","660","36770","33840"
"In post","2021","Declared disabled","White","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","White","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","White","Finance","London","115","115","53530","51970"
"In post","2021","Declared disabled","White","Finance","Outside London","555","505","34390","31810"
"In post","2021","Declared disabled","White","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","White","Grants Management","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","White","Grants Management","Outside London","135","120","25520","21050"
"In post","2021","Declared disabled","White","Human Resources","London","240","230","49080","42570"
"In post","2021","Declared disabled","White","Human Resources","Outside London","775","725","35060","31810"
"In post","2021","Declared disabled","White","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","White","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","White","Internal Audit","London","10","10","[c]","[c]"
"In post","2021","Declared disabled","White","Internal Audit","Outside London","60","60","41970","39980"
"In post","2021","Declared disabled","White","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","White","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","White","Legal","London","280","260","51650","52090"
"In post","2021","Declared disabled","White","Legal","Outside London","655","605","41070","38000"
"In post","2021","Declared disabled","White","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","White","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","White","No function","London","2320","2245","42300","36980"
"In post","2021","Declared disabled","White","No function","Outside London","11805","10730","28700","25880"
"In post","2021","Declared disabled","White","No function","Overseas","95","95","50310","53470"
"In post","2021","Declared disabled","White","No function","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","White","Project Delivery","London","315","300","52270","53610"
"In post","2021","Declared disabled","White","Project Delivery","Outside London","1850","1765","36640","33740"
"In post","2021","Declared disabled","White","Project Delivery","Overseas","35","35","55290","54670"
"In post","2021","Declared disabled","White","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","White","Property","London","70","65","44400","36160"
"In post","2021","Declared disabled","White","Property","Outside London","515","485","32860","31810"
"In post","2021","Declared disabled","White","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","White","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","White","Security","London","70","70","43520","42110"
"In post","2021","Declared disabled","White","Security","Outside London","460","440","29880","26670"
"In post","2021","Declared disabled","White","Security","Overseas","10","10","[c]","[c]"
