"Status","Year","Organisation","Region_ITL3","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Animal and Plant Health Agency","Cardiff and Vale of Glamorgan","Heterosexual / straight","60","55","27560","21050"
"In post","2021","Animal and Plant Health Agency","Cardiff and Vale of Glamorgan","LGBO","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cardiff and Vale of Glamorgan","Undeclared","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cardiff and Vale of Glamorgan","Unknown","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Central Hampshire","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Central Hampshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Central Hampshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cheshire East","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cheshire East","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cheshire East","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cheshire East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","City of Edinburgh","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","City of Edinburgh","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cornwall and Isles of Scilly","Heterosexual / straight","40","35","32330","26520"
"In post","2021","Animal and Plant Health Agency","Cornwall and Isles of Scilly","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cornwall and Isles of Scilly","Undeclared","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cornwall and Isles of Scilly","Unknown","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Devon CC","Heterosexual / straight","150","140","27590","21050"
"In post","2021","Animal and Plant Health Agency","Devon CC","LGBO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Devon CC","Undeclared","20","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Devon CC","Unknown","30","30","26610","24920"
"In post","2021","Animal and Plant Health Agency","Dorset CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Dorset CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Dorset CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Dorset CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Dumfries and Galloway","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Dumfries and Galloway","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Dumfries and Galloway","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Cumbria","Heterosexual / straight","115","110","25140","21050"
"In post","2021","Animal and Plant Health Agency","East Cumbria","LGBO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Cumbria","Undeclared","25","25","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Cumbria","Unknown","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Kent","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Kent","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Kent","Unknown","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Lothian and Midlothian","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Lothian and Midlothian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Lothian and Midlothian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Lothian and Midlothian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Riding of Yorkshire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Riding of Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Riding of Yorkshire","Undeclared","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Gloucestershire","Heterosexual / straight","40","35","32280","29180"
"In post","2021","Animal and Plant Health Agency","Gloucestershire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Gloucestershire","Undeclared","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Gloucestershire","Unknown","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Gwynedd","Heterosexual / straight","40","35","25910","25100"
"In post","2021","Animal and Plant Health Agency","Gwynedd","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Gwynedd","Undeclared","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Gwynedd","Unknown","20","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Harrow and Hillingdon","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Harrow and Hillingdon","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Harrow and Hillingdon","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Harrow and Hillingdon","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Heart of Essex","Heterosexual / straight","30","25","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Heart of Essex","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Heart of Essex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Heart of Essex","Unknown","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Hertfordshire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Hertfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Hertfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Hounslow and Richmond upon Thames","Heterosexual / straight","45","45","32050","31460"
"In post","2021","Animal and Plant Health Agency","Hounslow and Richmond upon Thames","LGBO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Hounslow and Richmond upon Thames","Undeclared","15","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Hounslow and Richmond upon Thames","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Inverness and Nairn and Moray, Badenoch and Strathspey","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Inverness and Nairn and Moray, Badenoch and Strathspey","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Inverness and Nairn and Moray, Badenoch and Strathspey","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Inverness and Nairn and Moray, Badenoch and Strathspey","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Leeds","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Leeds","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Leicestershire CC and Rutland","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Leicestershire CC and Rutland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Leicestershire CC and Rutland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Leicestershire CC and Rutland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Lincolnshire","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Manchester","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Manchester","LGBO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Manchester","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Mid Kent","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Mid Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Mid Kent","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Mid Lancashire","Heterosexual / straight","55","50","30470","25670"
"In post","2021","Animal and Plant Health Agency","Mid Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Mid Lancashire","Undeclared","10","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Mid Lancashire","Unknown","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North and West Norfolk","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North and West Norfolk","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North and West Norfolk","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North Yorkshire CC","Heterosexual / straight","85","80","31400","29180"
"In post","2021","Animal and Plant Health Agency","North Yorkshire CC","LGBO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North Yorkshire CC","Undeclared","25","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North Yorkshire CC","Unknown","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Northumberland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Northumberland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Norwich and East Norfolk","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Norwich and East Norfolk","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Norwich and East Norfolk","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Nottingham","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Nottingham","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Nottingham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Oxfordshire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Oxfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Oxfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Perth and Kinross and Stirling","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Perth and Kinross and Stirling","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Perth and Kinross and Stirling","Undeclared","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Perth and Kinross and Stirling","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Powys","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Powys","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Powys","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Powys","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scottish Borders","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scottish Borders","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scottish Borders","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Shropshire CC","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Shropshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Shropshire CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Shropshire CC","Unknown","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Somerset","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Somerset","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Somerset","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Somerset","Unknown","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South and West Derbyshire","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South and West Derbyshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South and West Derbyshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South Ayrshire","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South Ayrshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South Ayrshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South Ayrshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South Lanarkshire","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South Lanarkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South Nottinghamshire","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South West Wales","Heterosexual / straight","105","100","28200","25100"
"In post","2021","Animal and Plant Health Agency","South West Wales","LGBO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South West Wales","Undeclared","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South West Wales","Unknown","30","25","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Staffordshire CC","Heterosexual / straight","35","30","26430","21050"
"In post","2021","Animal and Plant Health Agency","Staffordshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Staffordshire CC","Undeclared","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Staffordshire CC","Unknown","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Suffolk","Heterosexual / straight","35","30","31310","28710"
"In post","2021","Animal and Plant Health Agency","Suffolk","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Suffolk","Undeclared","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Suffolk","Unknown","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Telford and Wrekin","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Telford and Wrekin","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Telford and Wrekin","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Thurrock","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Thurrock","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Thurrock","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Tyneside","Heterosexual / straight","30","25","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Tyneside","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Tyneside","Undeclared","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Tyneside","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","West Surrey","Heterosexual / straight","395","375","33020","28550"
"In post","2021","Animal and Plant Health Agency","West Surrey","LGBO","25","25","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","West Surrey","Undeclared","70","65","39080","33890"
"In post","2021","Animal and Plant Health Agency","West Surrey","Unknown","75","70","30420","24370"
"In post","2021","Animal and Plant Health Agency","West Sussex (North East)","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","West Sussex (North East)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","West Sussex (North East)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","West Sussex (North East)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Westminster","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Westminster","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Westminster","Undeclared","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Westminster","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Wiltshire","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Wiltshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Wiltshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Wiltshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Worcestershire","Heterosexual / straight","120","110","29830","26520"
"In post","2021","Animal and Plant Health Agency","Worcestershire","LGBO","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Worcestershire","Undeclared","20","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Worcestershire","Unknown","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","York","Heterosexual / straight","45","45","24490","22360"
"In post","2021","Animal and Plant Health Agency","York","LGBO","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","York","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","York","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Westminster","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Attorney General's Office","Westminster","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Westminster","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Westminster","Unknown","30","25","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Ards and North Down","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Ards and North Down","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Ards and North Down","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Bath and North East Somerset, North Somerset and South Gloucestershire","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Bath and North East Somerset, North Somerset and South Gloucestershire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","35","35","68070","54700"
"In post","2021","Cabinet Office (excl. agencies)","Belfast","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Belfast","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Berkshire","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Berkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Berkshire","Undeclared","[c]","[c]","[c]","[c]"
