"Status","Year","Profession_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Internal Audit","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","G6/G7","G6","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","G6/G7","G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","SEO/HEO","SEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","AA/AO","AO","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","EO","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","EO","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","G6/G7","G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","SEO/HEO","HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","AA/AO","AO","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","AA/AO","AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","EO","EO","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","EO","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","G6/G7","G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","SEO/HEO","HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","SEO/HEO","HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","SEO/HEO","SEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","SEO/HEO","SEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","EO","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Legal","EO","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Legal","G6/G7","G6","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Legal","G6/G7","G6","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Legal","G6/G7","G7","Female","105","[c]","56000","55610"
"Leaver CS","2021","Legal","G6/G7","G7","Male","95","[c]","56050","55610"
"Leaver CS","2021","Legal","SCS level","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Legal","SCS level","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Legal","SEO/HEO","HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Legal","SEO/HEO","HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Legal","SEO/HEO","SEO","Female","65","[c]","43470","43460"
"Leaver CS","2021","Legal","SEO/HEO","SEO","Male","30","[c]","43790","43460"
"Leaver CS","2021","Medicine","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","AA/AO","AO","Female","35","[c]","22120","21910"
"Leaver CS","2021","Medicine","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","EO","EO","Female","35","[c]","29660","30620"
"Leaver CS","2021","Medicine","EO","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","G6/G7","G6","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","G6/G7","G6","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","G6/G7","G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","G6/G7","G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","SCS level","SCS level","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","SCS level","SCS level","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","SEO/HEO","HEO","Female","30","[c]","35880","37890"
"Leaver CS","2021","Medicine","SEO/HEO","HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","SEO/HEO","SEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","SEO/HEO","SEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","AA/AO","AA","Female","590","[c]","17890","17540"
"Leaver CS","2021","Operational Delivery","AA/AO","AA","Male","520","[c]","18390","17990"
"Leaver CS","2021","Operational Delivery","AA/AO","AO","Female","1995","[c]","21090","21050"
"Leaver CS","2021","Operational Delivery","AA/AO","AO","Male","2100","[c]","21520","21170"
"Leaver CS","2021","Operational Delivery","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","EO","EO","Female","590","[c]","26460","26410"
"Leaver CS","2021","Operational Delivery","EO","EO","Male","685","[c]","28220","27000"
"Leaver CS","2021","Operational Delivery","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","G6/G7","G6","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","G6/G7","G6","Male","45","[c]","71710","68650"
"Leaver CS","2021","Operational Delivery","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","G6/G7","G7","Female","95","[c]","54110","53170"
"Leaver CS","2021","Operational Delivery","G6/G7","G7","Male","100","[c]","56190","55710"
"Leaver CS","2021","Operational Delivery","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","SCS level","SCS level","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","SCS level","SCS level","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","SEO/HEO","HEO","Female","250","[c]","32230","32140"
"Leaver CS","2021","Operational Delivery","SEO/HEO","HEO","Male","275","[c]","34840","33840"
"Leaver CS","2021","Operational Delivery","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","SEO/HEO","SEO","Female","135","[c]","40930","40070"
"Leaver CS","2021","Operational Delivery","SEO/HEO","SEO","Male","180","[c]","45480","43960"
"Leaver CS","2021","Operational Delivery","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","Unknown","Female","450","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","Unknown","Male","160","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","AA/AO","AA","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","AA/AO","AA","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","EO","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","EO","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","G6/G7","G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","G6/G7","G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","SEO/HEO","SEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Other","AA/AO","AA","Female","70","[c]","19330","19560"
"Leaver CS","2021","Other","AA/AO","AA","Male","110","[c]","19030","18800"
"Leaver CS","2021","Other","AA/AO","AO","Female","210","[c]","21440","21130"
"Leaver CS","2021","Other","AA/AO","AO","Male","100","[c]","22180","21370"
"Leaver CS","2021","Other","EO","EO","Female","120","[c]","25680","26670"
"Leaver CS","2021","Other","EO","EO","Male","305","[c]","27750","29100"
"Leaver CS","2021","Other","G6/G7","G6","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Other","G6/G7","G6","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Other","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","G6/G7","G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Other","G6/G7","G7","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","Other","SCS level","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Other","SCS level","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Other","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","SEO/HEO","HEO","Female","115","[c]","34680","35430"
"Leaver CS","2021","Other","SEO/HEO","HEO","Male","120","[c]","33410","33300"
"Leaver CS","2021","Other","SEO/HEO","SEO","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Other","SEO/HEO","SEO","Male","50","[c]","39540","40660"
"Leaver CS","2021","Other","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Unknown","Unknown","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Other","Unknown","Unknown","Male","160","[c]","36220","33270"
"Leaver CS","2021","Planning","EO","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","EO","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","EO","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","EO","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","G6/G7","G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","AA/AO","AA","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Policy","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","AA/AO","AO","Female","40","[c]","22420","21590"
"Leaver CS","2021","Policy","AA/AO","AO","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","Policy","EO","EO","Female","75","[c]","24650","26550"
"Leaver CS","2021","Policy","EO","EO","Male","50","[c]","25890","27310"
"Leaver CS","2021","Policy","G6/G7","G6","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","Policy","G6/G7","G6","Male","40","[c]","69620","65590"
"Leaver CS","2021","Policy","G6/G7","G7","Female","90","[c]","54580","53820"
"Leaver CS","2021","Policy","G6/G7","G7","Male","105","[c]","55560","54460"
"Leaver CS","2021","Policy","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","SCS level","SCS level","Female","35","[c]","83230","77450"
"Leaver CS","2021","Policy","SCS level","SCS level","Male","35","[c]","96810","87770"
"Leaver CS","2021","Policy","SEO/HEO","HEO","Female","80","[c]","33760","33300"
"Leaver CS","2021","Policy","SEO/HEO","HEO","Male","95","[c]","33870","33590"
"Leaver CS","2021","Policy","SEO/HEO","SEO","Female","55","[c]","40360","40510"
"Leaver CS","2021","Policy","SEO/HEO","SEO","Male","55","[c]","40600","40150"
"Leaver CS","2021","Policy","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","AA/AO","AO","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","EO","EO","Female","45","[c]","23440","25970"
"Leaver CS","2021","Project Delivery","EO","EO","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","G6/G7","G6","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","G6/G7","G6","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","G6/G7","G7","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","G6/G7","G7","Male","45","[c]","54080","53950"
"Leaver CS","2021","Project Delivery","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","SCS level","SCS level","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","SEO/HEO","HEO","Female","55","[c]","31780","32430"
"Leaver CS","2021","Project Delivery","SEO/HEO","HEO","Male","50","[c]","32820","32740"
"Leaver CS","2021","Project Delivery","SEO/HEO","SEO","Female","35","[c]","39120","39900"
"Leaver CS","2021","Project Delivery","SEO/HEO","SEO","Male","85","[c]","41640","40580"
"Leaver CS","2021","Project Delivery","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","Unknown","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Property","AA/AO","AA","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Property","AA/AO","AA","Male","35","[c]","17970","17230"
"Leaver CS","2021","Property","AA/AO","AO","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Property","AA/AO","AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Property","EO","EO","Female","50","[c]","25830","26000"
"Leaver CS","2021","Property","EO","EO","Male","90","[c]","26060","25500"
"Leaver CS","2021","Property","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","G6/G7","G6","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Property","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","G6/G7","G7","Male","30","[c]","55370","56690"
"Leaver CS","2021","Property","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","SEO/HEO","HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Property","SEO/HEO","HEO","Male","55","[c]","33970","33300"
"Leaver CS","2021","Property","SEO/HEO","SEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Property","SEO/HEO","SEO","Male","55","[c]","42920","42920"
"Leaver CS","2021","Property","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","AA/AO","AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","EO","EO","Female","40","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","EO","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","SEO/HEO","HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","SEO/HEO","SEO","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","AA/AO","AA","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","AA/AO","AA","Male","50","[c]","17460","17180"
"Leaver CS","2021","Science and Engineering","AA/AO","AO","Female","90","[c]","21500","21400"
"Leaver CS","2021","Science and Engineering","AA/AO","AO","Male","70","[c]","21590","21720"
"Leaver CS","2021","Science and Engineering","EO","EO","Female","40","[c]","25610","25050"
"Leaver CS","2021","Science and Engineering","EO","EO","Male","70","[c]","24470","25190"
"Leaver CS","2021","Science and Engineering","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","G6/G7","G6","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","G6/G7","G7","Female","35","[c]","52700","51670"
"Leaver CS","2021","Science and Engineering","G6/G7","G7","Male","35","[c]","53610","54200"
"Leaver CS","2021","Science and Engineering","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","SCS level","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","SEO/HEO","HEO","Female","65","[c]","31750","32310"
"Leaver CS","2021","Science and Engineering","SEO/HEO","HEO","Male","125","[c]","32300","32430"
"Leaver CS","2021","Science and Engineering","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","SEO/HEO","SEO","Female","60","[c]","40480","40560"
"Leaver CS","2021","Science and Engineering","SEO/HEO","SEO","Male","90","[c]","41290","40770"
"Leaver CS","2021","Science and Engineering","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Unknown","Unknown","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","Security","AA/AO","AA","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Security","AA/AO","AA","Male","110","[c]","20030","19560"
"Leaver CS","2021","Security","AA/AO","AO","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Security","AA/AO","AO","Male","155","[c]","33680","38120"
"Leaver CS","2021","Security","EO","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Security","EO","EO","Male","40","[c]","32400","29220"
"Leaver CS","2021","Security","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","G6/G7","G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Security","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","SEO/HEO","HEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Security","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","SEO/HEO","SEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","AA/AO","AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","EO","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","EO","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","SEO/HEO","HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","SEO/HEO","SEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","SEO/HEO","SEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","AA/AO","AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","AA/AO","AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","EO","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","EO","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","SEO/HEO","HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA/AO","AA","Female","175","[c]","21080","21510"
"Leaver CS","2021","Unknown","AA/AO","AA","Male","185","[c]","20830","21150"
"Leaver CS","2021","Unknown","AA/AO","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA/AO","AO","Female","3100","[c]","21230","21010"
"Leaver CS","2021","Unknown","AA/AO","AO","Male","1635","[c]","21480","21010"
"Leaver CS","2021","Unknown","EO","EO","Female","2145","[c]","27890","27570"
"Leaver CS","2021","Unknown","EO","EO","Male","1355","[c]","27980","27570"
"Leaver CS","2021","Unknown","EO","EO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","G6","Female","135","[c]","70820","69500"
"Leaver CS","2021","Unknown","G6/G7","G6","Male","165","[c]","71540","70880"
"Leaver CS","2021","Unknown","G6/G7","G6","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","G7","Female","250","[c]","54650","54700"
"Leaver CS","2021","Unknown","G6/G7","G7","Male","315","[c]","55990","55650"
"Leaver CS","2021","Unknown","G6/G7","G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS level","SCS level","Female","60","[c]","91170","83730"
"Leaver CS","2021","Unknown","SCS level","SCS level","Male","100","[c]","104330","92000"
"Leaver CS","2021","Unknown","SCS level","SCS level","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","HEO","Female","740","[c]","32960","33450"
"Leaver CS","2021","Unknown","SEO/HEO","HEO","Male","690","[c]","33520","33630"
