"Status","Year","Disability","Region_ITL3","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Barnsley, Doncaster and Rotherham","Outside London","Unknown","35","30","25360","25860"
"In post","2021","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","Heterosexual / straight","1020","975","36570","33440"
"In post","2021","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","LGBO","85","80","31560","29000"
"In post","2021","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","Undeclared","195","185","39100","37440"
"In post","2021","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","Unknown","45","45","34350","32490"
"In post","2021","Declared disabled","Bedford","Outside London","Heterosexual / straight","80","75","30480","28500"
"In post","2021","Declared disabled","Bedford","Outside London","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Bedford","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Bedford","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Belfast","Outside London","Heterosexual / straight","180","165","28520","26520"
"In post","2021","Declared disabled","Belfast","Outside London","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Belfast","Outside London","Undeclared","25","20","[c]","[c]"
"In post","2021","Declared disabled","Belfast","Outside London","Unknown","25","20","[c]","[c]"
"In post","2021","Declared disabled","Berkshire","Outside London","Heterosexual / straight","240","230","33430","31810"
"In post","2021","Declared disabled","Berkshire","Outside London","LGBO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Berkshire","Outside London","Undeclared","40","40","33520","29290"
"In post","2021","Declared disabled","Berkshire","Outside London","Unknown","25","20","[c]","[c]"
"In post","2021","Declared disabled","Bexley and Greenwich","London","Heterosexual / straight","130","125","30090","30780"
"In post","2021","Declared disabled","Bexley and Greenwich","London","LGBO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Bexley and Greenwich","London","Undeclared","20","20","[c]","[c]"
"In post","2021","Declared disabled","Bexley and Greenwich","London","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Birmingham","Outside London","Heterosexual / straight","940","860","29730","27570"
"In post","2021","Declared disabled","Birmingham","Outside London","LGBO","95","90","28450","27570"
"In post","2021","Declared disabled","Birmingham","Outside London","Undeclared","120","110","28200","27320"
"In post","2021","Declared disabled","Birmingham","Outside London","Unknown","120","100","28210","26410"
"In post","2021","Declared disabled","Blackburn with Darwen","Outside London","Heterosexual / straight","55","50","27370","27570"
"In post","2021","Declared disabled","Blackburn with Darwen","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Blackburn with Darwen","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Blackburn with Darwen","Outside London","Unknown","10","5","[c]","[c]"
"In post","2021","Declared disabled","Blackpool","Outside London","Heterosexual / straight","550","485","27600","27570"
"In post","2021","Declared disabled","Blackpool","Outside London","LGBO","50","50","26500","27570"
"In post","2021","Declared disabled","Blackpool","Outside London","Undeclared","80","70","28760","27570"
"In post","2021","Declared disabled","Blackpool","Outside London","Unknown","85","75","26100","27570"
"In post","2021","Declared disabled","Bournemouth and Poole","Outside London","Heterosexual / straight","85","75","25980","27370"
"In post","2021","Declared disabled","Bournemouth and Poole","Outside London","LGBO","10","5","[c]","[c]"
"In post","2021","Declared disabled","Bournemouth and Poole","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared disabled","Bournemouth and Poole","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Bradford","Outside London","Heterosexual / straight","250","210","26500","25560"
"In post","2021","Declared disabled","Bradford","Outside London","LGBO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Bradford","Outside London","Undeclared","30","20","[c]","[c]"
"In post","2021","Declared disabled","Bradford","Outside London","Unknown","45","35","24640","21440"
"In post","2021","Declared disabled","Breckland and South Norfolk","Outside London","Heterosexual / straight","40","40","27610","27570"
"In post","2021","Declared disabled","Breckland and South Norfolk","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Breckland and South Norfolk","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Breckland and South Norfolk","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Brent","London","Heterosexual / straight","45","40","31310","31060"
"In post","2021","Declared disabled","Brent","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Brent","London","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Brent","London","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Bridgend and Neath Port Talbot","Outside London","Heterosexual / straight","95","80","26880","27570"
"In post","2021","Declared disabled","Bridgend and Neath Port Talbot","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bridgend and Neath Port Talbot","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Bridgend and Neath Port Talbot","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Brighton and Hove","Outside London","Heterosexual / straight","55","50","29990","27570"
"In post","2021","Declared disabled","Brighton and Hove","Outside London","LGBO","25","25","[c]","[c]"
"In post","2021","Declared disabled","Brighton and Hove","Outside London","Undeclared","15","10","[c]","[c]"
"In post","2021","Declared disabled","Brighton and Hove","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bristol, City of","Outside London","Heterosexual / straight","480","435","32980","28130"
"In post","2021","Declared disabled","Bristol, City of","Outside London","LGBO","70","65","32910","29360"
"In post","2021","Declared disabled","Bristol, City of","Outside London","Undeclared","75","65","31940","27570"
"In post","2021","Declared disabled","Bristol, City of","Outside London","Unknown","45","40","28560","27570"
"In post","2021","Declared disabled","Bromley","London","Heterosexual / straight","50","45","31170","31060"
"In post","2021","Declared disabled","Bromley","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bromley","London","Undeclared","10","5","[c]","[c]"
"In post","2021","Declared disabled","Bromley","London","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Buckinghamshire CC","Outside London","Heterosexual / straight","150","145","30660","28200"
"In post","2021","Declared disabled","Buckinghamshire CC","Outside London","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Buckinghamshire CC","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared disabled","Buckinghamshire CC","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Caithness and Sutherland and Ross and Cromarty","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Declared disabled","Caithness and Sutherland and Ross and Cromarty","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Caithness and Sutherland and Ross and Cromarty","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Caithness and Sutherland and Ross and Cromarty","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Calderdale and Kirklees","Outside London","Heterosexual / straight","140","120","26500","27570"
"In post","2021","Declared disabled","Calderdale and Kirklees","Outside London","LGBO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Calderdale and Kirklees","Outside London","Undeclared","20","15","[c]","[c]"
"In post","2021","Declared disabled","Calderdale and Kirklees","Outside London","Unknown","15","10","[c]","[c]"
"In post","2021","Declared disabled","Cambridgeshire CC","Outside London","Heterosexual / straight","265","250","33000","31650"
"In post","2021","Declared disabled","Cambridgeshire CC","Outside London","LGBO","25","25","[c]","[c]"
"In post","2021","Declared disabled","Cambridgeshire CC","Outside London","Undeclared","40","35","35430","33300"
"In post","2021","Declared disabled","Cambridgeshire CC","Outside London","Unknown","15","15","[c]","[c]"
"In post","2021","Declared disabled","Camden and City of London","London","Heterosexual / straight","200","190","35370","30460"
"In post","2021","Declared disabled","Camden and City of London","London","LGBO","30","30","35500","30930"
"In post","2021","Declared disabled","Camden and City of London","London","Undeclared","30","30","30890","29570"
"In post","2021","Declared disabled","Camden and City of London","London","Unknown","30","25","[c]","[c]"
"In post","2021","Declared disabled","Cardiff and Vale of Glamorgan","Outside London","Heterosexual / straight","795","730","32190","27570"
"In post","2021","Declared disabled","Cardiff and Vale of Glamorgan","Outside London","LGBO","100","95","30760","27570"
"In post","2021","Declared disabled","Cardiff and Vale of Glamorgan","Outside London","Undeclared","115","105","31660","27570"
"In post","2021","Declared disabled","Cardiff and Vale of Glamorgan","Outside London","Unknown","75","60","26390","21440"
"In post","2021","Declared disabled","Causeway Coast and Glens","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Causeway Coast and Glens","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Causeway Coast and Glens","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Causeway Coast and Glens","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Central Bedfordshire","Outside London","Heterosexual / straight","35","35","31140","26670"
"In post","2021","Declared disabled","Central Bedfordshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Central Bedfordshire","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Central Bedfordshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Central Hampshire","Outside London","Heterosexual / straight","350","335","34690","33300"
"In post","2021","Declared disabled","Central Hampshire","Outside London","LGBO","25","25","[c]","[c]"
"In post","2021","Declared disabled","Central Hampshire","Outside London","Undeclared","45","45","32300","30510"
"In post","2021","Declared disabled","Central Hampshire","Outside London","Unknown","15","15","[c]","[c]"
"In post","2021","Declared disabled","Central Valleys","Outside London","Heterosexual / straight","135","125","28590","27570"
"In post","2021","Declared disabled","Central Valleys","Outside London","LGBO","15","10","[c]","[c]"
"In post","2021","Declared disabled","Central Valleys","Outside London","Undeclared","20","20","[c]","[c]"
"In post","2021","Declared disabled","Central Valleys","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Cheshire East","Outside London","Heterosexual / straight","65","60","30700","27570"
"In post","2021","Declared disabled","Cheshire East","Outside London","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Cheshire East","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared disabled","Cheshire East","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Cheshire West and Chester","Outside London","Heterosexual / straight","65","60","25340","27570"
"In post","2021","Declared disabled","Cheshire West and Chester","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cheshire West and Chester","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Cheshire West and Chester","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chorley and West Lancashire","Outside London","Heterosexual / straight","105","95","28470","27380"
"In post","2021","Declared disabled","Chorley and West Lancashire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chorley and West Lancashire","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Chorley and West Lancashire","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","City of Edinburgh","Outside London","Heterosexual / straight","745","705","36810","32140"
"In post","2021","Declared disabled","City of Edinburgh","Outside London","LGBO","140","135","35950","31810"
"In post","2021","Declared disabled","City of Edinburgh","Outside London","Undeclared","80","80","37520","31970"
"In post","2021","Declared disabled","City of Edinburgh","Outside London","Unknown","135","120","32670","30080"
"In post","2021","Declared disabled","Clackmannanshire and Fife","Outside London","Heterosexual / straight","115","105","30200","27570"
"In post","2021","Declared disabled","Clackmannanshire and Fife","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Clackmannanshire and Fife","Outside London","Undeclared","25","20","[c]","[c]"
"In post","2021","Declared disabled","Clackmannanshire and Fife","Outside London","Unknown","25","25","[c]","[c]"
"In post","2021","Declared disabled","Conwy and Denbighshire","Outside London","Heterosexual / straight","60","55","32770","28530"
"In post","2021","Declared disabled","Conwy and Denbighshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Conwy and Denbighshire","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Conwy and Denbighshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","Outside London","Heterosexual / straight","155","140","26980","27570"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","Outside London","LGBO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","Outside London","Undeclared","20","15","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","Outside London","Unknown","20","15","[c]","[c]"
"In post","2021","Declared disabled","Coventry","Outside London","Heterosexual / straight","165","150","34380","30070"
"In post","2021","Declared disabled","Coventry","Outside London","LGBO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Coventry","Outside London","Undeclared","25","20","[c]","[c]"
"In post","2021","Declared disabled","Coventry","Outside London","Unknown","35","30","33620","30230"
"In post","2021","Declared disabled","Croydon","London","Heterosexual / straight","700","650","36840","32520"
"In post","2021","Declared disabled","Croydon","London","LGBO","65","65","39480","35140"
"In post","2021","Declared disabled","Croydon","London","Undeclared","125","115","36600","32350"
"In post","2021","Declared disabled","Croydon","London","Unknown","45","45","33550","31060"
"In post","2021","Declared disabled","Darlington","Outside London","Heterosexual / straight","85","80","34020","30230"
"In post","2021","Declared disabled","Darlington","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Darlington","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Darlington","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Derby","Outside London","Heterosexual / straight","105","95","25380","21010"
"In post","2021","Declared disabled","Derby","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Derby","Outside London","Undeclared","20","15","[c]","[c]"
"In post","2021","Declared disabled","Derby","Outside London","Unknown","15","15","[c]","[c]"
"In post","2021","Declared disabled","Derry City and Strabane","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Derry City and Strabane","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Derry City and Strabane","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Derry City and Strabane","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Devon CC","Outside London","Heterosexual / straight","370","325","28100","26330"
"In post","2021","Declared disabled","Devon CC","Outside London","LGBO","35","35","27160","27570"
"In post","2021","Declared disabled","Devon CC","Outside London","Undeclared","40","35","27000","25190"
"In post","2021","Declared disabled","Devon CC","Outside London","Unknown","135","120","32630","31990"
"In post","2021","Declared disabled","Dorset CC","Outside London","Heterosexual / straight","175","165","29260","27570"
"In post","2021","Declared disabled","Dorset CC","Outside London","LGBO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Dorset CC","Outside London","Undeclared","30","25","[c]","[c]"
"In post","2021","Declared disabled","Dorset CC","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Dudley","Outside London","Heterosexual / straight","125","110","25320","25410"
"In post","2021","Declared disabled","Dudley","Outside London","LGBO","15","10","[c]","[c]"
"In post","2021","Declared disabled","Dudley","Outside London","Undeclared","20","15","[c]","[c]"
"In post","2021","Declared disabled","Dudley","Outside London","Unknown","10","5","[c]","[c]"
"In post","2021","Declared disabled","Dumfries and Galloway","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Declared disabled","Dumfries and Galloway","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Dumfries and Galloway","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Dumfries and Galloway","Outside London","Unknown","10","5","[c]","[c]"
"In post","2021","Declared disabled","Durham CC","Outside London","Heterosexual / straight","435","380","26520","25310"
"In post","2021","Declared disabled","Durham CC","Outside London","LGBO","25","25","[c]","[c]"
"In post","2021","Declared disabled","Durham CC","Outside London","Undeclared","40","35","28610","25310"
"In post","2021","Declared disabled","Durham CC","Outside London","Unknown","45","40","26660","27130"
"In post","2021","Declared disabled","Ealing","London","Heterosexual / straight","65","60","32180","31060"
"In post","2021","Declared disabled","Ealing","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ealing","London","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Ealing","London","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","East Ayrshire and North Ayrshire mainland","Outside London","Heterosexual / straight","75","65","25090","27150"
"In post","2021","Declared disabled","East Ayrshire and North Ayrshire mainland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Ayrshire and North Ayrshire mainland","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","East Ayrshire and North Ayrshire mainland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Cumbria","Outside London","Heterosexual / straight","80","75","27760","26520"
"In post","2021","Declared disabled","East Cumbria","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","East Cumbria","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared disabled","East Cumbria","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Derbyshire","Outside London","Heterosexual / straight","65","60","26430","27570"
"In post","2021","Declared disabled","East Derbyshire","Outside London","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","East Derbyshire","Outside London","Undeclared","15","10","[c]","[c]"
"In post","2021","Declared disabled","East Derbyshire","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Outside London","Heterosexual / straight","125","120","29720","27570"
"In post","2021","Declared disabled","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Outside London","Unknown","25","20","[c]","[c]"
"In post","2021","Declared disabled","East Kent","Outside London","Heterosexual / straight","340","310","28100","27370"
"In post","2021","Declared disabled","East Kent","Outside London","LGBO","30","30","27820","27370"
"In post","2021","Declared disabled","East Kent","Outside London","Undeclared","55","50","28250","27370"
"In post","2021","Declared disabled","East Kent","Outside London","Unknown","25","25","[c]","[c]"
"In post","2021","Declared disabled","East Lancashire","Outside London","Heterosexual / straight","70","65","25410","27570"
"In post","2021","Declared disabled","East Lancashire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Lancashire","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","East Lancashire","Outside London","Unknown","10","5","[c]","[c]"
"In post","2021","Declared disabled","East Lothian and Midlothian","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Declared disabled","East Lothian and Midlothian","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Lothian and Midlothian","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Lothian and Midlothian","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Merseyside","Outside London","Heterosexual / straight","135","115","27350","27570"
"In post","2021","Declared disabled","East Merseyside","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","East Merseyside","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","East Merseyside","Outside London","Unknown","15","15","[c]","[c]"
"In post","2021","Declared disabled","East Riding of Yorkshire","Outside London","Heterosexual / straight","135","130","27990","26930"
"In post","2021","Declared disabled","East Riding of Yorkshire","Outside London","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","East Riding of Yorkshire","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared disabled","East Riding of Yorkshire","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","East Surrey","Outside London","Heterosexual / straight","65","60","31680","30210"
"In post","2021","Declared disabled","East Surrey","Outside London","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","East Surrey","Outside London","Undeclared","10","5","[c]","[c]"
"In post","2021","Declared disabled","East Surrey","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","East Sussex CC","Outside London","Heterosexual / straight","200","170","25630","26780"
"In post","2021","Declared disabled","East Sussex CC","Outside London","LGBO","25","20","[c]","[c]"
"In post","2021","Declared disabled","East Sussex CC","Outside London","Undeclared","35","30","26170","26550"
"In post","2021","Declared disabled","East Sussex CC","Outside London","Unknown","25","20","[c]","[c]"
"In post","2021","Declared disabled","Enfield","London","Heterosexual / straight","40","35","31290","31060"
"In post","2021","Declared disabled","Enfield","London","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Enfield","London","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Enfield","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Essex Haven Gateway","Outside London","Heterosexual / straight","100","95","32650","29290"
"In post","2021","Declared disabled","Essex Haven Gateway","Outside London","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Essex Haven Gateway","Outside London","Undeclared","20","20","[c]","[c]"
"In post","2021","Declared disabled","Essex Haven Gateway","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Essex Thames Gateway","Outside London","Heterosexual / straight","125","110","27110","29050"
"In post","2021","Declared disabled","Essex Thames Gateway","Outside London","LGBO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Essex Thames Gateway","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared disabled","Essex Thames Gateway","Outside London","Unknown","20","15","[c]","[c]"
"In post","2021","Declared disabled","Falkirk","Outside London","Heterosexual / straight","120","105","27230","27570"
"In post","2021","Declared disabled","Falkirk","Outside London","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Falkirk","Outside London","Undeclared","15","10","[c]","[c]"
"In post","2021","Declared disabled","Falkirk","Outside London","Unknown","35","30","30130","33650"
"In post","2021","Declared disabled","Fermanagh and Omagh","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Fermanagh and Omagh","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Fermanagh and Omagh","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Fermanagh and Omagh","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Flintshire and Wrexham","Outside London","Heterosexual / straight","150","135","28000","26960"
"In post","2021","Declared disabled","Flintshire and Wrexham","Outside London","LGBO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Flintshire and Wrexham","Outside London","Undeclared","40","35","27350","27460"
"In post","2021","Declared disabled","Flintshire and Wrexham","Outside London","Unknown","15","10","[c]","[c]"
"In post","2021","Declared disabled","Glasgow City","Outside London","Heterosexual / straight","845","770","28840","26160"
"In post","2021","Declared disabled","Glasgow City","Outside London","LGBO","125","120","29640","26160"
"In post","2021","Declared disabled","Glasgow City","Outside London","Undeclared","110","100","27180","26140"
"In post","2021","Declared disabled","Glasgow City","Outside London","Unknown","105","90","30450","27570"
"In post","2021","Declared disabled","Gloucestershire","Outside London","Heterosexual / straight","115","100","27110","27570"
"In post","2021","Declared disabled","Gloucestershire","Outside London","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Gloucestershire","Outside London","Undeclared","25","25","[c]","[c]"
"In post","2021","Declared disabled","Gloucestershire","Outside London","Unknown","10","5","[c]","[c]"
"In post","2021","Declared disabled","Greater Manchester North East","Outside London","Heterosexual / straight","120","110","27640","27570"
"In post","2021","Declared disabled","Greater Manchester North East","Outside London","LGBO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Greater Manchester North East","Outside London","Undeclared","20","20","[c]","[c]"
"In post","2021","Declared disabled","Greater Manchester North East","Outside London","Unknown","15","10","[c]","[c]"
