"Status","Year","Ethnicity","Region_ITL2","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Bedfordshire and Hertfordshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Bedfordshire and Hertfordshire","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2021","Asian","Bedfordshire and Hertfordshire","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2021","Asian","Bedfordshire and Hertfordshire","Unknown","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Asian","Bedfordshire and Hertfordshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Bedfordshire and Hertfordshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Bedfordshire and Hertfordshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","Heterosexual / straight","155","140","23520","22410"
"In post","2021","Asian","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","LGBO","10","10","[c]","[c]"
"In post","2021","Asian","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","Undeclared","10","10","[c]","[c]"
"In post","2021","Asian","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","Unknown","25","20","[c]","[c]"
"In post","2021","Asian","Berkshire, Buckinghamshire and Oxfordshire","EO","Heterosexual / straight","190","180","28690","29290"
"In post","2021","Asian","Berkshire, Buckinghamshire and Oxfordshire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Berkshire, Buckinghamshire and Oxfordshire","EO","Undeclared","15","15","[c]","[c]"
"In post","2021","Asian","Berkshire, Buckinghamshire and Oxfordshire","EO","Unknown","20","20","[c]","[c]"
"In post","2021","Asian","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","Asian","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Berkshire, Buckinghamshire and Oxfordshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Heterosexual / straight","95","95","37800","38160"
"In post","2021","Asian","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Undeclared","10","5","[c]","[c]"
"In post","2021","Asian","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2021","Asian","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Asian","Berkshire, Buckinghamshire and Oxfordshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire","AA/AO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Asian","Cheshire","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire","EO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Asian","Cheshire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire","SEO/HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Asian","Cheshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cornwall and Isles of Scilly","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cornwall and Isles of Scilly","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cornwall and Isles of Scilly","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cornwall and Isles of Scilly","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cornwall and Isles of Scilly","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cornwall and Isles of Scilly","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cornwall and Isles of Scilly","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cornwall and Isles of Scilly","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cornwall and Isles of Scilly","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cornwall and Isles of Scilly","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cornwall and Isles of Scilly","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cornwall and Isles of Scilly","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cornwall and Isles of Scilly","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cornwall and Isles of Scilly","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cornwall and Isles of Scilly","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cornwall and Isles of Scilly","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cornwall and Isles of Scilly","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cornwall and Isles of Scilly","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cornwall and Isles of Scilly","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cornwall and Isles of Scilly","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cumbria","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cumbria","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cumbria","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cumbria","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cumbria","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cumbria","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cumbria","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cumbria","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cumbria","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cumbria","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cumbria","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cumbria","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cumbria","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cumbria","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cumbria","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cumbria","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cumbria","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cumbria","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cumbria","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cumbria","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cumbria","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Asian","Cumbria","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cumbria","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cumbria","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Derbyshire and Nottinghamshire","AA/AO","Heterosexual / straight","140","125","21100","21010"
"In post","2021","Asian","Derbyshire and Nottinghamshire","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Derbyshire and Nottinghamshire","AA/AO","Undeclared","10","10","[c]","[c]"
"In post","2021","Asian","Derbyshire and Nottinghamshire","AA/AO","Unknown","30","25","[c]","[c]"
"In post","2021","Asian","Derbyshire and Nottinghamshire","EO","Heterosexual / straight","145","135","26310","26700"
"In post","2021","Asian","Derbyshire and Nottinghamshire","EO","LGBO","10","10","[c]","[c]"
"In post","2021","Asian","Derbyshire and Nottinghamshire","EO","Undeclared","5","5","[c]","[c]"
"In post","2021","Asian","Derbyshire and Nottinghamshire","EO","Unknown","30","25","26680","27260"
"In post","2021","Asian","Derbyshire and Nottinghamshire","G6/G7","Heterosexual / straight","45","40","55220","52580"
"In post","2021","Asian","Derbyshire and Nottinghamshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Derbyshire and Nottinghamshire","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Derbyshire and Nottinghamshire","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","Derbyshire and Nottinghamshire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Derbyshire and Nottinghamshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Derbyshire and Nottinghamshire","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Derbyshire and Nottinghamshire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Derbyshire and Nottinghamshire","SEO/HEO","Heterosexual / straight","160","155","33460","31810"
"In post","2021","Asian","Derbyshire and Nottinghamshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Derbyshire and Nottinghamshire","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2021","Asian","Derbyshire and Nottinghamshire","SEO/HEO","Unknown","20","20","[c]","[c]"
"In post","2021","Asian","Derbyshire and Nottinghamshire","Unknown","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","Asian","Derbyshire and Nottinghamshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Derbyshire and Nottinghamshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Derbyshire and Nottinghamshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon","AA/AO","Heterosexual / straight","10","5","[c]","[c]"
"In post","2021","Asian","Devon","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon","EO","Heterosexual / straight","10","5","[c]","[c]"
"In post","2021","Asian","Devon","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon","EO","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","Devon","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon","SEO/HEO","Heterosexual / straight","10","5","[c]","[c]"
"In post","2021","Asian","Devon","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2021","Asian","Devon","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","AA/AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Anglia","AA/AO","Heterosexual / straight","160","125","21310","21430"
"In post","2021","Asian","East Anglia","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Anglia","AA/AO","Undeclared","20","15","[c]","[c]"
"In post","2021","Asian","East Anglia","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Anglia","EO","Heterosexual / straight","90","85","26570","27130"
"In post","2021","Asian","East Anglia","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Anglia","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Anglia","EO","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","East Anglia","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Asian","East Anglia","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Anglia","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Anglia","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Anglia","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Anglia","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Anglia","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Anglia","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Anglia","SEO/HEO","Heterosexual / straight","45","45","35940","35760"
"In post","2021","Asian","East Anglia","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Anglia","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2021","Asian","East Anglia","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Anglia","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Asian","East Anglia","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Anglia","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Anglia","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Wales","AA/AO","Heterosexual / straight","90","80","20630","20140"
"In post","2021","Asian","East Wales","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2021","Asian","East Wales","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2021","Asian","East Wales","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2021","Asian","East Wales","EO","Heterosexual / straight","85","80","26400","25560"
"In post","2021","Asian","East Wales","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Wales","EO","Undeclared","5","5","[c]","[c]"
"In post","2021","Asian","East Wales","EO","Unknown","10","10","[c]","[c]"
"In post","2021","Asian","East Wales","G6/G7","Heterosexual / straight","30","30","60300","60830"
"In post","2021","Asian","East Wales","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Wales","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Wales","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Wales","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Wales","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Wales","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Wales","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Wales","SEO/HEO","Heterosexual / straight","75","70","35710","34750"
"In post","2021","Asian","East Wales","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Wales","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Wales","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","East Wales","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Asian","East Wales","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Wales","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Wales","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","AA/AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","EO","Heterosexual / straight","10","5","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","AA/AO","Heterosexual / straight","55","50","21300","21010"
"In post","2021","Asian","Eastern Scotland","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","AA/AO","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","EO","Heterosexual / straight","40","40","27690","27570"
"In post","2021","Asian","Eastern Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","EO","Undeclared","5","5","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","G6/G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","SEO/HEO","Heterosexual / straight","50","50","39450","38540"
