"Status","Year","Function_of_post","Parent_department","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Analysis","Attorney General's Departments","Camden and City of London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Attorney General's Departments","Camden and City of London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Attorney General's Departments","Flintshire and Wrexham","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Attorney General's Departments","Flintshire and Wrexham","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Attorney General's Departments","Liverpool","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Attorney General's Departments","Liverpool","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Attorney General's Departments","Tyneside","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Attorney General's Departments","Tyneside","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Attorney General's Departments","Wakefield","Female","5","5","[c]","[c]"
"In post","2021","Analysis","Attorney General's Departments","Wakefield","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Attorney General's Departments","Westminster","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Attorney General's Departments","Westminster","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Attorney General's Departments","York","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Attorney General's Departments","York","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Cabinet Office","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Cabinet Office","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Cabinet Office","Westminster","Female","5","5","[c]","[c]"
"In post","2021","Analysis","Cabinet Office","Westminster","Male","15","15","[c]","[c]"
"In post","2021","Analysis","Chancellor's other departments","Camden and City of London","Female","55","50","67880","65470"
"In post","2021","Analysis","Chancellor's other departments","Camden and City of London","Male","110","105","70120","59410"
"In post","2021","Analysis","Chancellor's other departments","City of Edinburgh","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Chancellor's other departments","City of Edinburgh","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Chancellor's other departments","Westminster","Female","5","5","[c]","[c]"
"In post","2021","Analysis","Chancellor's other departments","Westminster","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Charity Commission","Sefton","Female","5","5","[c]","[c]"
"In post","2021","Analysis","Charity Commission","Sefton","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Charity Commission","Somerset","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Charity Commission","Somerset","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Charity Commission","Westminster","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Charity Commission","Westminster","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Competition and Markets Authority","City of Edinburgh","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Competition and Markets Authority","City of Edinburgh","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Competition and Markets Authority","Tower Hamlets","Female","50","50","58250","56360"
"In post","2021","Analysis","Competition and Markets Authority","Tower Hamlets","Male","80","75","62430","57880"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy","Birmingham","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy","Birmingham","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy","Bristol, City of","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy","Bristol, City of","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy","City of Edinburgh","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy","City of Edinburgh","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy","Hackney and Newham","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy","Hackney and Newham","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy","Manchester","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy","Manchester","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy","Monmouthshire and Newport","Female","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy","Monmouthshire and Newport","Male","10","10","[c]","[c]"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy","Nottingham","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy","Nottingham","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy","Plymouth","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy","Plymouth","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy","Westminster","Female","105","105","43130","35640"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy","Westminster","Male","190","185","43910","37890"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy","Wirral","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy","Wirral","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Digital, Culture, Media and Sport","Westminster","Female","55","50","53780","59730"
"In post","2021","Analysis","Department for Digital, Culture, Media and Sport","Westminster","Male","90","85","51690","43280"
"In post","2021","Analysis","Department for Education","Bristol, City of","Female","10","10","[c]","[c]"
"In post","2021","Analysis","Department for Education","Bristol, City of","Male","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Education","Coventry","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Education","Coventry","Male","10","10","[c]","[c]"
"In post","2021","Analysis","Department for Education","Darlington","Female","15","15","[c]","[c]"
"In post","2021","Analysis","Department for Education","Darlington","Male","15","15","[c]","[c]"
"In post","2021","Analysis","Department for Education","Leeds","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Education","Leeds","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Education","Manchester","Female","20","20","[c]","[c]"
"In post","2021","Analysis","Department for Education","Manchester","Male","20","20","[c]","[c]"
"In post","2021","Analysis","Department for Education","Nottingham","Female","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Education","Nottingham","Male","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Education","Sheffield","Female","60","55","42280","42220"
"In post","2021","Analysis","Department for Education","Sheffield","Male","60","60","45790","44860"
"In post","2021","Analysis","Department for Education","Westminster","Female","100","95","45880","45540"
"In post","2021","Analysis","Department for Education","Westminster","Male","80","75","47910","45540"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","Berkshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","Berkshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","Bristol, City of","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","Bristol, City of","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","Cheshire East","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","Cheshire East","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","Devon CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","Devon CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","Dorset CC","Female","55","50","30320","29270"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","Dorset CC","Male","65","60","35290","29990"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","East Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","East Cumbria","Male","10","10","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","North Yorkshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","North Yorkshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","Plymouth","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","Plymouth","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","Suffolk","Female","150","140","31340","29270"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","Suffolk","Male","200","190","36560","35900"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","Tyneside","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","Tyneside","Male","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","West Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","West Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","Westminster","Female","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","Westminster","Male","15","15","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","York","Female","30","25","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","York","Male","25","25","[c]","[c]"
"In post","2021","Analysis","Department for International Trade","Berkshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for International Trade","Berkshire","Male","10","10","[c]","[c]"
"In post","2021","Analysis","Department for International Trade","Bristol, City of","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for International Trade","Bristol, City of","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for International Trade","Westminster","Female","95","95","41530","36860"
"In post","2021","Analysis","Department for International Trade","Westminster","Male","135","135","43600","38540"
"In post","2021","Analysis","Department for Transport","Birmingham","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Birmingham","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Bristol, City of","Female","10","10","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Bristol, City of","Male","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Transport","City of Edinburgh","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","City of Edinburgh","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Devon CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Devon CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","East Derbyshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","East Derbyshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","East Kent","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","East Kent","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","East Sussex CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","East Sussex CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Flintshire and Wrexham","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Flintshire and Wrexham","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Greater Manchester North East","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Greater Manchester North East","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Greater Manchester North West","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Greater Manchester North West","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Leeds","Female","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Leeds","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Medway","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Medway","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Merton, Kingston upon Thames and Sutton","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Merton, Kingston upon Thames and Sutton","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","North Northamptonshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","North Northamptonshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","North Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","North Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Nottingham","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Nottingham","Male","10","10","[c]","[c]"
"In post","2021","Analysis","Department for Transport","South Hampshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","South Hampshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Southampton","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Southampton","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Staffordshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Staffordshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Swansea","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Swansea","Male","25","25","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Tyneside","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Tyneside","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","West Surrey","Female","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Transport","West Surrey","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Westminster","Female","165","155","47890","44030"
"In post","2021","Analysis","Department for Transport","Westminster","Male","215","210","46230","43360"
"In post","2021","Analysis","Department for Transport","Worcestershire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Worcestershire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Work and Pensions","Birmingham","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Work and Pensions","Birmingham","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Work and Pensions","Sefton","Female","15","10","[c]","[c]"
"In post","2021","Analysis","Department for Work and Pensions","Sefton","Male","15","10","[c]","[c]"
"In post","2021","Analysis","Department for Work and Pensions","Sheffield","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Work and Pensions","Sheffield","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Work and Pensions","South and West Derbyshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Work and Pensions","South and West Derbyshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Work and Pensions","South Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Work and Pensions","South Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Work and Pensions","Tower Hamlets","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Work and Pensions","Tower Hamlets","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Work and Pensions","Tyneside","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Work and Pensions","Tyneside","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Work and Pensions","York","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Work and Pensions","York","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department of Health and Social Care","Berkshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department of Health and Social Care","Berkshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department of Health and Social Care","East Merseyside","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department of Health and Social Care","East Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department of Health and Social Care","Leeds","Female","45","40","46250","49530"
"In post","2021","Analysis","Department of Health and Social Care","Leeds","Male","45","45","48860","49530"
"In post","2021","Analysis","Department of Health and Social Care","Westminster","Female","100","95","54730","53360"
"In post","2021","Analysis","Department of Health and Social Care","Westminster","Male","100","100","53150","53360"
"In post","2021","Analysis","ESTYN","Cardiff and Vale of Glamorgan","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","ESTYN","Cardiff and Vale of Glamorgan","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Food Standards Agency","Cardiff and Vale of Glamorgan","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Food Standards Agency","Cardiff and Vale of Glamorgan","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Food Standards Agency","Westminster","Female","20","15","[c]","[c]"
"In post","2021","Analysis","Food Standards Agency","Westminster","Male","10","10","[c]","[c]"
"In post","2021","Analysis","Food Standards Agency","York","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Food Standards Agency","York","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Foreign, Commonwealth and Development Office","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Foreign, Commonwealth and Development Office","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Foreign, Commonwealth and Development Office","West Sussex (North East)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Foreign, Commonwealth and Development Office","West Sussex (North East)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Foreign, Commonwealth and Development Office","Westminster","Female","25","20","[c]","[c]"
"In post","2021","Analysis","Foreign, Commonwealth and Development Office","Westminster","Male","45","40","57040","55020"
"In post","2021","Analysis","HM Land Registry","Coventry","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Coventry","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Croydon","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Croydon","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Leicester","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Leicester","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Mid Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Mid Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Nottingham","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Nottingham","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Peterborough","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Peterborough","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Plymouth","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Plymouth","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Telford and Wrekin","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Telford and Wrekin","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Wirral","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Wirral","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","Birmingham","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","Birmingham","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","Bradford","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","Bradford","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","Bristol, City of","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","Bristol, City of","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","Camden and City of London","Female","10","10","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","Camden and City of London","Male","5","5","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","Croydon","Female","10","10","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","Croydon","Male","20","20","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","Flintshire and Wrexham","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","Flintshire and Wrexham","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","Glasgow City","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","Glasgow City","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","Greater Manchester South West","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","Greater Manchester South West","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","Hackney and Newham","Female","5","5","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","Hackney and Newham","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","Leeds","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","Leeds","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","Liverpool","Female","40","35","40570","38630"
"In post","2021","Analysis","HM Revenue and Customs","Liverpool","Male","35","35","39090","38630"
"In post","2021","Analysis","HM Revenue and Customs","Manchester","Female","65","60","38460","31810"
"In post","2021","Analysis","HM Revenue and Customs","Manchester","Male","100","95","38820","38630"
"In post","2021","Analysis","HM Revenue and Customs","Mid Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","Mid Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","Plymouth","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","Plymouth","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","Sefton","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","Sefton","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","Sheffield","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","Sheffield","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","Southend-on-Sea","Female","10","10","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","Southend-on-Sea","Male","10","10","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","Suffolk","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","Suffolk","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","Swansea","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","Swansea","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","Telford and Wrekin","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","Telford and Wrekin","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","Tower Hamlets","Female","60","55","47790","41780"
"In post","2021","Analysis","HM Revenue and Customs","Tower Hamlets","Male","75","75","48700","41760"
"In post","2021","Analysis","HM Revenue and Customs","Tyneside","Female","10","10","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","Tyneside","Male","10","10","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","West Sussex (South West)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","West Sussex (South West)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","Westminster","Female","80","75","48840","41760"
"In post","2021","Analysis","HM Revenue and Customs","Westminster","Male","110","105","47330","41760"
"In post","2021","Analysis","HM Treasury","Camden and City of London","Female","10","5","[c]","[c]"
"In post","2021","Analysis","HM Treasury","Camden and City of London","Male","20","20","[c]","[c]"
"In post","2021","Analysis","HM Treasury","Leeds","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Treasury","Leeds","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Treasury","Norwich and East Norfolk","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Treasury","Norwich and East Norfolk","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Treasury","Westminster","Female","40","40","53810","52840"
"In post","2021","Analysis","HM Treasury","Westminster","Male","85","85","49290","52530"
"In post","2021","Analysis","Ministry of Defence","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","30","25","42620","43000"
"In post","2021","Analysis","Ministry of Defence","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","25","25","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","Buckinghamshire CC","Female","5","5","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","Buckinghamshire CC","Male","5","5","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","Cambridgeshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","Cambridgeshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","Central Hampshire","Female","90","85","38040","37320"
"In post","2021","Analysis","Ministry of Defence","Central Hampshire","Male","260","255","41740","41150"
"In post","2021","Analysis","Ministry of Defence","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","East Riding of Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","East Riding of Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","Medway","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","Medway","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","Oxfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","Oxfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","Plymouth","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","Plymouth","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","Portsmouth","Female","5","5","[c]","[c]"
