"Status","Year","Function_of_post","Parent_department","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Analysis","Office for Standards in Education","Westminster","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Office of Gas and Electricity Markets","Tower Hamlets","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Office of Gas and Electricity Markets","Tower Hamlets","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","UK Export Finance","Westminster","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","UK Export Finance","Westminster","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","United Kingdom Statistics Authority","City of Edinburgh","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","United Kingdom Statistics Authority","City of Edinburgh","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","United Kingdom Statistics Authority","Monmouthshire and Newport","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","United Kingdom Statistics Authority","Monmouthshire and Newport","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","United Kingdom Statistics Authority","South Hampshire","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","United Kingdom Statistics Authority","South Hampshire","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","United Kingdom Statistics Authority","Westminster","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","United Kingdom Statistics Authority","Westminster","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Water Services Regulation Authority","Birmingham","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Water Services Regulation Authority","Birmingham","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Water Services Regulation Authority","Camden and City of London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Water Services Regulation Authority","Camden and City of London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Cabinet Office","Buckinghamshire CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Cabinet Office","Buckinghamshire CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Cabinet Office","Tower Hamlets","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Cabinet Office","Tower Hamlets","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Cabinet Office","Unknown","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Cabinet Office","Unknown","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Cabinet Office","Westminster","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Cabinet Office","Westminster","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Chancellor's other departments","Westminster","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Chancellor's other departments","Westminster","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Competition and Markets Authority","Tower Hamlets","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Competition and Markets Authority","Tower Hamlets","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Department for Business, Energy and Industrial Strategy","Cardiff and Vale of Glamorgan","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Department for Business, Energy and Industrial Strategy","Cardiff and Vale of Glamorgan","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Department for Environment, Food and Rural Affairs","Berkshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Department for Environment, Food and Rural Affairs","Berkshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Department for Environment, Food and Rural Affairs","Bristol, City of","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Department for Environment, Food and Rural Affairs","Bristol, City of","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Department for Environment, Food and Rural Affairs","Devon CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Department for Environment, Food and Rural Affairs","Devon CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Department for Environment, Food and Rural Affairs","Peterborough","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Department for Environment, Food and Rural Affairs","Peterborough","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Department for Environment, Food and Rural Affairs","Suffolk","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Department for Environment, Food and Rural Affairs","Suffolk","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Department for Environment, Food and Rural Affairs","Telford and Wrekin","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Department for Environment, Food and Rural Affairs","Telford and Wrekin","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Department for Environment, Food and Rural Affairs","Warrington","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Department for Environment, Food and Rural Affairs","Warrington","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Department for Environment, Food and Rural Affairs","West Sussex (South West)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Department for Environment, Food and Rural Affairs","West Sussex (South West)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Department for International Trade","Westminster","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Department for International Trade","Westminster","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Department for Transport","Nottingham","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Department for Transport","Nottingham","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Department for Transport","Swansea","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Department for Transport","Swansea","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Department of Health and Social Care","Wiltshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Department of Health and Social Care","Wiltshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Foreign, Commonwealth and Development Office","Milton Keynes","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Foreign, Commonwealth and Development Office","Milton Keynes","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Foreign, Commonwealth and Development Office","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Foreign, Commonwealth and Development Office","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Foreign, Commonwealth and Development Office","South Lanarkshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Foreign, Commonwealth and Development Office","South Lanarkshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Foreign, Commonwealth and Development Office","West Sussex (North East)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Foreign, Commonwealth and Development Office","West Sussex (North East)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","HM Land Registry","Croydon","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","HM Land Registry","Croydon","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","HM Land Registry","Nottingham","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","HM Land Registry","Nottingham","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","HM Treasury","Westminster","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","HM Treasury","Westminster","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence","Birmingham","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence","Birmingham","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence","Buckinghamshire CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence","Buckinghamshire CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence","Cambridgeshire CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence","Cambridgeshire CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence","Central Hampshire","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence","Central Hampshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence","Clackmannanshire and Fife","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence","Clackmannanshire and Fife","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence","Dorset CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence","Dorset CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence","Glasgow City","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence","Glasgow City","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence","Harrow and Hillingdon","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence","Harrow and Hillingdon","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence","Lisburn and Castlereagh","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence","Lisburn and Castlereagh","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence","Medway","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence","Medway","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence","Mid Lancashire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence","Mid Lancashire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence","Northumberland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence","Northumberland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence","Portsmouth","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence","Portsmouth","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence","Somerset","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence","Somerset","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence","Staffordshire CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence","Staffordshire CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence","Westminster","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence","Westminster","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence","Wiltshire","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence","Wiltshire","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Housing, Communities and Local Government","Cambridgeshire CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Housing, Communities and Local Government","Cambridgeshire CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Housing, Communities and Local Government","Westminster","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Housing, Communities and Local Government","Westminster","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Justice","Barnsley, Doncaster and Rotherham","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Justice","Barnsley, Doncaster and Rotherham","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Justice","Cardiff and Vale of Glamorgan","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Justice","Cardiff and Vale of Glamorgan","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Justice","Durham CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Justice","Durham CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Justice","Greater Manchester South West","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Justice","Greater Manchester South West","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Justice","Leeds","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Justice","Leeds","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Justice","Leicester","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Justice","Leicester","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Justice","Peterborough","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Justice","Peterborough","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Justice","Portsmouth","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Justice","Portsmouth","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Justice","Staffordshire CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Justice","Staffordshire CC","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Justice","Warwickshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Justice","Warwickshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Justice","West Surrey","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Justice","West Surrey","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Justice","Westminster","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Justice","Westminster","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","National Crime Agency","Belfast","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","National Crime Agency","Belfast","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","National Crime Agency","Lambeth","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","National Crime Agency","Lambeth","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Office for Standards in Education","Manchester","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Office for Standards in Education","Manchester","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Other Cabinet Office Agencies","Liverpool","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Other Cabinet Office Agencies","Liverpool","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Other Cabinet Office Agencies","Monmouthshire and Newport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Other Cabinet Office Agencies","Monmouthshire and Newport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Other Cabinet Office Agencies","Norwich and East Norfolk","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Other Cabinet Office Agencies","Norwich and East Norfolk","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Other Cabinet Office Agencies","Tower Hamlets","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Other Cabinet Office Agencies","Tower Hamlets","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Other Cabinet Office Agencies","Westminster","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Other Cabinet Office Agencies","Westminster","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Scottish Government","City of Edinburgh","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Scottish Government","City of Edinburgh","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Scottish Government","Falkirk","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Scottish Government","Falkirk","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","The National Archives","Hounslow and Richmond upon Thames","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","The National Archives","Hounslow and Richmond upon Thames","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","UK Export Finance","Westminster","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","UK Export Finance","Westminster","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","United Kingdom Statistics Authority","Monmouthshire and Newport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","United Kingdom Statistics Authority","Monmouthshire and Newport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","United Kingdom Statistics Authority","South Hampshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","United Kingdom Statistics Authority","South Hampshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Attorney General's Departments","Birmingham","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Attorney General's Departments","Birmingham","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Attorney General's Departments","Westminster","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Attorney General's Departments","Westminster","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Cabinet Office","Leeds","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Cabinet Office","Leeds","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Cabinet Office","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Cabinet Office","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Cabinet Office","Westminster","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Cabinet Office","Westminster","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Chancellor's other departments","Westminster","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Chancellor's other departments","Westminster","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Competition and Markets Authority","Tower Hamlets","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Competition and Markets Authority","Tower Hamlets","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Business, Energy and Industrial Strategy","Cardiff and Vale of Glamorgan","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Business, Energy and Industrial Strategy","Cardiff and Vale of Glamorgan","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Business, Energy and Industrial Strategy","Hackney and Newham","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Business, Energy and Industrial Strategy","Hackney and Newham","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Business, Energy and Industrial Strategy","Leeds","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Business, Energy and Industrial Strategy","Leeds","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Business, Energy and Industrial Strategy","Monmouthshire and Newport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Business, Energy and Industrial Strategy","Monmouthshire and Newport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Business, Energy and Industrial Strategy","Westminster","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Business, Energy and Industrial Strategy","Westminster","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Digital, Culture, Media and Sport","Westminster","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Digital, Culture, Media and Sport","Westminster","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Environment, Food and Rural Affairs","Bristol, City of","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Environment, Food and Rural Affairs","Bristol, City of","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Environment, Food and Rural Affairs","Cheshire East","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Environment, Food and Rural Affairs","Cheshire East","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Environment, Food and Rural Affairs","East Cumbria","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Environment, Food and Rural Affairs","East Cumbria","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Environment, Food and Rural Affairs","Leeds","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Environment, Food and Rural Affairs","Leeds","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Environment, Food and Rural Affairs","Somerset","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Environment, Food and Rural Affairs","Somerset","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Environment, Food and Rural Affairs","Staffordshire CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Environment, Food and Rural Affairs","Staffordshire CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Environment, Food and Rural Affairs","Suffolk","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Environment, Food and Rural Affairs","Suffolk","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Environment, Food and Rural Affairs","Tyneside","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Environment, Food and Rural Affairs","Tyneside","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Environment, Food and Rural Affairs","Westminster","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Environment, Food and Rural Affairs","Westminster","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for International Trade","Berkshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for International Trade","Berkshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for International Trade","Westminster","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for International Trade","Westminster","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Transport","Bristol, City of","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Transport","Bristol, City of","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Transport","Nottingham","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Transport","Nottingham","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Transport","Southampton","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Transport","Southampton","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Transport","Swansea","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Transport","Swansea","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Transport","Tyneside","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Transport","Tyneside","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Transport","Westminster","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Transport","Westminster","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Work and Pensions","Sefton","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Work and Pensions","Sefton","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department of Health and Social Care","Barnet","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department of Health and Social Care","Barnet","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department of Health and Social Care","Lambeth","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department of Health and Social Care","Lambeth","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department of Health and Social Care","Oxfordshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department of Health and Social Care","Oxfordshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department of Health and Social Care","Tower Hamlets","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department of Health and Social Care","Tower Hamlets","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department of Health and Social Care","Tower Hamlets","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Food Standards Agency","Belfast","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Food Standards Agency","Belfast","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Food Standards Agency","York","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Food Standards Agency","York","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Foreign, Commonwealth and Development Office","Milton Keynes","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Foreign, Commonwealth and Development Office","Milton Keynes","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Foreign, Commonwealth and Development Office","West Sussex (North East)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Foreign, Commonwealth and Development Office","West Sussex (North East)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Foreign, Commonwealth and Development Office","Westminster","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Foreign, Commonwealth and Development Office","Westminster","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","HM Land Registry","Croydon","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","HM Land Registry","Croydon","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","HM Land Registry","Dorset CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","HM Land Registry","Dorset CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","HM Treasury","Camden and City of London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","HM Treasury","Camden and City of London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","HM Treasury","Westminster","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","HM Treasury","Westminster","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Ministry of Defence","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Ministry of Defence","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","[c]","[c]","[c]","[c]"
