"Status","Year","Ethnicity","Function_of_post","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Asian","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","SEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","SEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Debt","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Debt","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Debt","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Debt","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Debt","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Debt","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Debt","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Debt","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Debt","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Grants Management","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Grants Management","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Grants Management","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Grants Management","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Grants Management","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Grants Management","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Grants Management","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Grants Management","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Grants Management","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Grants Management","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Grants Management","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Grants Management","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Grants Management","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Grants Management","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Grants Management","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Grants Management","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Grants Management","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Grants Management","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Internal Audit","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Internal Audit","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Internal Audit","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Internal Audit","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Internal Audit","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Internal Audit","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Internal Audit","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Internal Audit","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Internal Audit","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Internal Audit","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Internal Audit","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Internal Audit","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Internal Audit","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Internal Audit","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Internal Audit","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Legal","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Legal","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Legal","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Legal","AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Black","Legal","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Legal","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Legal","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Legal","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Legal","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Legal","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Legal","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Legal","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Legal","G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Black","Legal","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Legal","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Legal","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Legal","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Legal","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Legal","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Legal","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Legal","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Legal","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Legal","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Legal","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","AA","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","AA","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","AO","Female","50","[c]","21940","22680"
"Leaver CS","2021","Black","No function","AO","Male","35","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","EO","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","SEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","Unknown","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","Unknown","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Project Delivery","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Project Delivery","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Project Delivery","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Project Delivery","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Project Delivery","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Project Delivery","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Project Delivery","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Project Delivery","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Project Delivery","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Project Delivery","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Project Delivery","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Project Delivery","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Project Delivery","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Project Delivery","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Project Delivery","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Project Delivery","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Project Delivery","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Project Delivery","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Project Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Project Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Project Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Project Delivery","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Project Delivery","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Project Delivery","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Project Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Property","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Property","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Property","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Property","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Property","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Property","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Property","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Property","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Property","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Property","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Property","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Property","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Property","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Property","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Property","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Property","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Property","HEO","Male","[c]","[c]","[c]","[c]"
