"Status","Year","Organisation","Parent_department","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Operational Delivery","Outside London","30","[c]","24720","24250"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Operational Delivery","Outside London","45","[c]","22070","20430"
"Leaver Dept.","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Science and Engineering","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Office","Attorney General's Departments","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Office","Attorney General's Departments","Legal","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Office","Attorney General's Departments","Other","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Office","Attorney General's Departments","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Cabinet Office","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Cabinet Office","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Cabinet Office","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Cabinet Office","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Cabinet Office","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Cabinet Office","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Cabinet Office","Other","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Cabinet Office","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Cabinet Office","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","London","650","[c]","45760","40600"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","Outside London","90","[c]","31640","31430"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","Unknown","625","[c]","34530","32000"
"Leaver Dept.","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Charity Commission","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Charity Commission","Legal","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Charity Commission","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Charity Commission","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Charity Commission","Unknown","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Charity Commission","Unknown","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Companies House","Department for Business, Energy and Industrial Strategy","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Companies House","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Companies House","Department for Business, Energy and Industrial Strategy","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Companies House","Department for Business, Energy and Industrial Strategy","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Companies House","Department for Business, Energy and Industrial Strategy","Operational Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Companies House","Department for Business, Energy and Industrial Strategy","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Companies House","Department for Business, Energy and Industrial Strategy","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Competition and Markets Authority","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Competition and Markets Authority","Economics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Competition and Markets Authority","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Competition and Markets Authority","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Competition and Markets Authority","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Competition and Markets Authority","Legal","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Competition and Markets Authority","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Competition and Markets Authority","Project Delivery","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Competition and Markets Authority","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Competition and Markets Authority","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Criminal Injuries Compensation Authority","Ministry of Justice","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Criminal Injuries Compensation Authority","Ministry of Justice","Operational Delivery","Outside London","20","[c]","25100","23700"
"Leaver Dept.","2021","Criminal Injuries Compensation Authority","Ministry of Justice","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","Other Cabinet Office Agencies","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","Other Cabinet Office Agencies","Commercial","Outside London","10","[c]","36970","34800"
"Leaver Dept.","2021","Crown Commercial Service","Other Cabinet Office Agencies","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","Other Cabinet Office Agencies","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","Other Cabinet Office Agencies","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","Other Cabinet Office Agencies","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","Other Cabinet Office Agencies","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","Other Cabinet Office Agencies","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Operational Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","Attorney General's Departments","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","Attorney General's Departments","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","Attorney General's Departments","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","Attorney General's Departments","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","Attorney General's Departments","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","Attorney General's Departments","Legal","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","Attorney General's Departments","Legal","Outside London","10","[c]","58190","55130"
"Leaver Dept.","2021","Crown Prosecution Service","Attorney General's Departments","Operational Delivery","London","20","[c]","27400","27440"
"Leaver Dept.","2021","Crown Prosecution Service","Attorney General's Departments","Operational Delivery","Outside London","20","[c]","27110","21950"
"Leaver Dept.","2021","Crown Prosecution Service","Attorney General's Departments","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service Inspectorate","Attorney General's Departments","Legal","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service Inspectorate","Attorney General's Departments","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service Inspectorate","Attorney General's Departments","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","Ministry of Defence","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","Ministry of Defence","Commercial","Outside London","60","[c]","33670","30790"
"Leaver Dept.","2021","Defence Equipment and Support","Ministry of Defence","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","Ministry of Defence","Digital, Data and Technology","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","Ministry of Defence","Finance","Outside London","20","[c]","35470","32220"
"Leaver Dept.","2021","Defence Equipment and Support","Ministry of Defence","Human Resources","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","Ministry of Defence","Knowledge and Information Management","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","Ministry of Defence","Other","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","Ministry of Defence","Other","Outside London","80","[c]","35450","31740"
"Leaver Dept.","2021","Defence Equipment and Support","Ministry of Defence","Other","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","Ministry of Defence","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","Ministry of Defence","Project Delivery","Outside London","125","[c]","33720","31950"
"Leaver Dept.","2021","Defence Equipment and Support","Ministry of Defence","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","Ministry of Defence","Science and Engineering","Outside London","60","[c]","32750","32240"
"Leaver Dept.","2021","Defence Equipment and Support","Ministry of Defence","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","Ministry of Defence","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","Ministry of Defence","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","Ministry of Defence","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","Ministry of Defence","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","Ministry of Defence","Operational Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","Ministry of Defence","Operational Research","Outside London","10","[c]","33350","28650"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","Ministry of Defence","Project Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","Ministry of Defence","Psychology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","Ministry of Defence","Science and Engineering","Outside London","25","[c]","36620","37320"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","Ministry of Defence","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Communications","London","15","[c]","52740","52300"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Economics","London","25","[c]","38300","31310"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Economics","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Finance","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Human Resources","London","20","[c]","45580","40220"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Operational Delivery","London","40","[c]","52060","52300"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Operational Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Operational Delivery","Unknown","10","[c]","47970","46000"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Policy","London","265","[c]","46700","40220"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Policy","Outside London","15","[c]","31160","26230"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Policy","Unknown","15","[c]","50480","51710"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Statistics","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Communications","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Corporate Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Economics","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Human Resources","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","International Trade","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Other","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Policy","London","150","[c]","47110","49600"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Project Delivery","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Department for Education","Commercial","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Department for Education","Communications","London","10","[c]","38870","37350"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Department for Education","Communications","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Department for Education","Digital, Data and Technology","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Department for Education","Digital, Data and Technology","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Department for Education","Finance","London","15","[c]","48630","50260"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Department for Education","Finance","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Department for Education","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Department for Education","Human Resources","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Department for Education","Operational Delivery","London","15","[c]","38000","33740"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Department for Education","Operational Delivery","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Department for Education","Policy","London","95","[c]","45470","40780"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Department for Education","Policy","Outside London","15","[c]","34420","36200"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Department for Education","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Department for Education","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Department for Education","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Department for Education","Property","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Department for Education","Property","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Department for Education","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Department for Education","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Commercial","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Communications","London","15","[c]","39200","34240"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Economics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Finance","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Human Resources","London","10","[c]","45810","43700"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Human Resources","Outside London","15","[c]","43460","39400"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Policy","London","255","[c]","41320","35620"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Policy","Outside London","75","[c]","39440","36520"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","Foreign, Commonwealth and Development Office","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","Foreign, Commonwealth and Development Office","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","Foreign, Commonwealth and Development Office","Economics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","Foreign, Commonwealth and Development Office","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","Foreign, Commonwealth and Development Office","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","Foreign, Commonwealth and Development Office","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","Foreign, Commonwealth and Development Office","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","Foreign, Commonwealth and Development Office","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","Foreign, Commonwealth and Development Office","Other","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","Foreign, Commonwealth and Development Office","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","Foreign, Commonwealth and Development Office","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","Foreign, Commonwealth and Development Office","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","Foreign, Commonwealth and Development Office","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","Foreign, Commonwealth and Development Office","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Department for International Trade","Commercial","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Department for International Trade","Communications","London","15","[c]","36950","31180"
"Leaver Dept.","2021","Department for International Trade","Department for International Trade","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Department for International Trade","Digital, Data and Technology","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Department for International Trade","Economics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Department for International Trade","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Department for International Trade","Finance","London","10","[c]","49140","46390"
"Leaver Dept.","2021","Department for International Trade","Department for International Trade","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Department for International Trade","Human Resources","London","15","[c]","41940","38540"
"Leaver Dept.","2021","Department for International Trade","Department for International Trade","International Trade","London","85","[c]","41970","38540"
"Leaver Dept.","2021","Department for International Trade","Department for International Trade","International Trade","Outside London","5","[c]","[c]","[c]"
