"Status","Year","Ethnicity","Region_ITL1","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Black","East Midlands (England)","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2021","Black","East of England","Outside London","35","[c]","[c]","[c]"
"Leaver CS","2021","Black","London","London","350","[c]","32340","27760"
"Leaver CS","2021","Black","North East (England)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Black","North West (England)","Outside London","30","[c]","[c]","[c]"
"Leaver CS","2021","Black","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Scotland","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2021","Black","South East (England)","Outside London","30","[c]","[c]","[c]"
"Leaver CS","2021","Black","South West (England)","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Black","Wales","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Black","West Midlands (England)","Outside London","45","[c]","[c]","[c]"
"Leaver CS","2021","Black","Yorkshire and The Humber","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","East of England","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","London","London","30","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","South East (England)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Yorkshire and The Humber","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","East Midlands (England)","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","East of England","Outside London","30","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","London","London","160","[c]","36880","32120"
"Leaver CS","2021","Mixed","North East (England)","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","North West (England)","Outside London","35","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Scotland","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","South East (England)","Outside London","40","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","South West (England)","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Wales","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","West Midlands (England)","Outside London","30","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Yorkshire and The Humber","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East Midlands (England)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East of England","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","London","London","65","[c]","43770","37910"
"Leaver CS","2021","Other ethnicity","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","North West (England)","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Scotland","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","South East (England)","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","South West (England)","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","West Midlands (England)","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Yorkshire and The Humber","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Midlands (England)","Outside London","65","[c]","28250","27130"
"Leaver CS","2021","Undeclared","East of England","Outside London","140","[c]","30770","30290"
"Leaver CS","2021","Undeclared","London","London","290","[c]","37480","31100"
"Leaver CS","2021","Undeclared","North East (England)","Outside London","50","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North West (England)","Outside London","95","[c]","27940","26840"
"Leaver CS","2021","Undeclared","Northern Ireland","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Overseas","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scotland","Outside London","100","[c]","32900","29190"
"Leaver CS","2021","Undeclared","South East (England)","Outside London","180","[c]","29440","26890"
"Leaver CS","2021","Undeclared","South West (England)","Outside London","135","[c]","34450","33010"
"Leaver CS","2021","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Wales","Outside London","110","[c]","28030","22320"
"Leaver CS","2021","Undeclared","West Midlands (England)","Outside London","75","[c]","27570","22500"
"Leaver CS","2021","Undeclared","Yorkshire and The Humber","Outside London","85","[c]","29060","27570"
"Leaver CS","2021","Unknown","East Midlands (England)","Outside London","345","[c]","25540","24250"
"Leaver CS","2021","Unknown","East of England","Outside London","330","[c]","27770","26000"
"Leaver CS","2021","Unknown","London","London","1390","[c]","38730","31060"
"Leaver CS","2021","Unknown","North East (England)","Outside London","345","[c]","24790","21050"
"Leaver CS","2021","Unknown","North West (England)","Outside London","555","[c]","26370","21050"
"Leaver CS","2021","Unknown","Northern Ireland","Outside London","35","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","Overseas","35","[c]","39430","36960"
"Leaver CS","2021","Unknown","Scotland","Outside London","640","[c]","31740","27150"
"Leaver CS","2021","Unknown","South East (England)","Outside London","545","[c]","29680","25150"
"Leaver CS","2021","Unknown","South West (England)","Outside London","455","[c]","30790","27570"
"Leaver CS","2021","Unknown","Unknown","Unknown","625","[c]","40850","32060"
"Leaver CS","2021","Unknown","Wales","Outside London","335","[c]","27440","21590"
"Leaver CS","2021","Unknown","West Midlands (England)","Outside London","405","[c]","28920","21590"
"Leaver CS","2021","Unknown","Yorkshire and The Humber","Outside London","515","[c]","30170","25970"
"Leaver CS","2021","White","East Midlands (England)","Outside London","1065","[c]","27890","25980"
"Leaver CS","2021","White","East of England","Outside London","1200","[c]","30970","26890"
"Leaver CS","2021","White","London","London","2445","[c]","46000","39910"
"Leaver CS","2021","White","North East (England)","Outside London","1225","[c]","26830","21010"
"Leaver CS","2021","White","North West (England)","Outside London","1940","[c]","28480","24890"
"Leaver CS","2021","White","Northern Ireland","Outside London","160","[c]","27250","21430"
"Leaver CS","2021","White","Overseas","Overseas","90","[c]","42660","38690"
"Leaver CS","2021","White","Scotland","Outside London","1545","[c]","32490","27570"
"Leaver CS","2021","White","South East (England)","Outside London","1840","[c]","29970","26930"
"Leaver CS","2021","White","South West (England)","Outside London","1775","[c]","32450","27570"
"Leaver CS","2021","White","Unknown","Unknown","50","[c]","39690","27570"
"Leaver CS","2021","White","Wales","Outside London","1475","[c]","29700","23320"
"Leaver CS","2021","White","West Midlands (England)","Outside London","1170","[c]","30520","26530"
"Leaver CS","2021","White","Yorkshire and The Humber","Outside London","1590","[c]","30260","26750"
"Leaver Dept.","2021","Asian","East Midlands (England)","Outside London","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","East of England","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","London","London","540","[c]","39490","34560"
"Leaver Dept.","2021","Asian","North East (England)","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","North West (England)","Outside London","100","[c]","25300","25000"
"Leaver Dept.","2021","Asian","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Scotland","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","South East (England)","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","South West (England)","Outside London","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","Unknown","30","[c]","37830","32320"
"Leaver Dept.","2021","Asian","Wales","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","West Midlands (England)","Outside London","120","[c]","24040","21380"
"Leaver Dept.","2021","Asian","Yorkshire and The Humber","Outside London","55","[c]","29080","27570"
"Leaver Dept.","2021","Black","East Midlands (England)","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","East of England","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","London","London","315","[c]","36650","33690"
"Leaver Dept.","2021","Black","North East (England)","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","North West (England)","Outside London","35","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Scotland","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","South East (England)","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","South West (England)","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Wales","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","West Midlands (England)","Outside London","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Yorkshire and The Humber","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","East of England","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","London","London","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","East Midlands (England)","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","East of England","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","London","London","215","[c]","42200","35750"
"Leaver Dept.","2021","Mixed","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","North West (England)","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","South East (England)","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","South West (England)","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Unknown","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Wales","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","West Midlands (England)","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Yorkshire and The Humber","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","East of England","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","London","London","50","[c]","36260","33640"
"Leaver Dept.","2021","Other ethnicity","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","South East (England)","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","East Midlands (England)","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","East of England","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","London","London","195","[c]","42620","37840"
"Leaver Dept.","2021","Undeclared","North East (England)","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","North West (England)","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Overseas","Overseas","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Scotland","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","South East (England)","Outside London","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","South West (England)","Outside London","40","[c]","36940","36740"
"Leaver Dept.","2021","Undeclared","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Wales","Outside London","45","[c]","39000","37020"
"Leaver Dept.","2021","Undeclared","West Midlands (England)","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Yorkshire and The Humber","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","East Midlands (England)","Outside London","65","[c]","27720","21010"
"Leaver Dept.","2021","Unknown","East of England","Outside London","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","London","London","1465","[c]","43220","38750"
"Leaver Dept.","2021","Unknown","North East (England)","Outside London","130","[c]","30040","27570"
"Leaver Dept.","2021","Unknown","North West (England)","Outside London","255","[c]","27870","24980"
"Leaver Dept.","2021","Unknown","Northern Ireland","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Overseas","Overseas","40","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Scotland","Outside London","155","[c]","32190","27570"
"Leaver Dept.","2021","Unknown","South East (England)","Outside London","60","[c]","29710","26700"
"Leaver Dept.","2021","Unknown","South West (England)","Outside London","155","[c]","35490","32370"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","415","[c]","33970","32000"
"Leaver Dept.","2021","Unknown","Wales","Outside London","100","[c]","29980","25500"
"Leaver Dept.","2021","Unknown","West Midlands (England)","Outside London","120","[c]","29590","24250"
"Leaver Dept.","2021","Unknown","Yorkshire and The Humber","Outside London","185","[c]","34840","32430"
"Leaver Dept.","2021","White","East Midlands (England)","Outside London","145","[c]","26780","21950"
"Leaver Dept.","2021","White","East of England","Outside London","135","[c]","32610","29930"
"Leaver Dept.","2021","White","London","London","2545","[c]","46980","41970"
"Leaver Dept.","2021","White","North East (England)","Outside London","435","[c]","26930","24700"
"Leaver Dept.","2021","White","North West (England)","Outside London","645","[c]","30430","27570"
"Leaver Dept.","2021","White","Northern Ireland","Outside London","40","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Overseas","Overseas","65","[c]","52030","53240"
"Leaver Dept.","2021","White","Scotland","Outside London","415","[c]","30150","27570"
"Leaver Dept.","2021","White","South East (England)","Outside London","290","[c]","33650","29290"
"Leaver Dept.","2021","White","South West (England)","Outside London","565","[c]","34480","31820"
"Leaver Dept.","2021","White","Unknown","Unknown","225","[c]","37940","32000"
"Leaver Dept.","2021","White","Wales","Outside London","405","[c]","31600","27570"
"Leaver Dept.","2021","White","West Midlands (England)","Outside London","235","[c]","30020","26550"
"Leaver Dept.","2021","White","Yorkshire and The Humber","Outside London","350","[c]","34120","30830"
"New entrant CS","2021","Asian","East Midlands (England)","Outside London","245","[c]","26200","25560"
"New entrant CS","2021","Asian","East of England","Outside London","195","[c]","28380","27570"
"New entrant CS","2021","Asian","London","London","1800","[c]","33430","31060"
"New entrant CS","2021","Asian","North East (England)","Outside London","90","[c]","26430","21010"
"New entrant CS","2021","Asian","North West (England)","Outside London","355","[c]","27030","27570"
"New entrant CS","2021","Asian","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Overseas","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Scotland","Outside London","75","[c]","28680","27570"
"New entrant CS","2021","Asian","South East (England)","Outside London","260","[c]","28910","27850"
"New entrant CS","2021","Asian","South West (England)","Outside London","145","[c]","31240","27570"
"New entrant CS","2021","Asian","Unknown","Unknown","40","[c]","29320","27570"
"New entrant CS","2021","Asian","Wales","Outside London","90","[c]","25120","22920"
"New entrant CS","2021","Asian","West Midlands (England)","Outside London","455","[c]","26470","26550"
