"Status","Year","Age","Function_of_post","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","40-49","Unknown","Unknown","Outside London","1095","[c]","26720","24180"
"Leaver CS","2021","40-49","Unknown","Unknown","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Unknown","Unknown","70","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Analysis","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Analysis","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Analysis","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Analysis","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Analysis","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Analysis","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Analysis","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Analysis","Social Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Analysis","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Analysis","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Commercial","Commercial","London","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Commercial","Commercial","Outside London","30","[c]","43390","40700"
"Leaver CS","2021","50-59","Commercial","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Commercial","Knowledge and Information Management","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Commercial","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Commercial","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Commercial","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Commercial","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Commercial","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Commercial","Unknown","Unknown","20","[c]","102540","96910"
"Leaver CS","2021","50-59","Communications","Communications","London","15","[c]","49940","47090"
"Leaver CS","2021","50-59","Communications","Communications","Outside London","15","[c]","31280","30000"
"Leaver CS","2021","50-59","Communications","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Communications","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Communications","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Communications","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Communications","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Counter Fraud","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Counter Fraud","Counter Fraud","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Counter Fraud","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Debt","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Digital, Data & Technology","Digital, Data and Technology","London","15","[c]","56030","55130"
"Leaver CS","2021","50-59","Digital, Data & Technology","Digital, Data and Technology","Outside London","35","[c]","46370","42660"
"Leaver CS","2021","50-59","Digital, Data & Technology","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Digital, Data & Technology","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Digital, Data & Technology","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Finance","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Finance","Finance","London","15","[c]","63890","65550"
"Leaver CS","2021","50-59","Finance","Finance","Outside London","45","[c]","39610","35480"
"Leaver CS","2021","50-59","Finance","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Finance","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Finance","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Grants Management","Operational Delivery","Outside London","15","[c]","27330","25190"
"Leaver CS","2021","50-59","Human Resources","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Human Resources","Human Resources","London","20","[c]","65420","57630"
"Leaver CS","2021","50-59","Human Resources","Human Resources","Outside London","35","[c]","41130","37850"
"Leaver CS","2021","50-59","Human Resources","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Human Resources","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Human Resources","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Human Resources","Unknown","London","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Human Resources","Unknown","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Internal Audit","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Internal Audit","Internal Audit","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Legal","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Legal","Legal","London","35","[c]","69190","64680"
"Leaver CS","2021","50-59","Legal","Legal","Outside London","65","[c]","52180","55610"
"Leaver CS","2021","50-59","Legal","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Legal","Operational Delivery","Outside London","35","[c]","30350","23520"
"Leaver CS","2021","50-59","Legal","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Legal","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Legal","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","Inspector of Education and Training","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","Inspector of Education and Training","Outside London","20","[c]","68660","75500"
"Leaver CS","2021","50-59","No function","Intelligence Analysis","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","Knowledge and Information Management","London","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","Medicine","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","Medicine","Outside London","15","[c]","67730","51670"
"Leaver CS","2021","50-59","No function","Operational Delivery","London","160","[c]","38630","29330"
"Leaver CS","2021","50-59","No function","Operational Delivery","Outside London","1130","[c]","29540","24510"
"Leaver CS","2021","50-59","No function","Operational Delivery","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","Other","London","10","[c]","63240","52020"
"Leaver CS","2021","50-59","No function","Other","Outside London","10","[c]","49910","33650"
"Leaver CS","2021","50-59","No function","Planning","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","Planning","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","Policy","London","50","[c]","62970","58390"
"Leaver CS","2021","50-59","No function","Policy","Outside London","15","[c]","40690","39340"
"Leaver CS","2021","50-59","No function","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","Psychology","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","Science and Engineering","London","10","[c]","54520","52140"
"Leaver CS","2021","50-59","No function","Science and Engineering","Outside London","50","[c]","43020","37890"
"Leaver CS","2021","50-59","No function","Unknown","London","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","Unknown","Outside London","100","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","Veterinarian","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","Commercial","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","Economics","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","Operational Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","Other","Outside London","30","[c]","31160","29570"
"Leaver CS","2021","50-59","Project Delivery","Other","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","Project Delivery","London","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","Project Delivery","Outside London","70","[c]","43370","40110"
"Leaver CS","2021","50-59","Project Delivery","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","Science and Engineering","Outside London","30","[c]","42610","41770"
"Leaver CS","2021","50-59","Project Delivery","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Property","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Property","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Property","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Property","Operational Delivery","Outside London","15","[c]","23340","20520"
"Leaver CS","2021","50-59","Property","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Property","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Property","Property","London","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Property","Property","Outside London","85","[c]","33130","31070"
"Leaver CS","2021","50-59","Property","Property","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Property","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Property","Unknown","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Security","Security","London","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Security","Security","Outside London","95","[c]","33820","38120"
"Leaver CS","2021","50-59","Security","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Security","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Security","Unknown","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Commercial","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Digital, Data and Technology","London","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Finance","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Human Resources","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Intelligence Analysis","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Medicine","Outside London","30","[c]","51560","41720"
"Leaver CS","2021","50-59","Unknown","Operational Delivery","London","30","[c]","37840","31520"
"Leaver CS","2021","50-59","Unknown","Operational Delivery","Outside London","135","[c]","28870","25520"
"Leaver CS","2021","50-59","Unknown","Other","London","10","[c]","39110","33730"
"Leaver CS","2021","50-59","Unknown","Other","Outside London","200","[c]","26690","26670"
"Leaver CS","2021","50-59","Unknown","Other","Overseas","15","[c]","42550","40120"
"Leaver CS","2021","50-59","Unknown","Other","Unknown","35","[c]","39190","34160"
"Leaver CS","2021","50-59","Unknown","Planning","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Policy","London","15","[c]","59190","63180"
"Leaver CS","2021","50-59","Unknown","Policy","Outside London","25","[c]","42540","33300"
"Leaver CS","2021","50-59","Unknown","Project Delivery","London","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Project Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Science and Engineering","Outside London","20","[c]","31810","26450"
"Leaver CS","2021","50-59","Unknown","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Social Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Unknown","London","420","[c]","42540","31880"
"Leaver CS","2021","50-59","Unknown","Unknown","Outside London","2755","[c]","28740","27570"
"Leaver CS","2021","50-59","Unknown","Unknown","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Unknown","Unknown","80","[c]","25930","26890"
"Leaver CS","2021","60-64","Analysis","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Analysis","Science and Engineering","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Analysis","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Commercial","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Commercial","Commercial","Outside London","25","[c]","39900","36000"
"Leaver CS","2021","60-64","Commercial","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Commercial","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Commercial","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Commercial","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Commercial","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Commercial","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Commercial","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Communications","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Communications","Communications","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Communications","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Communications","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Communications","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Communications","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Communications","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Counter Fraud","Counter Fraud","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Counter Fraud","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Debt","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Digital, Data & Technology","Digital, Data and Technology","London","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Digital, Data & Technology","Digital, Data and Technology","Outside London","40","[c]","40700","35900"
"Leaver CS","2021","60-64","Digital, Data & Technology","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Digital, Data & Technology","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Digital, Data & Technology","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Finance","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Finance","Finance","London","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Finance","Finance","Outside London","45","[c]","43750","40580"
"Leaver CS","2021","60-64","Finance","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Finance","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Finance","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Finance","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Grants Management","Operational Delivery","Outside London","15","[c]","24840","24920"
"Leaver CS","2021","60-64","Grants Management","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Human Resources","Human Resources","London","20","[c]","53230","51830"
"Leaver CS","2021","60-64","Human Resources","Human Resources","Outside London","40","[c]","33040","29200"
"Leaver CS","2021","60-64","Human Resources","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Human Resources","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Human Resources","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Human Resources","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Internal Audit","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Internal Audit","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Internal Audit","Internal Audit","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Legal","Legal","London","25","[c]","69280","69630"
"Leaver CS","2021","60-64","Legal","Legal","Outside London","65","[c]","54650","55610"
"Leaver CS","2021","60-64","Legal","Operational Delivery","London","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Legal","Operational Delivery","Outside London","30","[c]","30310","25030"
"Leaver CS","2021","60-64","Legal","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","No function","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","No function","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","No function","Inspector of Education and Training","London","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","No function","Inspector of Education and Training","Outside London","20","[c]","68080","74730"
"Leaver CS","2021","60-64","No function","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","No function","International Trade","London","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","No function","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","No function","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","No function","Medicine","London","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","No function","Medicine","Outside London","15","[c]","106620","110680"
"Leaver CS","2021","60-64","No function","Operational Delivery","London","115","[c]","36940","28860"
"Leaver CS","2021","60-64","No function","Operational Delivery","Outside London","795","[c]","29220","24330"
"Leaver CS","2021","60-64","No function","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","No function","Operational Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","No function","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","No function","Other","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","No function","Planning","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","No function","Planning Inspectors","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","No function","Policy","London","35","[c]","63200","59340"
"Leaver CS","2021","60-64","No function","Policy","Outside London","15","[c]","41900","37840"
"Leaver CS","2021","60-64","No function","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","No function","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","No function","Science and Engineering","Outside London","25","[c]","38770","38840"
"Leaver CS","2021","60-64","No function","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","No function","Unknown","Outside London","60","[c]","[c]","[c]"
"Leaver CS","2021","60-64","No function","Veterinarian","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Project Delivery","Commercial","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Project Delivery","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Project Delivery","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Project Delivery","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Project Delivery","Medicine","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Project Delivery","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Project Delivery","Operational Delivery","Outside London","10","[c]","35100","31130"
"Leaver CS","2021","60-64","Project Delivery","Other","Outside London","30","[c]","33150","30660"
"Leaver CS","2021","60-64","Project Delivery","Other","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Project Delivery","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Project Delivery","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Project Delivery","Policy","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Project Delivery","Project Delivery","London","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Project Delivery","Project Delivery","Outside London","65","[c]","42570","40580"
"Leaver CS","2021","60-64","Project Delivery","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Project Delivery","Science and Engineering","Outside London","20","[c]","43640","45870"
"Leaver CS","2021","60-64","Project Delivery","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Property","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Property","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Property","Operational Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Property","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Property","Property","London","15","[c]","43480","47090"
"Leaver CS","2021","60-64","Property","Property","Outside London","70","[c]","33040","32480"
"Leaver CS","2021","60-64","Property","Property","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Property","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Property","Unknown","Outside London","10","[c]","30350","28340"
"Leaver CS","2021","60-64","Security","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Security","Security","London","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Security","Security","Outside London","80","[c]","31200","36800"
"Leaver CS","2021","60-64","Security","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Security","Unknown","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Digital, Data and Technology","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Intelligence Analysis","London","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Intelligence Analysis","Outside London","10","[c]","32110","32290"
"Leaver CS","2021","60-64","Unknown","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Medicine","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Medicine","Outside London","20","[c]","55210","38190"
"Leaver CS","2021","60-64","Unknown","Medicine","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Operational Delivery","London","25","[c]","36940","31360"
"Leaver CS","2021","60-64","Unknown","Operational Delivery","Outside London","75","[c]","32580","27240"
"Leaver CS","2021","60-64","Unknown","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Other","London","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Other","Outside London","195","[c]","27940","26220"
"Leaver CS","2021","60-64","Unknown","Other","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Other","Unknown","35","[c]","42950","37300"
"Leaver CS","2021","60-64","Unknown","Policy","London","10","[c]","43850","41970"
"Leaver CS","2021","60-64","Unknown","Policy","Outside London","20","[c]","45930","37410"
"Leaver CS","2021","60-64","Unknown","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Property","Outside London","[c]","[c]","[c]","[c]"
