"Status","Year","Organisation","Profession_of_post","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Animal and Plant Health Agency","Digital, Data and Technology","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Digital, Data and Technology","Herefordshire, Worcestershire and Warwickshire","Worcestershire","15","15","31630","29180"
"In post","2021","Animal and Plant Health Agency","Digital, Data and Technology","Northumberland and Tyne and Wear","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Bedfordshire and Hertfordshire","Hertfordshire","10","10","31030","28030"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Cheshire","Cheshire East","25","20","29860","26520"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","35","35","25330","25010"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Cumbria","East Cumbria","120","110","23220","21050"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Derbyshire and Nottinghamshire","Nottingham","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Derbyshire and Nottinghamshire","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Devon","Devon CC","150","140","24580","21050"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Dorset and Somerset","Dorset CC","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Dorset and Somerset","Somerset","20","15","28560","26520"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","East Anglia","Cambridgeshire CC","25","20","30650","29180"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","East Anglia","North and West Norfolk","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","East Anglia","Norwich and East Norfolk","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","East Anglia","Suffolk","25","25","26710","25100"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","East Wales","Cardiff and Vale of Glamorgan","75","75","25110","21050"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","East Wales","Powys","15","10","32600","29180"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","15","15","30160","29180"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Eastern Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Eastern Scotland","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Eastern Scotland","Perth and Kinross and Stirling","25","25","29190","25190"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Essex","Heart of Essex","35","35","29500","28030"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Essex","Thurrock","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","25","25","26130","22360"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire","25","20","27090","25320"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Greater Manchester","Manchester","15","15","28500","28030"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Hampshire and Isle of Wight","Central Hampshire","20","20","28420","25560"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Herefordshire, Worcestershire and Warwickshire","Worcestershire","105","100","26990","25190"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Highlands and Islands","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Highlands and Islands","Inverness and Nairn and Moray, Badenoch and Strathspey","15","15","24500","21050"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Inner London - West","Westminster","10","10","38400","31530"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Kent","East Kent","35","35","27400","25100"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Kent","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Lancashire","Mid Lancashire","60","55","27560","25210"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","10","10","26270","25540"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Lincolnshire","Lincolnshire","20","15","31650","29950"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","North Eastern Scotland","Aberdeen City and Aberdeenshire","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","North Yorkshire","North Yorkshire CC","75","70","29260","26190"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","North Yorkshire","York","60","60","23810","21050"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Northumberland and Tyne and Wear","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Northumberland and Tyne and Wear","Tyneside","15","15","32960","28370"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Outer London - West and North West","Harrow and Hillingdon","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Outer London - West and North West","Hounslow and Richmond upon Thames","65","65","32160","31460"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Shropshire and Staffordshire","Shropshire CC","20","20","27330","25100"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Shropshire and Staffordshire","Staffordshire CC","55","50","23550","21050"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Shropshire and Staffordshire","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Southern Scotland","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Southern Scotland","Scottish Borders","15","15","25050","21050"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Southern Scotland","South Ayrshire","15","10","24280","24920"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Southern Scotland","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Surrey, East and West Sussex","West Surrey","75","70","30460","24370"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Surrey, East and West Sussex","West Sussex (North East)","20","20","30360","29570"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","West Wales and The Valleys","Gwynedd","55","50","24170","21050"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","West Wales and The Valleys","South West Wales","100","95","24440","21050"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Other","East Anglia","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Other","East Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Other","Essex","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Other","Surrey, East and West Sussex","West Surrey","10","10","39030","36850"
"In post","2021","Animal and Plant Health Agency","Other","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Project Delivery","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Project Delivery","East Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Project Delivery","Herefordshire, Worcestershire and Warwickshire","Worcestershire","25","20","33070","30860"
"In post","2021","Animal and Plant Health Agency","Project Delivery","North Yorkshire","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Project Delivery","West Wales and The Valleys","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","Cheshire","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","Cumbria","East Cumbria","20","20","24090","21050"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","Derbyshire and Nottinghamshire","South Nottinghamshire","15","15","32800","29180"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","Devon","Devon CC","30","30","26360","22170"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","East Anglia","Suffolk","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","Eastern Scotland","East Lothian and Midlothian","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","Eastern Scotland","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire","20","15","31620","27170"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","Herefordshire, Worcestershire and Warwickshire","Worcestershire","10","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","Lancashire","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","North Yorkshire","North Yorkshire CC","35","35","34240","30400"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","North Yorkshire","York","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","Northumberland and Tyne and Wear","Tyneside","20","20","26600","21300"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","Outer London - West and North West","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","Shropshire and Staffordshire","Shropshire CC","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","Southern Scotland","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","Surrey, East and West Sussex","West Surrey","455","430","32740","28630"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","West Wales and The Valleys","South West Wales","15","15","24690","22980"
"In post","2021","Animal and Plant Health Agency","Unknown","Devon","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","25","25","22530","21050"
"In post","2021","Animal and Plant Health Agency","Unknown","Surrey, East and West Sussex","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Bedfordshire and Hertfordshire","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Cheshire","Cheshire East","10","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","20","20","46230","50860"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Cumbria","East Cumbria","15","15","44610","48740"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Derbyshire and Nottinghamshire","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Derbyshire and Nottinghamshire","South and West Derbyshire","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Devon","Devon CC","25","25","43230","37910"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Dorset and Somerset","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Dorset and Somerset","Somerset","10","10","43410","40910"
"In post","2021","Animal and Plant Health Agency","Veterinarian","East Anglia","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","East Anglia","Suffolk","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","East Wales","Cardiff and Vale of Glamorgan","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","East Wales","Powys","10","10","38620","37240"
"In post","2021","Animal and Plant Health Agency","Veterinarian","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Eastern Scotland","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Eastern Scotland","Perth and Kinross and Stirling","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Essex","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire","15","15","40680","37480"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Greater Manchester","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Hampshire and Isle of Wight","Central Hampshire","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Herefordshire, Worcestershire and Warwickshire","Worcestershire","10","10","45560","50600"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Highlands and Islands","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Highlands and Islands","Inverness and Nairn and Moray, Badenoch and Strathspey","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Inner London - West","Westminster","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Kent","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Kent","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Lancashire","Mid Lancashire","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Lincolnshire","Lincolnshire","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","North Eastern Scotland","Aberdeen City and Aberdeenshire","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","North Yorkshire","North Yorkshire CC","15","15","35770","37000"
"In post","2021","Animal and Plant Health Agency","Veterinarian","North Yorkshire","York","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Northumberland and Tyne and Wear","Tyneside","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Outer London - West and North West","Harrow and Hillingdon","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Outer London - West and North West","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Shropshire and Staffordshire","Shropshire CC","15","15","46680","47550"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Shropshire and Staffordshire","Staffordshire CC","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Southern Scotland","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Southern Scotland","Scottish Borders","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Southern Scotland","South Ayrshire","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Southern Scotland","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Surrey, East and West Sussex","West Surrey","15","15","56510","60710"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Surrey, East and West Sussex","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","West Wales and The Valleys","Gwynedd","10","10","41060","36970"
"In post","2021","Animal and Plant Health Agency","Veterinarian","West Wales and The Valleys","South West Wales","30","30","41910","37480"
"In post","2021","Animal and Plant Health Agency","Veterinarian","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Communications","Inner London - West","Westminster","10","10","42920","38290"
"In post","2021","Attorney General's Office","Legal","Inner London - West","Westminster","15","15","69090","65680"
"In post","2021","Attorney General's Office","Other","Inner London - West","Westminster","10","10","32820","30720"
"In post","2021","Attorney General's Office","Policy","Inner London - West","Westminster","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Communications","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Digital, Data and Technology","Inner London - East","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Digital, Data and Technology","Inner London - West","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Digital, Data and Technology","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Finance","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Human Resources","Greater Manchester","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Human Resources","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Human Resources","Northumberland and Tyne and Wear","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Intelligence Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Knowledge and Information Management","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Operational Delivery","Greater Manchester","Greater Manchester South West","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Operational Delivery","Inner London - West","Westminster","15","15","40110","37300"
"In post","2021","Cabinet Office (excl. agencies)","Operational Delivery","Northumberland and Tyne and Wear","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Other","East Anglia","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Other","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Other","Greater Manchester","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Other","Inner London - West","Westminster","35","35","45790","38430"
"In post","2021","Cabinet Office (excl. agencies)","Other","Northumberland and Tyne and Wear","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Policy","Inner London - East","Tower Hamlets","10","10","56880","57880"
"In post","2021","Cabinet Office (excl. agencies)","Policy","Inner London - West","Westminster","15","15","53100","43890"
"In post","2021","Cabinet Office (excl. agencies)","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Bedfordshire and Hertfordshire","Hertfordshire","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","10","10","50420","36460"
