"Status","Year","Function_of_post","Profession_of_post","Region_ITL1","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","No function","Unknown","Scotland","Eastern Scotland","120","115","27070","20140"
"In post","2021","No function","Unknown","Scotland","Southern Scotland","70","65","22820","20140"
"In post","2021","No function","Unknown","Scotland","West Central Scotland","95","90","24460","20140"
"In post","2021","No function","Unknown","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","40","40","26110","25560"
"In post","2021","No function","Unknown","South East (England)","Hampshire and Isle of Wight","30","30","27760","28000"
"In post","2021","No function","Unknown","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2021","No function","Unknown","South East (England)","Surrey, East and West Sussex","5","5","[c]","[c]"
"In post","2021","No function","Unknown","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2021","No function","Unknown","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","No function","Unknown","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","150","145","27990","25560"
"In post","2021","No function","Unknown","Unknown","Unknown","470","465","34770","32000"
"In post","2021","No function","Unknown","Wales","East Wales","325","310","25540","20140"
"In post","2021","No function","Unknown","Wales","West Wales and The Valleys","10","10","[c]","[c]"
"In post","2021","No function","Unknown","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","25","25","34380","31930"
"In post","2021","No function","Unknown","West Midlands (England)","Shropshire and Staffordshire","10","10","[c]","[c]"
"In post","2021","No function","Unknown","West Midlands (England)","West Midlands","210","205","27750","25560"
"In post","2021","No function","Unknown","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","No function","Unknown","Yorkshire and The Humber","North Yorkshire","5","5","[c]","[c]"
"In post","2021","No function","Unknown","Yorkshire and The Humber","South Yorkshire","20","20","32970","30130"
"In post","2021","No function","Unknown","Yorkshire and The Humber","West Yorkshire","310","295","25240","20140"
"In post","2021","No function","Veterinarian","East Midlands (England)","Derbyshire and Nottinghamshire","5","5","[c]","[c]"
"In post","2021","No function","Veterinarian","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","5","5","[c]","[c]"
"In post","2021","No function","Veterinarian","East Midlands (England)","Lincolnshire","5","5","[c]","[c]"
"In post","2021","No function","Veterinarian","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","No function","Veterinarian","East of England","East Anglia","15","10","46830","49470"
"In post","2021","No function","Veterinarian","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2021","No function","Veterinarian","London","Inner London - West","35","35","54170","52290"
"In post","2021","No function","Veterinarian","London","Outer London - West and North West","10","10","[c]","[c]"
"In post","2021","No function","Veterinarian","North East (England)","Northumberland and Tyne and Wear","5","5","[c]","[c]"
"In post","2021","No function","Veterinarian","North West (England)","Cheshire","10","5","[c]","[c]"
"In post","2021","No function","Veterinarian","North West (England)","Cumbria","20","15","46070","49020"
"In post","2021","No function","Veterinarian","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","No function","Veterinarian","North West (England)","Lancashire","10","10","[c]","[c]"
"In post","2021","No function","Veterinarian","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","No function","Veterinarian","Scotland","Eastern Scotland","10","10","46060","43050"
"In post","2021","No function","Veterinarian","Scotland","Highlands and Islands","5","5","[c]","[c]"
"In post","2021","No function","Veterinarian","Scotland","North Eastern Scotland","5","5","[c]","[c]"
"In post","2021","No function","Veterinarian","Scotland","Southern Scotland","15","15","43170","37500"
"In post","2021","No function","Veterinarian","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","10","10","[c]","[c]"
"In post","2021","No function","Veterinarian","South East (England)","Hampshire and Isle of Wight","5","5","[c]","[c]"
"In post","2021","No function","Veterinarian","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2021","No function","Veterinarian","South East (England)","Surrey, East and West Sussex","15","15","55050","57520"
"In post","2021","No function","Veterinarian","South West (England)","Cornwall and Isles of Scilly","20","15","45770","48190"
"In post","2021","No function","Veterinarian","South West (England)","Devon","30","25","43320","37910"
"In post","2021","No function","Veterinarian","South West (England)","Dorset and Somerset","15","15","42130","36970"
"In post","2021","No function","Veterinarian","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","20","20","45490","37910"
"In post","2021","No function","Veterinarian","Wales","East Wales","35","30","43730","37910"
"In post","2021","No function","Veterinarian","Wales","West Wales and The Valleys","40","40","42170","37480"
"In post","2021","No function","Veterinarian","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","10","10","45560","50600"
"In post","2021","No function","Veterinarian","West Midlands (England)","Shropshire and Staffordshire","25","20","44870","45230"
"In post","2021","No function","Veterinarian","West Midlands (England)","West Midlands","15","15","43210","37910"
"In post","2021","No function","Veterinarian","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","No function","Veterinarian","Yorkshire and The Humber","North Yorkshire","25","25","39360","37720"
"In post","2021","No function","Veterinarian","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Commercial","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Commercial","East Midlands (England)","Lincolnshire","10","10","38740","38860"
"In post","2021","Project Delivery","Commercial","East of England","Bedfordshire and Hertfordshire","5","5","[c]","[c]"
"In post","2021","Project Delivery","Commercial","East of England","East Anglia","10","10","35140","34420"
"In post","2021","Project Delivery","Commercial","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Commercial","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Commercial","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Commercial","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Commercial","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","15","15","37500","39230"
"In post","2021","Project Delivery","Commercial","South East (England)","Hampshire and Isle of Wight","15","15","41390","38080"
"In post","2021","Project Delivery","Commercial","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Commercial","South West (England)","Dorset and Somerset","30","30","34470","33530"
"In post","2021","Project Delivery","Commercial","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","710","685","38840","34770"
"In post","2021","Project Delivery","Commercial","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Communications","London","Inner London - West","15","15","43260","38930"
"In post","2021","Project Delivery","Communications","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Communications","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Communications","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","10","10","36390","36010"
"In post","2021","Project Delivery","Communications","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Corporate Finance","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Corporate Finance","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Digital, Data and Technology","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Digital, Data and Technology","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Digital, Data and Technology","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Digital, Data and Technology","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Digital, Data and Technology","London","Inner London - West","5","5","[c]","[c]"
"In post","2021","Project Delivery","Digital, Data and Technology","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Digital, Data and Technology","Scotland","West Central Scotland","10","10","[c]","[c]"
"In post","2021","Project Delivery","Digital, Data and Technology","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","10","10","[c]","[c]"
"In post","2021","Project Delivery","Digital, Data and Technology","South East (England)","Hampshire and Isle of Wight","15","15","48250","46080"
"In post","2021","Project Delivery","Digital, Data and Technology","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Digital, Data and Technology","South West (England)","Dorset and Somerset","10","5","[c]","[c]"
"In post","2021","Project Delivery","Digital, Data and Technology","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","380","365","43280","43380"
"In post","2021","Project Delivery","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Digital, Data and Technology","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Digital, Data and Technology","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Economics","London","Inner London - West","60","55","52580","55340"
"In post","2021","Project Delivery","Economics","Overseas","Overseas","40","40","57630","57070"
"In post","2021","Project Delivery","Economics","Scotland","Southern Scotland","10","10","53640","55730"
"In post","2021","Project Delivery","Finance","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Finance","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Finance","London","Inner London - West","30","30","50410","55490"
"In post","2021","Project Delivery","Finance","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Finance","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Finance","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Finance","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Finance","Overseas","Overseas","10","10","[c]","[c]"
"In post","2021","Project Delivery","Finance","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Finance","Scotland","Southern Scotland","35","30","39180","33930"
"In post","2021","Project Delivery","Finance","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Finance","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Finance","South West (England)","Devon","5","5","[c]","[c]"
"In post","2021","Project Delivery","Finance","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Finance","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","295","285","42580","39940"
"In post","2021","Project Delivery","Finance","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Finance","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Human Resources","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Human Resources","London","Inner London - West","5","5","[c]","[c]"
"In post","2021","Project Delivery","Human Resources","London","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Human Resources","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Human Resources","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Human Resources","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Human Resources","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Human Resources","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Human Resources","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","15","15","33300","32460"
"In post","2021","Project Delivery","Human Resources","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","International Trade","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Knowledge and Information Management","East Midlands (England)","Lincolnshire","5","5","[c]","[c]"
"In post","2021","Project Delivery","Knowledge and Information Management","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Knowledge and Information Management","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Knowledge and Information Management","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Knowledge and Information Management","London","Inner London - West","10","10","[c]","[c]"
"In post","2021","Project Delivery","Knowledge and Information Management","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Knowledge and Information Management","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Knowledge and Information Management","South East (England)","Hampshire and Isle of Wight","15","10","35410","37320"
"In post","2021","Project Delivery","Knowledge and Information Management","South West (England)","Dorset and Somerset","5","5","[c]","[c]"
"In post","2021","Project Delivery","Knowledge and Information Management","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","145","145","37200","36500"
"In post","2021","Project Delivery","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Knowledge and Information Management","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Knowledge and Information Management","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Legal","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Medicine","London","Inner London - West","10","10","62510","64130"
"In post","2021","Project Delivery","Medicine","Overseas","Overseas","15","15","59270","58030"
"In post","2021","Project Delivery","Medicine","Scotland","Southern Scotland","10","10","52600","53100"
"In post","2021","Project Delivery","Medicine","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Medicine","Wales","East Wales","15","15","28810","28750"
"In post","2021","Project Delivery","Operational Delivery","East Midlands (England)","Derbyshire and Nottinghamshire","20","20","40110","36190"
"In post","2021","Project Delivery","Operational Delivery","East Midlands (England)","Lincolnshire","5","5","[c]","[c]"
"In post","2021","Project Delivery","Operational Delivery","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Operational Delivery","East of England","East Anglia","60","55","34820","29750"
"In post","2021","Project Delivery","Operational Delivery","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Operational Delivery","London","Inner London - East","80","75","39860","39530"
"In post","2021","Project Delivery","Operational Delivery","London","Inner London - West","265","260","40860","38600"
"In post","2021","Project Delivery","Operational Delivery","London","Outer London - South","25","25","41790","36160"
"In post","2021","Project Delivery","Operational Delivery","London","Outer London - West and North West","10","10","[c]","[c]"
"In post","2021","Project Delivery","Operational Delivery","North East (England)","Northumberland and Tyne and Wear","135","125","30250","28130"
"In post","2021","Project Delivery","Operational Delivery","North East (England)","Tees Valley and Durham","10","10","33400","31000"
"In post","2021","Project Delivery","Operational Delivery","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Operational Delivery","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Operational Delivery","North West (England)","Greater Manchester","65","60","32040","29910"
"In post","2021","Project Delivery","Operational Delivery","North West (England)","Lancashire","75","65","27600","25690"
"In post","2021","Project Delivery","Operational Delivery","North West (England)","Merseyside","90","85","28990","27230"
"In post","2021","Project Delivery","Operational Delivery","Northern Ireland","Northern Ireland","10","10","[c]","[c]"
"In post","2021","Project Delivery","Operational Delivery","Overseas","Overseas","20","20","53230","46000"
"In post","2021","Project Delivery","Operational Delivery","Scotland","Eastern Scotland","20","20","35140","33860"
"In post","2021","Project Delivery","Operational Delivery","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Operational Delivery","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Operational Delivery","Scotland","Southern Scotland","130","115","29570","26120"
"In post","2021","Project Delivery","Operational Delivery","Scotland","West Central Scotland","25","25","29870","31810"
"In post","2021","Project Delivery","Operational Delivery","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Operational Delivery","South East (England)","Hampshire and Isle of Wight","95","90","40370","40140"
"In post","2021","Project Delivery","Operational Delivery","South East (England)","Kent","30","25","33670","28650"
"In post","2021","Project Delivery","Operational Delivery","South East (England)","Surrey, East and West Sussex","5","5","[c]","[c]"
"In post","2021","Project Delivery","Operational Delivery","South West (England)","Devon","140","135","41590","40040"
"In post","2021","Project Delivery","Operational Delivery","South West (England)","Dorset and Somerset","15","10","33750","29270"
"In post","2021","Project Delivery","Operational Delivery","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","270","255","38550","36740"
"In post","2021","Project Delivery","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Operational Delivery","Wales","East Wales","100","90","31230","28130"
"In post","2021","Project Delivery","Operational Delivery","Wales","West Wales and The Valleys","15","15","26060","21440"
"In post","2021","Project Delivery","Operational Delivery","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Operational Delivery","West Midlands (England)","Shropshire and Staffordshire","10","10","33420","31410"
"In post","2021","Project Delivery","Operational Delivery","West Midlands (England)","West Midlands","30","30","32890","30090"
"In post","2021","Project Delivery","Operational Delivery","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Operational Delivery","Yorkshire and The Humber","North Yorkshire","5","5","[c]","[c]"
"In post","2021","Project Delivery","Operational Delivery","Yorkshire and The Humber","South Yorkshire","30","25","29350","28800"
"In post","2021","Project Delivery","Operational Delivery","Yorkshire and The Humber","West Yorkshire","90","85","32750","28900"
"In post","2021","Project Delivery","Operational Research","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Operational Research","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Other","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Other","East Midlands (England)","Lincolnshire","60","60","32380","29620"
"In post","2021","Project Delivery","Other","East of England","Bedfordshire and Hertfordshire","15","15","32350","30680"
"In post","2021","Project Delivery","Other","East of England","East Anglia","50","45","31960","28780"
"In post","2021","Project Delivery","Other","London","Inner London - East","5","5","[c]","[c]"
"In post","2021","Project Delivery","Other","London","Inner London - West","160","155","61970","64840"
"In post","2021","Project Delivery","Other","London","Outer London - South","10","10","[c]","[c]"
"In post","2021","Project Delivery","Other","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Other","North East (England)","Northumberland and Tyne and Wear","20","20","38030","34670"
"In post","2021","Project Delivery","Other","North West (England)","Cumbria","85","80","22910","21090"
"In post","2021","Project Delivery","Other","North West (England)","Greater Manchester","15","15","37260","38630"
"In post","2021","Project Delivery","Other","North West (England)","Lancashire","10","10","36230","35910"
"In post","2021","Project Delivery","Other","North West (England)","Merseyside","15","15","38130","38630"
"In post","2021","Project Delivery","Other","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Other","Overseas","Overseas","110","110","66820","67370"
"In post","2021","Project Delivery","Other","Scotland","Eastern Scotland","25","25","26490","26270"
"In post","2021","Project Delivery","Other","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Other","Scotland","Southern Scotland","200","195","30280","25500"
"In post","2021","Project Delivery","Other","Scotland","West Central Scotland","90","85","26950","22480"
"In post","2021","Project Delivery","Other","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","70","65","33520","30680"
"In post","2021","Project Delivery","Other","South East (England)","Hampshire and Isle of Wight","185","180","24760","22520"
"In post","2021","Project Delivery","Other","South West (England)","Devon","45","45","24180","22160"
"In post","2021","Project Delivery","Other","South West (England)","Dorset and Somerset","120","110","28800","26360"
"In post","2021","Project Delivery","Other","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","1840","1755","34140","32440"
"In post","2021","Project Delivery","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Other","Wales","East Wales","10","10","[c]","[c]"
"In post","2021","Project Delivery","Other","Wales","West Wales and The Valleys","5","5","[c]","[c]"
"In post","2021","Project Delivery","Other","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","120","120","22990","20890"
"In post","2021","Project Delivery","Other","West Midlands (England)","Shropshire and Staffordshire","65","60","27240","25950"
"In post","2021","Project Delivery","Other","West Midlands (England)","West Midlands","10","10","35840","35220"
"In post","2021","Project Delivery","Other","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Other","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Planning","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Policy","East Midlands (England)","Derbyshire and Nottinghamshire","55","50","39200","36940"
"In post","2021","Project Delivery","Policy","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Policy","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Policy","East of England","Essex","60","55","41040","38630"
"In post","2021","Project Delivery","Policy","London","Inner London - East","225","215","55440","59160"
"In post","2021","Project Delivery","Policy","London","Inner London - West","1105","1065","54940","55620"
"In post","2021","Project Delivery","Policy","London","Outer London - South","65","60","61840","59940"
"In post","2021","Project Delivery","Policy","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Policy","North East (England)","Northumberland and Tyne and Wear","65","60","45050","39370"
"In post","2021","Project Delivery","Policy","North East (England)","Tees Valley and Durham","5","5","[c]","[c]"
"In post","2021","Project Delivery","Policy","North West (England)","Greater Manchester","130","125","44410","38630"
"In post","2021","Project Delivery","Policy","North West (England)","Lancashire","50","50","40240","38630"
"In post","2021","Project Delivery","Policy","North West (England)","Merseyside","70","65","42570","38630"
"In post","2021","Project Delivery","Policy","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Policy","Overseas","Overseas","240","240","57900","56110"
"In post","2021","Project Delivery","Policy","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Policy","Scotland","Southern Scotland","130","125","48150","49920"
"In post","2021","Project Delivery","Policy","Scotland","West Central Scotland","10","10","56630","58630"
"In post","2021","Project Delivery","Policy","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","5","5","[c]","[c]"
"In post","2021","Project Delivery","Policy","South East (England)","Hampshire and Isle of Wight","5","5","[c]","[c]"
"In post","2021","Project Delivery","Policy","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Policy","South East (England)","Surrey, East and West Sussex","15","15","50500","56080"
"In post","2021","Project Delivery","Policy","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Policy","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","105","100","45890","43260"
"In post","2021","Project Delivery","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Policy","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Policy","West Midlands (England)","Shropshire and Staffordshire","5","5","[c]","[c]"
"In post","2021","Project Delivery","Policy","West Midlands (England)","West Midlands","35","35","54020","52580"
"In post","2021","Project Delivery","Policy","Yorkshire and The Humber","South Yorkshire","45","45","43590","49860"
"In post","2021","Project Delivery","Policy","Yorkshire and The Humber","West Yorkshire","20","15","44300","42520"
"In post","2021","Project Delivery","Project Delivery","East Midlands (England)","Derbyshire and Nottinghamshire","185","180","42990","38640"
"In post","2021","Project Delivery","Project Delivery","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","40","40","35750","33410"
"In post","2021","Project Delivery","Project Delivery","East Midlands (England)","Lincolnshire","125","120","33940","33300"
"In post","2021","Project Delivery","Project Delivery","East of England","Bedfordshire and Hertfordshire","145","140","42000","39980"
"In post","2021","Project Delivery","Project Delivery","East of England","East Anglia","280","270","38440","36460"
"In post","2021","Project Delivery","Project Delivery","East of England","Essex","130","125","38820","38630"
"In post","2021","Project Delivery","Project Delivery","London","Inner London - East","655","630","54640","52580"
"In post","2021","Project Delivery","Project Delivery","London","Inner London - West","1820","1790","49950","45200"
"In post","2021","Project Delivery","Project Delivery","London","Outer London - East and North East","30","25","36790","37940"
"In post","2021","Project Delivery","Project Delivery","London","Outer London - South","60","60","52580","45960"
"In post","2021","Project Delivery","Project Delivery","London","Outer London - West and North West","35","35","40140","37890"
"In post","2021","Project Delivery","Project Delivery","North East (England)","Northumberland and Tyne and Wear","805","770","40750","38630"
"In post","2021","Project Delivery","Project Delivery","North East (England)","Tees Valley and Durham","25","25","42380","38550"
"In post","2021","Project Delivery","Project Delivery","North West (England)","Cheshire","50","50","38040","36600"
"In post","2021","Project Delivery","Project Delivery","North West (England)","Cumbria","105","100","40420","37270"
"In post","2021","Project Delivery","Project Delivery","North West (England)","Greater Manchester","280","270","41160","38630"
"In post","2021","Project Delivery","Project Delivery","North West (England)","Lancashire","295","285","39200","38550"
"In post","2021","Project Delivery","Project Delivery","North West (England)","Merseyside","415","400","40660","38630"
"In post","2021","Project Delivery","Project Delivery","Northern Ireland","Northern Ireland","60","60","39600","34210"
"In post","2021","Project Delivery","Project Delivery","Overseas","Overseas","155","155","46560","45490"
"In post","2021","Project Delivery","Project Delivery","Scotland","Eastern Scotland","210","200","42170","38630"
"In post","2021","Project Delivery","Project Delivery","Scotland","Highlands and Islands","10","10","37170","33300"
"In post","2021","Project Delivery","Project Delivery","Scotland","Southern Scotland","185","175","37870","33930"
"In post","2021","Project Delivery","Project Delivery","Scotland","West Central Scotland","210","200","39160","38630"
"In post","2021","Project Delivery","Project Delivery","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","360","350","40090","35300"
"In post","2021","Project Delivery","Project Delivery","South East (England)","Hampshire and Isle of Wight","1185","1155","39470","37580"
"In post","2021","Project Delivery","Project Delivery","South East (England)","Kent","40","40","35950","33300"
"In post","2021","Project Delivery","Project Delivery","South East (England)","Surrey, East and West Sussex","85","80","37860","33300"
"In post","2021","Project Delivery","Project Delivery","South West (England)","Cornwall and Isles of Scilly","25","25","33550","33300"
"In post","2021","Project Delivery","Project Delivery","South West (England)","Devon","385","370","40070","39650"
"In post","2021","Project Delivery","Project Delivery","South West (England)","Dorset and Somerset","155","150","35890","33780"
"In post","2021","Project Delivery","Project Delivery","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","3985","3855","40460","39860"
"In post","2021","Project Delivery","Project Delivery","Unknown","Unknown","25","25","39740","39530"
"In post","2021","Project Delivery","Project Delivery","Wales","East Wales","295","285","42630","38630"
"In post","2021","Project Delivery","Project Delivery","Wales","West Wales and The Valleys","130","130","38270","37510"
"In post","2021","Project Delivery","Project Delivery","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","40","35","32320","30730"
"In post","2021","Project Delivery","Project Delivery","West Midlands (England)","Shropshire and Staffordshire","380","365","39060","37510"
"In post","2021","Project Delivery","Project Delivery","West Midlands (England)","West Midlands","240","235","42930","40000"
