"Status","Year","Profession_of_post","Region_ITL2","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Commercial","Bedfordshire and Hertfordshire","Bedford","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bedfordshire and Hertfordshire","Central Bedfordshire","Outside London","5","5","[c]","[c]"
"In post","2021","Commercial","Bedfordshire and Hertfordshire","Hertfordshire","Outside London","10","10","46300","40890"
"In post","2021","Commercial","Bedfordshire and Hertfordshire","Luton","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Outside London","20","20","35720","37070"
"In post","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","Outside London","55","50","36230","36800"
"In post","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Outside London","75","75","43780","41160"
"In post","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","Outside London","35","35","35180","34800"
"In post","2021","Commercial","Cheshire","Cheshire East","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cheshire","Warrington","Outside London","20","20","37820","35900"
"In post","2021","Commercial","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cumbria","East Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cumbria","West Cumbria","Outside London","15","15","39570","38860"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","Derby","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","North Nottinghamshire","Outside London","5","5","[c]","[c]"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","Nottingham","Outside London","40","40","41330","41100"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","South and West Derbyshire","Outside London","20","20","52480","53400"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","South Nottinghamshire","Outside London","5","5","[c]","[c]"
"In post","2021","Commercial","Devon","Devon CC","Outside London","200","190","42960","40140"
"In post","2021","Commercial","Devon","Plymouth","Outside London","25","25","40310","38550"
"In post","2021","Commercial","Devon","Torbay","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dorset and Somerset","Bournemouth and Poole","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dorset and Somerset","Dorset CC","Outside London","10","10","[c]","[c]"
"In post","2021","Commercial","Dorset and Somerset","Somerset","Outside London","55","55","40220","36370"
"In post","2021","Commercial","East Anglia","Breckland and South Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Anglia","Cambridgeshire CC","Outside London","55","55","36180","34800"
"In post","2021","Commercial","East Anglia","North and West Norfolk","Outside London","10","10","[c]","[c]"
"In post","2021","Commercial","East Anglia","Norwich and East Norfolk","Outside London","90","90","35650","34800"
"In post","2021","Commercial","East Anglia","Peterborough","Outside London","40","35","40690","36970"
"In post","2021","Commercial","East Anglia","Suffolk","Outside London","25","25","45450","44760"
"In post","2021","Commercial","East Wales","Cardiff and Vale of Glamorgan","Outside London","30","30","43540","40080"
"In post","2021","Commercial","East Wales","Flintshire and Wrexham","Outside London","25","25","33920","30800"
"In post","2021","Commercial","East Wales","Monmouthshire and Newport","Outside London","100","95","35580","31700"
"In post","2021","Commercial","East Wales","Powys","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Outside London","10","10","42650","40870"
"In post","2021","Commercial","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","Outside London","10","10","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","City of Edinburgh","Outside London","55","50","36660","34190"
"In post","2021","Commercial","Eastern Scotland","Clackmannanshire and Fife","Outside London","10","10","31150","27750"
"In post","2021","Commercial","Eastern Scotland","Falkirk","Outside London","5","5","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","Perth and Kinross and Stirling","Outside London","10","10","25280","25870"
"In post","2021","Commercial","Eastern Scotland","West Lothian","Outside London","10","10","33400","39500"
"In post","2021","Commercial","Essex","Essex Haven Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Essex","Heart of Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Essex","Southend-on-Sea","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","1160","1115","39660","37400"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Outside London","80","75","39830","39230"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Outside London","180","170","33620","34800"
"In post","2021","Commercial","Greater Manchester","Greater Manchester North East","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester","Greater Manchester North West","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester","Greater Manchester South East","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester","Greater Manchester South West","Outside London","75","70","39740","38630"
"In post","2021","Commercial","Greater Manchester","Manchester","Outside London","140","135","39510","36780"
"In post","2021","Commercial","Hampshire and Isle of Wight","Central Hampshire","Outside London","135","135","34720","34800"
"In post","2021","Commercial","Hampshire and Isle of Wight","Isle of Wight","Outside London","5","5","[c]","[c]"
"In post","2021","Commercial","Hampshire and Isle of Wight","North Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hampshire and Isle of Wight","Portsmouth","Outside London","60","60","36240","34770"
"In post","2021","Commercial","Hampshire and Isle of Wight","South Hampshire","Outside London","15","10","48680","42080"
"In post","2021","Commercial","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","Outside London","5","5","[c]","[c]"
"In post","2021","Commercial","Herefordshire, Worcestershire and Warwickshire","Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Herefordshire, Worcestershire and Warwickshire","Worcestershire","Outside London","10","10","47580","48260"
"In post","2021","Commercial","Highlands and Islands","Inverness and Nairn and Moray, Badenoch and Strathspey","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - East","Hackney and Newham","London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - East","Haringey and Islington","London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - East","Lambeth","London","15","15","48180","48900"
"In post","2021","Commercial","Inner London - East","Tower Hamlets","London","55","55","44170","40400"
"In post","2021","Commercial","Inner London - West","Camden and City of London","London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - West","Wandsworth","London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - West","Westminster","London","565","555","50130","44070"
"In post","2021","Commercial","Kent","East Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kent","Kent Thames Gateway","Outside London","10","5","[c]","[c]"
"In post","2021","Commercial","Kent","Medway","Outside London","5","5","[c]","[c]"
"In post","2021","Commercial","Kent","Mid Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kent","West Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lancashire","Blackpool","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lancashire","Chorley and West Lancashire","Outside London","15","15","46320","44760"
"In post","2021","Commercial","Lancashire","East Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lancashire","Lancaster and Wyre","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lancashire","Mid Lancashire","Outside London","5","5","[c]","[c]"
"In post","2021","Commercial","Leicestershire, Rutland and Northamptonshire","Leicester","Outside London","15","15","38790","33840"
"In post","2021","Commercial","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","Outside London","20","15","42990","44010"
"In post","2021","Commercial","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lincolnshire","Lincolnshire","Outside London","20","20","42650","39040"
"In post","2021","Commercial","Merseyside","East Merseyside","Outside London","5","5","[c]","[c]"
"In post","2021","Commercial","Merseyside","Liverpool","Outside London","195","190","34520","34800"
"In post","2021","Commercial","Merseyside","Sefton","Outside London","15","15","40060","33050"
"In post","2021","Commercial","Merseyside","Wirral","Outside London","10","10","[c]","[c]"
"In post","2021","Commercial","North Eastern Scotland","Aberdeen City and Aberdeenshire","Outside London","5","5","[c]","[c]"
"In post","2021","Commercial","North Yorkshire","North Yorkshire CC","Outside London","10","10","34760","34880"
"In post","2021","Commercial","North Yorkshire","York","Outside London","45","45","42510","38180"
"In post","2021","Commercial","Northern Ireland","Antrim and Newtownabbey","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northern Ireland","Lisburn and Castlereagh","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northumberland and Tyne and Wear","Northumberland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northumberland and Tyne and Wear","Tyneside","Outside London","30","30","41140","40930"
"In post","2021","Commercial","Outer London - East and North East","Bexley and Greenwich","London","10","10","[c]","[c]"
"In post","2021","Commercial","Outer London - East and North East","Enfield","London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - South","Croydon","London","150","145","43970","43420"
"In post","2021","Commercial","Outer London - West and North West","Barnet","London","15","15","44730","40470"
"In post","2021","Commercial","Outer London - West and North West","Harrow and Hillingdon","London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - West and North West","Hounslow and Richmond upon Thames","London","55","55","35920","28460"
"In post","2021","Commercial","Overseas","Overseas","Overseas","35","35","49340","43060"
"In post","2021","Commercial","Shropshire and Staffordshire","Shropshire CC","Outside London","5","5","[c]","[c]"
"In post","2021","Commercial","Shropshire and Staffordshire","Staffordshire CC","Outside London","70","65","39280","33300"
"In post","2021","Commercial","Shropshire and Staffordshire","Stoke-on-Trent","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Shropshire and Staffordshire","Telford and Wrekin","Outside London","25","25","39390","38630"
"In post","2021","Commercial","South Yorkshire","Barnsley, Doncaster and Rotherham","Outside London","10","10","37890","31190"
"In post","2021","Commercial","South Yorkshire","Sheffield","Outside London","95","90","38700","37100"
"In post","2021","Commercial","Southern Scotland","South Lanarkshire","Outside London","70","65","40370","39630"
"In post","2021","Commercial","Surrey, East and West Sussex","Brighton and Hove","Outside London","5","5","[c]","[c]"
"In post","2021","Commercial","Surrey, East and West Sussex","East Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Surrey, East and West Sussex","East Sussex CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Surrey, East and West Sussex","West Surrey","Outside London","15","15","40500","39920"
"In post","2021","Commercial","Surrey, East and West Sussex","West Sussex (North East)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Surrey, East and West Sussex","West Sussex (South West)","Outside London","5","5","[c]","[c]"
"In post","2021","Commercial","Tees Valley and Durham","Darlington","Outside London","50","50","40700","37100"
"In post","2021","Commercial","Tees Valley and Durham","Durham CC","Outside London","25","25","44780","42630"
"In post","2021","Commercial","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","Outside London","5","5","[c]","[c]"
"In post","2021","Commercial","Tees Valley and Durham","South Teesside","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Unknown","Unknown","10","10","35360","37130"
"In post","2021","Commercial","West Central Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Outside London","10","10","34280","30930"
"In post","2021","Commercial","West Central Scotland","Glasgow City","Outside London","90","90","35010","33300"
"In post","2021","Commercial","West Central Scotland","Inverclyde, East Renfrewshire and Renfrewshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Central Scotland","North Lanarkshire","Outside London","5","5","[c]","[c]"
"In post","2021","Commercial","West Midlands","Birmingham","Outside London","65","65","39140","36740"
"In post","2021","Commercial","West Midlands","Coventry","Outside London","60","55","38450","37100"
"In post","2021","Commercial","West Midlands","Dudley","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands","Solihull","Outside London","5","5","[c]","[c]"
"In post","2021","Commercial","West Midlands","Walsall","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Wales and The Valleys","Bridgend and Neath Port Talbot","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Wales and The Valleys","Central Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Wales and The Valleys","Conwy and Denbighshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Wales and The Valleys","Isle of Anglesey","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Wales and The Valleys","Swansea","Outside London","170","155","33520","31040"
"In post","2021","Commercial","West Yorkshire","Bradford","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Yorkshire","Leeds","Outside London","180","175","40710","36820"
"In post","2021","Commercial","West Yorkshire","Wakefield","Outside London","10","10","[c]","[c]"
"In post","2021","Communications","Bedfordshire and Hertfordshire","Bedford","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Bedfordshire and Hertfordshire","Central Bedfordshire","Outside London","5","5","[c]","[c]"
"In post","2021","Communications","Bedfordshire and Hertfordshire","Hertfordshire","Outside London","25","25","38730","37640"
"In post","2021","Communications","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Outside London","25","25","32550","30860"
"In post","2021","Communications","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","Outside London","30","30","32980","31200"
"In post","2021","Communications","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Outside London","10","5","[c]","[c]"
"In post","2021","Communications","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","Outside London","25","25","30830","29200"
"In post","2021","Communications","Cheshire","Cheshire East","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cheshire","Warrington","Outside London","10","10","[c]","[c]"
"In post","2021","Communications","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Outside London","10","10","23260","21130"
"In post","2021","Communications","Cumbria","East Cumbria","Outside London","5","5","[c]","[c]"
"In post","2021","Communications","Derbyshire and Nottinghamshire","North Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Derbyshire and Nottinghamshire","Nottingham","Outside London","80","75","37000","36470"
"In post","2021","Communications","Derbyshire and Nottinghamshire","South Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Devon","Devon CC","Outside London","45","40","35760","34250"
"In post","2021","Communications","Devon","Plymouth","Outside London","5","5","[c]","[c]"
"In post","2021","Communications","Dorset and Somerset","Bournemouth and Poole","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Dorset and Somerset","Dorset CC","Outside London","20","20","30700","29200"
"In post","2021","Communications","Dorset and Somerset","Somerset","Outside London","20","20","36400","33300"
"In post","2021","Communications","East Anglia","Cambridgeshire CC","Outside London","10","10","31970","33300"
"In post","2021","Communications","East Anglia","North and West Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Anglia","Norwich and East Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Anglia","Peterborough","Outside London","15","15","36280","31270"
"In post","2021","Communications","East Anglia","Suffolk","Outside London","15","15","31820","29960"
"In post","2021","Communications","East Wales","Cardiff and Vale of Glamorgan","Outside London","180","170","39580","37410"
"In post","2021","Communications","East Wales","Flintshire and Wrexham","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Wales","Monmouthshire and Newport","Outside London","65","60","35610","30640"
"In post","2021","Communications","East Wales","Powys","Outside London","5","5","[c]","[c]"
"In post","2021","Communications","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Eastern Scotland","City of Edinburgh","Outside London","40","40","40490","36780"
"In post","2021","Communications","Eastern Scotland","Clackmannanshire and Fife","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Essex","Essex Haven Gateway","Outside London","10","10","[c]","[c]"
"In post","2021","Communications","Essex","Heart of Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Essex","Southend-on-Sea","Outside London","5","5","[c]","[c]"
"In post","2021","Communications","Essex","West Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","60","60","37320","36010"
"In post","2021","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Outside London","90","85","37980","36500"
"In post","2021","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","Outside London","5","5","[c]","[c]"
"In post","2021","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Outside London","55","50","32540","29200"
"In post","2021","Communications","Greater Manchester","Greater Manchester North West","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Greater Manchester","Greater Manchester South East","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Greater Manchester","Greater Manchester South West","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Greater Manchester","Manchester","Outside London","80","75","33680","30420"
"In post","2021","Communications","Hampshire and Isle of Wight","Central Hampshire","Outside London","70","65","31680","28060"
"In post","2021","Communications","Hampshire and Isle of Wight","North Hampshire","Outside London","15","15","35870","33300"
"In post","2021","Communications","Hampshire and Isle of Wight","Portsmouth","Outside London","40","40","34350","33300"
"In post","2021","Communications","Hampshire and Isle of Wight","South Hampshire","Outside London","40","40","32170","29540"
"In post","2021","Communications","Hampshire and Isle of Wight","Southampton","Outside London","20","20","35110","33430"
"In post","2021","Communications","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Herefordshire, Worcestershire and Warwickshire","Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Herefordshire, Worcestershire and Warwickshire","Worcestershire","Outside London","15","15","39130","36970"
"In post","2021","Communications","Highlands and Islands","Inverness and Nairn and Moray, Badenoch and Strathspey","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Inner London - East","Hackney and Newham","London","10","10","45670","43320"
"In post","2021","Communications","Inner London - East","Lambeth","London","60","60","49970","45650"
"In post","2021","Communications","Inner London - East","Tower Hamlets","London","145","145","46810","40850"
"In post","2021","Communications","Inner London - West","Camden and City of London","London","15","10","53030","44850"
"In post","2021","Communications","Inner London - West","Wandsworth","London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Inner London - West","Westminster","London","1790","1755","46280","42710"
"In post","2021","Communications","Kent","East Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Kent","Medway","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Kent","West Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Lancashire","Blackpool","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Lancashire","Lancaster and Wyre","Outside London","15","15","29990","26930"
"In post","2021","Communications","Lancashire","Mid Lancashire","Outside London","10","10","[c]","[c]"
"In post","2021","Communications","Leicestershire, Rutland and Northamptonshire","Leicester","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","Outside London","5","5","[c]","[c]"
"In post","2021","Communications","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Lincolnshire","Lincolnshire","Outside London","15","15","29900","29720"
"In post","2021","Communications","Merseyside","East Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Merseyside","Liverpool","Outside London","25","25","37630","35420"
"In post","2021","Communications","Merseyside","Sefton","Outside London","45","40","40790","37910"
"In post","2021","Communications","Merseyside","Wirral","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North Yorkshire","North Yorkshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North Yorkshire","York","Outside London","15","15","34230","35900"
"In post","2021","Communications","Northern Ireland","Belfast","Outside London","25","25","42020","38630"
"In post","2021","Communications","Northern Ireland","Lisburn and Castlereagh","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northumberland and Tyne and Wear","Northumberland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northumberland and Tyne and Wear","Sunderland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northumberland and Tyne and Wear","Tyneside","Outside London","80","75","34110","31810"
"In post","2021","Communications","Outer London - East and North East","Redbridge and Waltham Forest","London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Outer London - South","Croydon","London","30","30","42300","39690"
"In post","2021","Communications","Outer London - West and North West","Barnet","London","15","15","40900","38430"
"In post","2021","Communications","Outer London - West and North West","Harrow and Hillingdon","London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Outer London - West and North West","Hounslow and Richmond upon Thames","London","20","15","34170","29470"
"In post","2021","Communications","Overseas","Overseas","Overseas","5","5","[c]","[c]"
"In post","2021","Communications","Shropshire and Staffordshire","Shropshire CC","Outside London","10","10","27150","26670"
"In post","2021","Communications","Shropshire and Staffordshire","Staffordshire CC","Outside London","20","20","32160","29200"
"In post","2021","Communications","Shropshire and Staffordshire","Stoke-on-Trent","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Shropshire and Staffordshire","Telford and Wrekin","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South Yorkshire","Barnsley, Doncaster and Rotherham","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South Yorkshire","Sheffield","Outside London","50","50","38000","35610"
"In post","2021","Communications","Southern Scotland","South Lanarkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Surrey, East and West Sussex","East Sussex CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Surrey, East and West Sussex","West Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Surrey, East and West Sussex","West Sussex (North East)","Outside London","5","5","[c]","[c]"
"In post","2021","Communications","Surrey, East and West Sussex","West Sussex (South West)","Outside London","10","10","35980","36970"
"In post","2021","Communications","Tees Valley and Durham","Darlington","Outside London","30","30","31660","29360"
"In post","2021","Communications","Tees Valley and Durham","Durham CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Central Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Central Scotland","Glasgow City","Outside London","20","20","33530","31820"
"In post","2021","Communications","West Central Scotland","Inverclyde, East Renfrewshire and Renfrewshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Midlands","Birmingham","Outside London","40","40","41820","39360"
"In post","2021","Communications","West Midlands","Coventry","Outside London","50","45","43340","40300"
"In post","2021","Communications","West Midlands","Solihull","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Wales and The Valleys","Central Valleys","Outside London","10","10","35330","31670"
"In post","2021","Communications","West Wales and The Valleys","Conwy and Denbighshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Wales and The Valleys","Gwent Valleys","Outside London","5","5","[c]","[c]"
"In post","2021","Communications","West Wales and The Valleys","Gwynedd","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Wales and The Valleys","Isle of Anglesey","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Wales and The Valleys","South West Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Wales and The Valleys","Swansea","Outside London","75","70","30830","26780"
"In post","2021","Communications","West Yorkshire","Bradford","Outside London","5","5","[c]","[c]"
"In post","2021","Communications","West Yorkshire","Leeds","Outside London","50","45","50670","49890"
"In post","2021","Communications","West Yorkshire","Wakefield","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Devon","Devon CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","East Anglia","Suffolk","Outside London","10","10","31730","26890"
"In post","2021","Corporate Finance","East Wales","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Outside London","25","25","43570","40700"
"In post","2021","Corporate Finance","Hampshire and Isle of Wight","Central Hampshire","Outside London","25","25","35890","33650"
"In post","2021","Corporate Finance","Hampshire and Isle of Wight","South Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Inner London - East","Lambeth","London","5","5","[c]","[c]"
"In post","2021","Corporate Finance","Inner London - East","Tower Hamlets","London","20","20","46200","45740"
"In post","2021","Corporate Finance","Inner London - West","Westminster","London","50","50","58230","57890"
"In post","2021","Corporate Finance","Kent","West Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Merseyside","Sefton","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","West Central Scotland","Glasgow City","Outside London","10","10","44490","42390"
"In post","2021","Corporate Finance","West Midlands","Birmingham","Outside London","10","10","45510","40800"
"In post","2021","Counter Fraud","Bedfordshire and Hertfordshire","Bedford","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Bedfordshire and Hertfordshire","Hertfordshire","Outside London","15","15","40810","38510"
"In post","2021","Counter Fraud","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Derbyshire and Nottinghamshire","Derby","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Derbyshire and Nottinghamshire","Nottingham","Outside London","15","15","36720","36060"
"In post","2021","Counter Fraud","Derbyshire and Nottinghamshire","South Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Devon","Devon CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Devon","Plymouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Dorset and Somerset","Bournemouth and Poole","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East Anglia","Cambridgeshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East Anglia","Peterborough","Outside London","10","10","24480","25310"
"In post","2021","Counter Fraud","East Anglia","Suffolk","Outside London","[c]","[c]","[c]","[c]"
