"Status","Year","Parent_department","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Inner London - East","Haringey and Islington","10","10","40050","24590"
"In post","2021","Attorney General's Departments","Inner London - East","Lewisham and Southwark","15","15","30600","24590"
"In post","2021","Attorney General's Departments","Inner London - West","Camden and City of London","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Inner London - West","Westminster","4505","4240","50540","51250"
"In post","2021","Attorney General's Departments","Kent","East Kent","125","115","39460","30110"
"In post","2021","Attorney General's Departments","Kent","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Lancashire","Mid Lancashire","175","165","40040","38000"
"In post","2021","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","Leicester","140","130","39010","38180"
"In post","2021","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","15","15","43200","48080"
"In post","2021","Attorney General's Departments","Lincolnshire","Lincolnshire","10","10","41360","41280"
"In post","2021","Attorney General's Departments","Merseyside","Liverpool","365","345","37570","30930"
"In post","2021","Attorney General's Departments","North Eastern Scotland","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","North Yorkshire","York","320","295","47160","53350"
"In post","2021","Attorney General's Departments","Northumberland and Tyne and Wear","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Northumberland and Tyne and Wear","Tyneside","240","220","38030","32420"
"In post","2021","Attorney General's Departments","Outer London - East and North East","Bexley and Greenwich","15","10","32030","24590"
"In post","2021","Attorney General's Departments","Outer London - East and North East","Redbridge and Waltham Forest","15","15","33710","24590"
"In post","2021","Attorney General's Departments","Outer London - South","Croydon","90","80","39280","31670"
"In post","2021","Attorney General's Departments","Outer London - South","Merton, Kingston upon Thames and Sutton","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Outer London - West and North West","Harrow and Hillingdon","15","15","37100","28580"
"In post","2021","Attorney General's Departments","Outer London - West and North West","Hounslow and Richmond upon Thames","10","10","32250","24590"
"In post","2021","Attorney General's Departments","Overseas","Overseas","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Shropshire and Staffordshire","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Shropshire and Staffordshire","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Shropshire and Staffordshire","Stoke-on-Trent","65","60","41930","48080"
"In post","2021","Attorney General's Departments","South Yorkshire","Sheffield","140","125","35940","28430"
"In post","2021","Attorney General's Departments","Surrey, East and West Sussex","Brighton and Hove","110","100","42660","36240"
"In post","2021","Attorney General's Departments","Surrey, East and West Sussex","West Surrey","55","55","41400","40000"
"In post","2021","Attorney General's Departments","Surrey, East and West Sussex","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Tees Valley and Durham","South Teesside","95","85","38060","32370"
"In post","2021","Attorney General's Departments","West Midlands","Birmingham","485","455","39820","38000"
"In post","2021","Attorney General's Departments","West Midlands","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Wales and The Valleys","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Wales and The Valleys","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Wales and The Valleys","Swansea","70","65","41460","38180"
"In post","2021","Attorney General's Departments","West Yorkshire","Leeds","380","350","41940","38760"
"In post","2021","Attorney General's Departments","West Yorkshire","Wakefield","70","65","36100","30130"
"In post","2021","Cabinet Office","Bedfordshire and Hertfordshire","Hertfordshire","5","5","[c]","[c]"
"In post","2021","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","10","10","50420","36460"
"In post","2021","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","15","15","54660","54700"
"In post","2021","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","90","85","29950","33000"
"In post","2021","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Cheshire","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Cumbria","West Cumbria","5","5","[c]","[c]"
"In post","2021","Cabinet Office","Derbyshire and Nottinghamshire","Nottingham","25","25","48990","39510"
"In post","2021","Cabinet Office","Devon","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Devon","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Dorset and Somerset","Dorset CC","10","10","35240","33470"
"In post","2021","Cabinet Office","East Anglia","Cambridgeshire CC","15","15","53530","33300"
"In post","2021","Cabinet Office","East Anglia","Norwich and East Norfolk","95","90","46130","40250"
"In post","2021","Cabinet Office","East Anglia","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East Anglia","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East Wales","Cardiff and Vale of Glamorgan","30","30","35560","29250"
"In post","2021","Cabinet Office","East Wales","Monmouthshire and Newport","30","30","42060","38450"
"In post","2021","Cabinet Office","Eastern Scotland","City of Edinburgh","25","25","33040","29250"
"In post","2021","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","40","40","65290","53760"
"In post","2021","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","65","60","43300","38420"
"In post","2021","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","65","65","61990","54700"
"In post","2021","Cabinet Office","Greater Manchester","Greater Manchester South East","10","10","37580","34550"
"In post","2021","Cabinet Office","Greater Manchester","Greater Manchester South West","170","165","45200","38890"
"In post","2021","Cabinet Office","Greater Manchester","Manchester","95","95","46350","37300"
"In post","2021","Cabinet Office","Hampshire and Isle of Wight","Central Hampshire","40","35","58300","54010"
"In post","2021","Cabinet Office","Hampshire and Isle of Wight","North Hampshire","20","20","44350","38260"
"In post","2021","Cabinet Office","Hampshire and Isle of Wight","Portsmouth","25","25","51860","49030"
"In post","2021","Cabinet Office","Hampshire and Isle of Wight","South Hampshire","10","10","42010","40300"
"In post","2021","Cabinet Office","Inner London - East","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Inner London - East","Lambeth","10","10","29310","28630"
"In post","2021","Cabinet Office","Inner London - East","Lewisham and Southwark","15","15","102750","122500"
"In post","2021","Cabinet Office","Inner London - East","Tower Hamlets","870","855","51680","54700"
"In post","2021","Cabinet Office","Inner London - West","Camden and City of London","95","95","54190","54700"
"In post","2021","Cabinet Office","Inner London - West","Westminster","5455","5380","49380","40600"
"In post","2021","Cabinet Office","Kent","Medway","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Kent","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Kent","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Lancashire","Blackpool","40","40","51230","49700"
"In post","2021","Cabinet Office","Lancashire","Lancaster and Wyre","5","5","[c]","[c]"
"In post","2021","Cabinet Office","Lincolnshire","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Merseyside","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Merseyside","Liverpool","120","120","49230","49700"
"In post","2021","Cabinet Office","Merseyside","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","North Yorkshire","North Yorkshire CC","5","5","[c]","[c]"
"In post","2021","Cabinet Office","North Yorkshire","York","440","420","29190","26670"
"In post","2021","Cabinet Office","Northern Ireland","Ards and North Down","5","5","[c]","[c]"
"In post","2021","Cabinet Office","Northern Ireland","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Northumberland and Tyne and Wear","Tyneside","405","375","28460","23850"
"In post","2021","Cabinet Office","Outer London - South","Croydon","50","50","43890","32000"
"In post","2021","Cabinet Office","Outer London - West and North West","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Shropshire and Staffordshire","Telford and Wrekin","15","15","58080","51560"
"In post","2021","Cabinet Office","South Yorkshire","Sheffield","100","95","46980","49700"
"In post","2021","Cabinet Office","Southern Scotland","South Lanarkshire","25","25","62500","62010"
"In post","2021","Cabinet Office","Surrey, East and West Sussex","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Surrey, East and West Sussex","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Tees Valley and Durham","Darlington","10","10","62080","66310"
"In post","2021","Cabinet Office","Tees Valley and Durham","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Unknown","Unknown","600","595","36250","32000"
"In post","2021","Cabinet Office","West Central Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","West Central Scotland","Glasgow City","25","25","52930","53320"
"In post","2021","Cabinet Office","West Midlands","Birmingham","20","20","71880","64030"
"In post","2021","Cabinet Office","West Midlands","Coventry","15","15","53340","49700"
"In post","2021","Cabinet Office","West Wales and The Valleys","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","West Wales and The Valleys","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","West Yorkshire","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","West Yorkshire","Leeds","185","180","47110","40250"
"In post","2021","Chancellor's other departments","Eastern Scotland","City of Edinburgh","5","5","[c]","[c]"
"In post","2021","Chancellor's other departments","Inner London - West","Camden and City of London","200","190","64910","57250"
"In post","2021","Chancellor's other departments","Inner London - West","Westminster","160","155","52510","47410"
"In post","2021","Chancellor's other departments","Lancashire","Blackpool","15","15","46380","42840"
"In post","2021","Chancellor's other departments","Tees Valley and Durham","Durham CC","15","15","49950","44950"
"In post","2021","Chancellor's other departments","West Central Scotland","Glasgow City","10","10","44870","41310"
"In post","2021","Charity Commission","Dorset and Somerset","Somerset","50","45","35580","30350"
"In post","2021","Charity Commission","East Wales","Monmouthshire and Newport","5","5","[c]","[c]"
"In post","2021","Charity Commission","Inner London - West","Westminster","75","70","42950","37910"
"In post","2021","Charity Commission","Merseyside","Sefton","305","290","32780","29160"
"In post","2021","Competition and Markets Authority","East Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Eastern Scotland","City of Edinburgh","50","50","56490","55860"
"In post","2021","Competition and Markets Authority","Inner London - East","Tower Hamlets","785","760","60810","56630"
"In post","2021","Competition and Markets Authority","Northern Ireland","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Bedfordshire and Hertfordshire","Bedford","10","10","36430","36190"
"In post","2021","Department for Business, Energy and Industrial Strategy","Bedfordshire and Hertfordshire","Hertfordshire","35","30","40560","38510"
"In post","2021","Department for Business, Energy and Industrial Strategy","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","45","40","40480","39650"
"In post","2021","Department for Business, Energy and Industrial Strategy","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","30","25","41270","36730"
"In post","2021","Department for Business, Energy and Industrial Strategy","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Derbyshire and Nottinghamshire","Nottingham","175","165","30990","30950"
"In post","2021","Department for Business, Energy and Industrial Strategy","Derbyshire and Nottinghamshire","South Nottinghamshire","10","10","35410","35570"
"In post","2021","Department for Business, Energy and Industrial Strategy","Devon","Devon CC","1765","1690","40030","39650"
"In post","2021","Department for Business, Energy and Industrial Strategy","Devon","Plymouth","50","50","27720","20880"
"In post","2021","Department for Business, Energy and Industrial Strategy","East Anglia","Cambridgeshire CC","30","25","37090","34050"
"In post","2021","Department for Business, Energy and Industrial Strategy","East Anglia","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East Anglia","Suffolk","115","105","30780","29940"
"In post","2021","Department for Business, Energy and Industrial Strategy","East Wales","Cardiff and Vale of Glamorgan","1275","1180","31170","27460"
"In post","2021","Department for Business, Energy and Industrial Strategy","East Wales","Monmouthshire and Newport","1490","1410","37580","31010"
"In post","2021","Department for Business, Energy and Industrial Strategy","Eastern Scotland","City of Edinburgh","135","130","27470","23560"
"In post","2021","Department for Business, Energy and Industrial Strategy","Essex","Southend-on-Sea","30","25","30870","28640"
"In post","2021","Department for Business, Energy and Industrial Strategy","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","120","110","35460","34390"
"In post","2021","Department for Business, Energy and Industrial Strategy","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","115","115","46000","49080"
"In post","2021","Department for Business, Energy and Industrial Strategy","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","15","15","36870","36730"
"In post","2021","Department for Business, Energy and Industrial Strategy","Greater Manchester","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Greater Manchester","Manchester","355","340","32540","30950"
"In post","2021","Department for Business, Energy and Industrial Strategy","Hampshire and Isle of Wight","Central Hampshire","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Hampshire and Isle of Wight","North Hampshire","45","40","35960","36730"
"In post","2021","Department for Business, Energy and Industrial Strategy","Hampshire and Isle of Wight","South Hampshire","10","10","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Hampshire and Isle of Wight","Southampton","35","35","32820","32060"
"In post","2021","Department for Business, Energy and Industrial Strategy","Highlands and Islands","Inverness and Nairn and Moray, Badenoch and Strathspey","15","15","35910","36110"
"In post","2021","Department for Business, Energy and Industrial Strategy","Highlands and Islands","Shetland Islands","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Inner London - East","Hackney and Newham","250","240","42830","42790"
"In post","2021","Department for Business, Energy and Industrial Strategy","Inner London - West","Camden and City of London","25","20","46810","44300"
"In post","2021","Department for Business, Energy and Industrial Strategy","Inner London - West","Westminster","5190","5080","49160","52080"
"In post","2021","Department for Business, Energy and Industrial Strategy","Kent","Medway","55","50","26670","20880"
"In post","2021","Department for Business, Energy and Industrial Strategy","Lancashire","Blackpool","50","45","33270","29850"
"In post","2021","Department for Business, Energy and Industrial Strategy","Lancashire","Chorley and West Lancashire","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Lincolnshire","Lincolnshire","30","30","38180","37080"
"In post","2021","Department for Business, Energy and Industrial Strategy","Merseyside","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Merseyside","Wirral","45","45","32820","31000"
"In post","2021","Department for Business, Energy and Industrial Strategy","North Eastern Scotland","Aberdeen City and Aberdeenshire","130","125","47200","41420"
"In post","2021","Department for Business, Energy and Industrial Strategy","North Yorkshire","North Yorkshire CC","10","10","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North Yorkshire","York","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Northern Ireland","Antrim and Newtownabbey","15","15","36750","36620"
"In post","2021","Department for Business, Energy and Industrial Strategy","Northern Ireland","Belfast","20","20","27000","23490"
"In post","2021","Department for Business, Energy and Industrial Strategy","Northumberland and Tyne and Wear","Tyneside","205","195","31390","30950"
"In post","2021","Department for Business, Energy and Industrial Strategy","Outer London - South","Croydon","65","60","32350","27650"
"In post","2021","Department for Business, Energy and Industrial Strategy","Outer London - West and North West","Harrow and Hillingdon","30","30","42290","43160"
"In post","2021","Department for Business, Energy and Industrial Strategy","Outer London - West and North West","Hounslow and Richmond upon Thames","65","60","43510","40220"
"In post","2021","Department for Business, Energy and Industrial Strategy","Overseas","Overseas","30","30","40460","41750"
"In post","2021","Department for Business, Energy and Industrial Strategy","Shropshire and Staffordshire","Shropshire CC","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South Yorkshire","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Southern Scotland","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Surrey, East and West Sussex","Brighton and Hove","15","15","30600","27340"
"In post","2021","Department for Business, Energy and Industrial Strategy","Surrey, East and West Sussex","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Surrey, East and West Sussex","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","West Central Scotland","Glasgow City","110","100","30700","30950"
"In post","2021","Department for Business, Energy and Industrial Strategy","West Midlands","Birmingham","665","635","33290","30390"
"In post","2021","Department for Business, Energy and Industrial Strategy","West Wales and The Valleys","Isle of Anglesey","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","West Wales and The Valleys","South West Wales","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","West Yorkshire","Leeds","190","180","32180","30950"
"In post","2021","Department for Digital, Culture, Media and Sport","Eastern Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Greater Manchester","Manchester","45","45","40410","34020"
"In post","2021","Department for Digital, Culture, Media and Sport","Inner London - West","Westminster","1715","1680","49440","51730"
"In post","2021","Department for Digital, Culture, Media and Sport","Merseyside","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Northern Ireland","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Northumberland and Tyne and Wear","Tyneside","5","5","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","West Central Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Bedfordshire and Hertfordshire","Hertfordshire","30","25","44720","40370"
"In post","2021","Department for Education","Derbyshire and Nottinghamshire","Nottingham","290","275","41750","37100"
"In post","2021","Department for Education","East Anglia","Cambridgeshire CC","40","40","47860","50520"
"In post","2021","Department for Education","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","225","215","43730","39780"
"In post","2021","Department for Education","Greater Manchester","Manchester","1145","1120","40360","36780"
"In post","2021","Department for Education","Inner London - West","Westminster","2585","2490","50360","53420"
"In post","2021","Department for Education","Northumberland and Tyne and Wear","Tyneside","80","75","39120","36780"
"In post","2021","Department for Education","Outer London - South","Croydon","50","50","46000","40230"
"In post","2021","Department for Education","South Yorkshire","Sheffield","1395","1335","40460","36960"
"In post","2021","Department for Education","Tees Valley and Durham","Darlington","705","675","38100","36780"
"In post","2021","Department for Education","Unknown","Unknown","15","10","56170","52840"
"In post","2021","Department for Education","West Midlands","Coventry","1280","1250","40710","36820"
"In post","2021","Department for Education","West Yorkshire","Leeds","95","90","45390","40300"
"In post","2021","Department for Environment, Food and Rural Affairs","Bedfordshire and Hertfordshire","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Bedfordshire and Hertfordshire","Hertfordshire","25","25","31290","28030"
"In post","2021","Department for Environment, Food and Rural Affairs","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","365","350","35700","31540"
"In post","2021","Department for Environment, Food and Rural Affairs","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","30","30","36480","35900"
"In post","2021","Department for Environment, Food and Rural Affairs","Cheshire","Cheshire East","175","165","31160","26090"
"In post","2021","Department for Environment, Food and Rural Affairs","Cheshire","Warrington","135","130","42470","47550"
"In post","2021","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","95","90","33110","29180"
"In post","2021","Department for Environment, Food and Rural Affairs","Cumbria","East Cumbria","490","445","27540","24920"
"In post","2021","Department for Environment, Food and Rural Affairs","Cumbria","West Cumbria","505","450","24340","21050"
"In post","2021","Department for Environment, Food and Rural Affairs","Derbyshire and Nottinghamshire","Nottingham","105","100","32290","26620"
"In post","2021","Department for Environment, Food and Rural Affairs","Derbyshire and Nottinghamshire","South and West Derbyshire","10","10","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Derbyshire and Nottinghamshire","South Nottinghamshire","45","45","33140","29690"
"In post","2021","Department for Environment, Food and Rural Affairs","Devon","Devon CC","530","490","29590","25540"
"In post","2021","Department for Environment, Food and Rural Affairs","Devon","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Dorset and Somerset","Dorset CC","155","145","33210","29270"
"In post","2021","Department for Environment, Food and Rural Affairs","Dorset and Somerset","Somerset","70","65","34230","29940"
"In post","2021","Department for Environment, Food and Rural Affairs","East Anglia","Cambridgeshire CC","100","95","31940","29180"
"In post","2021","Department for Environment, Food and Rural Affairs","East Anglia","North and West Norfolk","10","10","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","East Anglia","Norwich and East Norfolk","30","25","35950","30920"
"In post","2021","Department for Environment, Food and Rural Affairs","East Anglia","Peterborough","100","100","38230","36970"
"In post","2021","Department for Environment, Food and Rural Affairs","East Anglia","Suffolk","520","490","34220","30220"
"In post","2021","Department for Environment, Food and Rural Affairs","East Wales","Cardiff and Vale of Glamorgan","100","95","29980","24920"
"In post","2021","Department for Environment, Food and Rural Affairs","East Wales","Powys","25","20","35220","37240"
"In post","2021","Department for Environment, Food and Rural Affairs","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","25","25","31000","29180"
"In post","2021","Department for Environment, Food and Rural Affairs","Eastern Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Eastern Scotland","East Lothian and Midlothian","10","10","33540","26290"
"In post","2021","Department for Environment, Food and Rural Affairs","Eastern Scotland","Perth and Kinross and Stirling","45","45","34250","29180"
"In post","2021","Department for Environment, Food and Rural Affairs","Essex","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Essex","Heart of Essex","50","50","30410","28240"
"In post","2021","Department for Environment, Food and Rural Affairs","Essex","Thurrock","5","5","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","860","815","39290","36520"
"In post","2021","Department for Environment, Food and Rural Affairs","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire","65","60","32830","30400"
"In post","2021","Department for Environment, Food and Rural Affairs","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","10","10","29530","26470"
"In post","2021","Department for Environment, Food and Rural Affairs","Greater Manchester","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Greater Manchester","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Greater Manchester","Manchester","25","25","32390","29180"
"In post","2021","Department for Environment, Food and Rural Affairs","Hampshire and Isle of Wight","Central Hampshire","40","35","33250","30370"
"In post","2021","Department for Environment, Food and Rural Affairs","Hampshire and Isle of Wight","South Hampshire","10","10","32030","26520"
"In post","2021","Department for Environment, Food and Rural Affairs","Herefordshire, Worcestershire and Warwickshire","Worcestershire","440","410","32880","29180"
"In post","2021","Department for Environment, Food and Rural Affairs","Highlands and Islands","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Highlands and Islands","Inverness and Nairn and Moray, Badenoch and Strathspey","30","25","28930","26960"
"In post","2021","Department for Environment, Food and Rural Affairs","Inner London - West","Westminster","2510","2435","45300","39910"
"In post","2021","Department for Environment, Food and Rural Affairs","Kent","East Kent","40","40","27720","25100"
"In post","2021","Department for Environment, Food and Rural Affairs","Kent","Mid Kent","10","10","30700","30810"
"In post","2021","Department for Environment, Food and Rural Affairs","Kent","West Kent","10","10","32290","27190"
"In post","2021","Department for Environment, Food and Rural Affairs","Lancashire","Mid Lancashire","105","95","33340","29690"
