"Status","Year","Function_of_post","Profession_of_post","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","No function","Psychology","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","No function","Psychology","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","No function","Science and Engineering","AA","Female","50","40","19520","19260"
"In post","2021","No function","Science and Engineering","AA","Male","45","45","18150","18850"
"In post","2021","No function","Science and Engineering","AO","Female","380","355","22750","22830"
"In post","2021","No function","Science and Engineering","AO","Male","235","230","21990","21580"
"In post","2021","No function","Science and Engineering","EO","Female","370","345","26410","26620"
"In post","2021","No function","Science and Engineering","EO","Male","325","320","26900","26880"
"In post","2021","No function","Science and Engineering","G6","Female","145","125","71480","67460"
"In post","2021","No function","Science and Engineering","G6","Male","180","170","71230","68350"
"In post","2021","No function","Science and Engineering","G7","Female","615","570","51700","51670"
"In post","2021","No function","Science and Engineering","G7","Male","1195","1160","52180","51960"
"In post","2021","No function","Science and Engineering","HEO","Female","765","710","31990","31710"
"In post","2021","No function","Science and Engineering","HEO","Male","795","775","31360","29160"
"In post","2021","No function","Science and Engineering","SCS level","Female","20","20","[c]","[c]"
"In post","2021","No function","Science and Engineering","SCS level","Male","45","40","98940","94460"
"In post","2021","No function","Science and Engineering","SEO","Female","815","735","39980","39650"
"In post","2021","No function","Science and Engineering","SEO","Male","985","955","40340","39650"
"In post","2021","No function","Security","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","No function","Security","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","No function","Security","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","No function","Security","EO","Male","10","10","[c]","[c]"
"In post","2021","No function","Security","G6","Female","5","5","[c]","[c]"
"In post","2021","No function","Security","G6","Male","5","5","[c]","[c]"
"In post","2021","No function","Security","G7","Female","15","15","[c]","[c]"
"In post","2021","No function","Security","G7","Male","25","25","[c]","[c]"
"In post","2021","No function","Security","HEO","Female","25","25","[c]","[c]"
"In post","2021","No function","Security","HEO","Male","30","30","[c]","[c]"
"In post","2021","No function","Security","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","No function","Security","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","No function","Security","SEO","Female","25","25","[c]","[c]"
"In post","2021","No function","Security","SEO","Male","40","40","43870","44030"
"In post","2021","No function","Social Research","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","No function","Social Research","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","No function","Social Research","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","No function","Social Research","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","No function","Social Research","G7","Female","10","10","[c]","[c]"
"In post","2021","No function","Social Research","G7","Male","5","5","[c]","[c]"
"In post","2021","No function","Social Research","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","No function","Social Research","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","No function","Social Research","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","No function","Social Research","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","No function","Social Research","SEO","Female","10","5","[c]","[c]"
"In post","2021","No function","Social Research","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","No function","Statistics","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","No function","Statistics","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","No function","Statistics","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","No function","Statistics","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","No function","Statistics","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","No function","Statistics","G7","Male","10","10","[c]","[c]"
"In post","2021","No function","Statistics","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","No function","Statistics","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","No function","Statistics","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","No function","Statistics","SEO","Male","5","5","[c]","[c]"
"In post","2021","No function","Tax","AO","Female","1460","1335","20260","20140"
"In post","2021","No function","Tax","AO","Male","1310","1255","20210","20140"
"In post","2021","No function","Tax","EO","Female","995","860","27210","26720"
"In post","2021","No function","Tax","EO","Male","860","810","27030","25560"
"In post","2021","No function","Tax","G6","Female","180","165","66400","64670"
"In post","2021","No function","Tax","G6","Male","310","295","67140","64670"
"In post","2021","No function","Tax","G7","Female","565","540","53200","52580"
"In post","2021","No function","Tax","G7","Male","945","910","53980","52580"
"In post","2021","No function","Tax","HEO","Female","1835","1690","32980","31810"
"In post","2021","No function","Tax","HEO","Male","2125","2045","33280","31810"
"In post","2021","No function","Tax","SCS level","Female","35","35","82900","77850"
"In post","2021","No function","Tax","SCS level","Male","35","35","81820","79930"
"In post","2021","No function","Tax","SEO","Female","620","590","39110","38630"
"In post","2021","No function","Tax","SEO","Male","670","625","39730","38630"
"In post","2021","No function","Unknown","AA","Female","5","5","[c]","[c]"
"In post","2021","No function","Unknown","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","No function","Unknown","AO","Female","735","665","20620","20140"
"In post","2021","No function","Unknown","AO","Male","835","815","20580","20140"
"In post","2021","No function","Unknown","EO","Female","445","430","26580","27500"
"In post","2021","No function","Unknown","EO","Male","415","415","26320","25560"
"In post","2021","No function","Unknown","G6","Female","175","170","66420","64700"
"In post","2021","No function","Unknown","G6","Male","145","145","67320","66440"
"In post","2021","No function","Unknown","G7","Female","460","445","55320","54700"
"In post","2021","No function","Unknown","G7","Male","440","440","55830","54700"
"In post","2021","No function","Unknown","HEO","Female","1600","1585","31270","31810"
"In post","2021","No function","Unknown","HEO","Male","1315","1310","31680","31810"
"In post","2021","No function","Unknown","SCS level","Female","160","155","83850","77700"
"In post","2021","No function","Unknown","SCS level","Male","175","175","90600","79670"
"In post","2021","No function","Unknown","SEO","Female","200","195","40980","40600"
"In post","2021","No function","Unknown","SEO","Male","155","155","40910","40600"
"In post","2021","No function","Unknown","Unknown","Female","5","5","[c]","[c]"
"In post","2021","No function","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","No function","Veterinarian","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","No function","Veterinarian","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","No function","Veterinarian","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","No function","Veterinarian","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","No function","Veterinarian","G6","Female","10","10","[c]","[c]"
"In post","2021","No function","Veterinarian","G6","Male","15","15","[c]","[c]"
"In post","2021","No function","Veterinarian","G7","Female","55","55","52800","52070"
"In post","2021","No function","Veterinarian","G7","Male","50","50","54550","54310"
"In post","2021","No function","Veterinarian","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","No function","Veterinarian","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","No function","Veterinarian","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","No function","Veterinarian","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","No function","Veterinarian","SEO","Female","170","160","40470","37630"
"In post","2021","No function","Veterinarian","SEO","Male","115","110","41080","37910"
"In post","2021","Project Delivery","Commercial","EO","Female","75","70","22620","22680"
"In post","2021","Project Delivery","Commercial","EO","Male","50","45","22780","23000"
"In post","2021","Project Delivery","Commercial","G6","Female","15","15","[c]","[c]"
"In post","2021","Project Delivery","Commercial","G6","Male","25","25","[c]","[c]"
"In post","2021","Project Delivery","Commercial","G7","Female","55","50","53200","54090"
"In post","2021","Project Delivery","Commercial","G7","Male","65","65","53230","53570"
"In post","2021","Project Delivery","Commercial","HEO","Female","150","140","30750","30410"
"In post","2021","Project Delivery","Commercial","HEO","Male","140","140","31470","32410"
"In post","2021","Project Delivery","Commercial","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Commercial","SCS level","Male","5","5","[c]","[c]"
"In post","2021","Project Delivery","Commercial","SEO","Female","115","110","40460","41010"
"In post","2021","Project Delivery","Commercial","SEO","Male","105","105","40570","40500"
"In post","2021","Project Delivery","Communications","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Communications","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Communications","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Communications","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Communications","G7","Female","5","5","[c]","[c]"
"In post","2021","Project Delivery","Communications","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Communications","HEO","Female","10","5","[c]","[c]"
"In post","2021","Project Delivery","Communications","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Communications","SEO","Female","5","5","[c]","[c]"
"In post","2021","Project Delivery","Communications","SEO","Male","5","5","[c]","[c]"
"In post","2021","Project Delivery","Corporate Finance","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Corporate Finance","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Corporate Finance","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Corporate Finance","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Digital, Data and Technology","EO","Female","15","15","[c]","[c]"
"In post","2021","Project Delivery","Digital, Data and Technology","EO","Male","25","25","[c]","[c]"
"In post","2021","Project Delivery","Digital, Data and Technology","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Digital, Data and Technology","G6","Male","10","10","[c]","[c]"
"In post","2021","Project Delivery","Digital, Data and Technology","G7","Female","25","20","[c]","[c]"
"In post","2021","Project Delivery","Digital, Data and Technology","G7","Male","100","100","54970","56350"
"In post","2021","Project Delivery","Digital, Data and Technology","HEO","Female","40","35","30920","30300"
"In post","2021","Project Delivery","Digital, Data and Technology","HEO","Male","60","60","30440","29630"
"In post","2021","Project Delivery","Digital, Data and Technology","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Digital, Data and Technology","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Digital, Data and Technology","SEO","Female","30","30","42260","41870"
"In post","2021","Project Delivery","Digital, Data and Technology","SEO","Male","130","125","43110","43350"
"In post","2021","Project Delivery","Economics","G6","Female","10","10","[c]","[c]"
"In post","2021","Project Delivery","Economics","G6","Male","20","20","[c]","[c]"
"In post","2021","Project Delivery","Economics","G7","Female","25","25","[c]","[c]"
"In post","2021","Project Delivery","Economics","G7","Male","35","35","54630","55620"
