"Status","Year","Age","Ethnicity","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","40-49","Mixed","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Scottish Government (excl. agencies)","20","20","[c]","[c]"
"In post","2021","40-49","Mixed","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","The National Archives","5","5","[c]","[c]"
"In post","2021","40-49","Mixed","Transport Scotland","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","UK Intellectual Property Office","5","5","[c]","[c]"
"In post","2021","40-49","Mixed","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","United Kingdom Statistics Authority","15","15","[c]","[c]"
"In post","2021","40-49","Mixed","Valuation Office Agency","10","5","[c]","[c]"
"In post","2021","40-49","Mixed","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Welsh Government (excl. agencies)","20","20","[c]","[c]"
"In post","2021","40-49","Mixed","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Animal and Plant Health Agency","10","10","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Attorney General's Office","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Cabinet Office (excl. agencies)","10","10","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Crown Prosecution Service","15","10","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Defence Equipment and Support","15","15","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Department for Business, Energy and Industrial Strategy (excl. agencies)","15","15","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Department for Education (excl. agencies)","10","10","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","10","10","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Department for International Trade","5","5","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Department for Work and Pensions (excl. agencies)","105","95","28640","27570"
"In post","2021","40-49","Other ethnicity","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Disclosure Scotland","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Food Standards Agency","5","5","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Foreign, Commonwealth and Development Office (excl. agencies)","25","25","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Government Legal Department","25","20","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Government Property Agency","10","10","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","HM Courts and Tribunals Service","30","25","28700","25920"
"In post","2021","40-49","Other ethnicity","HM Land Registry","5","5","[c]","[c]"
"In post","2021","40-49","Other ethnicity","HM Prison and Probation Service","60","60","33510","31650"
"In post","2021","40-49","Other ethnicity","HM Revenue and Customs (excl. agencies)","55","50","33090","29570"
"In post","2021","40-49","Other ethnicity","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Home Office (incl. agencies)","50","45","32130","28670"
"In post","2021","40-49","Other ethnicity","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Medicines and Healthcare Products Regulatory Agency","15","15","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Ministry of Defence (excl. agencies)","40","40","36780","33150"
"In post","2021","40-49","Other ethnicity","Ministry of Housing, Communities and Local Government (excl. agencies)","10","10","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Ministry of Justice (excl. agencies)","10","10","[c]","[c]"
"In post","2021","40-49","Other ethnicity","National Crime Agency","10","10","[c]","[c]"
"In post","2021","40-49","Other ethnicity","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","National Records of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Office for Standards in Education, Children's Services and Skills","10","5","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Public Health England","15","15","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Revenue Scotland","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Transport Scotland","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Valuation Office Agency","5","5","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Advisory, Conciliation and Arbitration Service","5","5","[c]","[c]"
"In post","2021","40-49","Undeclared","Animal and Plant Health Agency","35","35","34430","33790"
"In post","2021","40-49","Undeclared","Cabinet Office (excl. agencies)","50","50","50080","54700"
"In post","2021","40-49","Undeclared","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Companies House","20","20","[c]","[c]"
"In post","2021","40-49","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Crown Commercial Service","10","10","[c]","[c]"
"In post","2021","40-49","Undeclared","Crown Office and Procurator Fiscal Service","5","5","[c]","[c]"
"In post","2021","40-49","Undeclared","Crown Prosecution Service","40","35","42990","40800"
"In post","2021","40-49","Undeclared","Defence Electronics and Components Agency","5","5","[c]","[c]"
"In post","2021","40-49","Undeclared","Defence Equipment and Support","140","135","42630","41260"
"In post","2021","40-49","Undeclared","Defence Science and Technology Laboratory","105","105","44750","46080"
"In post","2021","40-49","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","45","45","58230","57850"
"In post","2021","40-49","Undeclared","Department for Digital, Culture, Media and Sport","10","10","[c]","[c]"
"In post","2021","40-49","Undeclared","Department for Education (excl. agencies)","55","50","46240","42580"
"In post","2021","40-49","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","45","40","43440","40120"
"In post","2021","40-49","Undeclared","Department for International Trade","15","15","[c]","[c]"
"In post","2021","40-49","Undeclared","Department for Transport (excl. agencies)","45","45","48970","44480"
"In post","2021","40-49","Undeclared","Department for Work and Pensions (excl. agencies)","1010","910","27600","27570"
"In post","2021","40-49","Undeclared","Disclosure Scotland","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Driver and Vehicle Licensing Agency","65","65","28040","21590"
"In post","2021","40-49","Undeclared","Driver and Vehicle Standards Agency","140","140","30030","28780"
"In post","2021","40-49","Undeclared","Education and Skills Funding Agency","20","15","[c]","[c]"
"In post","2021","40-49","Undeclared","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","FCDO Services","10","10","[c]","[c]"
"In post","2021","40-49","Undeclared","Food Standards Agency","5","5","[c]","[c]"
"In post","2021","40-49","Undeclared","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","95","95","49790","47270"
"In post","2021","40-49","Undeclared","Forestry and Land Scotland","5","5","[c]","[c]"
"In post","2021","40-49","Undeclared","Government Actuary's Department","5","5","[c]","[c]"
"In post","2021","40-49","Undeclared","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Government Legal Department","10","5","[c]","[c]"
"In post","2021","40-49","Undeclared","Government Property Agency","5","5","[c]","[c]"
"In post","2021","40-49","Undeclared","Health and Safety Executive","50","45","46850","46320"
"In post","2021","40-49","Undeclared","HM Courts and Tribunals Service","145","130","25760","21240"
"In post","2021","40-49","Undeclared","HM Land Registry","40","40","32600","31740"
"In post","2021","40-49","Undeclared","HM Prison and Probation Service","275","265","32560","31650"
"In post","2021","40-49","Undeclared","HM Revenue and Customs (excl. agencies)","620","595","33810","31810"
"In post","2021","40-49","Undeclared","HM Treasury (excl. agencies)","10","10","[c]","[c]"
"In post","2021","40-49","Undeclared","Home Office (incl. agencies)","580","545","32600","28680"
"In post","2021","40-49","Undeclared","Insolvency Service","10","10","[c]","[c]"
"In post","2021","40-49","Undeclared","Institute for Apprenticeships and Technical Education","5","5","[c]","[c]"
"In post","2021","40-49","Undeclared","Legal Aid Agency","10","10","[c]","[c]"
"In post","2021","40-49","Undeclared","Maritime and Coastguard Agency","25","25","[c]","[c]"
"In post","2021","40-49","Undeclared","Medicines and Healthcare Products Regulatory Agency","10","10","[c]","[c]"
"In post","2021","40-49","Undeclared","Met Office","25","25","[c]","[c]"
"In post","2021","40-49","Undeclared","Ministry of Defence (excl. agencies)","415","405","36120","33300"
"In post","2021","40-49","Undeclared","Ministry of Housing, Communities and Local Government (excl. agencies)","25","25","[c]","[c]"
"In post","2021","40-49","Undeclared","Ministry of Justice (excl. agencies)","40","35","44670","41410"
"In post","2021","40-49","Undeclared","National Crime Agency","50","50","39260","37400"
"In post","2021","40-49","Undeclared","National Savings and Investments","10","10","[c]","[c]"
"In post","2021","40-49","Undeclared","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Office for Standards in Education, Children's Services and Skills","10","10","[c]","[c]"
"In post","2021","40-49","Undeclared","Office of Gas and Electricity Markets","20","20","[c]","[c]"
"In post","2021","40-49","Undeclared","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Office of Rail and Road","5","5","[c]","[c]"
"In post","2021","40-49","Undeclared","Office of the Public Guardian","15","10","[c]","[c]"
"In post","2021","40-49","Undeclared","Planning Inspectorate","5","5","[c]","[c]"
"In post","2021","40-49","Undeclared","Public Health England","165","150","49510","47130"
"In post","2021","40-49","Undeclared","Registers of Scotland","5","5","[c]","[c]"
"In post","2021","40-49","Undeclared","Rural Payments Agency","40","35","26620","26320"
"In post","2021","40-49","Undeclared","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Scottish Government (excl. agencies)","30","30","46460","46600"
"In post","2021","40-49","Undeclared","Scottish Prison Service","90","90","33970","33650"
"In post","2021","40-49","Undeclared","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Submarine Delivery Agency","30","30","47360","45530"
"In post","2021","40-49","Undeclared","Transport Scotland","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","UK Hydrographic Office","10","10","[c]","[c]"
"In post","2021","40-49","Undeclared","UK Intellectual Property Office","15","15","[c]","[c]"
"In post","2021","40-49","Undeclared","UK Space Agency","20","20","[c]","[c]"
"In post","2021","40-49","Undeclared","United Kingdom Statistics Authority","15","10","[c]","[c]"
"In post","2021","40-49","Undeclared","Valuation Office Agency","45","40","36160","32550"
"In post","2021","40-49","Undeclared","Vehicle Certification Agency","5","5","[c]","[c]"
"In post","2021","40-49","Undeclared","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Welsh Government (excl. agencies)","75","75","45230","47000"
"In post","2021","40-49","Unknown","Accountant in Bankruptcy","10","5","[c]","[c]"
"In post","2021","40-49","Unknown","Advisory, Conciliation and Arbitration Service","75","70","30870","26380"
"In post","2021","40-49","Unknown","Animal and Plant Health Agency","65","60","32610","30330"
"In post","2021","40-49","Unknown","Attorney General's Office","5","5","[c]","[c]"
"In post","2021","40-49","Unknown","Cabinet Office (excl. agencies)","630","615","63990","61380"
"In post","2021","40-49","Unknown","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Charity Commission","20","20","[c]","[c]"
"In post","2021","40-49","Unknown","Companies House","10","10","[c]","[c]"
"In post","2021","40-49","Unknown","Competition and Markets Authority","20","15","[c]","[c]"
"In post","2021","40-49","Unknown","Criminal Injuries Compensation Authority","15","10","[c]","[c]"
"In post","2021","40-49","Unknown","Crown Commercial Service","25","25","[c]","[c]"
"In post","2021","40-49","Unknown","Crown Office and Procurator Fiscal Service","5","5","[c]","[c]"
"In post","2021","40-49","Unknown","Crown Prosecution Service","180","165","41460","39750"
"In post","2021","40-49","Unknown","Crown Prosecution Service Inspectorate","5","5","[c]","[c]"
"In post","2021","40-49","Unknown","Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Defence Equipment and Support","85","80","37960","37850"
"In post","2021","40-49","Unknown","Defence Science and Technology Laboratory","40","40","45110","46080"
"In post","2021","40-49","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","85","80","53880","53380"
"In post","2021","40-49","Unknown","Department for Digital, Culture, Media and Sport","25","25","[c]","[c]"
"In post","2021","40-49","Unknown","Department for Education (excl. agencies)","145","130","51120","49860"
"In post","2021","40-49","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","220","205","46810","47550"
"In post","2021","40-49","Unknown","Department for International Trade","105","105","52120","51970"
"In post","2021","40-49","Unknown","Department for Transport (excl. agencies)","115","115","51880","50610"
"In post","2021","40-49","Unknown","Department for Work and Pensions (excl. agencies)","1365","1240","29080","27570"
"In post","2021","40-49","Unknown","Department of Health and Social Care (excl. agencies)","310","305","54600","51050"
"In post","2021","40-49","Unknown","Disclosure Scotland","20","20","[c]","[c]"
"In post","2021","40-49","Unknown","Driver and Vehicle Licensing Agency","125","115","28830","21590"
"In post","2021","40-49","Unknown","Driver and Vehicle Standards Agency","190","190","29540","26700"
"In post","2021","40-49","Unknown","Education and Skills Funding Agency","55","50","44720","41480"
"In post","2021","40-49","Unknown","Education Scotland","25","25","[c]","[c]"
"In post","2021","40-49","Unknown","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Food Standards Agency","20","20","[c]","[c]"
"In post","2021","40-49","Unknown","Food Standards Scotland","20","20","[c]","[c]"
"In post","2021","40-49","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","245","235","55440","55620"
"In post","2021","40-49","Unknown","Forestry and Land Scotland","15","15","[c]","[c]"
"In post","2021","40-49","Unknown","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Government Legal Department","100","90","62490","65760"
"In post","2021","40-49","Unknown","Health and Safety Executive","65","60","43830","43830"
"In post","2021","40-49","Unknown","HM Courts and Tribunals Service","275","255","24880","21300"
"In post","2021","40-49","Unknown","HM Land Registry","205","195","31390","22350"
"In post","2021","40-49","Unknown","HM Prison and Probation Service","980","920","29070","27680"
"In post","2021","40-49","Unknown","HM Revenue and Customs (excl. agencies)","2740","2535","29280","25560"
"In post","2021","40-49","Unknown","HM Treasury (excl. agencies)","10","5","[c]","[c]"
"In post","2021","40-49","Unknown","Home Office (incl. agencies)","245","240","35980","28650"
"In post","2021","40-49","Unknown","Insolvency Service","130","125","30290","26410"
"In post","2021","40-49","Unknown","Institute for Apprenticeships and Technical Education","5","5","[c]","[c]"
"In post","2021","40-49","Unknown","Legal Aid Agency","25","25","[c]","[c]"
"In post","2021","40-49","Unknown","Maritime and Coastguard Agency","20","20","[c]","[c]"
"In post","2021","40-49","Unknown","Met Office","80","75","41450","39750"
"In post","2021","40-49","Unknown","Ministry of Defence (excl. agencies)","655","630","36940","34920"
"In post","2021","40-49","Unknown","Ministry of Housing, Communities and Local Government (excl. agencies)","40","40","53940","48200"
"In post","2021","40-49","Unknown","Ministry of Justice (excl. agencies)","190","185","48480","48960"
"In post","2021","40-49","Unknown","National Crime Agency","175","165","43820","42630"
"In post","2021","40-49","Unknown","National Records of Scotland","20","15","[c]","[c]"
"In post","2021","40-49","Unknown","Northern Ireland Office","5","5","[c]","[c]"
"In post","2021","40-49","Unknown","Office for Budget Responsibility","5","5","[c]","[c]"
"In post","2021","40-49","Unknown","Office for Standards in Education, Children's Services and Skills","10","10","[c]","[c]"
"In post","2021","40-49","Unknown","Office of Gas and Electricity Markets","10","10","[c]","[c]"
"In post","2021","40-49","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Office of the Public Guardian","20","15","[c]","[c]"
"In post","2021","40-49","Unknown","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Planning Inspectorate","15","15","[c]","[c]"
"In post","2021","40-49","Unknown","Public Health England","50","45","54510","50440"
"In post","2021","40-49","Unknown","Registers of Scotland","30","30","37140","30080"
"In post","2021","40-49","Unknown","Revenue Scotland","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Royal Fleet Auxiliary","385","385","40220","35380"
"In post","2021","40-49","Unknown","Rural Payments Agency","175","170","27380","24920"
"In post","2021","40-49","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","10","10","[c]","[c]"
"In post","2021","40-49","Unknown","Scottish Courts and Tribunals Service","335","305","29110","29350"
"In post","2021","40-49","Unknown","Scottish Government (excl. agencies)","280","265","44620","42000"
"In post","2021","40-49","Unknown","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Scottish Prison Service","385","370","31690","33650"
"In post","2021","40-49","Unknown","Scottish Public Pensions Agency","20","15","[c]","[c]"
"In post","2021","40-49","Unknown","Serious Fraud Office","20","20","[c]","[c]"
"In post","2021","40-49","Unknown","Social Security Scotland","50","45","31960","27660"
"In post","2021","40-49","Unknown","Student Awards Agency for Scotland","20","15","[c]","[c]"
"In post","2021","40-49","Unknown","Submarine Delivery Agency","20","20","[c]","[c]"
"In post","2021","40-49","Unknown","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","The National Archives","35","35","36000","31260"
"In post","2021","40-49","Unknown","Transport Scotland","20","20","[c]","[c]"
"In post","2021","40-49","Unknown","UK Hydrographic Office","50","50","38460","33290"
"In post","2021","40-49","Unknown","UK Intellectual Property Office","90","85","40370","39120"
"In post","2021","40-49","Unknown","United Kingdom Statistics Authority","175","165","34720","31090"
"In post","2021","40-49","Unknown","Valuation Office Agency","185","170","30880","25860"
"In post","2021","40-49","Unknown","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Water Services Regulation Authority","10","10","[c]","[c]"
"In post","2021","40-49","Unknown","Welsh Government (excl. agencies)","15","15","[c]","[c]"
"In post","2021","40-49","Unknown","Welsh Revenue Authority","15","15","[c]","[c]"
"In post","2021","40-49","White","Accountant in Bankruptcy","30","25","[c]","[c]"
"In post","2021","40-49","White","Advisory, Conciliation and Arbitration Service","155","150","35730","34500"
"In post","2021","40-49","White","Animal and Plant Health Agency","550","515","32170","29180"
"In post","2021","40-49","White","Attorney General's Office","[c]","[c]","[c]","[c]"
"In post","2021","40-49","White","Cabinet Office (excl. agencies)","950","915","56130","54700"
"In post","2021","40-49","White","Centre for Environment, Fisheries and Aquaculture Science","160","150","35430","31070"
"In post","2021","40-49","White","Charity Commission","105","95","34890","29250"
"In post","2021","40-49","White","Companies House","220","205","34590","30660"
"In post","2021","40-49","White","Competition and Markets Authority","150","140","74330","74480"
"In post","2021","40-49","White","Criminal Injuries Compensation Authority","60","50","26430","22570"
