"Status","Year","Age","Disability","Region_ITL3","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Declared disabled","Aberdeen City and Aberdeenshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Angus and Dundee City","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Barking & Dagenham and Havering","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Barnet","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Barnsley, Doncaster and Rotherham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Bedford","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Belfast","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Berkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Berkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Berkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Bexley and Greenwich","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Bexley and Greenwich","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Birmingham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Birmingham","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Birmingham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Blackburn with Darwen","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Blackpool","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Bradford","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Bradford","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Breckland and South Norfolk","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Brent","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Brent","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Bridgend and Neath Port Talbot","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Bridgend and Neath Port Talbot","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Brighton and Hove","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Bristol, City of","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Bristol, City of","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Buckinghamshire CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Calderdale and Kirklees","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Calderdale and Kirklees","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Cambridgeshire CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Camden and City of London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Cardiff and Vale of Glamorgan","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Cardiff and Vale of Glamorgan","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Central Bedfordshire","EO","[c]","[c]","[c]","[c]"
