"Status","Year","Ethnicity","Region_london","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Black","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","London","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","London","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","London","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","London","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Outside London","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Outside London","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Outside London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Outside London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Outside London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Outside London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Overseas","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Overseas","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Overseas","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Overseas","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Overseas","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Overseas","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Overseas","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","London","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","London","AA/AO","AO","30","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","London","EO","EO","40","[c]","28830","28470"
"Leaver CS","2021","Mixed","London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","London","G6/G7","G7","20","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","London","SEO/HEO","HEO","25","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","London","SEO/HEO","SEO","20","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","London","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Outside London","AA/AO","AA","10","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Outside London","AA/AO","AO","125","[c]","21350","21010"
"Leaver CS","2021","Mixed","Outside London","EO","EO","45","[c]","26830","27400"
"Leaver CS","2021","Mixed","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Outside London","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Outside London","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Outside London","SEO/HEO","SEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Outside London","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Overseas","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Overseas","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Overseas","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Overseas","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Overseas","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Overseas","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Overseas","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","London","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","London","AA/AO","AO","15","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","London","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","London","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","London","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","London","SEO/HEO","SEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Outside London","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Outside London","AA/AO","AO","25","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Outside London","EO","EO","20","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Outside London","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Outside London","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Outside London","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Overseas","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Overseas","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Overseas","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Overseas","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Overseas","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Overseas","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Overseas","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","London","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","London","AA/AO","AO","70","[c]","19920","18200"
"Leaver CS","2021","Undeclared","London","EO","EO","70","[c]","28940","29890"
"Leaver CS","2021","Undeclared","London","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","London","G6/G7","G7","40","[c]","57680","56630"
"Leaver CS","2021","Undeclared","London","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","London","SEO/HEO","HEO","45","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","London","SEO/HEO","SEO","35","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","London","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Outside London","AA/AO","AA","60","[c]","18540","18320"
"Leaver CS","2021","Undeclared","Outside London","AA/AO","AO","350","[c]","21970","21010"
"Leaver CS","2021","Undeclared","Outside London","EO","EO","250","[c]","28000","27240"
"Leaver CS","2021","Undeclared","Outside London","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Outside London","G6/G7","G7","55","[c]","54290","54860"
"Leaver CS","2021","Undeclared","Outside London","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Outside London","SEO/HEO","HEO","175","[c]","33520","33450"
"Leaver CS","2021","Undeclared","Outside London","SEO/HEO","SEO","105","[c]","42590","41100"
"Leaver CS","2021","Undeclared","Outside London","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Overseas","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Overseas","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Overseas","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Overseas","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","AA/AO","AA","65","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","AA/AO","AO","265","[c]","23190","22680"
"Leaver CS","2021","Unknown","London","EO","EO","370","[c]","28290","30000"
"Leaver CS","2021","Unknown","London","G6/G7","G6","70","[c]","70330","68680"
"Leaver CS","2021","Unknown","London","G6/G7","G7","175","[c]","56490","55060"
"Leaver CS","2021","Unknown","London","SCS level","SCS level","50","[c]","104530","94100"
"Leaver CS","2021","Unknown","London","SEO/HEO","HEO","240","[c]","32890","32910"
"Leaver CS","2021","Unknown","London","SEO/HEO","SEO","110","[c]","41490","40330"
"Leaver CS","2021","Unknown","London","Unknown","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Outside London","AA/AO","AA","465","[c]","19250","19120"
"Leaver CS","2021","Unknown","Outside London","AA/AO","AO","2035","[c]","21330","21010"
"Leaver CS","2021","Unknown","Outside London","EO","EO","985","[c]","26700","27570"
"Leaver CS","2021","Unknown","Outside London","G6/G7","G6","75","[c]","70320","69160"
"Leaver CS","2021","Unknown","Outside London","G6/G7","G7","180","[c]","55090","55000"
"Leaver CS","2021","Unknown","Outside London","SCS level","SCS level","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Outside London","SEO/HEO","HEO","350","[c]","32440","32140"
"Leaver CS","2021","Unknown","Outside London","SEO/HEO","SEO","255","[c]","41460","39780"
"Leaver CS","2021","Unknown","Outside London","Unknown","Unknown","125","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","SEO/HEO","HEO","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","AA/AO","AO","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","EO","EO","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","G6/G7","G6","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","G6/G7","G7","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","SCS level","SCS level","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","SEO/HEO","HEO","40","[c]","31290","28420"
"Leaver CS","2021","Unknown","Unknown","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","Unknown","475","[c]","34970","32400"
"Leaver CS","2021","White","London","AA/AO","AA","100","[c]","20680","21770"
"Leaver CS","2021","White","London","AA/AO","AO","355","[c]","24210","24300"
"Leaver CS","2021","White","London","EO","EO","385","[c]","28930","28790"
"Leaver CS","2021","White","London","G6/G7","G6","190","[c]","71220","70860"
"Leaver CS","2021","White","London","G6/G7","G7","465","[c]","56830","55600"
"Leaver CS","2021","White","London","SCS level","SCS level","185","[c]","97610","92370"
"Leaver CS","2021","White","London","SEO/HEO","HEO","395","[c]","34690","34250"
"Leaver CS","2021","White","London","SEO/HEO","SEO","320","[c]","42740","41860"
"Leaver CS","2021","White","London","Unknown","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2021","White","Outside London","AA/AO","AA","1155","[c]","18540","18320"
"Leaver CS","2021","White","Outside London","AA/AO","AO","5890","[c]","21570","21010"
"Leaver CS","2021","White","Outside London","EO","EO","3495","[c]","27140","27420"
"Leaver CS","2021","White","Outside London","G6/G7","G6","295","[c]","72350","70970"
"Leaver CS","2021","White","Outside London","G6/G7","G7","665","[c]","55540","55180"
"Leaver CS","2021","White","Outside London","SCS level","SCS level","115","[c]","97410","98110"
"Leaver CS","2021","White","Outside London","SEO/HEO","HEO","1730","[c]","33390","33300"
"Leaver CS","2021","White","Outside London","SEO/HEO","SEO","1165","[c]","41860","40980"
"Leaver CS","2021","White","Outside London","Unknown","Unknown","470","[c]","37100","35790"
"Leaver CS","2021","White","Overseas","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Overseas","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Overseas","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Overseas","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Overseas","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Overseas","SEO/HEO","HEO","50","[c]","36440","36960"
"Leaver CS","2021","White","Overseas","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Unknown","AA/AO","AO","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Unknown","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Unknown","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Unknown","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Unknown","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","London","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","London","AA/AO","AO","45","[c]","24160","24800"
"Leaver Dept.","2021","Asian","London","EO","EO","140","[c]","28770","28530"
"Leaver Dept.","2021","Asian","London","G6/G7","G6","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","London","G6/G7","G7","80","[c]","55760","54760"
"Leaver Dept.","2021","Asian","London","SCS level","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","London","SEO/HEO","HEO","135","[c]","33940","33960"
"Leaver Dept.","2021","Asian","London","SEO/HEO","SEO","100","[c]","41320","40640"
"Leaver Dept.","2021","Asian","London","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Outside London","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Outside London","AA/AO","AO","180","[c]","20570","20500"
"Leaver Dept.","2021","Asian","Outside London","EO","EO","115","[c]","25890","27000"
"Leaver Dept.","2021","Asian","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Outside London","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Outside London","SEO/HEO","HEO","55","[c]","30790","31530"
"Leaver Dept.","2021","Asian","Outside London","SEO/HEO","SEO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Outside London","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Overseas","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Overseas","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Overseas","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Overseas","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Overseas","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Overseas","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","SEO/HEO","HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","London","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","London","AA/AO","AO","40","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","London","EO","EO","75","[c]","28570","28450"
"Leaver Dept.","2021","Black","London","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","London","G6/G7","G7","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","London","SEO/HEO","HEO","95","[c]","34610","34140"
"Leaver Dept.","2021","Black","London","SEO/HEO","SEO","55","[c]","40680","40490"
"Leaver Dept.","2021","Black","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Outside London","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Outside London","AA/AO","AO","50","[c]","20530","20940"
"Leaver Dept.","2021","Black","Outside London","EO","EO","65","[c]","26250","27570"
"Leaver Dept.","2021","Black","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Outside London","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Outside London","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Outside London","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Overseas","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Overseas","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Overseas","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Overseas","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Overseas","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Overseas","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","London","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","London","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","London","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Outside London","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Outside London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Outside London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Outside London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Outside London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Outside London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Overseas","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Overseas","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Overseas","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Overseas","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Overseas","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Overseas","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","London","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","London","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","London","EO","EO","45","[c]","28370","27760"
"Leaver Dept.","2021","Mixed","London","G6/G7","G6","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","London","G6/G7","G7","55","[c]","55260","54700"
